# Mean Abundances gathered from Table 5 through Table 20 (16 stars)
Name,Ion,N_lines,l_logepsX,logepsX,l_[X/H],[X/H],l_[X/Fe],[X/Fe],e_stat,e_logepsX,e_neutrals,e_ions
BD+44 493,Al I,1,,1.73,,,,-0.44,0.09,0.16,0.12,0.22
BD+44 493,Ba II,1,,-2.98,,,,-0.90,0.10,0.17,0.21,0.16
BD+44 493,C-H,1,,5.35,,,,1.18,0.15,0.25,0.20,0.22
BD+44 493,Ca I,6,,2.57,,,,0.52,0.15,0.20,0.17,0.25
BD+44 493,Ce II,5,<,-1.66,,,<,1.02,,,,
BD+44 493,Co I,3,,1.00,,,,0.29,0.15,0.20,0.17,0.25
BD+44 493,Cr I,2,,1.04,,,,-0.31,0.10,0.17,0.14,0.22
BD+44 493,Cr II,0,,,,,,,,,,
BD+44 493,Cu I,0,,,,,,,,,,
BD+44 493,Dy II,3,<,-2.01,,,<,1.15,,,,
BD+44 493,Er II,3,<,-1.74,,,<,1.60,,,,
BD+44 493,Eu II,4,<,-2.83,,,<,0.91,,,,
BD+44 493,Fe I,61,,3.22,,-4.28,,,0.09,0.16,0.00,0.00
BD+44 493,Fe II,2,,3.24,,-4.26,,,0.12,0.18,0.00,0.00
BD+44 493,Ga I,1,<,0.35,,,<,1.59,,,,
BD+44 493,Gd II,2,<,-1.31,,,<,1.88,,,,
BD+44 493,Hf II,2,<,-1.08,,,<,2.33,,,,
BD+44 493,Ho II,2,<,-2.21,,,<,1.57,,,,
BD+44 493,Ir I,0,,,,,,,,,,
BD+44 493,K I,0,,,,,,,,,,
BD+44 493,La II,0,,,,,,,,,,
BD+44 493,Li I,1,,0.64,,,,,0.12,0.18,0.15,0.23
BD+44 493,Mg I,7,,4.21,,,,0.90,0.09,0.16,0.12,0.22
BD+44 493,Mn I,2,,0.10,,,,-1.05,0.16,0.20,0.18,0.25
BD+44 493,Mn II,0,,,,,,,,,,
BD+44 493,Mo I,1,<,-0.47,,,<,1.93,,,,
BD+44 493,C-N,1,<,5.75,,,<,2.18,,,,
BD+44 493,Na I,0,,,,,,,,,,
BD+44 493,Nb II,1,<,0.34,,,<,3.14,,,,
BD+44 493,Nd II,5,<,-1.82,,,<,1.02,,,,
BD+44 493,Ni I,2,,2.08,,,,0.14,0.14,0.19,0.16,0.24
BD+44 493,O I,0,,,,,,,,,,
BD+44 493,Pb I,1,<,0.38,,,<,2.62,,,,
BD+44 493,Pr II,4,<,-2.00,,,<,1.54,,,,
BD+44 493,Rb I,0,,,,,,,,,,
BD+44 493,Ru I,0,,,,,,,,,,
BD+44 493,Sc II,1,,-1.06,,,,0.05,0.05,0.15,0.19,0.13
BD+44 493,Si I,1,,3.71,,,,0.48,0.16,0.28,0.24,0.32
BD+44 493,Sm II,2,<,-1.60,,,<,1.70,,,,
BD+44 493,Sn I,0,,,,,,,,,,
BD+44 493,Sr II,2,,-1.96,,,,-0.58,0.05,0.15,0.18,0.13
BD+44 493,Tb II,3,<,-1.82,,,<,2.14,,,,
BD+44 493,Tc I,1,<,0.03,,,,,,,,
BD+44 493,Th II,2,<,-1.89,,,<,2.31,,,,
BD+44 493,Ti I,3,,0.90,,,,0.24,0.19,0.23,0.21,0.27
BD+44 493,Ti II,9,,0.68,,,,-0.02,0.08,0.16,0.19,0.15
BD+44 493,Tm II,2,<,-2.16,,,<,2.00,,,,
BD+44 493,V I,0,,,,,,,,,,
BD+44 493,V II,2,<,0.31,,,<,0.64,,,,
BD+44 493,Y II,6,<,-2.49,,,<,-0.44,,,,
BD+44 493,Yb II,1,<,-2.40,,,<,0.94,,,,
BD+44 493,Zn I,2,<,1.39,,,<,1.11,,,,
BD+44 493,Zr II,3,<,-1.02,,,<,0.66,,,,
CS 22877-001,Al I,1,,2.41,,,,-0.73,0.09,0.29,0.23,0.29
CS 22877-001,Ba II,2,,-1.63,,,,-0.58,0.05,0.15,0.17,0.10
CS 22877-001,C-H,1,,6.22,,,,1.03,0.15,0.25,0.19,0.19
CS 22877-001,Ca I,9,,3.41,,,,0.37,0.11,0.17,0.13,0.20
CS 22877-001,Ce II,1,<,-0.95,,,<,0.71,,,,
CS 22877-001,Co I,7,,1.58,,,,-0.10,0.14,0.21,0.16,0.23
CS 22877-001,Cr I,10,,2.12,,,,-0.22,0.08,0.16,0.10,0.19
CS 22877-001,Cr II,3,,2.45,,,,0.05,0.12,0.18,0.20,0.14
CS 22877-001,Cu I,0,,,,,,,,,,
CS 22877-001,Dy II,2,,-1.99,,,,0.15,0.19,0.23,0.25,0.20
CS 22877-001,Er II,1,,-2.10,,,,0.22,0.29,0.33,0.34,0.30
CS 22877-001,Eu II,2,,-2.76,,,,-0.05,0.13,0.19,0.21,0.15
CS 22877-001,Fe I,106,,4.19,,-3.31,,,0.06,0.15,0.00,0.00
CS 22877-001,Fe II,10,,4.26,,-3.24,,,0.07,0.15,0.00,0.00
CS 22877-001,Ga I,0,,,,,,,,,,
CS 22877-001,Gd II,2,<,-1.30,,,<,0.87,,,,
CS 22877-001,Hf II,2,<,-1.27,,,<,1.12,,,,
CS 22877-001,Ho II,0,,,,,,,,,,
CS 22877-001,Ir I,1,<,-0.75,,,<,1.18,,,,
CS 22877-001,K I,0,,,,,,,,,,
CS 22877-001,La II,2,,-2.23,,,,-0.09,0.18,0.23,0.25,0.19
CS 22877-001,Li I,1,,0.66,,,,,0.09,0.16,0.11,0.19
CS 22877-001,Mg I,8,,4.67,,,,0.38,0.05,0.16,0.09,0.18
CS 22877-001,Mn I,2,,1.67,,,,-0.45,0.08,0.16,0.11,0.19
CS 22877-001,Mn II,4,,1.63,,,,-0.57,0.16,0.21,0.23,0.17
CS 22877-001,Mo I,1,<,-0.68,,,<,0.75,,,,
CS 22877-001,N-H,1,,4.44,,,,-0.15,0.30,0.36,0.32,0.32
CS 22877-001,Na I,0,,,,,,,,,,
CS 22877-001,Nb II,1,<,-0.24,,,<,1.54,,,,
CS 22877-001,Nd II,1,,-1.94,,,,-0.12,0.12,0.18,0.21,0.14
CS 22877-001,Ni I,7,,2.85,,,,-0.07,0.12,0.22,0.16,0.23
CS 22877-001,O I,2,,6.60,,,,1.21,0.18,0.22,0.19,0.25
CS 22877-001,Pb I,1,<,0.40,,,<,1.67,,,,
CS 22877-001,Pr II,2,<,-2.40,,,<,0.12,,,,
CS 22877-001,Rb I,1,<,1.90,,,<,2.69,,,,
CS 22877-001,Ru I,0,,,,,,,,,,
CS 22877-001,Sc II,5,,-0.33,,,,-0.24,0.07,0.15,0.18,0.10
CS 22877-001,Si I,0,,,,,,,,,,
CS 22877-001,Sm II,1,<,-1.78,,,<,0.50,,,,
CS 22877-001,Sn I,1,<,0.77,,,<,2.01,,,,
CS 22877-001,Sr II,2,,-0.60,,,,-0.23,0.04,0.25,0.25,0.26
CS 22877-001,Tb II,3,<,-2.14,,,<,0.80,,,,
CS 22877-001,Tc I,1,<,0.22,,,,,,,,
CS 22877-001,Th II,0,,,,,,,,,,
CS 22877-001,Ti I,15,,1.71,,,,0.06,0.08,0.15,0.10,0.19
CS 22877-001,Ti II,25,,1.78,,,,0.07,0.07,0.15,0.18,0.10
CS 22877-001,Tm II,2,<,-2.36,,,<,0.78,,,,
CS 22877-001,V I,0,,,,,,,,,,
CS 22877-001,V II,2,,0.53,,,,-0.17,0.25,0.29,0.30,0.26
CS 22877-001,Y II,2,,-1.58,,,,-0.55,0.12,0.18,0.21,0.14
CS 22877-001,Yb II,1,,-2.55,,,,-0.23,0.19,0.23,0.25,0.20
