Found,JINA_ID,Query_ID,RA_input,DEC_input,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,coo_wavelength,coo_bibcode,H,I,B,V,K,J,U,R,plx_value,pmdec,pmra,rvz_nature,rvz_qual,otype,sp_type,sp_bibcode,sp_qual
True,,J0229-1307,02:29:38.7,-13:07:46.6,UCAC4 385-002850,37.41122208466,-13.12960841226,0.011,0.011,90,O,2020yCat.1350....0G,11.347999572753906,12.031999588012695,13.215999603271484,12.723999977111816,11.277000427246094,11.638999938964844,,12.784000396728516,1.4527,-47.718,54.084,s,A,PM*,,,
True,,J0236-1202,02:36:10.77,-12:02:55.9,UCAC2  27409399,39.04493979235001,-12.048897907349998,0.0138,0.013,90,O,2020yCat.1350....0G,10.130999565124512,11.229999542236328,13.015000343322754,12.227999687194824,10.0600004196167,10.62399959564209,,12.15999984741211,0.3243,-14.891,19.595,s,A,Pe*,,,
True,,J0241-0427,02:41:38.88,- 4:27:36.0,BD-05   504,40.41235553996,-4.4597034096,0.0127,0.0116,90,O,2020yCat.1350....0G,8.074000358581543,,11.588000297546387,10.574000358581543,7.98799991607666,8.630999565124512,,,0.3922,-26.787,11.252,s,A,Pe*,,,
True,,J0242-0707,02:42:36.75,- 7:07:45.9,UCAC4 415-003336,40.65312499927,-7.129297843290001,0.0177,0.0151,90,O,2020yCat.1350....0G,11.300999641418457,,12.967000007629395,12.508000373840332,11.234000205993652,11.541999816894531,,12.588000297546387,1.7642,-7.905,57.389,s,A,PM*,,,
True,,J0243-3249,02:43:25.93,-32:49:01.5,TYC 7014-633-1,40.85804222080999,-32.81705972211,0.008,0.0117,90,O,2020yCat.1350....0G,8.880000114440918,,12.251999855041504,11.29800033569336,8.77299976348877,9.45300006866455,,,0.2958,-4.942,9.943,s,A,Pe*,,,
True,,J0246-1518,02:46:20.14,-15:18:41.9,UCAC2  26140348,41.58389630966,-15.31162680548,0.0112,0.0138,90,O,2020yCat.1350....0G,10.32699966430664,11.4399995803833,13.199999809265137,12.4399995803833,10.199000358581543,10.781000137329102,,12.300000190734863,0.3372,-11.8,24.418,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J0307-0534,03:07:14.88,- 5:34:55.2,UCAC2  29766877,46.81154598666999,-5.5820463742,0.012,0.0117,90,O,2020yCat.1350....0G,9.196999549865723,10.569999694824219,12.699000358581543,11.687000274658203,9.059000015258789,9.781000137329102,,11.420000076293945,0.2007,-9.269,8.996,s,A,Pe*,,,
True,,J0313-1020,03:13:37.26,-10:20:55.3,UCAC4 399-003740,48.40528034139,-10.34870149841,0.0128,0.0144,90,O,2020yCat.1350....0G,9.753000259399414,,12.961999893188477,12.09000015258789,9.687000274658203,10.281999588012695,,11.949000358581543,0.3888,-11.418,23.433,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J0343-0924,03:43:46.32,- 9:24:18.0,UCAC2  28482507,55.942713135700004,-9.40472557158,0.013,0.012,90,O,2020yCat.1350....0G,9.307000160217285,10.829999923706055,13.1899995803833,12.08899974822998,9.157999992370605,9.935999870300293,,11.920000076293945,0.2656,-2.143,9.976,s,A,*,,,
True,,J0346-0730,03:46:21.6,- 7:30:07.2,UCAC2  29033918,56.590099900270005,-7.502304744919999,0.0124,0.0106,90,O,2020yCat.1350....0G,9.670999526977539,10.9399995803833,12.937000274658203,12.027999877929688,9.543999671936035,10.194999694824219,,11.829999923706055,0.3499,-16.543,12.486,s,A,Pe*,,,
True,,J0355-0637,03:55:09.36,- 6:37:12.0,TYC 4724-557-1,58.78866691975001,-6.619716415229999,0.0133,0.0104,90,O,2020yCat.1350....0G,9.949000358581543,,12.765999794006348,12.4399995803833,9.866999626159668,10.427000045776367,,,0.3543,-8.139,14.189,s,A,Pe*,,,
True,,CS 22169-035,04:12:13.88,-12:05:05.1,HE 0409-1212,63.05783928665,-12.084743125019997,0.0099,0.0094,90,O,2020yCat.1350....0G,10.479999542236328,11.763999938964844,13.843000411987305,12.897000312805176,10.352999687194824,11.001999855041504,,,0.1927,-4.925,7.986,s,A,Pe*,,,
True,,J0419-0517,04:19:29.76,- 5:17:49.2,UCAC2  29952235,64.87361051841,-5.296989077560001,0.0143,0.0102,90,O,2020yCat.1350....0G,9.517000198364258,10.90999984741211,13.133000373840332,12.142000198364258,9.376999855041504,10.086000442504883,,11.970000267028809,0.2639,-8.164,12.023,s,A,Pe*,,,
True,,TYC 75-1185-1,04:23:14.54,+ 1:30:48.3,HE 0420+0123a,65.8106029276,1.5134169491099998,0.0162,0.01,90,O,2020yCat.1350....0G,9.170999526977539,10.170999526977539,12.26200008392334,11.482999801635742,9.015999794006348,9.621999740600586,,10.687999725341797,0.8687,-21.462,33.291,s,A,Pe*,CEMP-no,2016ApJ...833...20Y,C
True,,J0423-1315,04:23:24.4,-13:15:06.0,UCAC4 384-005597,65.85167909668,-13.25169147258,0.0141,0.0134,90,O,2020yCat.1350....0G,8.803000450134277,,13.248000144958496,11.855999946594238,8.637999534606934,9.444999694824219,,11.49899959564209,0.1388,-6.744,1.378,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J0434-2325,04:34:22.54,-23:25:28.2,CD-23  2021,68.59391386819,-23.42450330095,0.006,0.0089,90,O,2020yCat.1350....0G,7.317999839782715,,11.392999649047852,10.241000175476074,7.201000213623047,8.027000427246094,,,0.4557,-13.592,9.573,s,A,Pe*,,,
True,,J0441-2303,04:41:50.86,-23:03:48.2,TYC 6465-1283-1,70.4620042123,-23.063380719060003,0.0053,0.008,90,O,2020yCat.1350....0G,10.859000205993652,,12.991999626159668,12.458999633789062,10.788999557495117,11.201000213623047,,,0.3656,-9.956,14.796,s,B,Pe*,,,
True,,J0453-2437,04:53:01.68,-24:37:14.4,TYC 6466-972-1,73.25702232611,-24.620694761920003,0.0079,0.0108,90,O,2020yCat.1350....0G,9.32800006866455,,12.753999710083008,11.779999732971191,9.204000473022461,9.87399959564209,,,0.2328,-11.841,21.736,s,A,Pe*,,,
True,,TYC 5911-452-1,04:53:22.64,-22:10:39.5,TYC 5911-452-1,73.3443609611,-22.17762715876,0.0089,0.0122,90,O,2020yCat.1350....0G,9.574999809265137,,11.050000190734863,10.65999984741211,9.472999572753906,9.831999778747559,,10.430000305175781,5.2135,-141.812,51.79,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J0456-3115,04:56:51.47,-31:15:42.8,HD  31730,74.21445628687,-31.26186118689,0.0093,0.0107,90,O,2020yCat.1350....0G,6.335999965667725,,10.520000457763672,9.300000190734863,6.163000106811523,6.980000019073486,,,0.438,-9.455,11.474,s,A,*,F7/G0,1982MSS...C03....0H,E
True,,J0505-2145,05:05:50.54,-21:45:07.8,TYC 5913-127-1,76.46057642096,-21.752164048140003,0.0074,0.009,90,O,2020yCat.1350....0G,8.491000175476074,,12.107000350952148,11.0,8.354000091552734,9.071999549865723,,10.40999984741211,0.2412,-9.577,4.168,s,A,Pe*,,,
True,,TYC 5329-1927-1,05:06:20.12,-13:44:21.9,TYC 5329-1927-1,76.58385062002,-13.739439687370002,0.0134,0.0132,90,O,2020yCat.1350....0G,9.142000198364258,,13.0600004196167,11.710000038146973,9.020000457763672,9.758000373840332,,,0.2772,-0.613,3.208,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J0517-1342,05:17:27.41,-13:42:34.9,TYC 5343-1404-1,79.36418189945,-13.70968043895,0.0106,0.0102,90,O,2020yCat.1350....0G,9.965999603271484,,12.944000244140625,12.145999908447266,9.873000144958496,10.411999702453613,,,0.6552,-46.929,7.958,s,A,*,,,
True,,J0525-3049,05:25:47.24,-30:49:10.2,TYC 7055-362-1,81.44687416156,-30.81947950605,0.0105,0.0122,90,O,2020yCat.1350....0G,9.984000205993652,10.914999961853027,12.286999702453613,11.704000473022461,9.91100025177002,10.369999885559082,,11.130000114440918,0.3465,6.047,5.071,s,A,Pe*,,,
True,,J0610-3141,06:10:33.5,-31:41:06.8,TYC 7072-1780-1,92.63959675247,-31.68521226182,0.0077,0.0092,90,O,2020yCat.1350....0G,10.53600025177002,,13.26099967956543,12.559000015258789,10.430999755859375,10.982000350952148,,,0.2617,12.27,9.18,s,A,Pe*,,,
True,,TYC 6535-3183-1,07:03:33.59,-29:17:47.9,TYC 6535-3183-1,105.88994606661,-29.296632107269996,0.0064,0.0084,90,O,2020yCat.1350....0G,8.079000473022461,,12.196000099182129,11.015999794006348,7.921999931335449,8.704000473022461,,,0.334,-8.562,3.296,s,A,*,,,
True,,J0705-3343,07:05:20.28,-33:43:24.3,TYC 7094-3072-1,106.33451338327001,-33.72341582026,0.0086,0.0108,90,O,2020yCat.1350....0G,9.310999870300293,,12.557999610900879,11.677000045776367,9.197999954223633,9.826000213623047,,,0.5717,17.901,-2.503,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J0711-3432,07:11:42.53,-34:32:36.8,UCAC4 278-016017,107.92719541493,-34.54358305892,0.0078,0.0103,90,O,2020yCat.1350....0G,10.003999710083008,,13.420999526977539,12.444000244140625,9.859999656677246,10.52299976348877,,12.258999824523926,0.481,0.536,4.915,s,B,Pe*,CEMP,2018AJ....155..256P,C
True,,J0910-1444,09:10:43.1,-14:44:18.6,2MASS J09104309-1444185,137.67958095634,-14.738496983339997,0.0137,0.0107,90,O,2020yCat.1350....0G,9.598999977111816,,13.126999855041504,12.118000030517578,9.482999801635742,10.131999969482422,,,0.1815,-0.003,-3.637,s,A,Pe*,,,
True,,J0918-2311,09:18:58.9,-23:11:51.2,TYC 6587-1048-1,139.74543245786,-23.19754866803,0.0149,0.0115,90,O,2020yCat.1350....0G,9.357999801635742,,12.829999923706055,11.87399959564209,9.234999656677246,9.888999938964844,,,0.3002,13.246,-10.462,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J0929-2905,09:29:49.74,-29:05:59.2,TYC 6613-815-1,142.45720079457,-29.09973452961,0.0103,0.0118,90,O,2020yCat.1350....0G,9.048999786376953,,12.345000267028809,11.458999633789062,8.89900016784668,9.569000244140625,,,0.4058,3.537,-5.595,s,A,Pe*,,,
True,,J0946-0626,09:46:34.8,- 6:26:52.8,UCAC2  29643619,146.64517692184,-6.44812875872,0.0161,0.0124,90,O,2020yCat.1350....0G,9.585000038146973,11.149999618530273,13.451000213623047,12.333000183105469,9.432000160217285,10.199999809265137,,12.0600004196167,0.1327,-2.101,-2.518,s,A,*,,,
True,,J0949-1617,09:49:21.82,-16:17:22.1,TYC 6044-714-1,147.34094311667,-16.2894611768,0.012,0.0115,90,O,2020yCat.1350....0G,9.008999824523926,10.310999870300293,12.326000213623047,11.343000411987305,8.925999641418457,9.529000282287598,,10.489999771118164,0.3051,-8.113,-4.323,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J0950-2506,09:50:36.67,-25:06:28.1,UCAC2  21532838,147.65281638016,-25.10781315754,0.0086,0.0103,90,O,2020yCat.1350....0G,10.732999801635742,11.979999542236328,13.833999633789062,13.003999710083008,10.61299991607666,11.244999885559082,,12.880000114440918,0.2565,-3.071,-4.943,s,B,*,,,
True,,J0952-0855,09:52:46.8,- 8:55:55.2,UCAC4 406-050903,148.19576923656,-8.93173555768,0.0119,0.0127,90,O,2020yCat.1350....0G,10.406000137329102,11.600000381469727,13.458000183105469,12.666000366210938,10.336999893188477,10.91100025177002,,12.496000289916992,0.261,5.142,-9.042,s,A,Pe*,,,
True,,J0958-1446,09:58:01.81,-14:46:13.8,UCAC2  26449014,149.50755382381,-14.770494648880002,0.0127,0.0139,90,O,2020yCat.1350....0G,9.829999923706055,11.25,12.979999542236328,12.130000114440918,9.710000038146973,10.368000030517578,,12.020000457763672,0.2789,5.338,-1.264,s,B,Pe*,,,
True,,J0958-0323,09:58:21.12,- 3:23:56.4,TYC 4899-359-1,149.58775939791,-3.3991860318600002,0.0198,0.0197,90,O,2020yCat.1350....0G,10.420999526977539,11.178000450134277,11.97700023651123,11.532999992370605,10.361000061035156,10.604000091552734,,10.6899995803833,2.3994,1.361,-17.907,s,A,*,,,
True,,J1004-2706,10:04:48.58,-27:06:50.0,TYC 6625-622-1,151.2024389724,-27.113903482210002,0.0122,0.0121,90,O,2020yCat.1350....0G,9.590999603271484,,12.350000381469727,12.4399995803833,9.505999565124512,10.088000297546387,,,0.4155,-3.203,6.747,s,B,*,,,
True,,J1022-3400,10:22:37.79,-34:00:21.0,CD-33  6913,155.6574686868,-34.00587001822,0.0088,0.0097,90,O,2020yCat.1350....0G,7.885000228881836,,10.729999542236328,10.039999961853027,7.764999866485596,8.355999946594238,,,1.7482,-28.195,-56.759,s,A,Pe*,,,
True,,J1031-0827,10:31:39.84,- 8:27:57.6,TYC 5491-633-1,157.91602575538,-8.46629976761,0.0136,0.011,90,O,2020yCat.1350....0G,10.293000221252441,11.295000076293945,12.875,12.180000305175781,10.182999610900879,10.685999870300293,,10.8100004196167,1.2178,-11.196,-55.982,s,A,Pe*,,,
True,,J1036-1934,10:36:34.39,-19:34:35.5,UCAC2  24107898,159.14333517816,-19.57650564149,0.013,0.013,90,O,2020yCat.1350....0G,9.76200008392334,10.989999771118164,12.925999641418457,12.102999687194824,9.682999610900879,10.3100004196167,,11.9399995803833,0.3584,-9.007,12.044,s,A,Pe*,,,
True,,J1049-1154,10:49:21.93,-11:54:17.5,UCAC4 391-054069,162.34133459444,-11.90479627785,0.0211,0.019,90,O,2020yCat.1350....0G,11.170000076293945,12.305000305175781,13.83899974822998,13.173999786376953,11.163000106811523,11.70300006866455,,13.0649995803833,0.6317,-16.205,-15.482,s,C,Pe*,,,
True,,J1051-2115,10:51:36.93,-21:15:46.6,TYC 6082-404-1,162.90391264897,-21.26300460314,0.0155,0.0162,90,O,2020yCat.1350....0G,9.020000457763672,12.100000381469727,12.5600004196167,11.550000190734863,8.652000427246094,9.562999725341797,,11.350000381469727,0.2595,-4.549,-6.424,s,A,*,,,
True,,J1059-2052,10:59:41.36,-20:52:25.4,TYC 6082-1773-1,164.92236064547,-20.87366298896,0.0107,0.0112,90,O,2020yCat.1350....0G,8.170000076293945,,12.102999687194824,10.946999549865723,8.043999671936035,8.821999549865723,,,0.2822,-4.059,0.33,s,A,*,,,
True,,TYC 4924-33-1,11:02:48.48,- 3:01:26.4,TYC 4924-33-1,165.70243137485,-3.0239191057399992,0.0169,0.0159,90,O,2020yCat.1350....0G,9.557000160217285,,12.484999656677246,11.694000244140625,9.470000267028809,10.010000228881836,,,0.5416,-30.208,-7.91,s,A,Em*,G0,2023ApJS..264...17Z,E
True,,HE 1116-0634,11:18:36.0,- 6:50:45.6,TYC 4928-1438-1,169.64951317229,-6.845838925050001,0.0197,0.0162,90,O,2020yCat.1350....0G,9.109999656677246,10.098999977111816,12.57699966430664,11.605999946594238,9.005000114440918,9.675000190734863,,10.821999549865723,0.203,0.381,-3.12,s,A,Pe*,CEMP-no,2016ApJ...833...20Y,C
True,,J1120-2406,11:20:33.95,-24:06:14.6,TYC 6650-1108-1,170.14148828575,-24.10404424866,0.0151,0.0112,90,O,2020yCat.1350....0G,9.833999633789062,,12.696000099182129,11.967000007629395,9.723999977111816,10.281000137329102,,,0.3214,-9.521,-3.838,s,A,Pe*,,,
True,,J1124-2155,11:24:27.37,-21:55:09.5,TYC 6091-633-1,171.11406106738,-21.9193278188,0.0128,0.0107,90,O,2020yCat.1350....0G,9.067000389099121,,12.168000221252441,11.29800033569336,8.95199966430664,9.572999954223633,,,0.4295,-23.476,2.543,s,A,Pe*,,,
True,,TYC 6088-1943-1,11:26:51.42,-18:05:30.2,TYC 6088-1943-1,171.71412286199,-18.091599853219996,0.0155,0.0121,90,O,2020yCat.1350....0G,,,11.8149995803833,11.16100025177002,,,,,1.1018,-64.974,28.959,s,A,Pe*,,,
True,,J1130-1449,11:30:17.05,-14:49:32.5,TYC 5515-351-1,172.57103390926,-14.82571776369,0.0288,0.0243,90,O,2020yCat.1350....0G,9.661999702453613,,12.399999618530273,11.460000038146973,9.583999633789062,10.07800006866455,,,0.7344,-11.863,-27.049,s,A,Pe*,,,
True,,J1139-0558,11:39:00.96,- 5:58:15.6,UCAC4 421-055705,174.75406450243,-5.97050571279,0.0147,0.011,90,O,2020yCat.1350....0G,9.982999801635742,11.270999908447266,13.338000297546387,12.383000373840332,9.812000274658203,10.515000343322754,,12.241999626159668,0.2742,-9.837,-11.621,s,A,Pe*,,,
True,,J1144-0409,11:44:40.8,- 4:09:50.4,TYC 4934-700-1,176.17029492985,-4.1642412247000005,0.015,0.0104,90,O,2020yCat.1350....0G,8.699000358581543,,12.053000450134277,11.081999778747559,8.550999641418457,9.23799991607666,,10.90999984741211,0.3622,-35.043,-21.693,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,2MJ1144-1128,11:44:44.79,-11:28:16.8,BD-10  3332,176.18659759883,-11.47131671431,0.0138,0.011,90,O,2020yCat.1350....0G,8.039999961853027,,10.420000076293945,9.800000190734863,7.968999862670898,8.454999923706055,,,2.9049,-40.297,-190.253,s,A,Pe*,G0,,D
True,,J1146-0422,11:46:38.88,- 4:22:40.8,UCAC2  30373157,176.66182193366,-4.37764991466,0.0192,0.0127,90,O,2020yCat.1350....0G,8.720000267028809,10.180000305175781,12.770000457763672,11.479999542236328,8.545999526977539,9.343999862670898,,11.3100004196167,0.2271,-4.895,-5.04,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,BD-13 3442,11:46:50.65,-14:06:43.2,BD-13  3442,176.71105239636,-14.11207168438,0.0224,0.0161,90,O,2020yCat.1350....0G,9.034000396728516,,10.661999702453613,10.27400016784668,9.017999649047852,9.293000221252441,,,4.7032,-196.237,25.804,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J1147-0521,11:47:30.0,- 5:21:43.2,UCAC2  30021576,176.87455391864,-5.362366320249999,0.0163,0.0121,90,O,2020yCat.1350....0G,8.760000228881836,9.979999542236328,11.869999885559082,11.010000228881836,8.654999732971191,9.25,,10.859999656677246,0.5513,4.68,-34.37,s,A,*,,,
True,,BD-01 2582,11:53:37.32,- 2:00:36.7,BD-01  2582,178.40551321672,-2.0102023050300004,0.0163,0.0112,90,O,2020yCat.1350....0G,7.7170000076293945,,10.289999961853027,9.600000381469727,7.5980000495910645,8.12600040435791,,,2.5761,-121.539,-18.452,s,A,RG*,CEMP-s,2016ApJ...833...20Y,C
True,,J1158-1522,11:58:01.28,-15:22:18.0,UCAC4 374-062461,179.50532317196,-15.371625623799996,0.015,0.0104,90,O,2020yCat.1350....0G,11.072999954223633,,14.041000366210938,13.229999542236328,10.954999923706055,11.53499984741211,,13.156000137329102,0.266,-3.361,-9.922,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J1204-0759,12:04:56.16,- 7:59:24.0,UCAC2  29101490,181.23437468829997,-7.989815098169999,0.0139,0.0112,90,O,2020yCat.1350....0G,10.102999687194824,11.5600004196167,14.152000427246094,12.9350004196167,10.005999565124512,10.741000175476074,,12.720000267028809,0.0962,-4.145,-5.788,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,2MJ1209-1415,12:09:13.22,-14:15:31.4,TYC 5525-943-1,182.30510266148997,-14.258718430470001,0.0173,0.0158,90,O,2020yCat.1350....0G,8.036999702453613,,11.729999542236328,10.770000457763672,7.86299991607666,8.619000434875488,,,0.3725,-12.663,3.031,s,A,*,,,
True,,J1218-1610,12:18:46.5,-16:10:50.8,2MASS J12184650-1610508,184.69373541256996,-16.180782856940002,0.0179,0.0149,90,O,2020yCat.1350....0G,9.357999801635742,10.437999725341797,12.798999786376953,11.850000381469727,9.234000205993652,9.890000343322754,,11.022000312805176,0.1897,-3.101,-8.137,s,A,Pe*,,,
True,,J1229-0442,12:29:26.88,- 4:42:32.4,TYC 4944-1284-1,187.36228620025997,-4.70906961348,0.0159,0.012,90,O,2020yCat.1350....0G,8.553000450134277,,12.164999961853027,11.092000007629395,8.378999710083008,9.057000160217285,,,0.2408,-7.252,-17.513,s,A,*,,,
True,,J1237-0949,12:37:49.44,- 9:49:30.0,UCAC4 401-054035,189.45556194233998,-9.825054588930001,0.023,0.0114,90,O,2020yCat.1350....0G,9.366999626159668,10.805999755859375,13.142000198364258,12.072999954223633,9.258000373840332,9.97599983215332,,11.772000312805176,0.1532,-3.74,-2.275,s,A,Pe*,,,
True,,J1250-0307,12:50:39.87,- 3:07:48.7,UCAC4 435-057028,192.66616542780997,-3.13016966946,0.0133,0.0069,90,O,2020yCat.1350....0G,11.088000297546387,12.0600004196167,13.468000411987305,12.829000473022461,10.984999656677246,11.503000259399414,,12.845000267028809,0.7881,-40.886,-46.653,s,A,Pe*,,,
True,,J1256-0834,12:56:31.44,- 8:34:08.4,TYC 5536-555-1,194.13076011602,-8.56942455109,0.0164,0.0116,90,O,2020yCat.1350....0G,7.973999977111816,,12.192000389099121,10.871000289916992,7.781000137329102,8.5600004196167,,,0.2092,-8.523,-10.656,s,A,SB*,CEMP,2018AJ....155..256P,C
True,,J1302-0843,13:02:00.0,- 8:43:30.0,RAVE J130200.0-084328,195.49983995973997,-8.72466222137,0.0188,0.0135,90,O,2020yCat.1350....0G,9.48799991607666,,12.977999687194824,11.883999824523926,9.390999794006348,10.050000190734863,,11.677000045776367,0.235,-18.954,5.872,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J1306-0947,13:06:04.32,- 9:47:31.2,BD-09  3620,196.51768552243996,-9.79165314264,0.0144,0.0103,90,O,2020yCat.1350....0G,8.201000213623047,,11.427000045776367,10.529999732971191,8.08899974822998,8.701000213623047,,,0.7939,-34.621,-34.05,s,A,*,,,
True,,2MJ1307-0931,13:07:28.32,- 9:31:15.6,TYC 5537-1356-1,196.86767151912997,-9.520807906800002,0.0231,0.0166,90,O,2020yCat.1350....0G,9.392999649047852,,12.09000015258789,11.75,9.298999786376953,9.935999870300293,,,0.3309,-31.395,4.169,s,A,Pe*,,,
True,,HE 1317-0407,13:19:47.04,- 4:23:09.6,TYC 4961-1053-1,199.94587950353997,-4.386206360459999,0.023,0.0181,90,O,2020yCat.1350....0G,9.991000175476074,11.050000190734863,12.970000267028809,12.116000175476074,9.852999687194824,10.470999717712402,,11.557999610900879,0.2016,-0.015,-7.569,s,A,Pe*,,,
True,,J1321-1138,13:21:39.25,-11:38:04.9,UCAC2  27671229,200.41356165721996,-11.63473160295,0.0227,0.0172,90,O,2020yCat.1350....0G,9.008999824523926,10.520000457763672,12.543000221252441,11.54699993133545,8.909000396728516,9.633999824523926,,11.520000457763672,0.2032,-6.82,-7.177,s,A,Pe*,,,
True,,HE 1320-1339,13:22:44.12,-13:55:31.6,BD-13  3695,200.68380093593,-13.92539750598,0.0169,0.0109,90,O,2020yCat.1350....0G,8.440999984741211,9.434000015258789,11.428000450134277,10.685999870300293,8.373000144958496,8.979000091552734,,9.793999671936035,0.5636,2.709,-22.911,s,A,RG*,,,
