JINA_ID,Priority,Ref,Reference,Name,Simbad_Identifier,NLTE,Ncap_key,C_key,MP_key,alpha_key,Loc,System,Type,RA_hms,DEC_dms,RA_deg,DEC_deg,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Li,Be,C,N,O,F,Na,Mg,Al,Si,P,S,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,Sn,Te,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,CaII,TiII,VII,CrII,MnII,FeII,Added_by
7514,,ROE10c,Roederer+2010c,M13 L598,NGC 6205 598,,,,,,GC,M13,RG,16:41:41.9443,+36:26:51.715,,,,,,13.64,12.0,,,9.276,8.493,8.335,,,-1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,-0.34,,,,,-0.58,,,,,,,,,,,,,,,,0.09,,,,,,,,,,Yelland
7515,,ROE10c,Roederer+2010c,M13 L629,2MASS J16414255+3626563,,,,,,GC,M13,RG,16:41:42.5493,+36:26:56.173,,,,,,13.42,11.94,,,9.341,8.583,8.418,,,-1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,-0.35,,,,,-0.61,,,,,,,,,,,,,,,,0.12,,,,,,,,,,Yelland
7516,,ROE10c,Roederer+2010c,M13 L70,NGC 6205 70,,,,,,GC,M13,RG,16:41:23.5306,+36:30:17.265,,,,,,13.71,12.12,,,9.394,8.659,8.527,,,-1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,-0.23,,,,,-0.58,,,,,,,,,,,,,,,,0.09,,,,,,,,,,Yelland
7517,,ROE10c,Roederer+2010c,M13 L973,NGC 6205 973,,,,,,GC,M13,RG,16:41:50.9158,+36:28:54.352,,,,,,13.65,11.91,,,9.357,8.59,8.452,,,-1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,-0.27,,,,,-0.51,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,Yelland
7518,,ROE10c,Roederer+2010c,M15 K341,NGC 7078 341,,,,,,GC,M15,RG,21:29:54.9258,+12:13:22.484,,,,,,13.72,12.54,,11.22,10.455,9.796,9.695,,,-2.54,,,,,,,,,,,,,,,,,,,,,,,,,2.04,,,,,,,-0.49,,,,,,,,,,,,-1.28,,,,,-1.52,,,,,,,,,,,,,,,,,,,,,,,,,,Yelland
7519,,ROE10c,Roederer+2010c,M15 K462,NGC 7078 462,,,,,,GC,M15,RG,21:29:56.6627,+12:09:46.341,,,,,,14.45,12.9,,,10.534,9.86,9.722,,,-2.55,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,-0.41,,,,,,,,,,,,-1.03,,,,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,Yelland
7520,,ROE10c,Roederer+2010c,M15 K583,NGC 7078 583,,,,,,GC,M15,RG,21:29:58.5643,+12:09:21.382,,,,,,14.26,12.83,,,,9.726,9.569,,,-2.58,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,,,,,,-0.63,,,,,,,,,,,,-1.52,,,,,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,Yelland
7521,,ROE10c,Roederer+2010c,M92 VII-18,NGC 6341 7018,,,,,,GC,M92,RG,17:16:37.4894,+43:06:15.600,,,,,,13.47,12.18,,,9.885,9.228,9.123,,,-2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,-1.29,,,,,-1.45,,,,,,,,,,,,,,,,,,,,,,,,,,Yelland
7522,,ROE10c,Roederer+2010c,NGC 6752 B702,Cl* NGC 6752 BUON 702,,,,,,GC,NGC 6752,RG,19:11:30.4871,-59:54:34.748,,,,,,,10.83,10.705,,7.939,7.202,6.887,,,-1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,-0.39,,,,,-0.78,,,,,,,,,,,,,,,,0.27,,,,,,,,,,Yelland
7523,,ROE10c,Roederer+2010c,NGC 6752 B708,Cl* NGC 6752 BUON 708,,,,,,GC,NGC 6752,,19:11:30.1933,-59:54:31.395,,,,,,,10.58,10.507,9.16,7.761,7.001,6.804,,,-1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,-0.5,,,,,-0.83,,,,,,,,,,,,,,,,0.17,,,,,,,,,,Yelland
7524,,ROE10c,Roederer+2010c,NGC 6752 PD1,Cl* NGC 6752 MG 0,,,,,,GC,NGC 6752,RG,19:10:57.3561,-59:58:05.671,,,,,,12.29,10.7,10.477,9.4,8.072,7.26,7.073,,,-1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,-0.45,,,,,-0.78,,,,,,,,,,,,,,,,0.03,,,,,,,,,,Yelland
7525,,ROE10c,Roederer+2010c,NGC 6752 B1630,Cl* NGC 6752 GA 31,,,,,,GC,NGC 6752,,19:11:11.2981,-59:59:55.426,,,,,,12.52,10.833,,,8.003,7.22,6.983,,,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,-0.45,,,,,-0.74,,,,,,,,,,,,,,,,0.25,,,,,,,,,,Yelland
7526,,ROE10c,Roederer+2010c,NGC 6752 B3589,NGC 6752 59,,,,,,GC,NGC 6752,RG,19:10:32.2389,-59:57:07.286,,,,,,12.58,10.887,,,8.151,7.393,7.181,,,-1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,-0.41,,,,,-0.72,,,,,,,,,,,,,,,,0.18,,,,,,,,,,Yelland
7527,,ROE10c,Roederer+2010c,UMi COS82,2MASS J15095862+6716200,,,,,,DW,Ursa Minor,RG,15:09:58.6103,+67:16:20.032,,,,,,18.53,17.006,,15.614,14.76,14.1,13.9,,,-1.42,,,,,,,,,,,,,,,,,,,,,,,,,2.82,,,,,,,1.22,,,,,,,,,,,,0.52,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,Yelland
