T8789_00425_1,4351,1.03,-1.55,1.9,0.32,0.29,0.25,0.03,0.31
T8824_00811_1,5782,3.82,-1.07,-0.0,0.32,0.2,0.21,0.11,0.26
T8847_00274_1,4930,2.17,-1.51,1.4,0.39,0.38,0.34,0.15,0.24
T8865_00425_1,4623,1.62,-1.24,1.4,0.41,0.39,0.38,0.18,0.38
T8870_00259_1,6002,3.9,-1.52,1.2,0.27,0.36,0.39,0.26,0.34
T9159_01533_1,4790,2.16,-1.12,1.1,0.37,0.31,0.34,0.16,0.27
T9161_00706_1,5037,1.97,-1.38,1.6,0.43,0.36,0.31,0.12,0.27
T9169_01585_1,4645,1.63,-0.87,1.6,0.48,0.33,0.15,0.02,0.17
T9378_00079_1,4933,2.05,-1.75,1.7,0.32,0.39,0.29,0.11,0.28
T9392_00902_1,5808,4.37,-0.54,0.8,0.17,0.1,0.15,0.0,0.09
