Name,lambda,Species,chi,loggf,EW,l_logepsX,logepsX
TucII-011,4181.76,Fe I,2.83,-0.37,62.8,,4.40
TucII-011,4184.89,Fe I,2.83,-0.87,44.6,,4.57
TucII-011,4187.04,Fe I,2.45,-0.51,74.5,,4.33
TucII-011,4187.8,Fe I,2.42,-0.51,88.8,,4.62
TucII-011,4191.43,Fe I,2.47,-0.67,72.6,,4.47
TucII-011,4199.1,Fe I,3.05,0.16,79.0,,4.49
TucII-011,4202.03,Fe I,1.49,-0.69,117.2,,4.41
TucII-011,4216.18,Fe I,0.00,-3.36,96.5,,4.73
TucII-011,4222.21,Fe I,2.45,-0.91,62.3,,4.47
TucII-011,4227.43,Fe I,3.33,0.27,61.2,,4.32
TucII-011,4233.6,Fe I,2.48,-0.58,88.3,,4.74
TucII-011,4250.12,Fe I,2.47,-0.38,83.4,,4.41
TucII-011,4250.79,Fe I,1.56,-0.71,118.3,,4.52
TucII-011,4260.47,Fe I,2.40,0.08,108.3,,4.44
TucII-011,4271.15,Fe I,2.45,-0.34,83.6,,4.34
TucII-011,4282.4,Fe I,2.18,-0.78,85.0,,4.51
TucII-011,4337.05,Fe I,1.56,-1.70,86.2,,4.69
TucII-011,4352.73,Fe I,2.22,-1.29,68.2,,4.68
TucII-011,4375.93,Fe I,0.00,-3.00,106.0,,4.55
TucII-011,4404.75,Fe I,1.56,-0.15,138.9,,4.34
TucII-011,4407.71,Fe I,2.18,-1.97,35.4,,4.70
TucII-011,4415.12,Fe I,1.61,-0.62,114.4,,4.34
TucII-011,4427.31,Fe I,0.05,-2.92,120.5,,4.88
TucII-011,4442.34,Fe I,2.20,-1.23,60.8,,4.44
TucII-011,4443.19,Fe I,2.86,-1.04,25.7,,4.37
TucII-011,4447.72,Fe I,2.22,-1.34,53.7,,4.44
TucII-011,4459.12,Fe I,2.18,-1.28,68.1,,4.60
TucII-011,4461.65,Fe I,0.09,-3.19,100.0,,4.68
TucII-011,4466.55,Fe I,2.83,-0.60,73.9,,4.82
TucII-011,4476.02,Fe I,2.85,-0.82,44.1,,4.50
TucII-011,4489.74,Fe I,0.12,-3.90,72.3,,4.79
TucII-011,4494.56,Fe I,2.20,-1.14,68.5,,4.49
TucII-011,4528.61,Fe I,2.18,-0.82,86.0,,4.51
TucII-011,4531.15,Fe I,1.48,-2.10,66.4,,4.53
TucII-011,4592.65,Fe I,1.56,-2.46,43.9,,4.58
TucII-011,4602.94,Fe I,1.49,-2.21,68.2,,4.67
TucII-011,4736.77,Fe I,3.21,-0.75,32.1,,4.61
TucII-011,4871.32,Fe I,2.87,-0.36,67.2,,4.44
TucII-011,4872.14,Fe I,2.88,-0.57,59.8,,4.53
TucII-011,4890.76,Fe I,2.88,-0.39,65.4,,4.44
TucII-011,4891.49,Fe I,2.85,-0.11,75.7,,4.32
TucII-011,4903.31,Fe I,2.88,-0.93,41.1,,4.56
TucII-011,4918.99,Fe I,2.85,-0.34,69.1,,4.42
TucII-011,4920.5,Fe I,2.83,0.07,91.6,,4.44
TucII-011,4939.69,Fe I,0.86,-3.25,52.6,,4.63
TucII-011,5041.07,Fe I,0.96,-3.09,68.2,,4.85
TucII-011,5051.63,Fe I,0.92,-2.76,77.7,,4.65
TucII-011,5098.7,Fe I,2.18,-2.03,31.2,,4.62
TucII-011,5110.41,Fe I,0.00,-3.76,86.0,,4.67
TucII-011,5123.72,Fe I,1.01,-3.06,73.3,,4.97
TucII-011,5142.93,Fe I,0.96,-3.08,72.6,,4.90
TucII-011,5150.84,Fe I,0.99,-3.04,60.3,,4.69
TucII-011,5166.28,Fe I,0.00,-4.12,56.4,,4.49
TucII-011,5191.45,Fe I,3.04,-0.55,58.1,,4.64
TucII-011,5192.34,Fe I,3.00,-0.42,56.1,,4.43
TucII-011,5194.94,Fe I,1.56,-2.02,83.2,,4.78
TucII-011,5202.34,Fe I,2.18,-1.87,30.1,,4.43
TucII-011,5216.27,Fe I,1.61,-2.08,79.5,,4.82
TucII-011,5217.39,Fe I,3.21,-1.16,19.5,,4.70
TucII-011,5232.94,Fe I,2.94,-0.06,77.6,,4.38
TucII-011,5254.96,Fe I,0.11,-4.76,22.0,,4.62
TucII-011,5269.54,Fe I,0.86,-1.33,138.6,,4.40
TucII-011,5281.79,Fe I,3.04,-0.83,32.1,,4.46
TucII-011,5283.62,Fe I,3.24,-0.52,30.8,,4.36
TucII-011,5324.18,Fe I,3.21,-0.10,56.1,,4.35
TucII-011,5328.04,Fe I,0.92,-1.47,147.5,,4.77
TucII-011,5371.49,Fe I,0.96,-1.64,120.2,,4.43
TucII-011,5383.37,Fe I,4.31,0.65,42.6,,4.67
TucII-011,5393.17,Fe I,3.24,-0.91,35.1,,4.83
TucII-011,5397.13,Fe I,0.92,-1.98,117.9,,4.66
TucII-011,5405.77,Fe I,0.99,-1.85,111.3,,4.47
TucII-011,5429.7,Fe I,0.96,-1.88,120.0,,4.66
TucII-011,5434.52,Fe I,1.01,-2.13,114.4,,4.84
TucII-011,5446.92,Fe I,0.99,-1.91,121.9,,4.76
TucII-011,5455.61,Fe I,1.01,-2.09,110.0,,4.70
TucII-011,5497.52,Fe I,1.01,-2.83,61.0,,4.48
TucII-011,5501.47,Fe I,0.96,-3.05,56.8,,4.57
TucII-011,5506.78,Fe I,0.99,-2.79,80.8,,4.76
TucII-011,5586.76,Fe I,3.37,-0.14,47.5,,4.42
TucII-011,5615.64,Fe I,3.33,0.05,80.8,,4.76
TucII-011,6137.69,Fe I,2.59,-1.35,40.2,,4.53
TucII-011,6191.56,Fe I,2.43,-1.42,41.4,,4.43
TucII-011,6230.72,Fe I,2.56,-1.28,54.5,,4.66
TucII-011,6252.56,Fe I,2.40,-1.69,38.1,,4.60
TucII-011,6393.6,Fe I,2.43,-1.58,39.2,,4.54
TucII-011,6430.85,Fe I,2.18,-1.95,48.9,,4.76
TucII-011,6494.98,Fe I,2.40,-1.24,60.0,,4.50
TucII-011,6677.99,Fe I,2.69,-1.42,43.0,,4.74
TucII-011,4178.86,Fe II,2.58,-2.51,53.3,,4.66
TucII-011,4233.17,Fe II,2.58,-1.97,75.6,,4.56
TucII-011,4416.82,Fe II,2.78,-2.60,31.0,,4.55
TucII-011,4508.28,Fe II,2.86,-2.58,44.1,,4.87
TucII-011,4515.34,Fe II,2.84,-2.60,33.6,,4.66
TucII-011,4520.22,Fe II,2.81,-2.60,27.8,,4.51
TucII-011,4522.63,Fe II,2.84,-2.25,33.7,,4.31
TucII-011,4555.89,Fe II,2.83,-2.40,41.8,,4.61
TucII-011,4583.84,Fe II,2.81,-1.93,76.0,,4.75
TucII-011,4923.93,Fe II,2.89,-1.32,92.3,,4.52
TucII-011,5018.45,Fe II,2.89,-1.22,96.8,,4.52
TucII-011,3881.87,Co I,0.58,-1.13,66.7,,2.45
TucII-011,3995.31,Co I,0.92,-0.22,62.6,,1.84
TucII-011,4121.32,Co I,0.92,-0.32,83.0,,2.38
TucII-011,3783.52,Ni I,0.42,-1.42,105.6,,3.47
TucII-011,3858.3,Ni I,0.42,-0.95,142.9,,3.77
TucII-011,5476.9,Ni I,1.83,-0.89,52.8,,3.12
TucII-011,4077.71,Sr II,,,,,-1.50
TucII-011,4215.52,Sr II,,,,,-1.80
TucII-011,4554.03,Ba II,,,,,-2.64
TucII-011,4129.0,Eu II,,,,<,-1.75
TucII-033,4313.0,C-H,,,,,5.95
TucII-033,4323.0,C-H,,,,,6.24
TucII-033,5889.95,Na I,0.00,0.11,153.3,,3.65
TucII-033,5895.92,Na I,0.00,-0.19,141.5,,3.75
TucII-033,4571.1,Mg I,0.00,-5.69,65.0,,5.40
TucII-033,5172.68,Mg I,2.71,-0.45,187.1,,5.29
TucII-033,5183.6,Mg I,2.72,-0.24,237.4,,5.50
TucII-033,5528.4,Mg I,4.34,-0.50,64.0,,5.20
TucII-033,3944.0,Al I,,,,,3.14
TucII-033,3961.52,Al I,0.01,-0.34,129.6,,3.22
TucII-033,3905.52,Si I,,,,,5.40
TucII-033,4102.94,Si I,1.91,-3.14,68.5,,5.16
TucII-033,4283.01,Ca I,1.89,-0.22,58.8,,3.97
TucII-033,4318.65,Ca I,1.89,-0.21,81.8,,4.42
TucII-033,4454.78,Ca I,1.90,0.26,76.4,,3.82
TucII-033,4455.89,Ca I,1.90,-0.53,30.3,,3.75
TucII-033,5594.47,Ca I,2.52,0.10,44.6,,4.04
TucII-033,5857.45,Ca I,2.93,0.23,35.0,,4.19
TucII-033,6162.17,Ca I,1.90,-0.09,80.5,,4.09
TucII-033,6439.07,Ca I,2.52,0.47,48.5,,3.70
TucII-033,4246.82,Sc II,,,,,0.66
TucII-033,4314.08,Sc II,,,,,0.62
TucII-033,4325.0,Sc II,0.59,-0.44,92.4,,0.85
TucII-033,4400.39,Sc II,,,,,0.44
TucII-033,4415.54,Sc II,,,,,0.66
TucII-033,4012.4,Ti II,0.57,-1.75,90.3,,2.59
TucII-033,4290.22,Ti II,1.16,-0.93,99.3,,2.61
TucII-033,4337.91,Ti II,1.08,-0.96,71.8,,1.90
TucII-033,4395.03,Ti II,1.08,-0.54,123.4,,2.69
TucII-033,4399.77,Ti II,1.24,-1.19,76.2,,2.40
TucII-033,4417.71,Ti II,1.17,-1.19,102.2,,2.92
TucII-033,4443.8,Ti II,1.08,-0.72,104.4,,2.38
TucII-033,4450.48,Ti II,1.08,-1.52,84.4,,2.71
TucII-033,4501.27,Ti II,1.12,-0.77,110.9,,2.62
TucII-033,4533.96,Ti II,1.24,-0.53,93.2,,2.08
TucII-033,4563.77,Ti II,1.22,-0.96,86.0,,2.32
TucII-033,4571.97,Ti II,1.57,-0.32,95.7,,2.32
TucII-033,4535.57,Ti I,0.83,0.12,41.2,,2.61
TucII-033,5020.02,Ti I,0.84,-0.36,62.3,,3.42
TucII-033,4254.33,Cr I,0.00,-0.11,120.0,,2.86
TucII-033,4274.8,Cr I,0.00,-0.22,123.6,,3.05
TucII-033,4289.72,Cr I,0.00,-0.37,105.5,,2.75
TucII-033,4337.57,Cr I,0.97,-1.11,43.1,,3.25
TucII-033,5206.04,Cr I,0.94,0.02,84.4,,2.77
TucII-033,4558.59,Cr II,4.07,-0.66,24.6,,3.22
TucII-033,4030.75,Mn I,,,,,2.70
TucII-033,4033.06,Mn I,,,,,2.81
TucII-033,4034.48,Mn I,,,,,1.92
TucII-033,4021.87,Fe I,2.76,-0.73,68.0,,4.98
TucII-033,4132.9,Fe I,2.85,-1.01,55.9,,5.09
TucII-033,4143.41,Fe I,3.05,-0.20,77.4,,4.98
TucII-033,4153.9,Fe I,3.40,-0.32,58.0,,5.07
TucII-033,4157.78,Fe I,3.42,-0.40,56.9,,5.15
TucII-033,4158.79,Fe I,3.43,-0.67,48.2,,5.26
TucII-033,4174.91,Fe I,0.91,-2.94,80.8,,5.26
TucII-033,4187.04,Fe I,2.45,-0.51,97.3,,5.05
TucII-033,4187.8,Fe I,2.42,-0.51,91.8,,4.88
TucII-033,4191.43,Fe I,2.47,-0.67,86.0,,4.96
TucII-033,4195.33,Fe I,3.33,-0.49,50.6,,5.01
TucII-033,4196.21,Fe I,3.40,-0.70,32.4,,4.95
TucII-033,4199.1,Fe I,3.05,0.16,87.6,,4.87
TucII-033,4216.18,Fe I,0.00,-3.36,107.7,,5.27
TucII-033,4227.43,Fe I,3.33,0.27,84.1,,4.98
TucII-033,4233.6,Fe I,2.48,-0.58,86.8,,4.89
TucII-033,4238.81,Fe I,3.40,-0.23,61.0,,5.03
TucII-033,4250.12,Fe I,2.47,-0.38,97.2,,4.93
TucII-033,4271.15,Fe I,2.45,-0.34,101.1,,4.95
TucII-033,4282.4,Fe I,2.18,-0.78,93.1,,4.91
TucII-033,4337.05,Fe I,1.56,-1.70,89.0,,4.97
TucII-033,4375.93,Fe I,0.00,-3.00,125.2,,5.28
TucII-033,4407.71,Fe I,2.18,-1.97,46.2,,5.05
TucII-033,4422.57,Fe I,2.85,-1.11,58.9,,5.21
TucII-033,4430.61,Fe I,2.22,-1.66,58.1,,5.00
TucII-033,4442.34,Fe I,2.20,-1.23,85.9,,5.15
TucII-033,4447.72,Fe I,2.22,-1.34,78.5,,5.11
TucII-033,4459.12,Fe I,2.18,-1.28,86.9,,5.20
TucII-033,4461.65,Fe I,0.09,-3.19,112.7,,5.24
TucII-033,4466.55,Fe I,2.83,-0.60,72.6,,4.95
TucII-033,4489.74,Fe I,0.12,-3.90,81.4,,5.22
TucII-033,4494.56,Fe I,2.20,-1.14,86.0,,5.05
TucII-033,4528.61,Fe I,2.18,-0.82,93.5,,4.88
TucII-033,4531.15,Fe I,1.48,-2.10,81.5,,5.04
TucII-033,4592.65,Fe I,1.56,-2.46,65.4,,5.14
TucII-033,4602.94,Fe I,1.49,-2.21,75.9,,5.02
TucII-033,4632.91,Fe I,1.61,-2.91,35.2,,5.09
TucII-033,4733.59,Fe I,1.49,-2.99,39.9,,5.11
TucII-033,4736.77,Fe I,3.21,-0.75,53.8,,5.13
TucII-033,4789.65,Fe I,3.53,-0.96,28.3,,5.22
TucII-033,4859.74,Fe I,2.88,-0.76,66.8,,4.99
TucII-033,4871.32,Fe I,2.87,-0.36,83.2,,4.92
TucII-033,4872.14,Fe I,2.88,-0.57,80.9,,5.09
TucII-033,4890.76,Fe I,2.88,-0.39,82.4,,4.94
TucII-033,4891.49,Fe I,2.85,-0.11,99.3,,5.00
TucII-033,4918.99,Fe I,2.85,-0.34,95.8,,5.15
TucII-033,4920.5,Fe I,2.83,0.07,103.9,,4.89
TucII-033,4939.69,Fe I,0.86,-3.25,76.0,,5.26
TucII-033,5051.63,Fe I,0.92,-2.76,91.9,,5.16
TucII-033,5110.41,Fe I,0.00,-3.76,98.5,,5.17
TucII-033,5142.93,Fe I,0.96,-3.08,71.0,,5.08
TucII-033,5150.84,Fe I,0.99,-3.04,78.3,,5.22
TucII-033,5151.91,Fe I,1.01,-3.32,65.2,,5.27
TucII-033,5191.45,Fe I,3.04,-0.55,72.9,,5.05
TucII-033,5192.34,Fe I,3.00,-0.42,85.1,,5.13
TucII-033,5194.94,Fe I,1.56,-2.02,88.0,,5.09
TucII-033,5198.71,Fe I,2.22,-2.09,42.7,,5.08
TucII-033,5216.27,Fe I,1.61,-2.08,85.2,,5.14
TucII-033,5232.94,Fe I,2.94,-0.06,100.4,,5.02
TucII-033,5263.31,Fe I,3.27,-0.88,37.8,,5.01
TucII-033,5266.56,Fe I,3.00,-0.39,80.8,,5.00
TucII-033,5269.54,Fe I,0.86,-1.33,172.0,,5.19
TucII-033,5302.3,Fe I,3.28,-0.72,59.3,,5.24
TucII-033,5328.53,Fe I,1.56,-1.85,105.8,,5.29
TucII-033,5332.9,Fe I,1.55,-2.78,60.3,,5.28
TucII-033,5339.93,Fe I,3.27,-0.72,50.9,,5.08
TucII-033,5397.13,Fe I,0.92,-1.98,136.6,,5.29
TucII-033,5405.77,Fe I,0.99,-1.85,135.5,,5.22
TucII-033,5429.7,Fe I,0.96,-1.88,132.6,,5.15
TucII-033,5446.92,Fe I,0.99,-1.91,133.0,,5.22
TucII-033,5455.61,Fe I,1.01,-2.09,127.4,,5.31
TucII-033,5497.52,Fe I,1.01,-2.83,91.1,,5.26
TucII-033,5501.47,Fe I,0.96,-3.05,83.9,,5.26
TucII-033,5506.78,Fe I,0.99,-2.79,82.5,,5.01
TucII-033,5569.62,Fe I,3.42,-0.54,50.7,,5.06
TucII-033,5572.84,Fe I,3.40,-0.28,67.0,,5.06
TucII-033,5586.76,Fe I,3.37,-0.14,65.6,,4.86
TucII-033,5615.64,Fe I,3.33,0.05,83.6,,4.97
TucII-033,5624.54,Fe I,3.42,-0.76,36.0,,5.01
TucII-033,6065.48,Fe I,2.61,-1.41,56.0,,5.04
TucII-033,6136.61,Fe I,2.45,-1.41,70.2,,5.09
TucII-033,6191.56,Fe I,2.43,-1.42,67.9,,5.03
TucII-033,6219.28,Fe I,2.20,-2.45,29.9,,5.12
TucII-033,6230.72,Fe I,2.56,-1.28,64.6,,4.98
TucII-033,6252.56,Fe I,2.40,-1.69,60.8,,5.14
TucII-033,6335.33,Fe I,2.20,-2.18,50.8,,5.22
TucII-033,6421.35,Fe I,2.28,-2.01,48.7,,5.10
TucII-033,6430.85,Fe I,2.18,-1.95,58.6,,5.09
TucII-033,6494.98,Fe I,2.40,-1.24,82.2,,5.06
TucII-033,6593.87,Fe I,2.44,-2.37,24.7,,5.19
TucII-033,6663.44,Fe I,2.42,-2.48,21.3,,5.19
TucII-033,6677.99,Fe I,2.69,-1.42,65.2,,5.26
TucII-033,4178.86,Fe II,2.58,-2.51,64.5,,5.02
TucII-033,4416.82,Fe II,2.78,-2.60,56.8,,5.15
TucII-033,4489.19,Fe II,2.83,-2.97,31.7,,5.09
TucII-033,4491.41,Fe II,2.86,-2.71,36.2,,4.96
TucII-033,4515.34,Fe II,2.84,-2.60,52.3,,5.13
TucII-033,4522.63,Fe II,2.84,-2.25,70.2,,5.14
TucII-033,4583.84,Fe II,2.81,-1.93,76.6,,4.90
TucII-033,4620.52,Fe II,2.83,-3.21,30.3,,5.30
TucII-033,4731.44,Fe II,2.89,-3.36,23.2,,5.35
TucII-033,4923.93,Fe II,2.89,-1.32,107.3,,5.05
TucII-033,5197.58,Fe II,3.23,-2.22,59.8,,5.29
TucII-033,5234.63,Fe II,3.22,-2.18,43.5,,4.94
