Name,lambda,Species,chi,loggf,EW,f_EW,e_EW,l_logeps,logeps,sigma,sigmaStat,sigmaSys,sigmaTeff,sigmalogg,sigmaVmic,sigma[M/H],sigmacont
CarII-4704,4400.4,21.1,0.61,-0.54,,,,,0.64,0.23,0.21,0.1,-0.0,0.05,-0.07,-0.04,0.15
CarII-4704,4415.5,21.1,0.59,-0.67,,,,,0.83,0.25,0.24,0.07,0.04,0.06,-0.03,-0.0,0.22
CarII-4704,4754.0,25.0,2.28,-0.09,,,,,2.67,0.23,0.17,0.15,0.15,-0.02,-0.01,-0.0,0.04
CarII-4704,4783.4,25.0,2.3,0.04,,,,,2.93,0.27,0.24,0.13,0.13,-0.04,-0.02,-0.01,0.07
CarII-4704,4823.5,25.0,2.32,0.14,,,,,2.34,0.25,0.19,0.17,0.16,-0.04,-0.01,-0.0,0.04
CarII-4704,3961.5,13.0,0.01,-0.33,,,,,3.04,0.82,0.8,0.19,-0.15,-0.01,-0.11,-0.02,0.62
CarII-4704,6496.9,56.1,0.6,-0.37,,,,<,1.35,,,,,,,,
CarII-4704,4129.7,63.1,0.0,0.22,,,,<,1.44,,,,,,,,
CarII-4704,4205.0,63.1,0.0,0.21,,,,<,1.08,,,,,,,,
CarII-4704,3876.0,7.0,,,,,,<,5.75,,,,,,,,
CarII-4704,6300.3,8.0,0.0,-9.82,,,,<,7.66,,,,,,,,
CarII-4704,5105.5,29.0,1.39,-1.52,,,,<,2.69,,,,,,,,
CarII-4704,4810.5,30.0,4.08,-0.14,,,,<,2.88,,,,,,,,
CarII-4928,4005.24,26.0,1.56,-0.58,95.3,,0.5,,4.14,0.59,0.48,0.34,0.28,-0.04,-0.19,0.0,0.41
CarII-4928,4012.38,22.1,0.57,-1.78,92.8,,2.6,,2.9,0.4,0.3,0.26,0.13,0.15,-0.17,-0.0,0.45
CarII-4928,4025.13,22.1,0.61,-2.11,93.5,,4.1,,3.28,0.42,0.34,0.26,0.13,0.14,-0.17,0.0,0.42
CarII-4928,4028.34,22.1,1.89,-0.92,56.6,,0.7,,2.83,0.27,0.18,0.19,0.08,0.17,-0.05,0.01,0.17
CarII-4928,4053.82,22.1,1.89,-1.07,50.1,,1.8,,2.87,0.27,0.2,0.19,0.08,0.16,-0.04,0.01,0.14
CarII-4928,4071.74,26.0,1.61,-0.01,113.8,,5.0,,4.04,0.5,0.32,0.39,0.3,-0.09,-0.23,0.0,0.41
CarII-4928,4102.94,14.0,1.91,-3.14,43.7,,1.0,,4.96,0.4,0.31,0.24,0.24,0.02,-0.02,0.01,0.11
CarII-4928,4132.06,26.0,1.61,-0.68,100.4,,9.4,,4.38,0.41,0.22,0.35,0.28,-0.05,-0.2,0.0,0.28
CarII-4928,4134.68,26.0,2.83,-0.49,35.2,,6.6,,4.31,0.24,0.12,0.21,0.21,0.0,-0.03,0.01,0.08
CarII-4928,4181.76,26.0,2.83,-0.18,51.4,,7.9,,4.28,0.25,0.13,0.21,0.21,-0.0,-0.05,0.01,0.1
CarII-4928,4184.31,22.1,1.08,-2.49,40.7,,6.5,,3.21,0.23,0.11,0.2,0.12,0.16,-0.03,0.01,0.07
CarII-4928,4187.04,26.0,2.45,-0.56,82.4,,2.9,,4.77,0.38,0.26,0.27,0.24,-0.04,-0.12,0.01,0.18
CarII-4928,4187.8,26.0,2.42,-0.55,45.0,,6.6,,4.09,0.26,0.11,0.23,0.23,-0.01,-0.03,0.01,0.08
CarII-4928,4191.43,26.0,2.47,-0.67,36.0,,6.0,,4.09,0.25,0.11,0.23,0.23,-0.0,-0.02,0.01,0.08
CarII-4928,4199.1,26.0,3.04,0.25,83.0,,0.8,,4.67,0.34,0.24,0.24,0.2,-0.02,-0.13,0.01,0.24
CarII-4928,4233.17,26.1,2.58,-1.97,68.7,,0.9,,4.76,0.28,0.2,0.19,0.04,0.16,-0.08,0.01,0.13
CarII-4928,4233.6,26.0,2.48,-0.6,47.9,,8.1,,4.24,0.26,0.13,0.23,0.23,-0.01,-0.04,0.01,0.08
CarII-4928,4250.12,26.0,2.47,-0.41,72.4,,8.5,,4.44,0.3,0.16,0.25,0.24,-0.03,-0.09,0.01,0.16
CarII-4928,4250.79,26.0,1.56,-0.71,83.2,,9.0,,3.95,0.36,0.19,0.31,0.28,-0.03,-0.13,0.01,0.22
CarII-4928,4254.35,24.0,0.0,-0.09,103.3,,2.5,,2.49,0.48,0.29,0.38,0.31,-0.06,-0.21,0.0,0.31
CarII-4928,4260.47,26.0,2.4,-0.02,83.9,,6.1,,4.19,0.42,0.32,0.28,0.25,-0.05,-0.12,0.01,0.22
CarII-4928,4271.15,26.0,2.45,-0.35,60.4,,8.7,,4.15,0.28,0.15,0.24,0.23,-0.01,-0.06,0.01,0.12
CarII-4928,4271.76,26.0,1.48,-0.17,118.7,,0.4,,4.12,0.46,0.22,0.4,0.31,-0.09,-0.24,0.0,0.28
CarII-4928,4274.81,24.0,0.0,-0.22,61.3,,7.8,,1.77,0.33,0.13,0.3,0.29,-0.02,-0.06,0.01,0.11
CarII-4928,4282.4,26.0,2.17,-0.78,58.8,,8.8,,4.26,0.29,0.16,0.25,0.24,-0.0,-0.06,0.01,0.1
CarII-4928,4289.73,24.0,0.0,-0.37,52.0,,7.7,,1.76,0.32,0.12,0.3,0.3,-0.01,-0.04,0.01,0.08
CarII-4928,4290.22,22.1,1.16,-0.87,55.5,,7.9,,1.91,0.24,0.13,0.2,0.12,0.16,-0.05,0.01,0.09
CarII-4928,4300.04,22.1,1.18,-0.46,77.3,,9.0,,1.89,0.27,0.17,0.21,0.11,0.15,-0.1,0.01,0.18
CarII-4928,4314.08,21.1,0.62,-0.1,58.3,,8.9,,0.17,0.26,0.14,0.22,0.14,0.16,-0.05,0.01,0.12
CarII-4928,4325.0,21.1,0.59,-0.44,49.8,,6.6,,0.35,0.24,0.1,0.21,0.14,0.16,-0.04,0.01,0.08
CarII-4928,4330.7,22.1,1.18,-2.09,59.6,,9.1,,3.21,0.25,0.15,0.2,0.12,0.16,-0.05,0.01,0.09
CarII-4928,4351.91,12.0,4.35,-0.58,60.8,,7.8,,5.36,0.17,0.11,0.13,0.13,-0.02,-0.04,0.0,0.09
CarII-4928,4352.73,26.0,2.22,-1.29,55.8,,1.0,,4.76,0.31,0.19,0.25,0.24,-0.0,-0.05,0.01,0.1
CarII-4928,4375.93,26.0,0.0,-3.0,78.0,,7.1,,4.35,0.4,0.14,0.37,0.35,-0.02,-0.11,0.0,0.16
CarII-4928,4394.06,22.1,1.22,-1.77,47.1,,6.6,,2.73,0.23,0.11,0.2,0.11,0.16,-0.03,0.01,0.06
CarII-4928,4395.03,22.1,1.08,-0.54,95.6,,7.5,,2.2,0.3,0.17,0.25,0.13,0.15,-0.16,0.0,0.19
CarII-4928,4395.84,22.1,1.24,-1.93,23.8,,5.0,,2.48,0.22,0.11,0.2,0.11,0.16,-0.01,0.01,0.05
CarII-4928,4399.77,22.1,1.24,-1.2,46.7,,5.8,,2.17,0.22,0.09,0.2,0.11,0.16,-0.03,0.01,0.07
CarII-4928,4415.12,26.0,1.61,-0.62,117.8,,9.9,,4.64,0.44,0.21,0.39,0.31,-0.09,-0.23,0.0,0.27
CarII-4928,4417.72,22.1,1.16,-1.43,53.6,,7.3,,2.42,0.23,0.11,0.2,0.12,0.16,-0.04,0.01,0.09
CarII-4928,4427.31,26.0,0.05,-2.92,94.1,,9.0,,4.66,0.45,0.21,0.4,0.36,-0.03,-0.18,0.0,0.22
CarII-4928,4434.96,20.0,1.89,-0.01,85.2,,7.9,,4.25,0.26,0.14,0.22,0.19,-0.06,-0.1,0.01,0.13
CarII-4928,4442.34,26.0,2.2,-1.23,39.9,,6.4,,4.4,0.27,0.11,0.24,0.24,-0.0,-0.03,0.01,0.06
CarII-4928,4443.8,22.1,1.08,-0.71,100.6,,6.6,,2.47,0.3,0.15,0.27,0.13,0.14,-0.18,0.0,0.18
CarII-4928,4444.55,22.1,1.11,-2.2,28.8,,5.7,,2.71,0.23,0.11,0.2,0.12,0.16,-0.02,0.01,0.04
CarII-4928,4450.48,22.1,1.08,-1.52,63.0,,7.1,,2.57,0.24,0.12,0.21,0.12,0.16,-0.06,0.01,0.08
CarII-4928,4454.78,20.0,1.9,0.26,79.5,,0.6,,3.9,0.28,0.18,0.21,0.19,-0.05,-0.08,0.01,0.11
CarII-4928,4461.65,26.0,0.09,-3.19,82.3,,7.5,,4.71,0.41,0.15,0.37,0.35,-0.02,-0.12,0.01,0.16
CarII-4928,4464.45,22.1,1.16,-2.08,37.5,,7.0,,2.8,0.23,0.12,0.2,0.12,0.16,-0.02,0.01,0.06
CarII-4928,4468.49,22.1,1.13,-0.63,81.9,,7.0,,2.06,0.26,0.13,0.22,0.12,0.15,-0.11,0.01,0.16
CarII-4928,4489.74,26.0,0.12,-3.9,42.4,,8.3,,4.76,0.37,0.14,0.34,0.34,-0.01,-0.03,0.01,0.06
CarII-4928,4494.56,26.0,2.2,-1.14,62.3,,8.7,,4.67,0.29,0.15,0.25,0.24,-0.01,-0.06,0.01,0.08
CarII-4928,4501.27,22.1,1.11,-0.77,93.3,,8.0,,2.4,0.3,0.17,0.24,0.13,0.15,-0.15,0.0,0.16
CarII-4928,4508.28,26.1,2.86,-2.44,23.0,,5.2,,4.69,0.21,0.12,0.17,0.03,0.17,-0.01,0.01,0.04
CarII-4928,4531.15,26.0,1.48,-2.1,57.9,,8.7,,4.76,0.32,0.14,0.28,0.28,-0.01,-0.06,0.01,0.09
CarII-4928,4563.76,22.1,1.22,-0.96,86.7,,6.5,,2.57,0.26,0.13,0.23,0.12,0.15,-0.12,0.01,0.13
CarII-4928,4571.97,22.1,1.57,-0.31,79.3,,6.2,,2.18,0.23,0.12,0.2,0.1,0.15,-0.1,0.01,0.12
CarII-4928,4583.84,26.1,2.81,-1.93,56.1,,7.5,,4.72,0.21,0.12,0.18,0.04,0.17,-0.05,0.01,0.08
CarII-4928,4602.94,26.0,1.48,-2.21,46.2,,8.2,,4.67,0.31,0.13,0.28,0.28,-0.0,-0.03,0.01,0.06
CarII-4928,4657.2,22.1,1.24,-2.29,46.7,,8.2,,3.24,0.24,0.13,0.2,0.11,0.16,-0.03,0.01,0.07
CarII-4928,4702.99,12.0,4.33,-0.38,72.6,,8.7,,5.24,0.19,0.11,0.15,0.14,-0.05,-0.04,0.01,0.07
CarII-4928,4872.14,26.0,2.88,-0.6,35.4,,6.6,,4.42,0.24,0.11,0.21,0.21,-0.01,-0.02,0.01,0.04
CarII-4928,4891.49,26.0,2.85,-0.14,55.7,,6.3,,4.26,0.24,0.1,0.22,0.22,-0.01,-0.05,0.01,0.07
CarII-4928,4918.99,26.0,2.85,-0.34,55.9,,9.6,,4.46,0.27,0.15,0.22,0.22,-0.02,-0.05,0.01,0.07
CarII-4928,4920.5,26.0,2.83,0.06,83.3,,8.0,,4.5,0.3,0.14,0.26,0.23,-0.05,-0.1,0.01,0.12
CarII-4928,4923.93,26.1,2.89,-1.26,57.9,,7.7,,4.15,0.21,0.12,0.17,0.04,0.16,-0.05,0.01,0.07
CarII-4928,5006.12,26.0,2.83,-0.61,43.0,,8.3,,4.5,0.26,0.13,0.22,0.21,-0.01,-0.03,0.01,0.07
CarII-4928,5012.07,26.0,0.86,-2.6,89.2,,0.5,,5.05,0.42,0.22,0.35,0.33,-0.03,-0.14,0.01,0.18
CarII-4928,5018.45,26.1,2.89,-1.1,63.7,,8.9,,4.08,0.23,0.15,0.18,0.04,0.16,-0.06,0.01,0.1
CarII-4928,5171.6,26.0,1.48,-1.72,50.0,,3.3,,4.2,0.36,0.21,0.29,0.28,-0.01,-0.04,0.01,0.08
CarII-4928,5172.68,12.0,2.71,-0.39,138.4,,4.1,,4.51,0.38,0.2,0.32,0.26,-0.13,-0.14,0.01,0.21
CarII-4928,5183.6,12.0,2.72,-0.17,188.6,,1.4,,4.88,0.4,0.1,0.39,0.31,-0.21,-0.1,0.0,0.15
CarII-4928,5191.45,26.0,3.04,-0.55,41.6,,0.9,,4.64,0.27,0.18,0.21,0.21,-0.01,-0.03,0.01,0.06
CarII-4928,5232.94,26.0,2.94,-0.19,91.4,,7.2,,4.98,0.41,0.31,0.28,0.24,-0.06,-0.12,0.01,0.16
CarII-4928,5324.18,26.0,3.21,-0.11,76.1,,7.4,,4.94,0.38,0.3,0.24,0.22,-0.04,-0.08,0.01,0.12
CarII-4928,5328.53,26.0,1.56,-1.85,47.6,,5.5,,4.37,0.37,0.24,0.28,0.28,-0.01,-0.04,0.01,0.07
CarII-4928,5371.49,26.0,0.96,-1.64,112.3,,2.8,,4.65,0.49,0.27,0.41,0.34,-0.07,-0.21,0.0,0.18
CarII-4928,5397.13,26.0,0.91,-1.98,103.2,,1.1,,4.75,0.45,0.24,0.38,0.34,-0.05,-0.18,0.0,0.19
CarII-4928,5429.7,26.0,0.96,-1.88,79.1,,8.7,,4.22,0.37,0.16,0.34,0.32,-0.02,-0.1,0.01,0.11
CarII-4928,5497.52,26.0,1.01,-2.83,46.6,,0.0,,4.7,0.34,0.15,0.3,0.3,-0.01,-0.03,0.01,0.06
CarII-4928,5528.4,12.0,4.35,-0.5,77.2,,0.2,,5.43,0.21,0.14,0.16,0.14,-0.05,-0.05,0.01,0.06
CarII-4928,5586.76,26.0,3.37,-0.11,27.2,,6.3,,4.28,0.23,0.13,0.19,0.19,-0.0,-0.01,0.01,0.04
CarII-4928,5615.64,26.0,3.33,0.04,52.8,,0.6,,4.54,0.26,0.17,0.2,0.2,-0.02,-0.04,0.01,0.05
CarII-4928,5889.95,11.0,0.0,0.11,136.0,,6.0,,3.42,0.34,0.1,0.32,0.27,-0.1,-0.15,0.0,0.1
CarII-4928,5895.92,11.0,0.0,-0.19,121.0,,6.5,,3.47,0.31,0.11,0.29,0.25,-0.08,-0.13,0.0,0.09
CarII-4928,6393.6,26.0,2.43,-1.62,16.5,,3.9,,4.44,0.26,0.11,0.24,0.24,-0.0,-0.01,0.01,0.02
CarII-4928,6494.98,26.0,2.4,-1.27,29.6,,5.8,,4.37,0.27,0.11,0.24,0.24,-0.01,-0.02,0.01,0.02
CarII-4928,6677.98,26.0,2.69,-1.47,23.1,,3.6,,4.74,0.24,0.08,0.23,0.23,-0.01,-0.01,0.01,0.02
CarII-4928,4310.0,6.0,,,,,,,5.56,0.52,0.08,0.52,0.49,-0.17,0.02,0.02,
CarII-4928,4323.0,6.0,,,,,,,5.76,0.49,0.07,0.48,0.46,-0.16,0.02,0.02,
CarII-4928,3944.0,13.0,0.0,-0.62,,,,,2.95,1.31,0.74,1.08,0.94,-0.53,-0.15,0.05,0.41
CarII-4928,3905.5,14.0,0.0,-0.62,,,,,4.35,0.67,0.53,0.41,0.24,-0.2,-0.2,-0.17,0.66
CarII-4928,4077.7,38.1,0.0,0.17,,,,,2.22,0.38,0.32,0.21,0.14,0.16,-0.03,0.0,0.09
CarII-4928,4215.5,38.1,0.0,-0.17,,,,,1.77,0.38,0.31,0.22,0.09,0.2,-0.02,0.01,0.09
CarII-4928,4030.8,25.0,0.0,-0.48,,,,,1.42,0.4,0.28,0.29,0.28,0.01,-0.03,-0.03,0.25
CarII-4928,4033.1,25.0,0.0,-0.62,,,,,1.58,9.0,9.0,0.33,0.33,0.01,0.0,0.0,0.22
CarII-4928,4034.5,25.0,0.0,-0.81,,,,,1.5,0.36,0.28,0.23,0.23,-0.03,-0.03,-0.03,0.12
CarII-4928,4118.8,27.0,1.05,-0.49,,,,,2.32,0.41,0.25,0.32,0.32,0.04,0.0,0.01,0.12
CarII-4928,4121.3,27.0,0.92,-0.32,,,,,1.9,0.37,0.22,0.29,0.29,0.01,-0.02,0.01,0.09
CarII-4928,4314.1,21.1,0.62,-0.1,,,,,0.36,0.36,0.29,0.21,0.0,0.2,-0.05,-0.03,0.15
CarII-4928,4325.0,21.1,0.59,-0.44,,,,,0.5,0.28,0.18,0.22,0.1,0.19,-0.05,-0.0,0.1
CarII-4928,4400.4,21.1,0.61,-0.54,,,,,0.15,0.25,0.18,0.18,0.1,0.15,0.02,0.01,0.05
CarII-4928,4415.5,21.1,0.59,-0.67,,,,,1.0,0.38,0.23,0.3,0.08,0.11,-0.21,-0.16,0.15
CarII-4928,3961.5,13.0,0.01,-0.33,,,,,3.53,0.48,0.44,0.19,0.07,-0.14,-0.12,-0.0,0.48
CarII-4928,4554.0,56.1,0.0,0.16,,,,<,1.6,,,,,,,,
CarII-4928,4934.1,56.1,0.0,-0.16,,,,<,1.34,,,,,,,,
CarII-4928,4129.7,63.1,0.0,0.22,,,,<,1.04,,,,,,,,
CarII-4928,4110.5,27.0,1.05,-1.08,,,,<,3.58,,,,,,,,
CarII-4928,3876.0,7.0,,,,,,<,6.97,,,,,,,,
CarII-4928,6300.3,8.0,0.0,-9.82,,,,<,8.5,,,,,,,,
CarII-4928,7698.9,19.0,0.0,-0.17,,,,<,3.04,,,,,,,,
CarII-4928,5476.9,28.0,1.83,-0.78,,,,<,5.16,,,,,,,,
CarII-4928,5105.5,29.0,1.39,-1.52,,,,<,3.06,,,,,,,,
CarII-4928,4810.5,30.0,4.08,-0.14,,,,<,3.08,,,,,,,,
CarII-5664,4005.24,26.0,1.56,-0.58,110.1,,3.6,,3.98,0.29,0.09,0.28,0.13,-0.14,-0.2,-0.04,0.16
CarII-5664,4009.71,26.0,2.22,-1.25,46.8,,4.9,,4.01,0.21,0.09,0.19,0.18,-0.04,-0.03,-0.01,0.05
CarII-5664,4012.38,22.1,0.57,-1.78,94.9,,4.6,,2.02,0.18,0.11,0.15,0.04,0.02,-0.14,-0.02,0.14
CarII-5664,4025.13,22.1,0.61,-2.11,56.1,,4.0,,1.56,0.14,0.07,0.12,0.09,0.07,-0.05,-0.01,0.06
CarII-5664,4045.81,26.0,1.48,0.28,158.8,,3.4,,4.02,0.3,0.05,0.3,0.21,-0.13,-0.15,-0.05,0.11
CarII-5664,4053.82,22.1,1.89,-1.07,22.1,,3.6,,1.47,0.15,0.09,0.13,0.07,0.1,-0.01,0.01,0.03
CarII-5664,4057.51,12.0,4.35,-0.9,31.6,,3.8,,4.94,0.12,0.07,0.1,0.09,-0.02,-0.01,0.0,0.03
CarII-5664,4063.59,26.0,1.56,0.06,139.3,,5.7,,3.99,0.32,0.1,0.3,0.18,-0.14,-0.19,-0.04,0.14
CarII-5664,4071.74,26.0,1.61,-0.01,121.2,,4.3,,3.72,0.31,0.1,0.29,0.15,-0.14,-0.2,-0.04,0.15
CarII-5664,4076.63,26.0,3.21,-0.59,20.1,,3.4,,4.0,0.18,0.09,0.16,0.16,-0.02,-0.01,-0.0,0.03
CarII-5664,4102.94,14.0,1.91,-3.14,61.3,,3.9,,4.58,0.2,0.07,0.19,0.18,-0.04,-0.04,-0.01,0.05
CarII-5664,4132.06,26.0,1.61,-0.68,109.8,,2.7,,4.07,0.28,0.07,0.27,0.14,-0.13,-0.19,-0.03,0.11
CarII-5664,4143.87,26.0,1.56,-0.51,102.1,,2.8,,3.63,0.26,0.07,0.25,0.14,-0.12,-0.17,-0.03,0.11
CarII-5664,4147.67,26.0,1.48,-2.07,52.6,,3.0,,4.0,0.22,0.06,0.22,0.21,-0.05,-0.04,-0.01,0.04
CarII-5664,4152.17,26.0,0.96,-3.16,42.0,,3.2,,4.23,0.25,0.06,0.24,0.23,-0.05,-0.03,-0.01,0.03
CarII-5664,4156.8,26.0,2.83,-0.62,25.9,,3.6,,3.71,0.19,0.08,0.17,0.17,-0.03,-0.01,-0.0,0.03
CarII-5664,4157.78,26.0,3.41,-0.4,20.2,,3.2,,4.07,0.17,0.08,0.15,0.15,-0.02,-0.01,-0.0,0.03
CarII-5664,4161.53,22.1,1.08,-2.09,35.8,,3.0,,1.77,0.14,0.06,0.13,0.1,0.09,-0.02,0.0,0.03
CarII-5664,4163.64,22.1,2.59,-0.13,33.2,,3.0,,1.64,0.12,0.06,0.1,0.04,0.09,-0.02,0.0,0.03
CarII-5664,4167.27,12.0,4.35,-0.74,31.5,,3.2,,4.79,0.11,0.06,0.09,0.09,-0.02,-0.01,-0.0,0.03
CarII-5664,4172.74,26.0,0.96,-3.02,38.4,,2.7,,4.02,0.25,0.06,0.25,0.24,-0.04,-0.02,-0.0,0.03
CarII-5664,4181.76,26.0,2.83,-0.18,46.5,,3.6,,3.68,0.18,0.07,0.16,0.16,-0.04,-0.03,-0.01,0.03
CarII-5664,4184.89,26.0,2.83,-0.86,24.9,,2.6,,3.92,0.18,0.06,0.17,0.17,-0.03,-0.01,-0.0,0.02
CarII-5664,4187.04,26.0,2.45,-0.56,69.7,,2.7,,4.03,0.19,0.06,0.18,0.14,-0.07,-0.08,-0.01,0.05
CarII-5664,4187.8,26.0,2.42,-0.55,70.1,,2.7,,4.0,0.19,0.06,0.18,0.15,-0.07,-0.08,-0.01,0.05
CarII-5664,4191.43,26.0,2.47,-0.67,52.2,,2.5,,3.82,0.18,0.05,0.17,0.16,-0.05,-0.04,-0.01,0.04
CarII-5664,4199.1,26.0,3.04,0.25,51.0,,3.0,,3.6,0.16,0.06,0.15,0.14,-0.04,-0.04,-0.01,0.04
CarII-5664,4202.03,26.0,1.48,-0.69,120.2,,3.1,,4.16,0.3,0.07,0.29,0.16,-0.14,-0.2,-0.03,0.12
CarII-5664,4222.21,26.0,2.45,-0.97,48.7,,3.0,,4.03,0.19,0.06,0.18,0.17,-0.04,-0.03,-0.01,0.04
CarII-5664,4233.17,26.1,2.58,-1.97,64.6,,2.6,,3.97,0.1,0.05,0.09,0.0,0.07,-0.06,-0.01,0.04
CarII-5664,4233.6,26.0,2.48,-0.6,58.9,,2.7,,3.89,0.18,0.05,0.17,0.16,-0.06,-0.05,-0.01,0.04
CarII-5664,4247.43,26.0,3.37,-0.23,20.2,,2.2,,3.83,0.16,0.06,0.15,0.15,-0.02,-0.01,-0.0,0.02
CarII-5664,4250.12,26.0,2.47,-0.41,62.5,,2.6,,3.74,0.18,0.05,0.17,0.15,-0.06,-0.06,-0.01,0.04
CarII-5664,4250.79,26.0,1.56,-0.71,110.1,,2.6,,4.0,0.28,0.07,0.27,0.14,-0.13,-0.19,-0.03,0.1
CarII-5664,4254.35,24.0,0.0,-0.09,92.5,,2.7,,1.59,0.26,0.07,0.25,0.17,-0.11,-0.14,-0.03,0.09
CarII-5664,4258.32,26.0,0.09,-4.36,31.0,,3.2,,4.1,0.29,0.06,0.28,0.28,-0.04,-0.02,-0.0,0.03
CarII-5664,4260.47,26.0,2.4,-0.02,86.5,,2.9,,3.78,0.21,0.07,0.2,0.13,-0.1,-0.12,-0.02,0.08
CarII-5664,4271.15,26.0,2.45,-0.35,74.7,,3.1,,3.9,0.2,0.07,0.18,0.14,-0.08,-0.09,-0.01,0.06
CarII-5664,4271.76,26.0,1.48,-0.17,141.3,,2.6,,4.07,0.32,0.05,0.31,0.2,-0.13,-0.2,-0.04,0.1
CarII-5664,4274.81,24.0,0.0,-0.22,79.8,,2.4,,1.42,0.24,0.05,0.23,0.19,-0.09,-0.09,-0.02,0.06
CarII-5664,4282.4,26.0,2.17,-0.78,70.8,,2.5,,3.92,0.2,0.05,0.19,0.15,-0.07,-0.08,-0.01,0.05
CarII-5664,4283.01,20.0,1.88,-0.22,27.0,,2.2,,3.09,0.14,0.05,0.14,0.13,-0.03,-0.01,-0.0,0.02
CarII-5664,4289.73,24.0,0.0,-0.37,72.7,,2.3,,1.42,0.23,0.05,0.23,0.2,-0.08,-0.08,-0.01,0.05
CarII-5664,4290.22,22.1,1.16,-0.87,85.8,,2.5,,1.57,0.13,0.05,0.12,0.04,0.04,-0.1,-0.01,0.06
CarII-5664,4291.46,26.0,0.05,-4.08,43.2,,2.3,,4.0,0.28,0.04,0.28,0.28,-0.05,-0.02,-0.01,0.03
CarII-5664,4314.08,21.1,0.62,-0.1,103.4,,3.5,,0.08,0.17,0.08,0.15,0.06,0.02,-0.14,-0.02,0.09
CarII-5664,4318.65,20.0,1.9,-0.21,26.5,,2.3,,3.08,0.14,0.05,0.13,0.13,-0.03,-0.01,-0.0,0.02
CarII-5664,4325.0,21.1,0.59,-0.44,90.1,,2.7,,0.09,0.14,0.06,0.13,0.07,0.04,-0.11,-0.01,0.06
CarII-5664,4325.76,26.0,1.61,0.01,140.1,,2.5,,4.01,0.31,0.05,0.31,0.19,-0.14,-0.2,-0.04,0.09
CarII-5664,4330.7,22.1,1.18,-2.09,28.7,,3.1,,1.74,0.14,0.06,0.13,0.09,0.09,-0.01,0.0,0.02
CarII-5664,4337.05,26.0,1.56,-1.7,66.6,,2.3,,3.96,0.21,0.04,0.21,0.19,-0.07,-0.06,-0.01,0.04
CarII-5664,4352.73,26.0,2.22,-1.29,42.8,,2.6,,3.96,0.19,0.04,0.18,0.18,-0.04,-0.03,-0.01,0.02
CarII-5664,4375.93,26.0,0.0,-3.0,109.6,,2.1,,4.21,0.31,0.05,0.31,0.23,-0.11,-0.16,-0.03,0.09
CarII-5664,4383.55,26.0,1.48,0.21,150.9,,2.2,,3.82,0.32,0.04,0.32,0.21,-0.13,-0.19,-0.04,0.08
CarII-5664,4394.06,22.1,1.22,-1.77,39.1,,2.2,,1.67,0.13,0.04,0.12,0.08,0.08,-0.02,0.0,0.02
CarII-5664,4395.03,22.1,1.08,-0.54,114.3,,2.3,,1.74,0.18,0.04,0.17,0.04,0.02,-0.17,-0.02,0.06
CarII-5664,4395.84,22.1,1.24,-1.93,23.1,,1.9,,1.53,0.14,0.04,0.13,0.09,0.09,-0.01,0.0,0.02
CarII-5664,4399.77,22.1,1.24,-1.2,59.5,,2.1,,1.47,0.11,0.04,0.11,0.07,0.07,-0.04,0.0,0.03
CarII-5664,4404.75,26.0,1.56,-0.15,138.8,,2.6,,4.02,0.3,0.05,0.29,0.18,-0.13,-0.2,-0.03,0.08
CarII-5664,4408.41,26.0,2.2,-1.77,29.3,,2.5,,4.14,0.2,0.05,0.19,0.19,-0.03,-0.02,0.0,0.02
CarII-5664,4415.12,26.0,1.61,-0.62,111.5,,2.2,,3.92,0.27,0.05,0.26,0.16,-0.12,-0.18,-0.02,0.09
CarII-5664,4416.82,26.1,2.78,-2.65,21.4,,2.6,,4.03,0.13,0.07,0.11,0.03,0.1,-0.01,0.01,0.02
CarII-5664,4417.72,22.1,1.16,-1.43,72.1,,2.7,,1.83,0.12,0.05,0.1,0.06,0.06,-0.07,-0.01,0.05
CarII-5664,4418.33,22.1,1.24,-1.99,28.1,,2.2,,1.7,0.13,0.05,0.13,0.09,0.09,-0.01,0.0,0.02
CarII-5664,4425.44,20.0,1.88,-0.36,28.9,,3.5,,3.26,0.15,0.07,0.13,0.13,-0.03,-0.01,-0.0,0.02
CarII-5664,4427.31,26.0,0.05,-2.92,110.4,,2.3,,4.19,0.31,0.06,0.31,0.23,-0.11,-0.17,-0.03,0.1
CarII-5664,4441.73,22.1,1.18,-2.41,18.7,,2.0,,1.81,0.14,0.05,0.13,0.09,0.09,-0.01,0.0,0.01
CarII-5664,4442.34,26.0,2.2,-1.23,41.4,,2.0,,3.83,0.19,0.04,0.19,0.18,-0.04,-0.02,-0.0,0.02
CarII-5664,4443.8,22.1,1.08,-0.71,102.4,,2.1,,1.62,0.16,0.04,0.15,0.04,0.03,-0.15,-0.02,0.06
CarII-5664,4444.55,22.1,1.11,-2.2,30.2,,2.3,,1.79,0.13,0.04,0.13,0.09,0.09,-0.01,0.0,0.02
CarII-5664,4447.72,26.0,2.22,-1.34,35.4,,1.8,,3.86,0.19,0.03,0.19,0.18,-0.04,-0.02,-0.0,0.02
CarII-5664,4450.48,22.1,1.08,-1.52,63.6,,2.0,,1.65,0.12,0.04,0.11,0.07,0.07,-0.05,-0.0,0.04
CarII-5664,4454.78,20.0,1.9,0.26,54.3,,2.5,,3.13,0.13,0.04,0.12,0.11,-0.05,-0.04,-0.01,0.03
