Found, JINA_ID, Query_ID, RA_input   , DEC_input  , main_id                     , ra                , dec                , coo_err_maj, coo_err_min, coo_err_angle, coo_wavelength, coo_bibcode        , V                 , U, K                 , I                 , R                 , J                 , B                 , H                 , otype, plx_value, rvz_nature, rvz_qual, pmra , pmdec , sp_bibcode         , sp_qual, sp_type
True ,        , BL231   , 02:39:18.96, -34:26:43.9, 2MASS J02391898-3426445     , 39.82910069781    , -34.4456481666     ,      0.0564,      0.0776,            90, O             , 2020yCat.1350....0G, 18.489999771118164,  , 15.324999809265137, 17.020000457763672,                   , 16.145999908447266,                   , 15.319000244140625, RG*  ,    0.0148, s         , A       , 0.35 , -0.413,                    ,        , 
True ,        , BL233   , 02:39:53.58, -34:37:50.1, [LHT2010] BL233             , 39.97339137107999 , -34.630598399141945,      0.0544,      0.075 ,            90, O             , 2020yCat.1350....0G,                   ,  , 15.20199966430664 ,                   ,                   , 16.084999084472656,                   , 15.262999534606934, RG*  ,          , s         , A       , 0.495, -0.5  ,                    ,        , 
True ,        , BL239   , 02:39:47.09, -34:31:49.8, 2MASS J02394711-3431499     , 39.94629465871    , -34.53052178272001 ,      0.0575,      0.0782,            90, O             , 2020yCat.1350....0G, 18.59000015258789 ,  , 15.345000267028809,                   , 17.746000289916992, 15.923999786376953, 20.268999099731445, 15.204000473022461, RG*  ,    0.1431, s         , A       , 0.294, -0.223,                    ,        , 
True ,        , BL242   , 02:39:28.03, -34:34:01.2, GB07 Fnx23                  , 39.86688743337    , -34.56702245841    ,      0.0557,      0.0733,            90, O             , 2020yCat.1350....0G, 18.579999923706055,  , 15.145000457763672, 17.020000457763672, 17.69300079345703 , 15.984999656677246, 19.947999954223633, 15.243000030517578, RG*  ,          , s         , A       , 0.303, -0.487,                    ,        , 
True ,        , BL247   , 02:39:43.07, -34:40:18.4, GB07 Fnx36                  , 39.92956441642    , -34.671848165510006,      0.0568,      0.076 ,            90, O             , 2020yCat.1350....0G, 18.641000747680664,  , 15.088000297546387, 17.049999237060547,                   , 15.989999771118164,                   , 15.062000274658203, RG*  ,    0.1054, s         , A       , 0.4  , -0.51 ,                    ,        , 
True ,        , BL249   , 02:39:54.24, -34:35:11.2, GB07 Fnx27                  , 39.97610668622208 , -34.586482732082224,      0.0563,      0.0756,            90, O             , 2020yCat.1350....0G, 18.591999053955078,  , 15.166999816894531,                   ,                   , 16.09000015258789 ,                   , 14.996000289916992, RG*  ,    0.1185, s         , A       , 0.527, -0.281,                    ,        , 
True ,        , BL250   , 02:39:45.03, -34:40:11.1, 2MASS J02394507-3440114     , 39.93777263810999 , -34.66981603816    ,      0.0552,      0.0731,            90, O             , 2020yCat.1350....0G, 18.635000228881836,  , 14.907999992370605,                   ,                   , 15.736000061035156, 20.452999114990234, 14.819999694824219, RG*  ,    0.0216, s         , A       , 0.428, -0.526,                    ,        , 
True ,        , BL251   , 02:39:30.81, -34:35:45.1, GB07 Fnx29                  , 39.878513329739995, -34.59590514763    ,      0.0558,      0.0739,            90, O             , 2020yCat.1350....0G, 18.67099952697754 ,  , 15.050000190734863, 17.010000228881836, 17.746000289916992, 15.822999954223633, 20.191999435424805, 15.104000091552734, RG*  ,          , s         , A       , 0.359, -0.411,                    ,        , 
True ,        , BL253   , 02:39:34.08, -34:33:09.6, GB07 Fnx21                  , 39.892142308249994, -34.55269497346    ,      0.0576,      0.078 ,            90, O             , 2020yCat.1350....0G, 18.641000747680664,  , 15.095000267028809, 17.010000228881836,                   , 16.12700080871582 ,                   , 15.192999839782715, RG*  ,    0.2015, s         , A       , 0.34 , -0.35 ,                    ,        , 
True ,        , BL254   , 02:39:41.78, -34:34:16.4, GB07 Fnx24                  , 39.92422753873    , -34.57126745688    ,      0.0554,      0.0751,            90, O             , 2020yCat.1350....0G, 18.632999420166016,  ,                   ,                   ,                   ,                   ,                   ,                   , RG*  ,          , s         , A       , 0.353, -0.33 ,                    ,        , 
True ,        , BL257   , 02:39:57.30, -34:31:20.8, [KGS2010] For   66101       , 39.98885630565    , -34.52250068123    ,      0.0575,      0.0797,            90, O             , 2020yCat.1350....0G,                   ,  , 14.670000076293945,                   , 17.673999786376953, 15.90999984741211 , 20.152999877929688, 15.100000381469727, RG*  ,    0.0736, s         , A       , 0.499, -0.499,                    ,        , 
True ,        , BL258   , 02:39:49.68, -34:28:50.4, 2MASS J02394972-3428506     , 39.95709325143    , -34.48073260829    ,      0.062 ,      0.0866,            90, O             , 2020yCat.1350....0G, 18.600000381469727,  , 15.336000442504883, 17.059999465942383, 17.812999725341797, 16.07200050354004 , 20.187999725341797, 15.302000045776367, RG*  ,    0.239 , s         , A       , 0.475, -0.406,                    ,        , 
True ,        , BL260   , 02:39:55.38, -34:29:54.6, [KGS2010] For   64059       , 39.98083963853    , -34.49856836562666 ,      0.0576,      0.0788,            90, O             , 2020yCat.1350....0G,                   ,  , 14.696000099182129,                   , 17.7189998626709  , 15.795999526977539, 20.214000701904297, 15.048999786376953, RG*  ,          , s         , A       , 0.392, -0.36 ,                    ,        , 
True ,        , BL261   , 02:39:57.80, -34:26:48.8, [LHT2010] BL261             , 39.990915063873736, -34.447009901959994,      0.0639,      0.0889,            90, O             , 2020yCat.1350....0G,                   ,  , 15.07699966430664 ,                   ,                   , 16.090999603271484,                   , 15.1899995803833  , RG*  ,    0.0236, s         , A       , 0.408, -0.394,                    ,        , 
True ,        , BL262   , 02:39:38.42, -34:26:10.3, 2MASS J02393846-3426107     , 39.91021475823    , -34.43632025504    ,      0.0586,      0.0801,            90, O             , 2020yCat.1350....0G, 18.540000915527344,  , 15.527000427246094, 17.06999969482422 ,                   , 16.0310001373291  ,                   , 15.083999633789062, RG*  ,    0.1395, s         , A       , 0.471, -0.348,                    ,        , 
True ,        , BL266   , 02:40:10.00, -34:29:58.8, 2MASS J02401001-3429589     , 40.04175491703    , -34.49971418562    ,      0.0747,      0.1026,            90, O             , 2020yCat.1350....0G, 18.200000762939453,  , 14.97700023651123 , 16.75             , 18.059999465942383, 15.937000274658203, 19.760000228881836, 15.197999954223633, RG*  ,    0.1025, s         , A       , 1.312, -0.978,                    ,        , 
True ,        , BL267   , 02:40:17.50, -34:26:06.1, GB07 Fnx07                  , 40.07305032765999 , -34.43515786377    ,      0.0504,      0.0736,            90, O             , 2020yCat.1350....0G, 18.18000030517578 ,  , 14.925000190734863, 16.760000228881836,                   , 15.980999946594238,                   , 15.163000106811523, RG*  ,          , s         , A       , 0.347, -0.288,                    ,        , 
True ,        , BL269   , 02:39:58.20, -34:32:05.3, [WMO2009] For-2280          , 39.99263025077    , -34.53481083356    ,      0.0548,      0.0746,            90, O             , 2020yCat.1350....0G, 18.43000030517578 ,  , 14.638999938964844, 16.899999618530273, 17.615999221801758, 15.8149995803833  , 20.108999252319336, 15.003999710083008, RR*  ,    0.0354, s         , A       , 0.493, -0.44 ,                    ,        , 
True ,        , BL273   , 02:40:09.37, -34:36:17.1, 2MASS J02400939-3436172     , 40.03914984432    , -34.60477917367    ,      0.0558,      0.0861,            90, O             , 2020yCat.1350....0G, 18.402000427246094,  , 14.87399959564209 ,                   ,                   , 15.956000328063965,                   , 14.932000160217285, RG*  ,          , s         , A       , 0.334, -0.255,                    ,        , 
True ,        , BL274   , 02:40:06.14, -34:28:52.0, 2MASS J02400616-3428523     , 40.02571310694    , -34.48116807699    ,      0.0529,      0.07  ,            90, O             , 2020yCat.1350....0G, 18.378999710083008,  , 14.678000450134277, 16.78700065612793 , 17.525999069213867, 15.71399974822998 , 20.11400032043457 , 14.96399974822998 , RG*  ,    0.0334, s         , A       , 0.341, -0.524,                    ,        , 
True ,        , BL278   , 02:40:04.38, -34:27:11.3, WEL 112                     , 40.0183892665     , -34.45322256578    ,      0.0502,      0.0716,            90, O             , 2020yCat.1350....0G, 18.3700008392334  ,  , 14.758000373840332,                   , 17.413999557495117, 15.631999969482422, 19.945999145507812, 14.833000183105469, RG*  ,    0.0255, s         , A       , 0.491, -0.319, 1990A&A...233...21L, D      , K5
True ,        , BL279   , 02:40:02.70, -34:38:29.9, GB07 Fnx34                  , 40.01135562906    , -34.64167211693001 ,      0.054 ,      0.0735,            90, O             , 2020yCat.1350....0G, 18.16200065612793 ,  ,                   , 16.902000427246094,                   ,                   ,                   ,                   , RG*  ,          , s         , A       , 0.504, -0.32 ,                    ,        , 
True ,        , BL293   , 02:40:01.77, -34:27:47.9, [LHT2010] BL293             , 40.00753124077833 , -34.46338595184916 ,      0.0582,      0.0777,            90, O             , 2020yCat.1350....0G, 18.450000762939453,  ,                   , 16.81999969482422 ,                   ,                   , 20.209999084472656,                   , RG*  ,          , s         , A       , 0.355, -0.274,                    ,        , 
True ,        , BL295   , 02:40:26.72, -34:26:56.8, 2MASS J02402674-3426571     , 40.11143137459    , -34.4492037804     ,      0.0608,      0.0924,            90, O             , 2020yCat.1350....0G,                   ,  , 14.814000129699707,                   , 17.572999954223633, 15.689000129699707, 20.097000122070312, 14.972999572753906, RG*  ,    0.1568, s         , A       , 0.402, -0.374,                    ,        , 
True ,        , BL298   , 02:40:13.49, -34:30:02.0, 2MASS J02401350-3430022     , 40.05629854447    , -34.50059951816    ,      0.0568,      0.083 ,            90, O             , 2020yCat.1350....0G,                   ,  , 15.17199993133545 ,                   , 17.645999908447266, 15.88700008392334 , 19.8799991607666  , 15.1899995803833  , RG*  ,    0.0916, s         , A       , 0.412, -0.41 ,                    ,        , 
True ,        , BL300   , 02:40:17.90, -34:27:00.7, [WMO2009] For-2044          , 40.07468816926    , -34.45028972035    ,      0.0544,      0.0779,            90, O             , 2020yCat.1350....0G, 18.420000076293945,  , 14.60099983215332 , 16.790000915527344,                   , 15.737000465393066,                   , 14.862000465393066, RG*  ,          , s         , A       , 0.475, -0.455,                    ,        , 
True ,        , BL304   , 02:40:05.49, -34:32:42.7, 2MASS J02400550-3432429     , 40.0229516831     , -34.5452131701     ,      0.0554,      0.0784,            90, O             , 2020yCat.1350....0G, 18.326000213623047,  , 14.769000053405762, 16.739999771118164, 17.594999313354492, 15.855999946594238, 20.155000686645508, 14.79800033569336 , RG*  ,    0.0831, s         , A       , 0.474, -0.401,                    ,        , 
True ,        , BL311   , 02:40:22.64, -34:31:31.0, [LHT2010] BL311             , 40.09444217242    , -34.525332851730006,      0.0561,      0.0803,            90, O             , 2020yCat.1350....0G,                   ,  , 15.03600025177002 ,                   ,                   , 15.800999641418457,                   , 15.092000007629395, RG*  ,    0.002 , s         , A       , 0.436, -0.445,                    ,        , 
True ,        , BL315   , 02:40:24.22, -34:26:20.0, 2MASS J02402422-3426205     , 40.10103897128    , -34.43899163009    ,      0.0632,      0.091 ,            90, O             , 2020yCat.1350....0G, 18.40999984741211 ,  , 15.493000030517578, 17.040000915527344, 17.708999633789062, 16.07699966430664 , 19.871999740600586, 15.28499984741211 , RG*  ,    0.0285, s         , A       , 0.378, -0.241,                    ,        , 
True ,        , BL323   , 02:40:16.76, -34:29:34.4, [WMO2009] For-1250          , 40.069944862339995, -34.49293569537    ,      0.054 ,      0.0775,            90, O             , 2020yCat.1350....0G, 18.389999389648438,  , 14.562000274658203, 16.75             , 17.547000885009766, 15.616999626159668, 20.082000732421875, 14.836999893188477, RG*  ,    0.0246, s         , A       , 0.339, -0.339,                    ,        , 
True ,        , BL325   , 02:40:27.00, -34:26:44.1, 2MASS J02402701-3426444     , 40.11258999793    , -34.44568856154    ,      0.0606,      0.0892,            90, O             , 2020yCat.1350....0G, 18.459999084472656,  , 15.145000457763672, 17.049999237060547,                   , 16.051000595092773,                   , 15.253000259399414, RG*  ,          , s         , A       , 0.377, -0.403,                    ,        , 
