Name, Species, lambda , chi , loggf, r_loggf, f_EW, EW
Star 4, La II  , 4920.98, 0.13, -0.58,      20, s     ,    
Star 4, La II  , 4986.82, 0.17, -1.3 ,      20, s     ,    
Star 4, La II  , 5114.56, 0.23, -1.03,      20, s     ,    
Star 4, La II  , 5290.82, 0.0 , -1.65,      20, s     ,    
Star 4, La II  , 5303.53, 0.32, -1.35,      20,       ,    
Star 4, Ce II  , 4418.78, 0.86, 0.27 ,      21, s     ,    
Star 4, Ce II  , 4486.91, 0.29, -0.18,      21, s     ,    
Star 4, Ce II  , 4560.96, 0.68, -0.26,      21,       ,    
Star 4, Ce II  , 4562.36, 0.48, 0.21 ,      21, s     ,    
Star 4, Ce II  , 4572.28, 0.68, 0.22 ,      21, s     ,    
Star 4, Ce II  , 4582.5 , 0.7 , -0.35,      21,       ,    
Star 4, Ce II  , 4593.93, 0.7 , 0.07 ,      21, s     ,    
Star 4, Ce II  , 4628.16, 0.52, 0.14 ,      21,       ,    
Star 4, Ce II  , 5274.23, 1.04, 0.13 ,      21,       ,    
Star 4, Ce II  , 5330.56, 0.87, -0.4 ,      21,       ,    
Star 4, Pr II  , 4222.95, 0.06, 0.23 ,      22, s     ,    
Star 4, Pr II  , 4408.82, 0.0 , 0.05 ,      22, s     ,    
Star 4, Pr II  , 5259.73, 0.63, 0.12 ,      23,       ,    
Star 4, Pr II  , 5322.77, 0.48, -0.12,      22, s     ,    
Star 4, Nd II  , 4446.38, 0.2 , -0.35,      24, s     ,    
Star 4, Nd II  , 4462.98, 0.56, 0.04 ,      24, s     ,    
Star 4, Nd II  , 4465.06, 0.0 , -1.36,      24, s     ,    
Star 4, Nd II  , 4465.59, 0.18, -1.1 ,      24,       ,    
Star 4, Nd II  , 4501.81, 0.2 , -0.69,      24, s     ,    
Star 4, Nd II  , 4506.58, 0.06, -1.04,      24,       ,    
Star 4, Nd II  , 4513.33, 0.06, -1.33,      24,       ,    
Star 4, Nd II  , 4563.22, 0.18, -0.88,      24, s     ,    
Star 4, Nd II  , 4567.61, 0.2 , -1.31,      24,       ,    
Star 4, Nd II  , 4645.76, 0.56, -0.76,      24, s     ,    
Star 4, Nd II  , 4706.54, 0.0 , -0.71,      24, s     ,    
Star 4, Nd II  , 4797.15, 0.56, -0.69,      24, s     ,    
Star 4, Nd II  , 4825.48, 0.18, -0.42,      24, s     ,    
Star 4, Nd II  , 4859.03, 0.32, -0.44,      24, s     ,    
Star 4, Nd II  , 4902.04, 0.06, -1.34,      24,       ,    
Star 4, Nd II  , 4914.38, 0.38, -0.7 ,      24, s     ,    
Star 4, Nd II  , 5092.79, 0.38, -0.61,      24, s     ,    
Star 4, Nd II  , 5130.59, 1.3 , 0.45 ,      24, s     ,    
Star 4, Nd II  , 5132.33, 0.56, -0.71,      24,       ,    
Star 4, Nd II  , 5234.19, 0.55, -0.51,      24, s     ,    
Star 4, Nd II  , 5249.58, 0.97, 0.2  ,      24, s     ,    
Star 4, Nd II  , 5255.51, 0.2 , -0.67,      24, s     ,    
Star 4, Nd II  , 5293.16, 0.82, 0.1  ,      24, s     ,    
Star 4, Nd II  , 5319.81, 0.55, -0.14,      24, s     ,    
Star 4, Sm II  , 4318.93, 0.28, -0.25,      25, s     ,    
Star 4, Sm II  , 4424.34, 0.48, 0.14 ,      25, s     ,    
Star 4, Sm II  , 4434.32, 0.38, -0.07,      25, s     ,    
Star 4, Sm II  , 4467.34, 0.66, 0.15 ,      25, s     ,    
Star 4, Sm II  , 4478.66, 0.66, -0.36,      25, s     ,    
Star 4, Sm II  , 4523.91, 0.43, -0.39,      25, s     ,    
Star 4, Sm II  , 4536.51, 0.1 , -1.28,      25, s     ,    
Star 4, Sm II  , 4537.94, 0.48, -0.48,      25, s     ,    
Star 4, Sm II  , 4566.2 , 0.33, -0.59,      25, s     ,    
Star 4, Sm II  , 4591.81, 0.18, -1.12,      25,       ,    
Star 4, Sm II  , 4604.17, 0.04, -1.39,      25, s     ,    
Star 4, Sm II  , 4615.68, 0.19, -0.84,      25, s     ,    
Star 4, Sm II  , 4642.23, 0.38, -0.46,      25, s     ,    
Star 4, Sm II  , 4669.64, 0.28, -0.53,      25, s     ,    
Star 4, Sm II  , 4719.84, 0.04, -1.24,      25, s     ,    
Star 4, Eu II  , 4205.04, 0.0 , 0.21 ,      26, s     ,    
Star 4, Eu II  , 4435.58, 0.21, -0.11,      26, s     ,    
Star 4, Gd II  , 4215.02, 0.43, -0.44,      27,       ,    
Star 4, Gd II  , 4251.73, 0.38, -0.22,      27, s     ,    
Star 4, Gd II  , 4498.29, 0.43, -1.08,      27,       ,    
Star 4, Tb II  , 4752.53, 0.0 , -0.55,      28, l     ,    
Star 4, Dy II  , 4449.7 , 0.0 , -1.03,      29, s     ,    
