# Title: The R-Process Alliance: 2MASS J22132050-5137385, the Star with the 
#        Highest-known r-process Enhancement at [Eu/Fe] = +2.45 
# Authors: Roederer I.U., Beers T.C., Hattori K., Placco V.M., Hansen T.T., 
#          Ezzeddine R., Frebel A., Holmbeck E.M., Sakari C.M. 
# Table: Line Atomic Data and Derived Abundances 
# ================================================================================
# Byte-by-byte Description of file: apjad57bft2_mrt.txt
# --------------------------------------------------------------------------------
#    Bytes Format Units    Label         Explanations
# --------------------------------------------------------------------------------
#    1-  4 A4     ---      ID            Species
#    6- 12 F7.2   10-10m   Wave          Wavelength; Angstroms
#   14- 17 F4.2   eV       Elow          Energy of lower level of transition
#   19- 24 F6.3   [-]      log(gf)       Log of degeneracy times oscillator  
#                                          strength
#   26- 27 I2     ---    r_log(gf)       Reference for log(gf) (1)
#   29- 33 F5.1   10-13m   EW            ? Equivalent Width; milliAngstroms
#   35- 35 A1     ---    l_log(epsilon)  Limit flag on log(epsilon)
#   37- 41 F5.2   [-]      log(epsilon)  Log {epsilon} abundance of element X
#   43- 47 F5.2   ---      NLTEcorr      ? NLTE correction to log {epsilon} 
#                                          abundance of element X (2)
# --------------------------------------------------------------------------------
# Note (1): 
#      1 = Smith et al. (1998) [1998ApJ...506..405S], using HFS from Kurucz 
#          (2011) [2011CaJPh..89..417K];
#      2 = Magg et al. (2022) [2022A&A...661A.140M];
#      3 = Kramida et al. (2021) (NIST ASD);
#      4 = Pehlivan Rhodin et al. (2017) [2017A&A...598A.102P];
#      5 = Kramida et al. (2021), using HFS from Piskunov et al. (1995) 
#          [1995A&AS..112..525P] and Pakhomov et al. (2019) 
#          [2019ARep...63.1010P] (VALD3);
#      6 = Den Hartog et al. (2021) [2021ApJS..255...27D];
#      7 = Lawler & Dakin (1989) [1989JOSAB...6.1457L], using HFS from Kurucz 
#          (2011) [2011CaJPh..89..417K];
#      8 = Lawler et al. (2013) [2013ApJS..205...11L];
#      9 = Wood et al. (2013) [2013ApJS..208...27W];
#     10 = Lawler et al. (2014) [2014ApJS..215...20L], including HFS;
#     11 = Wood et al. (2014a) [2014ApJS..214...18W], including HFS;
#     12 = Sobeck et al. (2007) [2007ApJ...667.1267S];
#     13 = Lawler et al. (2017) [2017ApJS..228...10L];
#     14 = Den Hartog et al. (2011) [2011ApJS..194...35D], including HFS;
#     15 = O'Brian et al. (1991) [1991JOSAB...8.1185O];
#     16 = Belmonte et al. (2017) [2017ApJ...848..125B];
#     17 = Den Hartog et al. (2014) [2014ApJS..215...23D];
#     18 = Ruffoni et al. (2014) [2014MNRAS.441.3127R];
#     19 = Melendez & Barbuy (2009) [2009A&A...497..611M];
#     20 = Den Hartog et al. (2019) [2019ApJS..243...33D];
#     21 = Lawler et al. (2015) [2015ApJS..220...13L], including HFS;
#     22 = Wood et al. (2014b) [2014ApJS..211...20W];
#     23 = Kramida et al. (2021), using HFS from Kurucz (2011) 
#          [2011CaJPh..89..417K];
#     24 = Roederer & Lawler (2012) [2012ApJ...750...76R];
#     25 = Li et al. (1999) [1999PhRvA..60..198L];
#     26 = Morton (2000) [2000ApJS..130..403M];
#     27 = Biemont et al. (2011) [2011MNRAS.414.3350B];
#     28 = Ljung et al. (2006) [2006A&A...456.1181L];
#     29 = Nilsson et al. (2010) [2010A&A...511A..16N];
#     30 = Wickliffe et al. (1994) [1994JQSRT..51..545W];
#     31 = Duquette & Lawler (1985) [1985JOSAB...2.1948D];
#     32 = Biemont et al. (1982) [1982A&A...108..127B];
#     33 = Hansen et al. (2012) [2012A&A...545A..31H], including HFS and IS;
#     34 = Kramida et al. (2021), using HFS/IS from McWilliam (1998) 
#          [1998AJ....115.1640M] when available;
#     35 = Lawler et al. (2001a) [2001ApJ...556..452L], using HFS from 
#          Ivans et al. (2006) [2006ApJ...645..613I] when available;
#     36 = Lawler et al. (2009) [2009ApJS..182...51L];
#     37 = Li et al. (2007) [2007PhyS...76..577L], using HFS from 
#          Sneden et al. (2009) [2009ApJS..182...80S];
#     38 = Ivarsson et al. (2001) [2001PhyS...64..455I], using HFS from 
#          Sneden et al. (2009) [2009ApJS..182...80S];
#     39 = Den Hartog et al. (2003) [2003ApJS..148..543D], using HFS and IS 
#          from Roederer et al. (2008) [2008ApJ...675..723R] when available;
#     40 = Lawler et al. (2006) [2006ApJS..162..227L], using HFS and IS from 
#          Roederer et al. (2008) [2008ApJ...675..723R] when available;
#     41 = Lawler et al. (2001c) [2001ApJ...563.1075L], using HFS and IS from 
#          Ivans et al. (2006) [2006ApJ...645..613I];
#     42 = Den Hartog et al. (2006) [2006ApJS..167..292D];
#     43 = Lawler et al. (2001b) [2001ApJS..137..341L], using HFS from 
#          Lawler et al. (2001d) [2001ApJS..137..351L];
#     44 = Wickliffe et al. (2000) [2000JQSRT..66..363W];
#     45 = Lawler et al. (2004) [2004ApJ...604..850L], including HFS;
#     46 = Lawler et al. (2008) [2008ApJS..178...71L];
#     47 = Wickliffe & Lawler (1997) [1997JOSAB..14..737W];
#     48 = Sneden et al. (2009) [2009ApJS..182...80S], including HFS and IS;
#     49 = Lawler et al. (2009) [2009ApJS..182...51L], including HFS;
#     50 = Lawler et al. (2007) [2007ApJS..169..120L];
#     51 = Quinet et al. (2006) [2006A&A...448.1207Q];
#     52 = Xu et al. (2007) [2007JQSRT.104...52X], using HFS and IS from 
#          Cowan et al. (2005) [2005ApJ...627..238C];
#     53 = Den Hartog et al. (2005) [2005ApJ...619..639D], including HFS and IS;
#     54 = Biemont et al. (2000) [2000MNRAS.312..116B], including HFS and IS 
#          from Roederer et al. (2012) [2012ApJS..203...27R];
#     55 = Nilsson et al. (2002b) [2002A&A...382..368N];
#     56 = Nilsson et al. (2002a) [2002A&A...381.1090N].
# Note (2): The NLTE-corrected abundance can be calculated by adding the NLTE 
#           correction to the LTE log epsilon abundance.
# --------------------------------------------------------------------------------
Species,lambda,Elow,loggf,r_loggf,EW,l_logepsX,logepsX,NLTEcorr
Fe I,5141.74,2.42,-2.240,15,7.1,,5.14,
Fe I,5150.84,0.99,-3.040,15,28.3,,5.15,
Fe I,5151.91,1.01,-3.320,15,16.6,,5.17,
Fe I,5166.28,0.00,-4.120,15,26.9,,5.16,
Fe I,5171.60,1.49,-1.720,15,70.6,,5.04,
Fe I,5198.71,2.22,-2.090,15,14.2,,5.12,0.16
Fe I,5202.34,2.18,-1.870,15,30.5,,5.26,
Fe I,5215.18,3.27,-0.860,17,16.9,,5.05,
Fe I,5216.27,1.61,-2.080,15,41.8,,5.08,0.22
Fe I,5217.39,3.21,-1.070,17,14.9,,5.13,
Fe I,5225.53,0.11,-4.760,15,6.1,,5.19,
Fe I,5232.94,2.94,-0.060,15,75.7,,4.97,0.19
Fe I,5242.49,3.63,-0.830,16,9.3,,5.09,0.18
Fe I,5253.46,3.28,-1.580,17,4.9,,5.19,
Fe I,5263.31,3.27,-0.870,17,18.5,,5.10,
Fe I,5266.56,3.00,-0.380,15,54.7,,5.02,
Fe I,5281.79,3.04,-0.830,15,29.9,,5.09,0.19
Fe I,5283.62,3.24,-0.450,17,40.6,,5.11,
Fe I,5307.36,1.61,-2.910,15,11.5,,5.19,
Fe I,5324.18,3.21,-0.110,18,56.4,,4.99,
Fe I,5332.90,1.56,-2.780,15,15.8,,5.17,
Fe I,5341.02,1.61,-1.950,15,55.9,,5.16,
Fe I,5364.87,4.45,0.230,15,17.3,,5.16,
Fe I,5365.40,3.57,-1.020,15,4.7,,4.90,
Fe I,5367.47,4.42,0.440,15,23.0,,5.07,
Fe I,5369.96,4.37,0.540,15,26.9,,5.01,
Fe I,5383.37,4.31,0.640,15,34.2,,4.99,0.25
Fe I,5397.13,0.92,-1.980,15,96.8,,5.15,
Fe I,5405.77,0.99,-1.850,15,99.3,,5.14,
Fe I,5410.91,4.47,0.400,15,18.5,,5.04,
Fe I,5415.20,4.39,0.640,15,31.5,,5.02,
Fe I,5434.52,1.01,-2.130,15,84.8,,5.18,0.18
Fe I,5473.90,4.15,-0.720,18,2.1,,4.82,
Fe I,5501.47,0.96,-3.050,15,34.8,,5.24,
Fe I,5506.78,0.99,-2.790,15,46.6,,5.20,
Fe I,5554.90,4.55,-0.270,18,4.4,,5.10,
Fe I,5569.62,3.42,-0.520,17,27.3,,5.10,
Fe I,5586.76,3.37,-0.110,17,51.0,,5.06,0.23
Fe I,5624.54,3.42,-0.760,17,19.2,,5.15,
Fe I,5662.52,4.18,-0.410,17,6.6,,5.05,0.18
Fe I,5701.54,2.56,-2.140,15,4.6,,4.96,
Fe I,5753.12,4.26,-0.620,17,3.8,,5.09,
Fe I,6003.01,3.88,-1.100,18,3.4,,5.13,
Fe I,6065.48,2.61,-1.410,15,23.6,,5.06,0.18
Fe I,6136.61,2.45,-1.410,15,37.6,,5.17,
Fe I,6137.69,2.59,-1.350,15,30.6,,5.13,
Fe I,6191.56,2.43,-1.420,15,37.3,,5.15,
Fe I,6213.43,2.22,-2.480,15,6.7,,5.10,
Fe I,6219.28,2.20,-2.450,15,8.8,,5.18,0.18
Fe I,6230.72,2.56,-1.280,15,38.9,,5.17,
Fe I,6246.32,3.60,-0.770,17,11.2,,5.05,
Fe I,6252.56,2.40,-1.770,15,26.3,,5.26,0.21
Fe I,6265.13,2.18,-2.540,15,8.6,,5.23,0.18
Fe I,6297.79,2.22,-2.640,15,3.4,,4.95,
Fe I,6301.50,3.65,-0.710,17,12.3,,5.09,
Fe I,6336.82,3.69,-0.850,17,9.5,,5.14,
Fe I,6393.60,2.43,-1.580,15,29.6,,5.16,
Fe I,6408.02,3.69,-0.990,17,5.6,,5.04,
Fe I,6411.65,3.65,-0.590,17,14.9,,5.06,
Fe I,6421.35,2.28,-2.010,15,19.7,,5.21,
Fe I,6430.85,2.18,-1.950,15,25.2,,5.18,0.19
Fe I,6592.91,2.73,-1.470,15,17.8,,5.08,
Fe I,6593.87,2.43,-2.370,15,6.2,,5.16,0.18
Fe I,6609.11,2.56,-2.660,15,2.7,,5.21,
Fe I,6677.99,2.69,-1.420,15,26.9,,5.21,
Fe I,6750.15,2.42,-2.580,15,3.3,,5.07,
Fe I,6855.16,4.56,-0.490,17,2.6,,5.06,
Fe I,7495.07,4.22,-0.100,18,14.4,,5.10,
Fe I,7511.02,4.18,0.120,17,26.1,,5.15,
Fe II,4491.41,2.86,-2.710,19,35.1,,5.27,
Fe II,4508.28,2.86,-2.420,20,54.6,,5.29,
Fe II,4620.52,2.83,-3.210,19,11.8,,5.14,
Fe II,5197.58,3.23,-2.220,19,53.1,,5.41,
Fe II,5234.63,3.22,-2.180,19,44.3,,5.23,
Fe II,5276.00,3.20,-2.010,19,58.5,,5.25,
Fe II,5325.55,3.22,-3.160,19,8.3,,5.30,
Fe II,5425.26,3.20,-3.220,19,4.5,,5.05,
Fe II,6432.68,2.89,-3.570,19,6.1,,5.18,
Fe II,6516.08,2.89,-3.310,19,11.6,,5.22,
Fe II,7711.72,3.90,-2.500,19,11.2,,5.39,
Co I,3395.37,0.58,-0.490,21,,,2.59,
Co I,3409.18,0.51,-0.220,21,,,2.67,
Co I,3412.63,0.00,-0.710,21,,,2.64,
Co I,3449.17,0.58,-0.120,21,,,2.43,
Co I,3449.44,0.43,-0.480,21,,,2.65,
Co I,3564.95,0.58,-0.960,21,,,2.70,
Co I,5483.35,1.71,-1.500,21,,,2.92,
Ni I,4604.99,3.48,-0.240,22,5.7,,3.82,
Ni I,4648.65,3.42,-0.090,22,10.3,,3.88,
Ni I,4756.52,3.48,-0.270,22,7.8,,3.99,
Ni I,4904.41,3.54,-0.170,3,10.7,,4.09,
Ni I,4980.17,3.60,0.070,22,12.0,,3.96,
Ni I,5017.58,3.54,-0.030,22,6.8,,3.73,
Ni I,5080.53,3.65,0.320,22,12.8,,3.79,
Ni I,5081.11,3.85,0.300,3,10.3,,3.91,
Ni I,5084.08,3.68,0.030,3,9.0,,3.94,
Ni I,5115.40,3.83,-0.110,3,3.4,,3.79,
Ni I,6643.63,1.68,-2.220,22,6.1,,3.90,
Ni I,6767.77,1.83,-2.140,22,5.7,,3.94,
Cu I,3273.95,0.00,-0.350,23,,,0.58,0.40
Zn I,4722.16,4.03,-0.370,24,15.7,,2.60,
Zn I,4810.54,4.08,-0.150,24,15.9,,2.43,
Ge I,3269.49,0.88,-1.080,25,,<,2.40,
Rb I,7800.27,0.00,0.140,26,,<,2.20,
Sr II,4161.80,2.94,-0.470,3,,,1.85,
Sr II,4215.52,0.00,-0.170,3,,,1.72,
Y II,4682.32,0.41,-1.730,27,,,1.41,
Y II,4883.68,1.08,0.190,27,,,0.99,
Y II,4900.12,1.03,0.030,27,,,1.05,
Y II,4982.13,1.03,-1.320,27,,,1.20,
Y II,5087.42,1.08,-0.160,27,,,1.09,
Y II,5119.11,0.99,-1.330,27,,,1.20,
Y II,5123.21,0.99,-0.790,27,,,1.10,
Y II,5200.41,0.99,-0.470,27,,,1.04,
Y II,5205.72,1.03,-0.280,27,,,1.04,
Y II,5289.82,1.03,-1.680,27,,,1.14,
Y II,5402.77,1.84,-0.310,27,,,1.03,
Y II,5473.38,1.74,-0.780,27,,,1.06,
Y II,5480.73,1.72,-0.850,27,,,1.09,
Y II,5509.89,0.99,-1.310,27,,,1.47,
Y II,5521.56,1.74,-0.940,27,,,1.04,
Y II,5544.61,1.74,-0.830,27,,,0.99,
Y II,5546.01,1.74,-0.820,27,,,1.27,
Y II,5662.92,1.94,0.340,27,,,1.13,
Y II,5728.89,1.84,-1.150,27,,,1.27,
Y II,6613.73,1.75,-0.830,27,,,0.97,
Y II,6795.34,1.74,-1.030,27,,,1.03,
Y II,7450.28,1.75,-1.440,27,,,1.30,
Y II,7881.88,1.84,-0.600,27,,,1.20,
Zr II,3404.83,0.36,-0.490,28,,,1.51,
Zr II,4317.31,0.71,-1.450,28,,,1.96,
Zr II,4359.73,1.24,-0.510,28,,,1.82,
Zr II,4440.45,1.21,-1.040,28,,,1.92,
Zr II,4442.99,1.49,-0.420,28,,,1.93,
Zr II,4457.41,1.18,-1.220,28,,,1.94,
Zr II,4496.96,0.71,-0.890,28,,,1.81,
Zr II,4613.95,0.97,-1.540,28,,,1.93,
Zr II,5112.27,1.66,-0.850,28,,,1.99,
Nb II,3412.93,0.90,-0.500,29,,,0.85,
Nb II,3489.09,0.98,-1.080,29,,,0.91,
Nb II,3740.72,1.62,-0.310,29,,,0.93,
Mo I,3864.10,0.00,-0.010,3,,,1.30,
Mo I,5506.49,1.34,0.060,3,,,1.37,
Ru I,3436.74,0.15,0.150,30,,,1.49,
Ru I,3742.28,0.34,-0.180,30,,,1.57,
Ru I,3798.90,0.15,-0.040,30,,,1.68,
Ru I,3799.35,0.00,0.020,30,,,1.61,
Rh I,3434.89,0.00,0.450,31,,,0.89,
Rh I,3470.66,0.43,-0.220,31,,,1.24,
Rh I,3692.36,0.00,0.180,31,,,0.85,
Pd I,3404.58,0.81,0.320,32,,,1.01,
Pd I,3460.74,0.81,-0.420,32,,,1.20,
Pd I,3516.94,0.96,-0.240,32,,,1.24,
Ag I,3382.89,0.00,-0.330,33,,,0.50,
Ba II,4166.00,2.72,-0.430,34,,,1.52,
Ba II,4524.93,2.51,-0.390,34,,,1.58,
Ba II,4554.03,0.00,0.140,34,,,1.82,
Ba II,5853.68,0.60,-0.910,34,,,1.55,
Ba II,6141.71,0.70,-0.030,34,,,1.79,
Ba II,6496.90,0.60,-0.410,34,,,1.92,
La II,4526.11,0.77,-0.590,35,,,0.81,
La II,4558.46,0.32,-0.970,35,,,0.78,
La II,4574.86,0.17,-1.080,35,,,0.87,
La II,4605.78,0.71,-1.180,35,,,0.95,
La II,4662.50,0.00,-1.240,35,,,0.93,
La II,4716.44,0.77,-1.210,35,,,0.84,
La II,4740.28,0.13,-1.110,35,,,0.91,
La II,4748.73,0.93,-0.540,35,,,0.79,
La II,4920.98,0.13,-0.580,35,,,0.82,
La II,4921.78,0.24,-0.450,35,,,0.80,
