T5495_00660_1      188   21.5    1.8   2.7  199.2   2.2    6.3   3.2 0.88 0.12 0.00 1.
T5496_00376_1      578   86.8   61.4  13.9  182.2   5.5   64.8   4.7 0.04 0.89 0.07 2.
T5499_00076_1      202   24.9   20.2   6.3  202.0   1.7   12.8   2.6 0.87 0.13 0.00 1.
T5507_01406_1      208   39.2   -3.1   2.8  189.3   2.0   25.3   2.2 0.73 0.26 0.00 1.5
T5551_00318_1      742  -87.7   69.6   9.5  210.2  12.2  -62.0   2.7 0.09 0.84 0.07 2.
T5552_00154_1     3151  162.3 -106.7  15.9  -77.2  42.7  -15.3  29.6 0.00 0.00 1.00 3.
T5762_00685_1      660  -96.6   60.9   4.6  141.3   9.3   27.5   7.6 0.02 0.91 0.06 2.
T5789_00559_1     2989  -48.9  110.3  29.6   66.7  31.9  -95.8  34.1 0.00 0.07 0.93 3.
T5843_00314_1     1471  -50.6  -91.9  26.1  119.3  24.5   37.5   4.9 0.01 0.69 0.30 2.
T5866_00288_1      135  -23.3   -2.9   3.9  258.5   6.1   31.2   1.1 0.47 0.50 0.03 1.5
T5875_00738_1     2311  -29.1  -99.8  27.4  195.6  27.8    3.2  16.4 0.33 0.62 0.06 2.
T5911_00452_1      219    9.9 -109.2  20.8  100.1  23.7    4.1   1.7 0.00 0.54 0.46 2.5
T6090_00859_1      205  -12.6   23.8   7.9  235.6   1.5    4.3   2.3 0.87 0.12 0.00 1.
T6092_00035_1      234  -27.0    5.5   4.4  248.9   2.0   -2.6   2.7 0.81 0.19 0.01 1.
T6105_00098_1     1292   92.9  -23.9  15.4   94.8  17.6   17.6  15.4 0.00 0.69 0.31 2.5
T6117_01347_1     1052   63.5   47.7  23.6  166.5  12.5   86.4  13.4 0.00 0.79 0.20 2.
T6122_00253_1      201   22.2  -13.9   2.2  197.6   3.6   19.3   1.1 0.83 0.17 0.00 1.
T6141_00148_1      146   12.1   38.5  11.5  169.2  10.4   37.1   4.6 0.22 0.75 0.03 2.
T6170_00280_1      220   52.0  -58.1   1.5  203.9   2.9   25.4   2.8 0.71 0.28 0.01 1.5
T6333_00173_1      202   -9.8  -29.0   5.8  180.0   8.5   24.4   3.0 0.56 0.43 0.01 1.5
T6333_01571_1      158  -54.4   39.3   1.8  187.7   3.8   12.9   4.6 0.74 0.26 0.01 1.5
T6338_00797_1     4169  -31.0  -48.3  44.3   15.5  68.6  -37.5  52.3 0.00 0.12 0.87 3.
T6340_00478_1      134  -79.7   83.2   5.5  210.7   2.8    7.4   7.8 0.69 0.30 0.01 1.5
T6412_00004_1      208  -13.3  -11.9   2.5  233.8   3.1   22.2   0.7 0.84 0.16 0.00 1.
T6444_00154_1      575   91.1 -167.8  37.7   79.7  22.3 -104.4   6.6 0.00 0.01 0.99 3.
T6501_01104_1     1180  114.3   82.9  10.7  101.7  11.7   83.4  27.1 0.00 0.30 0.70 3.
T6640_00549_1      175  -16.5   17.2   6.3  237.7   0.9   -1.1   1.2 0.87 0.12 0.00 1.
T6642_00874_1      532   68.8   39.3  13.8  146.4   5.3    3.6   9.3 0.07 0.90 0.04 2.
T6695_00459_1     3084   65.5  264.7  70.6  107.7  45.4   62.8  33.3 0.00 0.05 0.95 3.
T6703_00690_1      669   72.9  180.2  47.2  123.4  14.8  181.7  27.0 0.00 0.00 1.00 3.
T6709_00331_1     4344   47.0  -44.4  49.4  174.6  42.8   70.0  46.7 0.11 0.59 0.30 2.
T6718_00241_1     1169   20.3   15.1  14.1  142.3  17.8   -1.9  10.7 0.13 0.83 0.04 2.
T6757_00705_1     4759   27.3   42.9  49.4  111.9  57.9   83.6  55.1 0.03 0.35 0.62 3.
T6904_00180_1      157   11.9  -14.2   1.4  261.6   7.0    7.7   2.0 0.60 0.38 0.02 1.5
T6909_00633_1      128  -80.5   49.8   2.0  110.7  18.8    9.0   7.2 0.01 0.81 0.18 2.
T6909_01741_1      539  -53.1   31.9   3.7  190.2   7.6   32.0   5.6 0.60 0.39 0.01 1.5
T6913_00155_1     3678  -84.4   28.3  26.1  -63.5  68.3  -29.6  42.8 0.00 0.02 0.98 3.
T6953_00510_1     2377  -65.8   58.0  28.7  209.7  33.2   56.2  22.8 0.19 0.70 0.11 2.
T6975_00058_1      351   -7.2  -29.1   6.0  264.0   8.9   30.2   3.6 0.34 0.60 0.06 1.5
T6975_00904_1     2116  -73.5   17.1  13.3  134.3  20.4   60.5   6.3 0.01 0.84 0.15 2.
T7217_00088_1     1631   22.3  -66.3  19.8  158.7  13.6  -59.2  23.4 0.04 0.83 0.13 2.
T7222_00638_1     4389   39.6   47.7  54.5   62.4  48.3 -184.4  64.6 0.00 0.03 0.97 3.
T7228_01050_1     1418  118.1 -116.3  15.6   72.8   8.3  -48.1  22.5 0.00 0.12 0.88 3.
T7232_00209_1     1039   -5.8   28.3  16.0  193.5  11.1  -21.2  12.1 0.70 0.29 0.01 1.5
T7242_00198_1      732   19.0  -61.2   9.0  227.0   6.6   26.9   7.6 0.67 0.32 0.01 1.5
T7299_00506_1     1226   61.9  -26.4  11.6   94.9  22.2  -17.0  15.7 0.00 0.67 0.32 2.
T7464_00857_1     1575   88.2 -105.3  13.3  209.9  20.8   -9.7  17.2 0.35 0.61 0.05 1.5
T7538_00271_1      208   43.3    8.4   5.8  183.9   6.4  -31.2   0.9 0.58 0.41 0.01 1.5
T7578_00560_1      180    2.4   37.5   9.9  153.1  14.3   92.1  17.4 0.00 0.71 0.29 2.
T7729_00280_1     1161   53.5   53.2  21.4  168.1   5.9   33.7  10.4 0.18 0.78 0.03 2.
T7922_00252_1      173   20.6  -24.0   1.2  221.4   1.1  -13.1   2.7 0.89 0.11 0.00 1.
T8055_00583_1     1709   68.3   35.2  23.8   56.8  33.1   25.7  18.8 0.00 0.26 0.74 3.
T8117_00251_1      200   15.4  -83.2  14.5  208.0   1.2  -42.3   9.1 0.31 0.65 0.04 1.5
T8251_00250_1      906  125.7   26.5  22.9   19.4  22.7  -38.5  16.4 0.00 0.03 0.97 3.
T8409_01371_1     1585  -17.2   39.6  12.1  171.3  20.0  -31.0  16.2 0.30 0.67 0.03 2.
T8413_00131_1     2084  -32.0   57.8  16.2  214.9  21.8  -44.8  22.8 0.36 0.59 0.05 1.5
T8428_00929_1     1100   85.6 -246.7  35.9  110.1  21.5  124.8  36.4 0.00 0.00 1.00 3.
T8446_00381_1     3943  -26.8  196.7  51.3    7.7  62.1  -57.0  27.1 0.00 0.02 0.98 3.
T8454_00937_1      141   75.4  -56.0   2.4  212.0   1.4  -52.9   1.2 0.29 0.68 0.03 1.5
T8488_00009_1      587   69.3   27.4  13.2  103.7  18.5   -6.3   9.9 0.00 0.78 0.21 2.
T8519_00103_1      262   48.0    1.8   4.0  188.0   2.1  -19.9   3.0 0.76 0.23 0.00 1.5
T8789_00425_1     2959  -21.5   50.9  28.9  203.6  36.7  -61.0  35.0 0.18 0.65 0.17 2.
T8824_00811_1      295   43.4  -10.4   5.5  132.1  16.8  -18.4   2.9 0.05 0.89 0.07 2.
T8847_00274_1     1256    2.8   98.1  26.1  170.7  15.0  -15.9   7.4 0.17 0.77 0.06 2.
T8865_00425_1     1480  155.0   71.5  24.8   -4.2  28.5  -12.4  20.2 0.00 0.01 0.99 3.
T8870_00259_1      328  111.0   38.3  12.5  137.0   3.0  -66.7   2.2 0.00 0.86 0.14 2.
T9159_01533_1      592   95.7  132.1  33.3   -9.1  34.1   90.9  28.6 0.00 0.00 1.00 3.
T9161_00706_1     1190   83.9  -27.9   9.1   89.5  13.9   51.2  19.8 0.00 0.51 0.49 2.5
T9169_01585_1     1853   14.1  106.8  35.9  182.7  18.1   28.0  19.0 0.17 0.73 0.10 2.
T9378_00079_1     1522   43.3   73.2  24.4  132.8  15.5   43.4  14.5 0.01 0.83 0.17 2.
T9392_00902_1       89   -7.9  -25.2   3.3  220.3   2.3   44.1   6.7 0.59 0.39 0.01 1.5
