ID,Wave,Species,ExPot,log(gf),EW,f_EW,logX
SMSS~J024858.41-684306.4,4187.039,26.0,2.45,-0.514,29.1,,3.71
SMSS~J024858.41-684306.4,4187.795,26.0,2.42,-0.51,29.9,,3.7
SMSS~J024858.41-684306.4,4191.43,26.0,2.47,-0.666,21.2,,3.7
SMSS~J024858.41-684306.4,4202.029,26.0,1.49,-0.689,67.7,,3.66
SMSS~J024858.41-684306.4,4215.524,38.1,0.0,-0.17,,s,-0.99
SMSS~J024858.41-684306.4,4216.184,26.0,0.0,-3.357,32.8,,3.83
SMSS~J024858.41-684306.4,4226.73,20.0,0.0,0.244,115.2,,2.97
SMSS~J024858.41-684306.4,4227.427,26.0,3.33,0.266,21.0,,3.72
SMSS~J024858.41-684306.4,4233.603,26.0,2.48,-0.579,25.0,,3.72
SMSS~J024858.41-684306.4,4238.81,26.0,3.4,-0.233,6.0,,3.66
SMSS~J024858.41-684306.4,4246.82,21.1,0.315,0.241,,s,-0.67
SMSS~J024858.41-684306.4,4247.426,26.0,3.37,-0.24,9.2,,3.84
SMSS~J024858.41-684306.4,4250.119,26.0,2.47,-0.38,34.7,,3.72
SMSS~J024858.41-684306.4,4250.787,26.0,1.56,-0.713,71.8,,3.87
SMSS~J024858.41-684306.4,4254.332,24.0,0.0,-0.114,50.6,,1.46
SMSS~J024858.41-684306.4,4260.474,26.0,2.4,0.077,54.8,,3.61
SMSS~J024858.41-684306.4,4271.154,26.0,2.45,-0.337,36.7,,3.7
SMSS~J024858.41-684306.4,4271.76,26.0,1.49,-0.173,92.5,,3.84
SMSS~J024858.41-684306.4,4274.8,24.0,0.0,-0.22,46.9,,1.49
SMSS~J024858.41-684306.4,4282.403,26.0,2.18,-0.779,27.7,,3.64
SMSS~J024858.41-684306.4,4283.01,20.0,1.89,-0.224,14.2,,3.1
SMSS~J024858.41-684306.4,4289.72,24.0,0.0,-0.37,38.7,,1.47
SMSS~J024858.41-684306.4,4290.219,22.1,1.16,-0.93,28.0,,1.19
SMSS~J024858.41-684306.4,4300.049,22.1,1.18,-0.49,54.4,,1.3
SMSS~J024858.41-684306.4,4314.083,21.1,0.618,0.013,,s,-0.8
SMSS~J024858.41-684306.4,4318.65,20.0,1.89,-0.21,10.4,,2.93
SMSS~J024858.41-684306.4,4324.998,21.1,0.595,-0.22,,s,-0.83
SMSS~J024858.41-684306.4,4325.762,26.0,1.61,0.006,93.1,,3.8
SMSS~J024858.41-684306.4,4337.914,22.1,1.08,-0.96,42.5,,1.42
SMSS~J024858.41-684306.4,4352.735,26.0,2.22,-1.29,12.8,,3.76
SMSS~J024858.41-684306.4,4375.93,26.0,0.0,-3.005,51.7,,3.84
SMSS~J024858.41-684306.4,4383.545,26.0,1.48,0.2,102.5,,3.72
SMSS~J024858.41-684306.4,4395.031,22.1,1.08,-0.54,55.2,,1.24
SMSS~J024858.41-684306.4,4399.765,22.1,1.24,-1.19,17.6,,1.26
SMSS~J024858.41-684306.4,4400.389,21.1,0.605,-0.537,,s,-0.65
SMSS~J024858.41-684306.4,4404.75,26.0,1.56,-0.147,91.0,,3.83
SMSS~J024858.41-684306.4,4415.122,26.0,1.61,-0.621,70.0,,3.76
SMSS~J024858.41-684306.4,4415.544,21.1,0.595,-0.668,,s,-0.55
SMSS~J024858.41-684306.4,4417.714,22.1,1.17,-1.19,22.2,,1.31
SMSS~J024858.41-684306.4,4422.568,26.0,2.85,-1.11,4.3,,3.76
SMSS~J024858.41-684306.4,4425.44,20.0,1.88,-0.358,8.1,,2.94
SMSS~J024858.41-684306.4,4427.31,26.0,0.05,-2.924,51.6,,3.81
SMSS~J024858.41-684306.4,4434.96,20.0,1.89,-0.01,20.5,,3.08
SMSS~J024858.41-684306.4,4442.339,26.0,2.2,-1.228,14.0,,3.71
SMSS~J024858.41-684306.4,4443.801,22.1,1.08,-0.72,47.0,,1.25
SMSS~J024858.41-684306.4,4447.717,26.0,2.22,-1.339,10.1,,3.68
SMSS~J024858.41-684306.4,4450.482,22.1,1.08,-1.52,16.6,,1.37
SMSS~J024858.41-684306.4,4454.78,20.0,1.9,0.26,29.8,,3.04
SMSS~J024858.41-684306.4,4459.118,26.0,2.18,-1.279,17.2,,3.85
SMSS~J024858.41-684306.4,4461.653,26.0,0.09,-3.194,34.6,,3.78
SMSS~J024858.41-684306.4,4464.448,22.1,1.16,-1.81,7.8,,1.38
SMSS~J024858.41-684306.4,4466.552,26.0,2.83,-0.6,13.9,,3.79
SMSS~J024858.41-684306.4,4468.517,22.1,1.13,-0.6,50.5,,1.26
SMSS~J024858.41-684306.4,4494.563,26.0,2.2,-1.143,16.1,,3.69
SMSS~J024858.41-684306.4,4501.27,22.1,1.12,-0.77,41.8,,1.25
SMSS~J024858.41-684306.4,4512.73,22.0,0.84,-0.424,6.2,,2.26
SMSS~J024858.41-684306.4,4522.63,26.1,2.84,-2.25,11.9,,3.85
SMSS~J024858.41-684306.4,4528.614,26.0,2.18,-0.822,28.7,,3.68
SMSS~J024858.41-684306.4,4531.148,26.0,1.48,-2.101,12.2,,3.68
SMSS~J024858.41-684306.4,4533.96,22.1,1.24,-0.53,45.6,,1.21
SMSS~J024858.41-684306.4,4554.033,56.1,0.0,0.163,,s,-0.85
SMSS~J024858.41-684306.4,4571.096,12.0,0.0,-5.688,7.5,,4.31
SMSS~J024858.41-684306.4,4571.971,22.1,1.57,-0.32,36.5,,1.21
SMSS~J024858.41-684306.4,4583.84,26.1,2.81,-1.93,18.2,,3.72
SMSS~J024858.41-684306.4,4871.318,26.0,2.87,-0.362,22.5,,3.84
SMSS~J024858.41-684306.4,4891.492,26.0,2.85,-0.111,28.4,,3.71
SMSS~J024858.41-684306.4,4918.994,26.0,2.85,-0.342,26.8,,3.9
SMSS~J024858.41-684306.4,4923.93,26.1,2.89,-1.32,45.5,,3.8
SMSS~J024858.41-684306.4,4934.086,56.1,0.0,-0.16,,s,-1.03
SMSS~J024858.41-684306.4,5001.87,26.0,3.88,0.05,5.3,,3.83
SMSS~J024858.41-684306.4,5006.119,26.0,2.83,-0.615,9.9,,3.6
SMSS~J024858.41-684306.4,5012.068,26.0,0.86,-2.642,27.2,,3.92
SMSS~J024858.41-684306.4,5014.942,26.0,3.94,-0.3,2.4,,3.89
SMSS~J024858.41-684306.4,5024.843,22.0,0.82,-0.546,7.6,,2.44
SMSS~J024858.41-684306.4,5035.902,22.0,1.46,0.26,6.4,,2.28
SMSS~J024858.41-684306.4,5041.756,26.0,1.49,-2.2,10.4,,3.69
SMSS~J024858.41-684306.4,5098.697,26.0,2.18,-2.03,3.8,,3.83
SMSS~J024858.41-684306.4,5110.413,26.0,0.0,-3.76,20.1,,3.86
SMSS~J024858.41-684306.4,5142.929,26.0,0.96,-3.08,9.1,,3.88
SMSS~J024858.41-684306.4,5150.839,26.0,0.99,-3.037,7.0,,3.75
SMSS~J024858.41-684306.4,5151.911,26.0,1.01,-3.321,4.3,,3.83
SMSS~J024858.41-684306.4,5171.596,26.0,1.49,-1.721,31.2,,3.81
SMSS~J024858.41-684306.4,5172.684,12.0,2.71,-0.45,117.5,,4.57
SMSS~J024858.41-684306.4,5183.604,12.0,2.72,-0.239,129.6,,4.6
SMSS~J024858.41-684306.4,5191.455,26.0,3.04,-0.551,8.3,,3.69
SMSS~J024858.41-684306.4,5192.344,26.0,3.0,-0.421,15.5,,3.83
SMSS~J024858.41-684306.4,5202.336,26.0,2.18,-1.871,6.6,,3.92
SMSS~J024858.41-684306.4,5206.04,24.0,0.94,0.02,20.3,,1.68
SMSS~J024858.41-684306.4,5208.419,24.0,0.94,0.16,24.3,,1.64
SMSS~J024858.41-684306.4,5216.274,26.0,1.61,-2.082,11.4,,3.74
SMSS~J024858.41-684306.4,5232.94,26.0,2.94,-0.057,31.7,,3.82
SMSS~J024858.41-684306.4,5234.63,26.1,3.22,-2.18,5.3,,3.79
SMSS~J024858.41-684306.4,5250.646,26.0,2.2,-2.18,3.1,,3.91
SMSS~J024858.41-684306.4,5269.537,26.0,0.86,-1.333,89.2,,4.0
SMSS~J024858.41-684306.4,5281.79,26.0,3.04,-0.833,7.5,,3.92
SMSS~J024858.41-684306.4,5283.621,26.0,3.24,-0.524,7.1,,3.81
SMSS~J024858.41-684306.4,5324.179,26.0,3.21,-0.103,14.4,,3.7
SMSS~J024858.41-684306.4,5328.039,26.0,0.92,-1.466,83.7,,4.06
SMSS~J024858.41-684306.4,5328.531,26.0,1.56,-1.85,23.3,,3.83
SMSS~J024858.41-684306.4,5332.9,26.0,1.55,-2.776,3.3,,3.78
SMSS~J024858.41-684306.4,5371.489,26.0,0.96,-1.644,71.0,,3.95
SMSS~J024858.41-684306.4,5397.128,26.0,0.92,-1.982,56.8,,3.91
SMSS~J024858.41-684306.4,5405.775,26.0,0.99,-1.852,53.8,,3.8
SMSS~J024858.41-684306.4,5429.696,26.0,0.96,-1.881,58.0,,3.88
SMSS~J024858.41-684306.4,5434.524,26.0,1.01,-2.126,41.8,,3.87
SMSS~J024858.41-684306.4,5446.917,26.0,0.99,-1.91,53.7,,3.86
SMSS~J024858.41-684306.4,5455.609,26.0,1.01,-2.09,41.5,,3.82
SMSS~J024858.41-684306.4,5476.9,28.0,1.83,-0.89,13.7,,2.58
SMSS~J024858.41-684306.4,5497.516,26.0,1.01,-2.825,14.0,,3.89
SMSS~J024858.41-684306.4,5506.779,26.0,0.99,-2.789,14.7,,3.85
SMSS~J024858.41-684306.4,5528.405,12.0,4.34,-0.498,17.0,,4.41
SMSS~J024858.41-684306.4,5569.618,26.0,3.42,-0.54,3.6,,3.72
SMSS~J024858.41-684306.4,5586.756,26.0,3.37,-0.144,12.5,,3.84
SMSS~J024858.41-684306.4,5588.76,20.0,2.52,0.21,11.3,,3.21
SMSS~J024858.41-684306.4,5615.644,26.0,3.33,0.05,12.3,,3.6
SMSS~J024858.41-684306.4,5889.95,11.0,0.0,0.108,76.3,,2.57
SMSS~J024858.41-684306.4,5895.924,11.0,0.0,-0.194,56.7,,2.52
SMSS~J024858.41-684306.4,6122.22,20.0,1.89,-0.315,14.2,,3.13
SMSS~J024858.41-684306.4,6136.615,26.0,2.45,-1.41,8.9,,3.87
SMSS~J024858.41-684306.4,6137.691,26.0,2.59,-1.346,5.0,,3.7
SMSS~J024858.41-684306.4,6162.17,20.0,1.9,-0.089,20.1,,3.1
SMSS~J024858.41-684306.4,6191.558,26.0,2.43,-1.416,8.4,,3.83
SMSS~J024858.41-684306.4,6252.555,26.0,2.4,-1.687,5.7,,3.88
SMSS~J024858.41-684306.4,6430.846,26.0,2.18,-1.946,6.2,,3.92
SMSS~J024858.41-684306.4,6439.07,20.0,2.52,0.47,14.8,,3.07
SMSS~J024858.41-684306.4,6456.383,26.1,3.9,-2.08,1.3,,3.79
SMSS~J024858.41-684306.4,6494.98,26.0,2.4,-1.239,11.1,,3.74
SMSS~J024858.41-684306.4,6592.912,26.0,2.73,-1.473,3.0,,3.73
SMSS~J024858.41-684306.4,6677.986,26.0,2.69,-1.418,5.8,,3.93
2MASS~J03084611-4747083,3765.539,26.0,3.24,0.482,112.2,,5.58
2MASS~J03084611-4747083,3852.573,26.0,2.18,-1.18,106.7,,5.94
2MASS~J03084611-4747083,3949.953,26.0,2.18,-1.251,93.4,,5.63
2MASS~J03084611-4747083,3961.52,13.0,0.01,-0.34,161.1,,3.81
2MASS~J03084611-4747083,3977.741,26.0,2.2,-1.12,111.2,,5.97
2MASS~J03084611-4747083,3995.306,27.0,0.92,-0.22,115.1,,3.52
2MASS~J03084611-4747083,4001.661,26.0,2.18,-1.9,75.4,,5.81
2MASS~J03084611-4747083,4021.866,26.0,2.76,-0.73,99.9,,5.92
2MASS~J03084611-4747083,4025.12,22.1,0.61,-1.98,113.1,,3.87
2MASS~J03084611-4747083,4028.338,22.1,1.89,-0.96,90.1,,3.76
2MASS~J03084611-4747083,4032.627,26.0,1.49,-2.38,84.9,,5.72
2MASS~J03084611-4747083,4033.062,25.0,0.0,-0.647,,s,3.49
2MASS~J03084611-4747083,4034.483,25.0,0.0,-0.843,,s,3.86
2MASS~J03084611-4747083,4044.609,26.0,2.83,-1.22,74.5,,5.84
2MASS~J03084611-4747083,4058.217,26.0,3.21,-1.11,69.2,,6.03
2MASS~J03084611-4747083,4062.441,26.0,2.85,-0.86,84.3,,5.74
2MASS~J03084611-4747083,4067.271,26.0,2.56,-1.419,89.7,,6.11
2MASS~J03084611-4747083,4067.978,26.0,3.21,-0.47,93.3,,5.95
2MASS~J03084611-4747083,4073.763,26.0,3.27,-0.9,60.9,,5.7
2MASS~J03084611-4747083,4077.714,38.1,0.0,0.167,,s,1.4
2MASS~J03084611-4747083,4102.936,14.0,1.91,-3.14,110.3,,6.23
2MASS~J03084611-4747083,4109.057,26.0,3.29,-1.56,45.5,,6.07
2MASS~J03084611-4747083,4109.802,26.0,2.85,-0.94,93.4,,6.04
2MASS~J03084611-4747083,4110.532,27.0,1.05,-1.08,83.3,,3.72
2MASS~J03084611-4747083,4114.445,26.0,2.83,-1.303,76.8,,5.97
2MASS~J03084611-4747083,4120.207,26.0,2.99,-1.27,68.8,,5.93
2MASS~J03084611-4747083,4121.318,27.0,0.92,-0.32,116.8,,3.61
2MASS~J03084611-4747083,4121.802,26.0,2.83,-1.45,70.3,,5.96
2MASS~J03084611-4747083,4129.72,63.1,0.0,0.22,,s,-0.49
2MASS~J03084611-4747083,4132.899,26.0,2.85,-1.01,89.1,,6.0
2MASS~J03084611-4747083,4139.927,26.0,0.99,-3.629,57.0,,5.75
2MASS~J03084611-4747083,4143.414,26.0,3.05,-0.2,115.9,,6.04
2MASS~J03084611-4747083,4147.669,26.0,1.48,-2.071,100.4,,5.75
2MASS~J03084611-4747083,4153.899,26.0,3.4,-0.32,96.5,,6.06
2MASS~J03084611-4747083,4154.498,26.0,2.83,-0.688,97.7,,5.86
2MASS~J03084611-4747083,4154.805,26.0,3.37,-0.4,78.4,,5.69
2MASS~J03084611-4747083,4157.78,26.0,3.42,-0.403,77.7,,5.75
2MASS~J03084611-4747083,4161.527,22.1,1.08,-2.16,77.8,,3.72
2MASS~J03084611-4747083,4163.634,22.1,2.59,-0.4,75.1,,3.62
2MASS~J03084611-4747083,4175.636,26.0,2.85,-0.827,96.9,,6.01
2MASS~J03084611-4747083,4181.755,26.0,2.83,-0.371,116.6,,5.99
2MASS~J03084611-4747083,4184.309,22.1,1.08,-2.51,71.0,,3.92
2MASS~J03084611-4747083,4184.892,26.0,2.83,-0.869,81.6,,5.64
2MASS~J03084611-4747083,4187.039,26.0,2.45,-0.514,119.9,,5.65
2MASS~J03084611-4747083,4195.329,26.0,3.33,-0.492,90.5,,6.04
2MASS~J03084611-4747083,4196.208,26.0,3.4,-0.7,70.0,,5.83
2MASS~J03084611-4747083,4199.095,26.0,3.05,0.156,114.4,,5.66
2MASS~J03084611-4747083,4215.524,38.1,0.0,-0.17,,s,1.4
2MASS~J03084611-4747083,4216.184,26.0,0.0,-3.357,127.8,,5.9
2MASS~J03084611-4747083,4217.545,26.0,3.43,-0.484,88.7,,6.07
2MASS~J03084611-4747083,4222.213,26.0,2.45,-0.914,107.7,,5.81
2MASS~J03084611-4747083,4246.82,21.1,0.315,0.241,,s,1.43
2MASS~J03084611-4747083,4250.119,26.0,2.47,-0.38,129.2,,5.7
2MASS~J03084611-4747083,4318.65,20.0,1.89,-0.21,118.6,,5.36
2MASS~J03084611-4747083,4330.723,22.1,1.18,-2.06,89.0,,3.95
2MASS~J03084611-4747083,4337.046,26.0,1.56,-1.695,124.9,,5.97
2MASS~J03084611-4747083,4337.914,22.1,1.08,-0.96,134.5,,3.77
2MASS~J03084611-4747083,4388.407,26.0,3.6,-0.681,58.6,,5.78
2MASS~J03084611-4747083,4394.059,22.1,1.22,-1.78,98.5,,3.94
2MASS~J03084611-4747083,4399.765,22.1,1.24,-1.19,114.4,,3.74
2MASS~J03084611-4747083,4416.817,26.1,2.78,-2.6,76.1,,5.98
2MASS~J03084611-4747083,4417.714,22.1,1.17,-1.19,117.7,,3.72
2MASS~J03084611-4747083,4418.331,22.1,1.24,-1.97,77.4,,3.67
2MASS~J03084611-4747083,4422.568,26.0,2.85,-1.11,78.3,,5.8
2MASS~J03084611-4747083,4425.44,20.0,1.88,-0.358,101.0,,5.07
2MASS~J03084611-4747083,4430.614,26.0,2.22,-1.659,92.5,,5.94
2MASS~J03084611-4747083,4442.339,26.0,2.2,-1.228,121.0,,6.11
2MASS~J03084611-4747083,4443.194,26.0,2.86,-1.043,93.4,,6.09
2MASS~J03084611-4747083,4444.554,22.1,1.12,-2.24,72.8,,3.7
2MASS~J03084611-4747083,4447.717,26.0,2.22,-1.339,103.4,,5.87
2MASS~J03084611-4747083,4450.482,22.1,1.08,-1.52,116.0,,3.9
2MASS~J03084611-4747083,4454.78,20.0,1.9,0.26,144.5,,5.21
2MASS~J03084611-4747083,4455.89,20.0,1.9,-0.53,92.0,,5.07
2MASS~J03084611-4747083,4461.653,26.0,0.09,-3.194,134.8,,5.89
2MASS~J03084611-4747083,4464.448,22.1,1.16,-1.81,97.3,,3.85
2MASS~J03084611-4747083,4466.552,26.0,2.83,-0.6,112.2,,6.06
2MASS~J03084611-4747083,4470.853,22.1,1.17,-2.02,77.5,,3.63
2MASS~J03084611-4747083,4484.22,26.0,3.6,-0.86,59.8,,5.98
2MASS~J03084611-4747083,4488.342,22.1,3.12,-0.82,43.5,,3.96
2MASS~J03084611-4747083,4489.185,26.1,2.83,-2.97,60.8,,6.07
2MASS~J03084611-4747083,4489.739,26.0,0.12,-3.899,104.2,,5.96
2MASS~J03084611-4747083,4490.083,26.0,3.02,-1.58,49.1,,5.84
2MASS~J03084611-4747083,4491.41,26.1,2.86,-2.71,65.0,,5.93
2MASS~J03084611-4747083,4493.522,22.1,1.08,-3.02,44.0,,3.88
2MASS~J03084611-4747083,4494.563,26.0,2.2,-1.143,117.2,,5.94
2MASS~J03084611-4747083,4508.283,26.1,2.86,-2.58,77.4,,6.07
2MASS~J03084611-4747083,4512.73,22.0,0.84,-0.424,47.4,,3.45
2MASS~J03084611-4747083,4515.34,26.1,2.84,-2.6,73.3,,5.98
2MASS~J03084611-4747083,4518.02,22.0,0.83,-0.269,56.5,,3.46
2MASS~J03084611-4747083,4520.224,26.1,2.81,-2.6,73.8,,5.95
2MASS~J03084611-4747083,4533.249,22.0,0.85,0.532,91.6,,3.41
2MASS~J03084611-4747083,4534.78,22.0,0.84,0.336,84.8,,3.44
2MASS~J03084611-4747083,4535.567,22.0,0.83,0.12,87.3,,3.71
2MASS~J03084611-4747083,4541.523,26.1,2.86,-3.05,50.9,,5.98
2MASS~J03084611-4747083,4544.687,22.0,0.82,-0.52,55.5,,3.67
2MASS~J03084611-4747083,4545.95,24.0,0.94,-1.37,59.3,,3.93
2MASS~J03084611-4747083,4548.76,22.0,0.83,-0.298,55.2,,3.46
2MASS~J03084611-4747083,4554.033,56.1,0.0,0.163,,s,0.83
2MASS~J03084611-4747083,4555.49,22.0,0.85,-0.432,44.8,,3.43
2MASS~J03084611-4747083,4555.89,26.1,2.83,-2.4,81.6,,5.96
2MASS~J03084611-4747083,4558.594,24.1,4.07,-0.656,54.4,,4.19
2MASS~J03084611-4747083,4563.77,22.1,1.22,-0.96,129.8,,3.77
2MASS~J03084611-4747083,4571.096,12.0,0.0,-5.688,117.5,,6.6
2MASS~J03084611-4747083,4571.971,22.1,1.57,-0.32,137.4,,3.7
2MASS~J03084611-4747083,4576.34,26.1,2.84,-2.95,51.0,,5.86
2MASS~J03084611-4747083,4580.056,24.0,0.94,-1.65,57.2,,4.17
2MASS~J03084611-4747083,4583.409,22.1,1.16,-2.92,40.9,,3.81
2MASS~J03084611-4747083,4588.142,24.1,4.07,-0.826,44.6,,4.16
2MASS~J03084611-4747083,4589.915,22.1,1.24,-1.79,93.9,,3.83
2MASS~J03084611-4747083,4591.992,24.1,4.07,-1.419,16.7,,4.07
2MASS~J03084611-4747083,4595.359,26.0,3.29,-1.758,38.7,,6.12
2MASS~J03084611-4747083,4600.752,24.0,1.0,-1.26,62.5,,3.95
2MASS~J03084611-4747083,4602.941,26.0,1.49,-2.208,106.8,,5.95
2MASS~J03084611-4747083,4605.0,28.0,3.48,-0.29,39.9,,4.59
2MASS~J03084611-4747083,4616.137,24.0,0.98,-1.19,67.8,,3.96
2MASS~J03084611-4747083,4620.52,26.1,2.83,-3.21,37.0,,5.82
2MASS~J03084611-4747083,4626.188,24.0,0.97,-1.32,62.9,,3.98
2MASS~J03084611-4747083,4630.12,26.0,2.28,-2.587,55.6,,6.12
2MASS~J03084611-4747083,4636.32,22.1,1.16,-3.02,28.3,,3.66
2MASS~J03084611-4747083,4643.463,26.0,3.64,-1.147,30.8,,5.73
2MASS~J03084611-4747083,4646.15,24.0,1.03,-0.74,81.2,,3.85
2MASS~J03084611-4747083,4647.434,26.0,2.95,-1.351,70.2,,5.95
2MASS~J03084611-4747083,4648.659,28.0,3.42,-0.16,47.2,,4.53
2MASS~J03084611-4747083,4651.28,24.0,0.98,-1.46,50.5,,3.89
2MASS~J03084611-4747083,4652.158,24.0,1.0,-1.03,70.0,,3.87
2MASS~J03084611-4747083,4656.47,22.0,0.0,-1.289,57.6,,3.53
2MASS~J03084611-4747083,4657.2,22.1,1.24,-2.24,68.9,,3.74
2MASS~J03084611-4747083,4678.846,26.0,3.6,-0.83,62.5,,5.99
2MASS~J03084611-4747083,4681.91,22.0,0.05,-1.015,72.8,,3.6
2MASS~J03084611-4747083,4702.99,12.0,4.33,-0.38,129.0,,6.23
2MASS~J03084611-4747083,4707.274,26.0,3.24,-1.08,76.6,,6.12
2MASS~J03084611-4747083,4708.662,22.1,1.24,-2.34,63.8,,3.73
2MASS~J03084611-4747083,4710.283,26.0,3.02,-1.61,62.1,,6.11
2MASS~J03084611-4747083,4714.421,28.0,3.38,0.23,70.2,,4.56
2MASS~J03084611-4747083,4722.15,30.0,4.03,-0.39,35.5,,2.93
2MASS~J03084611-4747083,4733.591,26.0,1.49,-2.988,76.0,,6.01
2MASS~J03084611-4747083,4736.772,26.0,3.21,-0.752,85.2,,5.94
2MASS~J03084611-4747083,4779.979,22.1,2.05,-1.37,65.2,,3.72
2MASS~J03084611-4747083,4786.806,26.0,3.0,-1.606,53.5,,5.92
2MASS~J03084611-4747083,4789.65,26.0,3.53,-0.957,57.3,,5.94
2MASS~J03084611-4747083,4798.532,22.1,1.08,-2.68,58.7,,3.79
2MASS~J03084611-4747083,4800.648,26.0,4.12,-1.028,14.5,,5.71
2MASS~J03084611-4747083,4805.089,22.1,2.06,-1.1,82.5,,3.82
2MASS~J03084611-4747083,4810.528,30.0,4.08,-0.137,46.6,,2.96
2MASS~J03084611-4747083,4823.528,25.0,2.32,0.144,77.3,,3.66
2MASS~J03084611-4747083,4840.87,22.0,0.9,-0.453,53.3,,3.64
2MASS~J03084611-4747083,4855.414,28.0,3.54,0.0,60.8,,4.77
2MASS~J03084611-4747083,4859.741,26.0,2.88,-0.76,110.0,,6.08
2MASS~J03084611-4747083,4865.61,22.1,1.12,-2.81,54.1,,3.88
2MASS~J03084611-4747083,4871.318,26.0,2.87,-0.362,116.9,,5.8
2MASS~J03084611-4747083,4872.137,26.0,2.88,-0.567,116.3,,6.0
2MASS~J03084611-4747083,4890.755,26.0,2.88,-0.394,119.5,,5.88
2MASS~J03084611-4747083,4891.492,26.0,2.85,-0.111,134.9,,5.82
2MASS~J03084611-4747083,4903.31,26.0,2.88,-0.926,94.9,,5.94
2MASS~J03084611-4747083,4918.994,26.0,2.85,-0.342,123.0,,5.85
2MASS~J03084611-4747083,4923.93,26.1,2.89,-1.32,124.1,,5.85
2MASS~J03084611-4747083,4924.77,26.0,2.28,-2.114,66.2,,5.83
2MASS~J03084611-4747083,4934.086,56.1,0.0,-0.16,,s,0.77
2MASS~J03084611-4747083,4938.814,26.0,2.88,-1.077,82.3,,5.82
2MASS~J03084611-4747083,4939.687,26.0,0.86,-3.252,99.0,,6.0
2MASS~J03084611-4747083,4946.388,26.0,3.37,-1.17,63.6,,6.08
2MASS~J03084611-4747083,4966.089,26.0,3.33,-0.871,76.2,,5.99
2MASS~J03084611-4747083,4973.102,26.0,3.96,-0.95,40.4,,6.07
2MASS~J03084611-4747083,4980.161,28.0,3.61,-0.11,41.5,,4.57
2MASS~J03084611-4747083,4981.73,22.0,0.84,0.56,96.3,,3.41
2MASS~J03084611-4747083,4994.13,26.0,0.92,-2.969,100.3,,5.8
2MASS~J03084611-4747083,4999.5,22.0,0.83,0.306,92.7,,3.57
2MASS~J03084611-4747083,5005.159,22.1,1.57,-2.73,28.3,,3.81
2MASS~J03084611-4747083,5006.119,26.0,2.83,-0.615,115.1,,5.95
2MASS~J03084611-4747083,5014.942,26.0,3.94,-0.3,66.5,,5.92
2MASS~J03084611-4747083,5016.16,22.0,0.85,-0.518,46.4,,3.52
2MASS~J03084611-4747083,5017.591,28.0,3.54,-0.08,43.0,,4.49
2MASS~J03084611-4747083,5018.45,26.1,2.89,-1.22,134.4,,5.94
2MASS~J03084611-4747083,5020.024,22.0,0.84,-0.358,64.0,,3.66
2MASS~J03084611-4747083,5024.843,22.0,0.82,-0.546,48.8,,3.55
2MASS~J03084611-4747083,5028.127,26.0,3.56,-1.122,36.5,,5.72
2MASS~J03084611-4747083,5031.01,21.1,1.36,-0.4,74.5,,1.73
2MASS~J03084611-4747083,5035.374,28.0,3.63,0.29,55.4,,4.47
2MASS~J03084611-4747083,5035.902,22.0,1.46,0.26,58.8,,3.66
2MASS~J03084611-4747083,5038.396,22.0,1.43,0.069,44.9,,3.56
2MASS~J03084611-4747083,5039.96,22.0,0.02,-1.13,57.1,,3.35
2MASS~J03084611-4747083,5044.212,26.0,2.85,-2.017,29.2,,5.67
2MASS~J03084611-4747083,5049.82,26.0,2.28,-1.355,98.5,,5.75
2MASS~J03084611-4747083,5064.65,22.0,0.05,-0.935,81.0,,3.65
2MASS~J03084611-4747083,5068.766,26.0,2.94,-1.041,81.9,,5.83
2MASS~J03084611-4747083,5074.749,26.0,4.22,-0.2,60.7,,6.01
2MASS~J03084611-4747083,5080.523,28.0,3.65,0.13,57.7,,4.69
2MASS~J03084611-4747083,5081.11,28.0,3.85,0.3,46.0,,4.52
2MASS~J03084611-4747083,5083.339,26.0,0.96,-2.842,106.8,,5.84
2MASS~J03084611-4747083,5084.08,28.0,3.68,0.03,38.4,,4.45
2MASS~J03084611-4747083,5090.77,26.0,4.26,-0.36,31.0,,5.63
2MASS~J03084611-4747083,5110.413,26.0,0.0,-3.76,130.6,,6.08
2MASS~J03084611-4747083,5123.72,26.0,1.01,-3.058,111.4,,6.21
2MASS~J03084611-4747083,5127.36,26.0,0.92,-3.249,105.0,,6.16
2MASS~J03084611-4747083,5129.156,22.1,1.89,-1.24,92.0,,3.94
2MASS~J03084611-4747083,5131.468,26.0,2.22,-2.515,67.5,,6.18
2MASS~J03084611-4747083,5133.689,26.0,4.18,0.14,78.9,,6.01
2MASS~J03084611-4747083,5137.382,26.0,4.18,-0.4,48.4,,5.93
2MASS~J03084611-4747083,5141.739,26.0,2.42,-2.238,68.0,,6.15
2MASS~J03084611-4747083,5150.839,26.0,0.99,-3.037,108.9,,6.11
2MASS~J03084611-4747083,5155.76,28.0,3.9,-0.09,26.4,,4.56
2MASS~J03084611-4747083,5162.273,26.0,4.18,0.02,63.9,,5.81
2MASS~J03084611-4747083,5166.282,26.0,0.0,-4.123,107.6,,5.97
2MASS~J03084611-4747083,5171.596,26.0,1.49,-1.721,128.5,,5.78
2MASS~J03084611-4747083,5173.74,22.0,0.0,-1.062,76.9,,3.62
2MASS~J03084611-4747083,5185.902,22.1,1.89,-1.49,71.7,,3.76
