Name,Simbad_Identifier,RA_hms,DEC_dms,Tel,Obs,Exp,Obs.Y,Obs.M,Obs.D,Obs.h,Obs.s,HJD,RVel
G004-036,G   4-36,02:43:22.0483,+13:25:56.981,McDonald-Smith/Tull,IUR,7200,2008,Oct,30,07,15,2454769.808,+222.3
G004-036,G   4-36,02:43:22.0483,+13:25:56.981,McDonald-Smith/Tull,IUR,5400,2008,Nov,01,07,58,2454771.838,+221.5
G004-036,G   4-36,02:43:22.0483,+13:25:56.981,McDonald-Smith/Tull,IUR,7200,2008,Nov,04,06,45,2454774.787,+221.6
G004-037,G   4-37,02:44:35.0876,+08:28:50.094,McDonald-Smith/Tull,IUR,5400,2008,Oct,31,07,51,2454770.833,-107.7
G004-037,G   4-37,02:44:35.0876,+08:28:50.094,McDonald-Smith/Tull,IUR,5400,2008,Nov,02,08,13,2454772.848,-108.7
G004-037,G   4-37,02:44:35.0876,+08:28:50.094,McDonald-Smith/Tull,IUR,7200,2008,Nov,03,06,45,2454773.787,-106.9
G009-027,G   9-27,08:51:39.6901,+18:53:19.902,McDonald-HET/HRS,IUR,1900,2008,Dec,12,08,36,2454812.862,+181.4
G010-054,G  10-54,11:49:48.1882,+06:08:52.281,McDonald-HET/HRS,IUR,2700,2009,Jan,11,10,07,2454842.924,+58.9
G015-010,Wolf 1137,15:09:46.0206,-04:45:06.653,Magellan-Clay/MIKE,IBT,1200,2009,Feb,21,09,43,2454883.906,+90.0
G015-010,Wolf 1137,15:09:46.0206,-04:45:06.653,McDonald-HET/HRS,IUR,1100,2009,Mar,16,10,59,2454906.961,+89.3
G015-010,Wolf 1137,15:09:46.0206,-04:45:06.653,Magellan-Clay/MIKE,IBT,2100,2009,May,16,05,48,2454967.747,+90.1
G016-025,Wolf  624,16:01:21.7378,+05:23:42.865,McDonald-HET/HRS,IUR,3000,2008,May,27,08,39,2454613.866,+24.0
G016-025,Wolf  624,16:01:21.7378,+05:23:42.865,McDonald-HET/HRS,IUR,3000,2008,Jun,04,07,59,2454621.838,+23.4
G025-022,G  25-22,21:14:48.4695,+11:00:30.239,McDonald-HET/HRS,IUR,3200,2008,Nov,04,03,59,2454774.667,-150.8
G025-024,G  25-24,21:16:41.6331,-01:18:08.767,McDonald-Smith/Tull,IUR,1200,2008,Sep,07,04,45,2454716.703,+43.7
G025-024,G  25-24,21:16:41.6331,-01:18:08.767,McDonald-HET/HRS,IUR,3300,2008,Oct,19,03,56,2454758.666,+44.2
G026-001,BD-09  5746,21:26:47.8232,-08:23:56.098,McDonald-Smith/Tull,IUR,5400,2008,Sep,05,05,14,2454714.723,+12.1
G026-001,BD-09  5746,21:26:47.8232,-08:23:56.098,McDonald-Smith/Tull,IUR,8400,2009,Jun,12,09,57,2454994.918,+2.0
G026-001,BD-09  5746,21:26:47.8232,-08:23:56.098,McDonald-Smith/Tull,IUR,6000,2009,Jun,13,09,59,2454995.919,+2.0
G064-012,Wolf 1492,13:40:02.4921,-00:02:18.750,Magellan-Clay/MIKE,IBT,1200,2009,Feb,19,09,31,2454881.900,+442.7
G071-055,G 159-33,02:03:50.9800,-00:32:21.031,McDonald-Smith/Tull,IUR,5400,2008,Oct,31,04,10,2454770.679,-30.6
G071-055,G 159-33,02:03:50.9800,-00:32:21.031,McDonald-Smith/Tull,IUR,5400,2008,Oct,31,05,53,2454770.751,-31.3
G071-055,G 159-33,02:03:50.9800,-00:32:21.031,McDonald-Smith/Tull,IUR,5400,2008,Nov,04,04,49,2454774.706,-31.4
G075-056,G  75-56,03:00:23.0286,-05:57:49.691,McDonald-HET/HRS,IUR,2100,2008,Nov,07,06,55,2454777.793,+24.1
G088-023,G  88-23,07:23:17.5718,+19:00:56.590,McDonald-HET/HRS,IUR,2100,2008,Nov,03,09,31,2454773.899,-199.5
G090-003,G  90-3,07:29:50.8459,+32:51:58.309,McDonald-Smith/Tull,IUR,7200,2008,Oct,31,11,18,2454770.973,+29.7
G090-003,G  90-3,07:29:50.8459,+32:51:58.309,McDonald-Smith/Tull,IUR,3600,2008,Nov,03,10,03,2454773.921,+29.7
G090-003,G  90-3,07:29:50.8459,+32:51:58.309,McDonald-Smith/Tull,IUR,6400,2008,Nov,04,11,07,2454774.965,+29.5
G090-003,G  90-3,07:29:50.8459,+32:51:58.309,McDonald-Smith/Tull,IUR,5400,2009,Feb,19,01,59,2454881.587,+29.6
G090-025,HD  64090,07:53:33.1208,+30:36:18.256,McDonald-Smith/Tull,IUR,1500,2008,Nov,01,12,14,2454772.011,-234.3
G090-025,HD  64090,07:53:33.1208,+30:36:18.256,McDonald-Smith/Tull,IUR,1800,2009,Feb,18,04,23,2454880.687,-234.0
G107-050,G 107-50,07:09:52.9062,+42:39:13.282,McDonald-HET/HRS,IUR,1500,2008,Oct,13,09,52,2454752.912,+148.7
G115-049,G 115-49,09:05:16.6832,+38:47:54.594,McDonald-HET/HRS,IUR,1400,2009,Jan,09,11,45,2454840.995,-65.2
G122-069,G 122-69,12:03:04.3026,+47:19:26.308,McDonald-HET/HRS,IUR,1900,2008,Dec,12,11,52,2454812.995,-100.9
G126-062,BD+17  4708,22:11:31.3756,+18:05:34.177,McDonald-Smith/Tull,IUR,2100,2008,Sep,08,03,33,2454717.653,-290.3
G126-062,BD+17  4708,22:11:31.3756,+18:05:34.177,McDonald-Smith/Tull,IUR,4800,2008,Nov,03,01,26,2454773.562,-292.8
G137-086,G 137-86,16:10:15.2483,+09:08:21.952,McDonald-HET/HRS,IUR,3200,2008,Jun,13,07,44,2454630.827,-83.3
G137-086,G 137-86,16:10:15.2483,+09:08:21.952,McDonald-HET/HRS,IUR,2600,2008,Jun,14,07,56,2454631.835,-83.3
G137-086,G 137-86,16:10:15.2483,+09:08:21.952,McDonald-HET/HRS,IUR,2600,2008,Jun,24,07,09,2454641.802,-84.2
G146-056,G 146-56,10:39:50.4792,+42:09:05.054,McDonald-HET/HRS,IUR,4500,2009,Jan,02,08,49,2454833.871,-104.5
G146-076,G 146-76,10:59:57.4788,+44:46:43.724,McDonald-Smith/Tull,IUR,5400,2009,Feb,18,09,32,2454880.902,-114.1
G146-076,G 146-76,10:59:57.4788,+44:46:43.724,McDonald-Smith/Tull,IUR,7200,2009,Feb,19,08,24,2454881.855,-114.0
G146-076,G 146-76,10:59:57.4788,+44:46:43.724,McDonald-Smith/Tull,IUR,5400,2009,May,07,05,24,2454958.726,-114.2
G153-064,G 153-64,16:32:30.0312,-08:33:38.232,McDonald-Smith/Tull,IUR,7800,2009,May,06,09,25,2454957.898,+114.5
G153-064,G 153-64,16:32:30.0312,-08:33:38.232,McDonald-Smith/Tull,IUR,9000,2009,May,07,08,31,2454958.860,+114.1
G153-064,G 153-64,16:32:30.0312,-08:33:38.232,McDonald-Smith/Tull,IUR,3600,2009,May,08,09,30,2454959.901,+114.2
G153-064,G 153-64,16:32:30.0312,-08:33:38.232,McDonald-Smith/Tull,IUR,7200,2009,Jun,12,05,42,2454994.743,+113.8
G161-073,BD-03  2764,09:45:37.8300,-04:40:28.499,McDonald-Smith/Tull,IUR,7200,2009,Feb,19,03,44,2454881.661,+121.3
G161-073,BD-03  2764,09:45:37.8300,-04:40:28.499,McDonald-Smith/Tull,IUR,7200,2009,Feb,19,06,00,2454881.755,+121.0
G166-047,G 166-47,14:50:02.5424,+32:38:56.236,McDonald-HET/HRS,IUR,1900,2009,Jan,17,11,30,2454848.979,-66.2
G170-047,BD+23  3130,17:32:41.6247,+23:44:11.625,McDonald-Smith/Tull,IUR,4000,2008,Aug,14,04,44,2454692.699,-283.7
G170-047,BD+23  3130,17:32:41.6247,+23:44:11.625,McDonald-Smith/Tull,IUR,2400,2009,Mar,06,12,21,2454897.014,-283.1
G170-047,BD+23  3130,17:32:41.6247,+23:44:11.625,McDonald-Smith/Tull,IUR,3600,2009,Mar,09,12,15,2454900.010,-283.2
G180-058,G 180-58,16:28:16.8722,+44:40:38.256,McDonald-Smith/Tull,IUR,8000,2009,Jun,10,07,04,2454992.797,-308.1
G180-058,G 180-58,16:28:16.8722,+44:40:38.256,McDonald-Smith/Tull,IUR,6000,2009,Jun,12,07,42,2454994.823,-308.4
G180-058,G 180-58,16:28:16.8722,+44:40:38.256,McDonald-Smith/Tull,IUR,5700,2009,Jun,13,08,09,2454995.842,-308.4
G186-026,HD 340279,20:24:45.4125,+25:03:07.109,McDonald-Smith/Tull,IUR,680,2009,Jun,14,09,48,2454996.911,-323.2
G186-026,HD 340279,20:24:45.4125,+25:03:07.109,McDonald-Smith/Tull,IUR,4500,2009,Jun,15,10,26,2454997.937,-324.0
G188-022,BD+26  4251,21:43:57.1238,+27:23:23.989,McDonald-Smith/Tull,IUR,5400,2008,Aug,13,09,38,2454691.906,-94.3
G188-022,BD+26  4251,21:43:57.1238,+27:23:23.989,McDonald-Smith/Tull,IUR,3600,2008,Sep,05,06,51,2454714.790,-94.6
G188-030,Wolf 1143,21:55:16.1462,+32:38:41.150,McDonald-Smith/Tull,IUR,7200,2008,Oct,31,02,10,2454770.593,-184.7
G188-030,Wolf 1143,21:55:16.1462,+32:38:41.150,McDonald-Smith/Tull,IUR,7200,2008,Nov,02,01,48,2454772.577,-183.3
G188-030,Wolf 1143,21:55:16.1462,+32:38:41.150,McDonald-Smith/Tull,IUR,5400,2008,Nov,04,01,26,2454774.562,-184.5
G190-010,Ross  783,23:07:59.7583,+41:51:20.392,McDonald-Smith/Tull,IUR,5400,2008,Sep,07,06,09,2454716.760,-112.9
G190-010,Ross  783,23:07:59.7583,+41:51:20.392,McDonald-Smith/Tull,IUR,7200,2008,Sep,07,07,57,2454716.835,-113.6
G190-010,Ross  783,23:07:59.7583,+41:51:20.392,McDonald-Smith/Tull,IUR,5400,2008,Oct,30,04,06,2454769.675,-114.1
G190-010,Ross  783,23:07:59.7583,+41:51:20.392,McDonald-Smith/Tull,IUR,5400,2008,Nov,01,04,20,2454771.684,-114.3
G190-010,Ross  783,23:07:59.7583,+41:51:20.392,McDonald-Smith/Tull,IUR,5400,2008,Nov,03,03,06,2454773.633,-111.2
G190-015,BD+38  4955,23:13:38.8205,+39:25:02.589,McDonald-Smith/Tull,IUR,1800,2008,Aug,14,07,51,2454692.830,-44.7
G190-015,BD+38  4955,23:13:38.8205,+39:25:02.589,McDonald-Smith/Tull,IUR,5400,2008,Sep,06,08,51,2454715.873,-57.0
G190-015,BD+38  4955,23:13:38.8205,+39:25:02.589,McDonald-Smith/Tull,IUR,5400,2008,Oct,30,05,30,2454769.733,-58.8
G190-015,BD+38  4955,23:13:38.8205,+39:25:02.589,McDonald-Smith/Tull,IUR,3600,2008,Nov,02,04,50,2454772.705,-60.1
G190-015,BD+38  4955,23:13:38.8205,+39:25:02.589,McDonald-Smith/Tull,IUR,3600,2008,Nov,04,03,05,2454774.632,-59.7
G199-066,Wolf  481,13:20:31.2612,+56:34:47.793,McDonald-HET/HRS,IUR,3200,2008,May,24,07,04,2454610.795,-144.1
G201-044,HD 234219,15:13:57.3572,+53:51:51.718,McDonald-Smith/Tull,IUR,5400,2009,Jun,11,07,23,2454993.808,-139.3
G201-044,HD 234219,15:13:57.3572,+53:51:51.718,McDonald-Smith/Tull,IUR,3600,2009,Jun,13,04,31,2454995.689,-139.3
G201-044,HD 234219,15:13:57.3572,+53:51:51.718,McDonald-Smith/Tull,IUR,3000,2009,Jun,15,05,30,2454997.730,-139.4
G206-034,Ross  711,18:35:19.1686,+28:41:55.415,McDonald-Smith/Tull,IUR,7200,2008,Sep,06,02,57,2454715.625,-80.4
G206-034,Ross  711,18:35:19.1686,+28:41:55.415,McDonald-Smith/Tull,IUR,7200,2008,Sep,07,03,12,2454716.635,-78.2
G206-034,Ross  711,18:35:19.1686,+28:41:55.415,McDonald-Smith/Tull,IUR,8000,2009,Jun,11,09,46,2454993.910,-91.8
G214-001,G 214-1,21:47:55.6225,+33:06:27.161,McDonald-HET/HRS,IUR,1800,2008,Oct,08,06,27,2454747.772,-118.4
G234-028,G 234-28,08:14:16.3298,+68:55:19.468,McDonald-Smith/Tull,IUR,7200,2009,Feb,18,07,10,2454880.801,+84.8
G234-028,G 234-28,08:14:16.3298,+68:55:19.468,McDonald-Smith/Tull,IUR,7200,2009,May,07,03,20,2454958.637,+71.1
G238-030,G 238-30,13:17:40.1964,+64:15:12.170,McDonald-HET/HRS,IUR,1400,2008,Jun,17,03,59,2454634.665,+225.9
G238-032,G 238-32,13:22:02.0236,+68:40:22.517,McDonald-HET/HRS,IUR,2700,2009,Jan,15,12,54,2454847.040,-113.3
HD 6268,HD   6268,01:03:18.1716,-27:52:49.953,Magellan-Clay/MIKE,IBT,180,2009,Jul,04,10,31,2455016.939,+39.7
HD 11582,HD  11582,01:53:00.2437,-34:17:36.393,Magellan-Clay/MIKE,GWP,300,2008,Sep,09,06,53,2454718.791,+22.4
HD 13979,HD  13979,02:15:20.8534,-25:54:54.872,Magellan-Clay/MIKE,IBT,240,2003,Nov,03,07,11,2452946.804,+52.3
HD 13979,HD  13979,02:15:20.8534,-25:54:54.872,Magellan-Clay/MIKE,IBT,400,2004,Sep,24,07,09,2453272.802,+52.2
HD 16031,HD  16031,02:34:11.0485,-12:23:03.444,McDonald-Smith/Tull,IUR,5400,2008,Nov,02,06,30,2454772.776,+23.0
HD 19445,HD  19445,03:08:25.5883,+26:19:51.400,McDonald-Smith/Tull,IUR,2800,2008,Nov,03,08,22,2454773.854,-139.9
HD 21581,HD  21581,03:28:54.4844,-00:25:03.107,Magellan-Clay/MIKE,IUR,200,2011,Feb,25,00,25,2455617.516,+153.7
HD 26169,HD  26169,04:00:52.4379,-75:36:11.436,Magellan-Clay/MIKE,IUR,200,2011,Feb,25,00,33,2455617.522,-39.7
HD 26297,HD  26297,04:09:03.4178,-15:53:27.056,Magellan-Clay/MIKE,IUR,120,2011,Feb,25,00,40,2455617.527,+15.8
HD 31128,HD  31128,04:52:09.9097,-27:03:50.940,McDonald-Smith/Tull,IUR,2400,2008,Oct,30,09,28,2454769.898,+111.3
HD 31128,HD  31128,04:52:09.9097,-27:03:50.940,McDonald-Smith/Tull,IUR,4800,2008,Nov,01,09,15,2454771.889,+110.1
HD 45282,HD  45282,06:26:40.7720,+03:25:29.792,McDonald-Smith/Tull,IUR,1500,2008,Nov,02,09,33,2454772.901,+306.1
HD 45282,HD  45282,06:26:40.7720,+03:25:29.792,McDonald-Smith/Tull,IUR,2800,2009,Feb,18,03,44,2454880.659,+306.0
HD 88609,HD  88609,10:14:28.9853,+53:33:39.342,McDonald-Smith/Tull,IUR,2800,2009,Feb,19,09,55,2454881.917,-37.9
HD 88609,HD  88609,10:14:28.9853,+53:33:39.342,McDonald-Smith/Tull,IUR,2100,2009,Mar,06,05,24,2454896.729,-37.0
HD 94028,HD  94028,10:51:28.1256,+20:16:38.965,McDonald-Smith/Tull,IUR,2400,2009,Feb,18,05,30,2454880.735,+65.9
HD 94028,HD  94028,10:51:28.1256,+20:16:38.965,McDonald-Smith/Tull,IUR,900,2009,Jun,12,02,43,2454994.612,+65.3
HD 106373,HD 106373,12:14:13.2931,-28:15:06.555,Magellan-Clay/MIKE,IBT,2700,2009,Feb,21,09,21,2454883.893,+84.2
HD 106373,HD 106373,12:14:13.2931,-28:15:06.555,McDonald-Smith/Tull,IUR,200,2009,May,06,05,03,2454957.715,+83.1
HD 108317,HD 108317,12:26:36.8319,+05:18:09.023,McDonald-Smith/Tull,IUR,2100,2009,Feb,19,12,41,2454882.033,+5.4
HD 108317,HD 108317,12:26:36.8319,+05:18:09.023,Magellan-Clay/MIKE,IBT,120,2009,Feb,21,09,27,2454883.899,+5.9
HD 119516,HD 119516,13:43:26.7251,+15:34:31.069,McDonald-Smith/Tull,IUR,2700,2009,May,07,06,40,2454958.782,-285.9
HD 122196,HD 122196,14:01:02.1249,-38:03:03.313,Magellan-Clay/MIKE,GWP,80,2008,Sep,09,23,45,2454719.486,-27.6
HD 122563,HD 122563,14:02:31.8455,+09:41:09.944,McDonald-HET/HRS,IUR,120,2008,May,26,06,53,2454612.791,-26.1
HD 122563,HD 122563,14:02:31.8455,+09:41:09.944,McDonald-Smith/Tull,IUR,60,2009,Feb,18,12,40,2454881.031,-26.5
HD 122563,HD 122563,14:02:31.8455,+09:41:09.944,Magellan-Clay/MIKE,IBT,26,2009,Feb,19,09,53,2454881.915,-25.7
HD 126238,HD 126238,14:25:29.9571,-43:38:36.948,Magellan-Clay/MIKE,GWP,105,2009,Sep,04,23,27,2455079.475,+252.6
HD 126587,HD 126587,14:27:00.3636,-22:14:38.992,Magellan-Clay/MIKE,IBT,360,2004,Jul,14,23,00,2453201.460,+149.4
HD 126587,HD 126587,14:27:00.3636,-22:14:38.992,Magellan-Clay/MIKE,IBT,360,2004,Jul,19,22,49,2453206.452,+149.5
HD 126587,HD 126587,14:27:00.3636,-22:14:38.992,Magellan-Clay/MIKE,IBT,360,2004,Jul,24,23,02,2453211.461,+149.8
HD 128279,HD 128279,14:36:48.5108,-29:06:46.612,Magellan-Clay/MIKE,IBT,20,2004,Jun,22,22,57,2453179.460,-76.1
HD 128279,HD 128279,14:36:48.5108,-29:06:46.612,Magellan-Clay/MIKE,IBT,200,2004,Jul,14,22,49,2453201.453,-75.7
HD 128279,HD 128279,14:36:48.5108,-29:06:46.612,Magellan-Clay/MIKE,IBT,90,2004,Jul,23,22,59,2453210.459,-75.7
HD 128279,HD 128279,14:36:48.5108,-29:06:46.612,Magellan-Clay/MIKE,IBT,240,2005,May,31,03,05,2453521.634,-75.3
HD 132475,HD 132475,14:59:49.7651,-22:00:45.815,McDonald-Smith/Tull,IUR,2400,2009,Feb,18,12,09,2454881.007,+176.1
HD 132475,HD 132475,14:59:49.7651,-22:00:45.815,Magellan-Clay/MIKE,IBT,200,2009,Feb,19,09,47,2454881.909,+176.5
HD 175305,HD 175305,18:47:06.4416,+74:43:31.451,McDonald-Smith/Tull,IUR,1500,2009,May,06,11,14,2454957.967,-184.2
HD 175606,HD 175606,18:58:51.3362,-51:27:56.498,Magellan-Clay/MIKE,GWP,300,2008,Sep,09,23,56,2454719.499,+165.4
HD 178443,HD 178443,19:10:36.8478,-43:16:36.165,Magellan-Baade/MIKE,SAS,400,2003,May,23,06,32,2452782.776,+343.6
HD 178443,HD 178443,19:10:36.8478,-43:16:36.165,Magellan-Clay/MIKE,IBT,300,2005,May,28,06,13,2453518.763,+343.6
HD 184266,HD 184266,19:34:15.3865,-16:19:00.228,McDonald-Smith/Tull,IUR,900,2008,Oct,31,00,51,2454770.534,-349.4
HD 186478,HD 186478,19:45:14.1409,-17:29:27.071,Magellan-Baade/MIKE,SAS,200,2003,May,24,06,25,2452783.771,+27.4
HD 188510,HD 188510,19:55:09.6782,+10:44:27.398,McDonald-Smith/Tull,IUR,2400,2008,Sep,06,04,25,2454715.688,-193.4
HD 193901,HD 193901,20:23:35.8471,-21:22:14.226,Magellan-Baade/MIKE,SAS,400,2003,May,23,10,40,2452782.947,-171.5
HD 196892,HD 196892,20:40:49.3802,-18:47:33.282,McDonald-Smith/Tull,IUR,1800,2008,Aug,14,06,45,2454692.787,-35.7
HD 196944,HD 196944,20:40:46.0815,-06:47:50.604,Magellan-Clay/MIKE,IBT,120,2009,Oct,24,23,33,2455129.482,-166.8
HD 200654,HD 200654,21:06:34.7513,-49:57:50.280,Magellan-Baade/MIKE,SAS,200,2003,May,24,10,27,2452783.938,-45.3
HD 200654,HD 200654,21:06:34.7513,-49:57:50.280,Magellan-Clay/MIKE,IBT,100,2005,May,30,10,29,2453520.940,-44.4
HD 201891,HD 201891,21:11:59.0321,+17:43:39.890,McDonald-Smith/Tull,IUR,1800,2008,Aug,13,08,31,2454691.860,-44.6
HD 214362,HD 214362,22:37:58.6722,-22:38:40.152,McDonald-Smith/Tull,IUR,1800,2008,Sep,08,06,49,2454717.790,-93.3
HD 214362,HD 214362,22:37:58.6722,-22:38:40.152,McDonald-Smith/Tull,IUR,3000,2008,Oct,30,02,37,2454769.611,-93.0
HD 214362,HD 214362,22:37:58.6722,-22:38:40.152,McDonald-Smith/Tull,IUR,3000,2008,Nov,02,03,18,2454772.640,-93.6
HD 219617,HD 219617,23:17:05.0437,-13:51:03.597,McDonald-Smith/Tull,IUR,1800,2008,Aug,14,08,25,2454692.856,+12.6
HD 220127,HD 220127,23:21:43.5876,-49:29:15.113,Magellan-Clay/MIKE,GWP,180,2008,Sep,11,03,35,2454720.653,+77.2
HD 237846,HD 237846,09:52:38.6827,+57:54:58.614,McDonald-Smith/Tull,IUR,6000,2009,Jun,11,03,30,2454993.643,-303.8
HD 237846,HD 237846,09:52:38.6827,+57:54:58.614,McDonald-Smith/Tull,IUR,2100,2009,Jun,14,02,58,2454996.620,-303.5
HE 0454-4758,HE 0454-4758,04:55:26.7156,-47:53:41.752,Magellan-Clay/MIKE,GWP,3000,2008,Sep,11,09,35,2454720.900,+240.2
HE 0938+0114,Ross  889,09:40:43.2053,+01:00:29.511,McDonald-Smith/Tull,IUR,7200,2009,Mar,07,02,49,2454897.623,-56.7
HE 0938+0114,Ross  889,09:40:43.2053,+01:00:29.511,McDonald-Smith/Tull,IUR,780,2009,Mar,11,06,04,2454901.758,-57.4
HE 0938+0114,Ross  889,09:40:43.2053,+01:00:29.511,McDonald-Smith/Tull,IUR,5400,2009,May,08,03,01,2454959.627,-57.6
HE 1012-1540,HE 1012-1540,10:14:53.4753,-15:55:53.172,Magellan-Clay/MIKE,IUR,1800,2013,Apr,21,23,40,2456404.489,+225.4
HE 1012-1540,HE 1012-1540,10:14:53.4753,-15:55:53.172,Magellan-Clay/MIKE,IUR,5400,2013,Apr,23,01,45,2456405.576,+225.8
HE 1124-2335,HE 1124-2335,11:27:26.9490,-23:52:05.593,Magellan-Clay/MIKE,IUR,4800,2013,Apr,21,00,24,2456403.521,+181.5
HE 1320-1339,BD-13  3695,13:22:44.1122,-13:55:31.431,McDonald-Smith/Tull,IUR,900,2009,Feb,18,10,56,2454880.959,+172.9
HE 1320-1339,BD-13  3695,13:22:44.1122,-13:55:31.431,Magellan-Clay/MIKE,IBT,5400,2009,Feb,19,09,06,2454881.883,+172.9
HE 1320-1339,BD-13  3695,13:22:44.1122,-13:55:31.431,McDonald-Smith/Tull,IUR,9000,2009,Feb,19,11,19,2454881.975,+172.6
HE 1320-1339,BD-13  3695,13:22:44.1122,-13:55:31.431,McDonald-Smith/Tull,IUR,6400,2009,May,08,05,17,2454959.725,+170.9
HE 2047-5612,HE 2047-5612,20:51:22.1323,-56:00:52.956,Magellan-Clay/MIKE,IUR,7200,2012,Aug,26,01,24,2456165.562,-26.1
HE 2047-5612,HE 2047-5612,20:51:22.1323,-56:00:52.956,Magellan-Clay/MIKE,IUR,3600,2012,Aug,26,23,35,2456166.486,-25.5
HIP 99423,HD 345957,20:10:48.1625,+23:57:54.510,McDonald-Smith/Tull,IUR,2400,2008,Sep,06,05,11,2454715.720,-115.7
