RGB,7_4_1514,,00:59:54.47,-33:37:53.50,1.23,4479,,-1.45,0.26,,-1.14,0.27,0.64,,-0.50
RGB,10_8_4020,,00:59:55.22,-33:42:11.34,1.4,4624,,-3.05,0.21,,-0.07,0.36,0.51,,0.44
RGB,11_1_2583,,00:59:57.59,-33:38:32.54,1.35,4539,,-1.78,0.78,,-0.78,0.61,0.56,,-0.22
RGB,6_5_1598,,00:59:59.09,-33:36:44.90,1.09,4492,,-2.92,0.16,,0.18,0.34,0.67,,0.85
RGB,10_8_3751,,00:59:59.33,-33:44:24.34,1.6,4711,,-3.05,0.24,,0.18,0.39,0.3,,0.48
RGB,10_8_3709,,00:59:59.95,-33:47:02.03,1.67,4742,,-2.85,0.24,,0.26,0.40,0.25,,0.51
RGB,10_8_3698,,01:00:00.04,-33:45:28.81,1.18,4546,,-2.59,0.21,,-0.47,0.38,0.69,,0.22
RGB,10_7_923,,01:00:01.12,-33:59:21.38,1.4,4641,,-3.77,0.20,<,0.34,0.36,0.47,<,0.81
RGB,10_8_3625,,01:00:01.44,-33:51:16.74,1.0,4469,,-2.11,0.17,,-0.84,0.31,0.75,,-0.09
RGB,10_8_3520,,01:00:03.27,-33:47:44.44,1.33,4591,,-2.85,0.21,,-0.38,0.38,0.59,,0.21
RGB,10_8_3315,,01:00:05.93,-33:45:56.39,0.99,4465,,-2.54,0.18,,-0.59,0.35,0.76,,0.17
RGB,10_8_3167,,01:00:07.86,-33:47:07.62,1.51,4672,,-3.05,0.22,,0.11,0.42,0.4,,0.51
RGB,10_8_2933,,01:00:11.19,-33:40:38.65,1.78,4790,,-2.96,0.23,<,0.25,,0.14,<,0.39
RGB,10_8_2927,,01:00:11.30,-33:39:35.67,1.18,4527,,-2.94,0.17,,0.03,0.39,0.65,,0.68
RGB,10_8_2908,,01:00:11.72,-33:44:50.34,0.99,4451,,-2.78,0.15,,-0.53,0.32,0.75,,0.22
RGB,10_8_2824,,01:00:12.77,-33:38:53.56,1.45,4646,,-3.14,0.22,,0.39,0.31,0.45,,0.84
RGB,10_8_2818,,01:00:12.95,-33:42:03.91,1.2,4532,,-2.83,0.19,,-0.18,0.34,0.66,,0.48
RGB,10_8_2730,,01:00:14.49,-33:47:50.49,1.35,4601,,-2.86,0.22,,-0.37,0.40,0.57,,0.20
RGB,10_8_2669,,01:00:15.26,-33:45:49.87,1.83,4814,,-2.94,0.23,,-0.03,0.38,0.1,,0.07
RGB,10_8_2647,,01:00:15.67,-33:45:59.96,1.49,4680,,-2.39,0.29,,-0.11,0.34,0.52,,0.41
RGB,10_8_2635,,01:00:15.87,-33:45:01.90,1.39,4616,,-3.05,0.2,,-0.28,0.36,0.52,,0.24
RGB,10_8_2558,,01:00:17.03,-33:42:47.26,1.88,4837,,-2.91,0.28,,0.22,0.47,0.09,,0.31
RGB,6_5_1035,,01:00:19.33,-33:37:11.74,1.27,4564,,-3.03,0.2,,-0.30,0.35,0.62,,0.32
RGB,6_5_948,,01:00:22.37,-33:38:07.79,1.39,4633,,-2.50,0.27,,-0.18,0.35,0.57,,0.39
RGB,10_8_2211,,01:00:22.74,-33:51:22.84,1.18,4456,,-1.59,0.25,,-1.09,0.27,0.65,,-0.44
RGB,10_8_2148,,01:00:23.49,-33:41:46.18,1.76,4785,,-2.83,0.27,,0.55,0.35,0.18,,0.73
RGB,10_8_2126,,01:00:24.07,-33:45:54.41,1.4,4620,,-2.74,0.24,,0.38,0.36,0.46,,0.84
RGB,10_8_2028,,01:00:25.95,-33:48:40.71,1.53,4697,,-2.39,0.51,,-0.22,0.51,0.47,,0.25
RGB,10_8_1887,,01:00:28.43,-33:47:41.51,1.19,4530,,-2.72,0.21,,-0.26,0.36,0.68,,0.42
RGB,10_8_1877,,01:00:28.63,-33:46:02.64,1.49,4607,,-1.87,0.26,,-0.70,0.30,0.46,,-0.24
RGB,10_8_1731,,01:00:31.00,-33:47:12.23,1.96,4869,,-2.91,0.23,<,0.25,,0.03,<,0.28
RGB,6_5_736,,01:00:31.87,-33:38:00.22,1.23,4547,,-3.03,0.18,,-0.07,0.38,0.63,,0.56
RGB,10_8_1640,,01:00:32.68,-33:41:05.05,1.8,4758,,-1.59,0.26,,-0.89,0.27,0.3,,-0.59
RGB,10_8_1566,,01:00:33.94,-33:40:08.24,1.04,4486,,-2.42,0.2,,-0.74,0.31,0.77,,0.03
RGB,6_5_678,,01:00:34.10,-33:35:08.73,1.38,4615,,-2.74,0.24,,0.09,0.43,0.53,,0.62
RGB,10_7_570,,01:00:36.41,-33:52:19.54,1.81,4805,,-2.94,0.24,,0.37,0.34,0.13,,0.50
RGB,10_8_1463,,01:00:36.46,-33:50:26.67,1.96,4871,,-2.91,0.27,,0.22,0.32,0.04,,0.26
RGB,10_8_1325,,01:00:39.72,-33:39:12.42,2.03,4870,,-1.96,0.48,,-0.53,0.41,0.04,,-0.49
RGB,10_8_1308,,01:00:40.35,-33:44:14.23,1.36,4603,,-2.97,0.23,,-0.01,0.40,0.54,,0.53
RGB,10_8_1124,,01:00:46.21,-33:42:34.03,1.21,4539,,-2.72,0.2,,-0.49,0.38,0.68,,0.19
RGB,10_8_1072,,01:00:47.83,-33:41:03.17,1.3,4581,,-3.63,0.21,<,0.25,,0.56,<,0.81
RGB,10_8_1062,,01:00:48.14,-33:42:13.32,1.93,4859,,-2.91,0.23,,0.37,0.30,0.06,,0.43
RGB,10_7_442,,01:00:50.35,-33:52:15.67,1.62,4723,,-3.15,0.22,,0.39,0.38,0.29,,0.68
RGB,6_5_420,,01:00:51.64,-33:36:56.74,2.5,4565,,-0.61,0.46,,-0.40,0.40,0.03,,-0.37
RGB,10_8_798,,01:00:56.41,-33:49:47.18,1.37,4609,,-2.74,0.23,,-0.34,0.37,0.55,,0.21
RGB,10_8_758,,01:00:57.56,-33:39:39.74,1.64,4746,,-2.50,0.28,,0.00,0.38,0.32,,0.32
RGB,10_8_577,,01:01:06.92,-33:46:13.15,1.74,4773,,-3.23,0.27,,0.61,0.39,0.17,,0.78
RGB,6_5_239,,01:01:10.27,-33:38:37.81,1.09,4505,,-2.44,0.23,,-0.43,0.32,0.72,,0.29
RGB,10_8_462,,01:01:13.19,-33:43:20.56,1.53,4681,,-3.06,0.22,,0.28,0.36,0.38,,0.66
RGB,10_8_320,,01:01:22.24,-33:46:21.81,1.1,4493,,-3.00,0.15,,-0.39,0.40,0.72,,0.33
RGB,10_8_265,,01:01:27.22,-33:45:15.31,1.51,4671,,-3.05,0.22,,0.37,0.34,0.41,,0.78
RGB,10_8_61,,01:01:47.52,-33:47:27.64,1.6,4713,,-3.15,0.25,<,0.75,,0.3,<,1.05
CEMP-s,11_1_6440,d,00:59:00.13,-33:38:50.96,1.3,4579,>,-3.04,,,,,,,
CEMP-s,11_1_5437,d,00:59:19.87,-33:38:56.77,1.12,4517,>,-3.41,,,,,,,
CEMP-s,11_1_4121,d,00:59:41.05,-33:45:25.28,1.25,4554,>,-3.12,,,,,,,
CEMP-s,11_1_3334,d,00:59:49.62,-33:40:41.78,1.62,4721,>,-3.24,,,,,,,
CEMP-s,10_8_3963,d,00:59:56.17,-33:43:04.89,1.09,4488,>,-3.09,,,,,,,
CEMP-s,10_8_3926,d,00:59:56.73,-33:39:37.54,1.36,4626,>,-3.76,,,,,,,
CEMP-s,10_8_3804,d,00:59:58.91,-33:50:53.61,1.63,4727,>,-3.15,,,,,,,
CEMP-s,10_8_2134,d,01:00:23.71,-33:40:20.40,1.41,4628,>,-2.98,,,,,,,
CEMP-s,10_7_486,d,01:00:45.41,-33:52:14.68,1.14,4509,>,-3.02,,,,,,,
CEMP-s,6_5_505,d,01:00:45.76,-33:38:34.83,1.57,4706,>,-3.33,,,,,,,
CEMP-s,10_8_437,d,01:01:15.05,-33:50:02.63,1.24,4553,>,-3.20,,,,,,,
Blueward_of_RGB,10_8_4247,,00:59:51.56,-33:45:07.76,3.32,5419,,-2.84,0.39,<,0.40,,0.0,<,0.40
Blueward_of_RGB,10_8_4014,,00:59:55.48,-33:45:51.48,2.88,5244,,-2.99,0.42,,0.64,0.51,0.01,,0.65
Blueward_of_RGB,10_8_3723,,00:59:59.92,-33:51:11.79,2.96,5286,,-2.38,0.82,<,0.40,,0.01,<,0.41
Blueward_of_RGB,10_8_3558,,01:00:02.65,-33:49:18.73,3.02,5309,,-2.48,0.31,<,0.4,,0.01,<,0.41
Blueward_of_RGB,10_8_3188,,01:00:07.66,-33:49:46.99,3.32,5394,,-1.98,0.45,<,0.00,,0.0,<,0.00
Blueward_of_RGB,10_8_3111,,01:00:08.86,-33:49:49.67,2.65,5066,,-1.15,0.37,,-0.86,0.30,0.02,,-0.84
Blueward_of_RGB,10_8_3045,,01:00:09.72,-33:47:00.79,2.49,5100,,-2.55,0.28,,0.16,0.39,0.01,,0.17
Blueward_of_RGB,10_8_1615,,01:00:33.05,-33:43:02.26,2.61,5151,,-2.55,0.34,<,0.25,,0.01,<,0.26
Blueward_of_RGB,10_8_1366,,01:00:38.71,-33:43:16.58,2.81,5227,,-2.10,0.38,,-0.22,0.41,0.01,,-0.21
Blueward_of_RGB,10_8_440,,01:01:14.29,-33:39:27.82,3.59,5493,,-1.65,0.2,,-0.45,0.31,0.0,,-0.45
Blueward_of_RGB,10_8_436,,01:01:14.95,-33:47:21.34,3.35,5404,,-1.42,0.83,,-0.47,0.57,0.0,,-0.47
Blueward_of_RGB,6_5_163,,01:01:19.89,-33:35:57.44,2.41,5055,,-2.95,0.45,,0.84,0.48,0.01,,0.85
