name,species,Solar,wavelength,expot,loggf,EW,logeps,ul
lmc109,11.0,6.24,5895.924,0.0,-0.194,157.03,3.234,0.0
lmc109,12.0,7.6,4167.271,4.346,-0.745,64.45,5.263,0.0
lmc109,12.0,7.6,4571.096,0.0,-5.623,100.64,5.165,0.0
lmc109,12.0,7.6,4702.991,4.346,-0.44,75.48,5.052,0.0
lmc109,12.0,7.6,5528.405,4.346,-0.498,88.26,5.221,0.0
lmc109,13.0,6.45,3962.0,nan,nan,nan,2.401,0.0
lmc109,14.0,7.51,3906.0,nan,nan,nan,5.091,0.0
lmc109,19.0,5.03,7698.974,0.0,-0.178,55.15,2.792,0.0
lmc109,20.0,6.34,4283.011,1.886,-0.224,60.02,3.605,0.0
lmc109,20.0,6.34,4318.652,1.899,-0.21,62.47,3.642,0.0
lmc109,20.0,6.34,4425.437,1.879,-0.358,56.39,3.666,0.0
lmc109,20.0,6.34,4434.957,1.886,-0.007,98.68,3.959,0.0
lmc109,20.0,6.34,4435.679,1.886,-0.519,59.04,3.873,0.0
lmc109,20.0,6.34,4454.779,1.899,0.258,91.69,3.593,0.0
lmc109,20.0,6.34,4455.887,1.899,-0.518,36.53,3.546,0.0
lmc109,20.0,6.34,5588.749,2.524,0.21,54.85,3.788,0.0
lmc109,20.0,6.34,5594.462,2.523,0.097,41.39,3.702,0.0
lmc109,20.0,6.34,6102.723,1.879,-0.793,43.19,3.798,0.0
lmc109,20.0,6.34,6122.217,1.886,-0.316,77.8,3.785,0.0
lmc109,20.0,6.34,6162.173,1.899,-0.09,96.54,3.816,0.0
lmc109,20.0,6.34,6439.075,2.524,0.47,67.11,3.642,0.0
lmc109,21.1,3.15,4246.0,nan,nan,nan,0.388,0.0
lmc109,21.1,3.15,4313.0,nan,nan,nan,0.498,0.0
lmc109,21.1,3.15,4324.0,nan,nan,nan,0.212,0.0
lmc109,21.1,3.15,4399.0,nan,nan,nan,0.257,0.0
lmc109,21.1,3.15,4415.0,nan,nan,nan,0.34,0.0
lmc109,21.1,3.15,4669.0,nan,nan,nan,0.585,0.0
lmc109,21.1,3.15,5526.0,nan,nan,nan,0.415,0.0
lmc109,22.0,4.95,3989.758,0.021,-0.13,81.02,2.022,0.0
lmc109,22.0,4.95,3998.636,0.048,0.02,99.33,2.224,0.0
lmc109,22.0,4.95,4008.927,0.021,-1.0,34.25,2.168,0.0
lmc109,22.0,4.95,4533.239,0.848,0.54,64.02,2.062,0.0
lmc109,22.0,4.95,4534.776,0.835,0.35,45.92,1.982,0.0
lmc109,22.0,4.95,4535.569,0.825,0.14,48.37,2.215,0.0
lmc109,22.0,4.95,4991.066,0.835,0.45,83.68,2.35,0.0
lmc109,22.0,4.95,4999.503,0.825,0.32,56.6,2.105,0.0
lmc109,22.0,4.95,5007.209,0.818,0.17,63.26,2.331,0.0
lmc109,22.0,4.95,5064.653,0.048,-0.94,42.12,2.171,0.0
lmc109,22.0,4.95,5192.969,0.021,-0.95,57.69,2.347,0.0
lmc109,22.0,4.95,5210.384,0.048,-0.82,66.68,2.366,0.0
lmc109,22.1,4.95,3882.287,1.115,-1.87,63.67,2.32,0.0
lmc109,22.1,4.95,3900.539,1.13,-0.29,151.09,2.516,0.0
lmc109,22.1,4.95,4028.338,1.89,-0.92,50.17,2.115,0.0
lmc109,22.1,4.95,4053.821,1.891,-1.07,51.56,2.284,0.0
lmc109,22.1,4.95,4056.187,0.607,-3.28,37.77,2.677,0.0
lmc109,22.1,4.95,4161.529,1.083,-2.09,60.66,2.419,0.0
lmc109,22.1,4.95,4290.215,1.164,-0.87,138.67,2.654,0.0
lmc109,22.1,4.95,4301.923,1.16,-1.21,104.29,2.304,0.0
lmc109,22.1,4.95,4320.95,1.164,-1.88,77.93,2.542,0.0
lmc109,22.1,4.95,4330.698,1.179,-2.09,72.43,2.684,0.0
lmc109,22.1,4.95,4394.059,1.22,-1.77,75.35,2.449,0.0
lmc109,22.1,4.95,4395.031,1.083,-0.54,152.53,2.456,0.0
lmc109,22.1,4.95,4395.839,1.242,-1.93,62.87,2.462,0.0
lmc109,22.1,4.95,4399.765,1.236,-1.2,97.66,2.252,0.0
lmc109,22.1,4.95,4418.331,1.236,-1.99,66.22,2.558,0.0
lmc109,22.1,4.95,4443.801,1.079,-0.71,130.64,2.156,0.0
lmc109,22.1,4.95,4444.554,1.115,-2.2,67.73,2.633,0.0
lmc109,22.1,4.95,4450.482,1.083,-1.52,100.13,2.408,0.0
lmc109,22.1,4.95,4468.493,1.13,-0.63,136.49,2.253,0.0
lmc109,22.1,4.95,4469.151,1.083,-2.55,53.41,2.74,0.0
lmc109,22.1,4.95,4493.522,1.079,-2.78,26.92,2.534,0.0
lmc109,22.1,4.95,4501.27,1.115,-0.77,126.36,2.162,0.0
lmc109,22.1,4.95,4518.332,1.079,-2.56,35.74,2.474,0.0
lmc109,22.1,4.95,4529.48,1.571,-1.75,49.3,2.486,0.0
lmc109,22.1,4.95,4545.133,1.13,-2.45,31.97,2.36,0.0
lmc109,22.1,4.95,4571.971,1.571,-0.31,114.33,2.042,0.0
lmc109,22.1,4.95,4657.201,1.242,-2.29,37.2,2.42,0.0
lmc109,22.1,4.95,4708.663,1.236,-2.35,41.29,2.533,0.0
lmc109,22.1,4.95,4762.778,1.083,-2.89,27.43,2.638,0.0
lmc109,22.1,4.95,4763.883,1.22,-2.4,41.5,2.561,0.0
lmc109,22.1,4.95,4764.525,1.236,-2.69,23.4,2.544,0.0
lmc109,22.1,4.95,4798.531,1.079,-2.66,47.27,2.727,0.0
lmc109,22.1,4.95,4849.168,1.13,-2.96,24.43,2.697,0.0
lmc109,22.1,4.95,5185.902,1.891,-1.41,59.77,2.634,0.0
lmc109,22.1,4.95,5336.786,1.581,-1.6,54.95,2.355,0.0
lmc109,22.1,4.95,5381.022,1.565,-1.97,47.02,2.594,0.0
lmc109,23.0,3.93,4379.0,nan,nan,nan,1.008,0.0
lmc109,23.0,3.93,4384.0,nan,nan,nan,1.067,0.0
lmc109,23.1,3.93,4006.0,nan,nan,nan,1.717,1.0
lmc109,24.0,5.64,4616.124,0.982,-1.19,31.81,2.666,0.0
lmc109,24.0,5.64,4646.162,1.029,-0.74,40.4,2.415,0.0
lmc109,24.0,5.64,4652.157,1.003,-1.04,34.68,2.59,0.0
lmc109,24.0,5.64,5206.023,0.941,0.02,108.46,2.453,0.0
lmc109,24.0,5.64,5298.272,0.982,-1.14,31.35,2.553,0.0
lmc109,24.0,5.64,5409.783,1.029,-0.67,50.25,2.423,0.0
lmc109,24.1,5.64,4558.644,4.07,-0.43,26.69,2.927,0.0
lmc109,25.0,5.43,4753.0,nan,nan,nan,2.298,1.0
lmc109,25.0,5.43,4762.0,nan,nan,nan,2.569,1.0
lmc109,25.0,5.43,4766.0,nan,nan,nan,2.744,1.0
lmc109,25.0,5.43,4782.0,nan,nan,nan,2.026,0.0
lmc109,25.0,5.43,4824.0,nan,nan,nan,2.038,0.0
lmc109,26.0,7.5,3917.181,0.989,-2.15,112.71,4.459,0.0
lmc109,26.0,7.5,3940.878,0.957,-2.49,120.74,4.912,0.0
lmc109,26.0,7.5,3948.097,3.241,-0.59,34.14,4.351,0.0
lmc109,26.0,7.5,3949.953,2.174,-1.25,83.75,4.498,0.0
lmc109,26.0,7.5,3977.741,2.196,-1.12,95.44,4.604,0.0
lmc109,26.0,7.5,4067.978,3.209,-0.53,56.02,4.597,0.0
lmc109,26.0,7.5,4098.176,3.239,-0.97,38.96,4.804,0.0
lmc109,26.0,7.5,4139.927,0.989,-3.51,47.85,4.674,0.0
lmc109,26.0,7.5,4143.415,3.047,-0.21,74.63,4.356,0.0
lmc109,26.0,7.5,4147.669,1.484,-2.07,98.13,4.648,0.0
lmc109,26.0,7.5,4158.792,3.428,-0.7,36.03,4.71,0.0
lmc109,26.0,7.5,4173.921,0.989,-3.29,85.19,5.009,0.0
lmc109,26.0,7.5,4174.913,0.914,-2.94,96.24,4.751,0.0
lmc109,26.0,7.5,4187.039,2.45,-0.56,90.85,4.213,0.0
lmc109,26.0,7.5,4199.095,3.045,0.17,98.83,4.383,0.0
lmc109,26.0,7.5,4216.184,0.0,-3.36,127.23,4.557,0.0
lmc109,26.0,7.5,4233.603,2.482,-0.6,91.76,4.298,0.0
lmc109,26.0,7.5,4282.403,2.174,-0.78,106.02,4.36,0.0
lmc109,26.0,7.5,4291.463,0.052,-4.08,96.64,4.752,0.0
lmc109,26.0,7.5,4337.046,1.556,-1.7,104.66,4.436,0.0
lmc109,26.0,7.5,4389.245,0.052,-4.55,77.3,4.903,0.0
lmc109,26.0,7.5,4408.414,2.196,-1.74,81.57,4.881,0.0
lmc109,26.0,7.5,4435.149,0.087,-4.31,113.81,5.29,0.0
lmc109,26.0,7.5,4442.339,2.196,-1.23,86.2,4.436,0.0
lmc109,26.0,7.5,4447.717,2.221,-1.36,83.9,4.561,0.0
lmc109,26.0,7.5,4459.117,2.174,-1.29,99.81,4.685,0.0
lmc109,26.0,7.5,4484.22,3.6,-0.64,19.91,4.503,0.0
lmc109,26.0,7.5,4489.739,0.121,-3.9,107.67,4.797,0.0
lmc109,26.0,7.5,4494.563,2.196,-1.14,95.63,4.486,0.0
lmc109,26.0,7.5,4528.614,2.174,-0.89,109.55,4.436,0.0
lmc109,26.0,7.5,4531.148,1.484,-2.1,103.53,4.674,0.0
lmc109,26.0,7.5,4592.651,1.556,-2.46,85.32,4.82,0.0
lmc109,26.0,7.5,4602.0,1.607,-3.13,31.14,4.757,0.0
lmc109,26.0,7.5,4602.941,1.484,-2.21,99.76,4.713,0.0
lmc109,26.0,7.5,4607.647,3.263,-1.33,20.02,4.777,0.0
lmc109,26.0,7.5,4632.912,1.607,-2.9,49.54,4.816,0.0
lmc109,26.0,7.5,4707.275,3.241,-0.96,32.46,4.64,0.0
lmc109,26.0,7.5,4733.591,1.484,-2.99,51.43,4.768,0.0
lmc109,26.0,7.5,4736.773,3.209,-0.67,46.49,4.535,0.0
lmc109,26.0,7.5,4871.318,2.865,-0.34,85.16,4.311,0.0
lmc109,26.0,7.5,4889.002,2.196,-2.55,30.01,4.873,0.0
lmc109,26.0,7.5,4890.755,2.876,-0.38,85.79,4.371,0.0
lmc109,26.0,7.5,4903.31,2.882,-0.89,63.63,4.576,0.0
lmc109,26.0,7.5,4939.687,0.858,-3.25,86.09,4.676,0.0
lmc109,26.0,7.5,4966.089,3.329,-0.79,42.43,4.724,0.0
lmc109,26.0,7.5,4994.13,0.914,-2.97,101.75,4.691,0.0
lmc109,26.0,7.5,5001.864,3.882,-0.01,43.12,4.632,0.0
lmc109,26.0,7.5,5012.068,0.858,-2.6,123.85,4.607,0.0
lmc109,26.0,7.5,5041.072,0.957,-3.09,98.8,4.816,0.0
lmc109,26.0,7.5,5041.756,1.484,-2.2,108.47,4.758,0.0
lmc109,26.0,7.5,5051.635,0.914,-2.76,110.3,4.603,0.0
lmc109,26.0,7.5,5079.74,0.989,-3.25,87.17,4.839,0.0
lmc109,26.0,7.5,5083.339,0.957,-2.84,107.69,4.691,0.0
lmc109,26.0,7.5,5098.697,2.174,-2.03,64.24,4.818,0.0
lmc109,26.0,7.5,5110.413,0.0,-3.76,134.3,4.775,0.0
lmc109,26.0,7.5,5123.72,1.01,-3.06,92.19,4.74,0.0
lmc109,26.0,7.5,5127.36,0.914,-3.25,82.67,4.675,0.0
lmc109,26.0,7.5,5142.928,0.957,-3.07,100.39,4.802,0.0
lmc109,26.0,7.5,5150.84,0.989,-3.04,104.85,4.878,0.0
lmc109,26.0,7.5,5151.911,1.01,-3.32,100.24,5.115,0.0
lmc109,26.0,7.5,5166.282,0.0,-4.12,113.83,4.794,0.0
lmc109,26.0,7.5,5171.596,1.484,-1.72,122.87,4.493,0.0
lmc109,26.0,7.5,5194.942,1.556,-2.02,102.24,4.544,0.0
lmc109,26.0,7.5,5202.336,2.174,-1.87,62.21,4.619,0.0
lmc109,26.0,7.5,5215.181,3.263,-0.86,21.97,4.316,0.0
lmc109,26.0,7.5,5216.274,1.607,-2.08,111.14,4.804,0.0
lmc109,26.0,7.5,5225.525,0.11,-4.75,64.64,4.888,0.0
lmc109,26.0,7.5,5227.19,1.556,-1.23,162.78,4.77,0.0
lmc109,26.0,7.5,5250.646,2.196,-2.18,70.53,5.063,0.0
lmc109,26.0,7.5,5254.956,0.11,-4.76,70.13,4.965,0.0
lmc109,26.0,7.5,5283.621,3.239,-0.45,59.25,4.489,0.0
lmc109,26.0,7.5,5302.303,3.281,-0.73,34.68,4.454,0.0
lmc109,26.0,7.5,5307.361,1.607,-2.91,41.81,4.652,0.0
lmc109,26.0,7.5,5324.179,3.211,-0.11,87.04,4.49,0.0
lmc109,26.0,7.5,5328.532,1.556,-1.85,130.11,4.803,0.0
lmc109,26.0,7.5,5332.9,1.556,-2.78,55.43,4.648,0.0
lmc109,26.0,7.5,5339.929,3.263,-0.63,42.15,4.452,0.0
lmc109,26.0,7.5,5341.024,1.607,-1.95,97.25,4.442,0.0
lmc109,26.0,7.5,5393.168,3.241,-0.72,47.4,4.588,0.0
lmc109,26.0,7.5,5397.128,0.914,-1.98,159.35,4.549,0.0
lmc109,26.0,7.5,5405.775,0.989,-1.85,150.01,4.362,0.0
lmc109,26.0,7.5,5429.696,0.957,-1.88,154.11,4.417,0.0
lmc109,26.0,7.5,5434.524,1.01,-2.13,135.91,4.437,0.0
lmc109,26.0,7.5,5497.516,1.01,-2.83,100.71,4.577,0.0
lmc109,26.0,7.5,5501.465,0.957,-3.05,109.15,4.851,0.0
lmc109,26.0,7.5,5506.779,0.989,-2.79,124.48,4.864,0.0
lmc109,26.0,7.5,5569.618,3.414,-0.52,42.46,4.519,0.0
lmc109,26.0,7.5,5586.756,3.366,-0.11,65.84,4.372,0.0
lmc109,26.0,7.5,5615.644,3.332,0.04,86.21,4.451,0.0
lmc109,26.0,7.5,5658.816,3.394,-0.76,34.66,4.604,0.0
lmc109,26.0,7.5,6219.28,2.196,-2.45,41.72,4.866,0.0
lmc109,26.0,7.5,6265.134,2.174,-2.54,32.36,4.777,0.0
lmc109,26.0,7.5,6335.33,2.196,-2.18,41.76,4.589,0.0
lmc109,26.0,7.5,6411.649,3.651,-0.59,33.71,4.694,0.0
lmc109,26.0,7.5,6430.846,2.174,-1.95,70.33,4.698,0.0
lmc109,26.1,7.5,4178.855,2.583,-2.51,56.97,4.563,0.0
lmc109,26.1,7.5,4233.163,2.583,-2.02,89.43,4.574,0.0
lmc109,26.1,7.5,4416.818,2.778,-2.57,48.52,4.713,0.0
lmc109,26.1,7.5,4491.4,2.856,-2.71,30.59,4.641,0.0
lmc109,26.1,7.5,4508.281,2.856,-2.42,55.48,4.753,0.0
lmc109,26.1,7.5,4515.334,2.844,-2.6,49.88,4.837,0.0
lmc109,26.1,7.5,4520.221,2.807,-2.65,50.06,4.844,0.0
lmc109,26.1,7.5,4583.829,2.807,-1.94,88.67,4.702,0.0
lmc109,26.1,7.5,4629.332,2.807,-2.26,62.27,4.625,0.0
lmc109,26.1,7.5,4923.922,2.891,-1.26,118.15,4.563,0.0
lmc109,26.1,7.5,5018.435,2.891,-1.1,116.7,4.361,0.0
lmc109,26.1,7.5,5275.997,3.199,-2.01,60.69,4.78,0.0
lmc109,27.0,4.99,4110.0,nan,nan,nan,2.662,1.0
lmc109,27.0,4.99,4119.0,nan,nan,nan,1.787,0.0
lmc109,27.0,4.99,4121.0,nan,nan,nan,1.971,0.0
lmc109,28.0,6.22,4401.541,3.191,0.06,33.08,3.31,0.0
lmc109,28.0,6.22,4714.417,3.377,0.25,36.49,3.386,0.0
lmc109,28.0,6.22,5035.362,3.633,0.29,22.66,3.367,0.0
lmc109,28.0,6.22,5476.904,1.825,-0.78,96.79,3.261,0.0
lmc109,28.0,6.22,6643.63,1.675,-2.22,22.99,3.344,0.0
lmc109,28.0,6.22,6767.772,1.825,-2.14,26.2,3.515,0.0
lmc109,38.1,2.87,4078.0,nan,nan,nan,0.142,0.0
lmc109,38.1,2.87,4215.0,nan,nan,nan,-0.577,0.0
lmc109,39.1,2.21,4397.0,nan,nan,nan,-0.859,0.0
lmc109,39.1,2.21,4884.0,nan,nan,nan,-0.723,0.0
lmc109,40.1,2.58,4208.0,nan,nan,nan,0.361,1.0
lmc109,56.1,2.18,4554.0,nan,nan,nan,-0.941,0.0
lmc109,56.1,2.18,4933.0,nan,nan,nan,-1.11,0.0
lmc109,56.1,2.18,5854.0,nan,nan,nan,-0.74,0.0
lmc109,56.1,2.18,6142.0,nan,nan,nan,-0.946,0.0
lmc109,56.1,2.18,6496.0,nan,nan,nan,-0.859,0.0
lmc109,57.1,1.1,4086.0,nan,nan,nan,-1.302,1.0
lmc109,57.1,1.1,4122.0,nan,nan,nan,-1.204,1.0
lmc109,57.1,1.1,4334.0,nan,nan,nan,-1.354,1.0
lmc109,57.1,1.1,4922.0,nan,nan,nan,-1.238,1.0
lmc109,63.1,0.52,4129.0,nan,nan,nan,-1.852,0.0
lmc109,63.1,0.52,4205.0,nan,nan,nan,-1.855,0.0
lmc109,106.0,8.43,4310.0,nan,nan,nan,5.022,0.0
lmc109,106.0,8.43,4323.0,nan,nan,nan,5.038,0.0
lmc124,11.0,6.24,5889.951,0.0,0.108,185.44,3.29,0.0
lmc124,11.0,6.24,5895.924,0.0,-0.194,178.48,3.494,0.0
lmc124,12.0,7.6,4167.271,4.346,-0.745,47.18,5.02,0.0
lmc124,12.0,7.6,4571.096,0.0,-5.623,104.34,5.218,0.0
lmc124,12.0,7.6,4702.991,4.346,-0.44,70.73,4.987,0.0
lmc124,12.0,7.6,5528.405,4.346,-0.498,92.13,5.257,0.0
lmc124,13.0,6.45,3962.0,nan,nan,nan,3.004,0.0
lmc124,14.0,7.51,3906.0,nan,nan,nan,4.789,0.0
lmc124,19.0,5.03,7698.974,0.0,-0.178,59.34,2.859,0.0
lmc124,20.0,6.34,4283.011,1.886,-0.224,73.04,3.789,0.0
lmc124,20.0,6.34,4318.652,1.899,-0.21,68.51,3.72,0.0
lmc124,20.0,6.34,4425.437,1.879,-0.358,47.2,3.543,0.0
lmc124,20.0,6.34,4435.679,1.886,-0.519,53.57,3.801,0.0
lmc124,20.0,6.34,4454.779,1.899,0.258,89.08,3.525,0.0
lmc124,20.0,6.34,4455.887,1.899,-0.518,40.71,3.628,0.0
lmc124,20.0,6.34,5588.749,2.524,0.21,57.66,3.831,0.0
lmc124,20.0,6.34,5598.48,2.521,-0.087,35.64,3.804,0.0
lmc124,20.0,6.34,5857.451,2.93,0.23,32.34,3.914,0.0
lmc124,20.0,6.34,6102.723,1.879,-0.793,43.91,3.826,0.0
lmc124,20.0,6.34,6122.217,1.886,-0.316,75.58,3.758,0.0
lmc124,20.0,6.34,6162.173,1.899,-0.09,91.01,3.731,0.0
lmc124,20.0,6.34,6439.075,2.524,0.47,70.67,3.687,0.0
lmc124,21.1,3.15,4246.0,nan,nan,nan,0.035,0.0
lmc124,21.1,3.15,4313.0,nan,nan,nan,0.396,0.0
lmc124,21.1,3.15,4324.0,nan,nan,nan,0.25,0.0
lmc124,21.1,3.15,4399.0,nan,nan,nan,0.143,0.0
lmc124,21.1,3.15,4415.0,nan,nan,nan,0.306,0.0
lmc124,21.1,3.15,4669.0,nan,nan,nan,0.541,0.0
lmc124,21.1,3.15,5030.0,nan,nan,nan,0.266,0.0
lmc124,21.1,3.15,5526.0,nan,nan,nan,0.332,0.0
lmc124,22.0,4.95,3989.758,0.021,-0.13,78.98,1.993,0.0
lmc124,22.0,4.95,4518.022,0.825,-0.25,28.63,2.317,0.0
lmc124,22.0,4.95,4533.239,0.848,0.54,64.81,2.089,0.0
lmc124,22.0,4.95,4534.776,0.835,0.35,50.84,2.078,0.0
lmc124,22.0,4.95,4548.764,0.825,-0.28,27.7,2.327,0.0
lmc124,22.0,4.95,4991.066,0.835,0.45,57.63,2.027,0.0
lmc124,22.0,4.95,4999.503,0.825,0.32,59.65,2.169,0.0
lmc124,22.0,4.95,5007.209,0.818,0.17,65.42,2.38,0.0
lmc124,22.0,4.95,5173.743,0.0,-1.06,56.78,2.454,0.0
lmc124,22.0,4.95,5210.384,0.048,-0.82,61.67,2.331,0.0
lmc124,22.1,4.95,3987.606,0.607,-2.73,54.57,2.384,0.0
lmc124,22.1,4.95,4012.384,0.573,-1.78,108.02,2.199,0.0
lmc124,22.1,4.95,4025.129,0.607,-2.11,76.28,2.065,0.0
lmc124,22.1,4.95,4053.821,1.891,-1.07,42.83,2.136,0.0
lmc124,22.1,4.95,4161.529,1.083,-2.09,70.04,2.53,0.0
lmc124,22.1,4.95,4330.698,1.179,-2.09,49.58,2.352,0.0
lmc124,22.1,4.95,4394.059,1.22,-1.77,74.66,2.412,0.0
lmc124,22.1,4.95,4395.839,1.242,-1.93,64.34,2.465,0.0
lmc124,22.1,4.95,4399.765,1.236,-1.2,91.27,2.094,0.0
lmc124,22.1,4.95,4418.331,1.236,-1.99,48.61,2.301,0.0
lmc124,22.1,4.95,4443.801,1.079,-0.71,127.25,1.986,0.0
lmc124,22.1,4.95,4444.554,1.115,-2.2,52.39,2.41,0.0
lmc124,22.1,4.95,4450.482,1.083,-1.52,82.83,2.096,0.0
lmc124,22.1,4.95,4468.493,1.13,-0.63,122.0,1.871,0.0
lmc124,22.1,4.95,4501.27,1.115,-0.77,130.41,2.13,0.0
lmc124,22.1,4.95,4518.332,1.079,-2.56,44.36,2.606,0.0
lmc124,22.1,4.95,4529.48,1.571,-1.75,50.97,2.5,0.0
lmc124,22.1,4.95,4545.133,1.13,-2.45,33.5,2.388,0.0
lmc124,22.1,4.95,4571.971,1.571,-0.31,127.71,2.183,0.0
lmc124,22.1,4.95,4583.409,1.164,-2.84,23.64,2.627,0.0
lmc124,22.1,4.95,4657.201,1.242,-2.29,55.05,2.673,0.0
lmc124,22.1,4.95,4708.663,1.236,-2.35,40.74,2.522,0.0
lmc124,22.1,4.95,4763.883,1.22,-2.4,40.16,2.539,0.0
lmc124,22.1,4.95,4798.531,1.079,-2.66,43.0,2.662,0.0
lmc124,22.1,4.95,4865.61,1.115,-2.7,32.02,2.567,0.0
lmc124,22.1,4.95,5129.156,1.89,-1.34,62.54,2.584,0.0
lmc124,22.1,4.95,5185.902,1.891,-1.41,31.83,2.214,0.0
lmc124,22.1,4.95,5336.786,1.581,-1.6,58.69,2.393,0.0
lmc124,22.1,4.95,5381.022,1.565,-1.97,52.31,2.658,0.0
lmc124,23.0,3.93,4379.0,nan,nan,nan,1.123,1.0
lmc124,23.0,3.93,4384.0,nan,nan,nan,1.5,1.0
lmc124,23.1,3.93,4006.0,nan,nan,nan,1.675,1.0
lmc124,24.0,5.64,4344.502,1.003,-0.65,47.22,2.448,0.0
lmc124,24.0,5.64,4616.124,0.982,-1.19,19.54,2.434,0.0
lmc124,24.0,5.64,4626.173,0.968,-1.33,33.5,2.849,0.0
lmc124,24.0,5.64,4646.162,1.029,-0.74,26.49,2.203,0.0
lmc124,24.0,5.64,4652.157,1.003,-1.04,28.09,2.501,0.0
lmc124,24.0,5.64,5206.023,0.941,0.02,79.45,2.033,0.0
lmc124,24.0,5.64,5345.796,1.003,-0.95,43.16,2.604,0.0
lmc124,24.0,5.64,5409.783,1.029,-0.67,52.19,2.475,0.0
lmc124,25.0,5.43,4753.0,nan,nan,nan,2.516,1.0
lmc124,25.0,5.43,4762.0,nan,nan,nan,2.716,1.0
lmc124,25.0,5.43,4766.0,nan,nan,nan,2.847,1.0
lmc124,25.0,5.43,4782.0,nan,nan,nan,2.384,1.0
lmc124,25.0,5.43,4824.0,nan,nan,nan,2.376,1.0
lmc124,26.0,7.5,3852.573,2.174,-1.19,73.56,4.27,0.0
lmc124,26.0,7.5,3940.878,0.957,-2.49,118.01,4.79,0.0
lmc124,26.0,7.5,3949.953,2.174,-1.25,69.02,4.247,0.0
lmc124,26.0,7.5,3977.741,2.196,-1.12,69.86,4.153,0.0
lmc124,26.0,7.5,4067.978,3.209,-0.53,47.33,4.475,0.0
lmc124,26.0,7.5,4084.492,3.329,-0.54,21.57,4.16,0.0
lmc124,26.0,7.5,4118.545,3.571,0.27,75.31,4.518,0.0
lmc124,26.0,7.5,4139.927,0.989,-3.51,43.09,4.635,0.0
lmc124,26.0,7.5,4143.415,3.047,-0.21,91.55,4.605,0.0
lmc124,26.0,7.5,4147.669,1.484,-2.07,93.13,4.535,0.0
lmc124,26.0,7.5,4152.169,0.957,-3.16,57.75,4.455,0.0
lmc124,26.0,7.5,4174.913,0.914,-2.94,91.1,4.65,0.0
lmc124,26.0,7.5,4187.039,2.45,-0.56,95.47,4.258,0.0
lmc124,26.0,7.5,4199.095,3.045,0.17,90.1,4.189,0.0
lmc124,26.0,7.5,4233.603,2.482,-0.6,96.51,4.345,0.0
lmc124,26.0,7.5,4282.403,2.174,-0.78,98.49,4.176,0.0
lmc124,26.0,7.5,4291.463,0.052,-4.08,90.52,4.653,0.0
lmc124,26.0,7.5,4337.046,1.556,-1.7,107.52,4.447,0.0
lmc124,26.0,7.5,4375.93,0.0,-3.0,131.07,4.162,0.0
lmc124,26.0,7.5,4389.245,0.052,-4.55,67.44,4.793,0.0
lmc124,26.0,7.5,4408.414,2.196,-1.74,78.33,4.827,0.0
lmc124,26.0,7.5,4427.31,0.052,-2.92,136.37,4.229,0.0
lmc124,26.0,7.5,4442.339,2.196,-1.23,89.21,4.466,0.0
lmc124,26.0,7.5,4447.717,2.221,-1.36,68.63,4.345,0.0
lmc124,26.0,7.5,4459.117,2.174,-1.29,110.55,4.826,0.0
lmc124,26.0,7.5,4461.653,0.087,-3.19,136.51,4.531,0.0
lmc124,26.0,7.5,4489.739,0.121,-3.9,101.2,4.681,0.0
lmc124,26.0,7.5,4494.563,2.196,-1.14,103.55,4.582,0.0
lmc124,26.0,7.5,4528.614,2.174,-0.89,117.13,4.516,0.0
lmc124,26.0,7.5,4531.148,1.484,-2.1,102.33,4.627,0.0
lmc124,26.0,7.5,4592.651,1.556,-2.46,78.48,4.727,0.0
lmc124,26.0,7.5,4602.941,1.484,-2.21,98.54,4.672,0.0
lmc124,26.0,7.5,4632.912,1.607,-2.9,46.33,4.799,0.0
lmc124,26.0,7.5,4733.591,1.484,-2.99,51.21,4.793,0.0
lmc124,26.0,7.5,4736.773,3.209,-0.67,45.73,4.539,0.0
lmc124,26.0,7.5,4871.318,2.865,-0.34,74.33,4.154,0.0
lmc124,26.0,7.5,4889.002,2.196,-2.55,20.09,4.691,0.0
lmc124,26.0,7.5,4890.755,2.876,-0.38,77.88,4.251,0.0
lmc124,26.0,7.5,4903.31,2.882,-0.89,50.6,4.411,0.0
lmc124,26.0,7.5,4939.687,0.858,-3.25,81.18,4.618,0.0
lmc124,26.0,7.5,4966.089,3.329,-0.79,29.64,4.526,0.0
lmc124,26.0,7.5,4994.13,0.914,-2.97,78.7,4.372,0.0
lmc124,26.0,7.5,5012.068,0.858,-2.6,120.8,4.518,0.0
lmc124,26.0,7.5,5041.072,0.957,-3.09,103.83,4.88,0.0
lmc124,26.0,7.5,5041.756,1.484,-2.2,93.89,4.522,0.0
lmc124,26.0,7.5,5051.635,0.914,-2.76,111.98,4.609,0.0
lmc124,26.0,7.5,5079.74,0.989,-3.25,91.3,4.901,0.0
lmc124,26.0,7.5,5083.339,0.957,-2.84,94.8,4.495,0.0
lmc124,26.0,7.5,5098.697,2.174,-2.03,74.73,4.964,0.0
lmc124,26.0,7.5,5110.413,0.0,-3.76,138.41,4.819,0.0
lmc124,26.0,7.5,5123.72,1.01,-3.06,98.59,4.829,0.0
lmc124,26.0,7.5,5127.36,0.914,-3.25,73.06,4.568,0.0
lmc124,26.0,7.5,5142.928,0.957,-3.07,89.29,4.646,0.0
lmc124,26.0,7.5,5150.84,0.989,-3.04,60.84,4.299,0.0
