Name,Species,lambda,ExPot,loggf,l_EW,EW,f_EW,l_logepsX,logepsX
UMa II-S1,C-H,4313.,,,,,s,,6.01
UMa II-S1,C-H,4322.,,,,,s,,6.10
UMa II-S1,O I,6300.31,0.00,-9.75,<,15.0,,<,7.30
UMa II-S1,O I,6363.79,0.02,-10.25,,,,,
UMa II-S1,Na I,5889.95,0.00,0.10,,124.0,,,3.12
UMa II-S1,Na I,5895.92,0.00,-0.20,,102.8,,,3.06
UMa II-S1,Mg I,4571.10,0.00,-5.67,,32.3,,,4.96
UMa II-S1,Mg I,4702.99,4.35,-0.52,,33.3,,,4.80
UMa II-S1,Mg I,5172.69,2.71,-0.38,,148.9,,,4.76
UMa II-S1,Mg I,5183.60,2.72,-0.16,,167.4,,,4.82
UMa II-S1,Mg I,5528.40,4.35,-0.49,,50.3,,,5.01
UMa II-S1,Mg I,5711.09,4.35,-1.72,,,,,
UMa II-S1,Al I,6696.03,3.14,-1.57,<,8.0,,<,5.23
UMa II-S1,Si I,5684.52,4.93,-1.65,<,9.0,,<,5.77
UMa II-S1,Ca I,4283.01,1.89,-0.22,,46.8,,,3.81
UMa II-S1,Ca I,4318.65,1.90,-0.21,,34.3,,,3.58
UMa II-S1,Ca I,4425.44,1.88,-0.36,,30.6,,,3.62
UMa II-S1,Ca I,4435.69,1.89,-0.52,,,,,
UMa II-S1,Ca I,4455.89,1.90,-0.53,,,,,
UMa II-S1,Ca I,5262.24,2.52,-0.47,,,,,
UMa II-S1,Ca I,5581.97,2.52,-0.555,,,,,
UMa II-S1,Ca I,5588.76,2.53,0.358,,15.6,,,3.18
UMa II-S1,Ca I,5590.12,2.52,-0.571,,,,,
UMa II-S1,Ca I,5594.47,2.52,0.097,,,,,
UMa II-S1,Ca I,5598.49,2.52,-0.087,,,,,
UMa II-S1,Ca I,5601.28,2.53,-0.523,,,,,
UMa II-S1,Ca I,5857.45,2.93,0.240,,14.2,,,3.69
UMa II-S1,Ca I,6102.72,1.88,-0.770,,,,,
UMa II-S1,Ca I,6122.22,1.89,-0.320,,19.5,,,3.21
UMa II-S1,Ca I,6169.06,2.52,-0.797,,,,,
UMa II-S1,Ca I,6169.56,2.53,-0.478,,,,,
UMa II-S1,Ca I,6439.07,2.53,0.390,,28.8,,,3.44
UMa II-S1,Ca I,6449.81,2.52,-0.502,,,,,
UMa II-S1,Ca I,6499.65,2.52,-0.818,,,,,
UMa II-S1,Ca I,6717.69,2.71,-0.524,,,,,
UMa II-S1,Sc II,4246.82,0.32,0.320,,,s,,0.40
UMa II-S1,Sc II,4415.54,0.60,-0.640,,,s,,0.10
UMa II-S1,Sc II,5031.01,1.36,-0.260,,,,,
UMa II-S1,Sc II,5239.81,1.46,-0.770,,,,,
UMa II-S1,Sc II,5526.78,1.77,0.130,,,s,,0.10
UMa II-S1,Ti I,4512.73,0.84,-0.424,,,,,
UMa II-S1,Ti I,4533.24,0.85,0.532,,37.8,,,2.22
UMa II-S1,Ti I,4534.77,0.84,0.336,,,,,
UMa II-S1,Ti I,4535.57,0.83,0.120,,,,,
UMa II-S1,Ti I,4544.69,0.82,-0.520,,,,,
UMa II-S1,Ti I,4548.76,0.83,-0.298,,,,,
UMa II-S1,Ti I,4681.91,0.05,-1.015,,17.2,,,2.36
UMa II-S1,Ti I,4981.73,0.85,0.560,,19.4,,,1.75
UMa II-S1,Ti I,4991.07,0.84,0.436,,31.5,,,2.13
UMa II-S1,Ti I,4999.50,0.83,0.306,,12.9,,,1.77
UMa II-S1,Ti I,5007.21,0.82,0.168,,24.0,,,2.22
UMa II-S1,Ti I,5016.16,0.85,-0.516,,,,,
UMa II-S1,Ti I,5020.02,0.84,-0.358,,,,,
UMa II-S1,Ti I,5024.84,0.82,-0.546,,,,,
UMa II-S1,Ti I,5035.90,1.46,0.260,,,,,
UMa II-S1,Ti I,5036.46,1.44,0.186,,,,,
UMa II-S1,Ti I,5038.40,1.43,0.069,,,,,
UMa II-S1,Ti I,5039.96,0.02,-1.130,,,,,
UMa II-S1,Ti I,5064.65,0.05,-0.935,,,,,
UMa II-S1,Ti I,5173.74,0.00,-1.062,,,,,
UMa II-S1,Ti I,5192.97,0.02,-0.948,,,,,
UMa II-S1,Ti I,5210.38,0.05,-0.828,,,,,
UMa II-S1,Ti I,6258.10,1.44,-0.299,,,,,
UMa II-S1,Ti II,4184.31,1.08,-2.510,,,,,
UMa II-S1,Ti II,4330.72,1.18,-2.060,,,,,
UMa II-S1,Ti II,4337.88,1.08,-1.130,,,,,
UMa II-S1,Ti II,4395.83,1.24,-1.970,,,,,
UMa II-S1,Ti II,4399.79,1.24,-1.270,,75.2,,,2.42
UMa II-S1,Ti II,4417.72,1.17,-1.430,,55.3,,,2.13
UMa II-S1,Ti II,4418.31,1.24,-1.990,,,,,
UMa II-S1,Ti II,4441.73,1.18,-2.410,,,,,
UMa II-S1,Ti II,4443.77,1.08,-0.700,,99.5,,,2.18
UMa II-S1,Ti II,4444.54,1.12,-2.210,,,,,
UMa II-S1,Ti II,4450.50,1.08,-1.510,,45.2,,,1.94
UMa II-S1,Ti II,4464.46,1.16,-2.080,,,,,
UMa II-S1,Ti II,4468.52,1.13,-0.600,,90.4,,,1.92
UMa II-S1,Ti II,4470.84,1.17,-2.280,,,,,
UMa II-S1,Ti II,4488.34,3.12,-0.820,,,,,
UMa II-S1,Ti II,4501.27,1.12,-0.760,,71.5,,,1.67
UMa II-S1,Ti II,4533.97,1.24,-0.770,,72.4,,,1.84
UMa II-S1,Ti II,4563.77,1.22,-0.960,,67.5,,,1.90
UMa II-S1,Ti II,4571.96,1.57,-0.530,,75.1,,,2.04
UMa II-S1,Ti II,4583.41,1.17,-2.870,,,,,
UMa II-S1,Ti II,4589.91,1.24,-1.790,,32.0,,,2.14
UMa II-S1,Ti II,4657.21,1.24,-2.320,,,,,
UMa II-S1,Ti II,4708.65,1.24,-2.370,,,,,
UMa II-S1,Ti II,4779.98,2.05,-1.370,,,,,
UMa II-S1,Ti II,4798.51,1.08,-2.670,,,,,
UMa II-S1,Ti II,4805.09,2.06,-1.100,,13.6,,,1.92
UMa II-S1,Ti II,4865.61,1.12,-2.810,,,,,
UMa II-S1,Ti II,5129.15,1.89,-1.390,,19.4,,,2.17
UMa II-S1,Ti II,5185.90,1.89,-1.350,,17.1,,,2.06
UMa II-S1,Ti II,5188.69,1.58,-1.210,,32.7,,,1.91
UMa II-S1,Ti II,5336.78,1.58,-1.630,,23.1,,,2.12
UMa II-S1,V I,4379.23,0.55,0.301,<,15.0,,<,1.58
UMa II-S1,V I,6090.21,1.08,-0.060,,,,,
UMa II-S1,Cr I,4254.33,0.00,-0.114,,97.6,,,2.35
UMa II-S1,Cr I,4274.80,0.00,-0.231,,89.5,,,2.26
UMa II-S1,Cr I,4337.57,0.97,-1.112,,,,,
UMa II-S1,Cr I,4580.06,0.94,-1.650,,,,,
UMa II-S1,Cr I,4600.75,1.00,-1.260,,,,,
UMa II-S1,Cr I,4616.14,0.98,-1.190,,,,,
UMa II-S1,Cr I,4626.19,0.97,-1.320,,,,,
UMa II-S1,Cr I,4646.17,1.03,-0.700,,16.4,,,2.35
UMa II-S1,Cr I,4651.28,0.98,-1.460,,,,,
UMa II-S1,Cr I,4652.16,1.00,-1.030,,,,,
UMa II-S1,Cr I,5206.04,0.94,0.019,,49.7,,,2.16
UMa II-S1,Cr I,5247.56,0.96,-1.640,,,,,
UMa II-S1,Mn I,4754.05,2.28,-0.086,,,,,
UMa II-S1,Mn I,4783.43,2.30,0.042,,,s,,2.29
UMa II-S1,Mn I,4823.53,2.32,0.144,,,s,,2.24
UMa II-S1,Fe I,4175.64,2.85,-0.830,,,,,
UMa II-S1,Fe I,4181.76,2.83,-0.370,,,,,
UMa II-S1,Fe I,4182.38,3.02,-1.180,,,,,
UMa II-S1,Fe I,4184.89,2.83,-0.870,,,,,
UMa II-S1,Fe I,4187.04,2.45,-0.548,,,,,
UMa II-S1,Fe I,4191.43,2.47,-0.670,,52.5,,,4.30
UMa II-S1,Fe I,4195.33,3.33,-0.490,,,,,
UMa II-S1,Fe I,4196.21,3.40,-0.700,,,,,
UMa II-S1,Fe I,4199.10,3.05,0.160,,51.3,,,4.11
UMa II-S1,Fe I,4216.18,0.00,-3.356,,74.4,,,4.51
UMa II-S1,Fe I,4222.21,2.45,-0.967,,,,,
UMa II-S1,Fe I,4227.43,3.33,0.270,,,,,
UMa II-S1,Fe I,4233.60,2.48,-0.604,,48.5,,,4.17
UMa II-S1,Fe I,4238.81,3.40,-0.230,,,,,
UMa II-S1,Fe I,4247.43,3.37,-0.240,,,,,
UMa II-S1,Fe I,4250.12,2.47,-0.405,,87.2,,,4.76
UMa II-S1,Fe I,4250.79,1.56,-0.710,,101.7,,,4.36
UMa II-S1,Fe I,4260.47,2.40,0.080,,83.5,,,4.10
UMa II-S1,Fe I,4271.15,2.45,-0.349,,67.4,,,4.23
UMa II-S1,Fe I,4282.40,2.18,-0.780,,51.1,,,4.03
UMa II-S1,Fe I,4325.76,1.61,0.010,,,,,
UMa II-S1,Fe I,4337.05,1.56,-1.695,,42.4,,,4.05
UMa II-S1,Fe I,4352.73,2.22,-1.290,,45.8,,,4.48
UMa II-S1,Fe I,4375.93,0.00,-3.031,,84.6,,,4.37
UMa II-S1,Fe I,4407.71,2.18,-1.970,,,,,
UMa II-S1,Fe I,4422.57,2.85,-1.110,,,,,
UMa II-S1,Fe I,4430.61,2.22,-1.659,,,,,
UMa II-S1,Fe I,4442.34,2.20,-1.255,,39.9,,,4.30
UMa II-S1,Fe I,4443.19,2.86,-1.040,,,,,
UMa II-S1,Fe I,4447.72,2.22,-1.342,,37.9,,,4.38
UMa II-S1,Fe I,4454.38,2.83,-1.300,,,,,
UMa II-S1,Fe I,4459.12,2.18,-1.279,,,,,
UMa II-S1,Fe I,4461.65,0.09,-3.210,,66.1,,,4.24
UMa II-S1,Fe I,4466.55,2.83,-0.600,,41.0,,,4.39
UMa II-S1,Fe I,4476.02,2.85,-0.820,,38.4,,,4.58
UMa II-S1,Fe I,4484.22,3.60,-0.860,,,,,
UMa II-S1,Fe I,4489.74,0.12,-3.966,,39.2,,,4.55
UMa II-S1,Fe I,4490.08,3.02,-1.580,,,,,
UMa II-S1,Fe I,4494.56,2.20,-1.136,,59.3,,,4.52
UMa II-S1,Fe I,4528.61,2.18,-0.822,,61.2,,,4.21
UMa II-S1,Fe I,4531.15,1.49,-2.155,,24.6,,,4.05
UMa II-S1,Fe I,4592.65,1.56,-2.449,,,,,
UMa II-S1,Fe I,4602.94,1.49,-2.210,,30.6,,,4.22
UMa II-S1,Fe I,4632.91,1.61,-2.913,,,,,
UMa II-S1,Fe I,4647.44,2.95,-1.350,,,,,
UMa II-S1,Fe I,4678.85,3.60,-0.830,,,,,
UMa II-S1,Fe I,4691.41,2.99,-1.520,,,,,
UMa II-S1,Fe I,4707.27,3.24,-1.080,,,,,
UMa II-S1,Fe I,4710.28,3.02,-1.610,,,,,
UMa II-S1,Fe I,4733.59,1.49,-2.990,,,,,
UMa II-S1,Fe I,4736.77,3.21,-0.750,,,,,
UMa II-S1,Fe I,4786.81,3.02,-1.610,,,,,
UMa II-S1,Fe I,4789.65,3.55,-0.960,,,,,
UMa II-S1,Fe I,4859.74,2.88,-0.760,,,,,
UMa II-S1,Fe I,4871.32,2.87,-0.360,,51.9,,,4.34
UMa II-S1,Fe I,4872.14,2.88,-0.570,,39.3,,,4.34
UMa II-S1,Fe I,4890.76,2.88,-0.390,,40.5,,,4.17
UMa II-S1,Fe I,4891.49,2.85,-0.110,,52.2,,,4.07
UMa II-S1,Fe I,4903.31,2.88,-0.930,,31.4,,,4.55
UMa II-S1,Fe I,4918.99,2.87,-0.340,,59.1,,,4.43
UMa II-S1,Fe I,4920.50,2.83,0.070,,74.3,,,4.27
UMa II-S1,Fe I,4924.77,2.28,-2.256,,,,,
UMa II-S1,Fe I,4938.81,2.88,-1.080,,,,,
UMa II-S1,Fe I,4939.69,0.86,-3.340,,32.4,,,4.61
UMa II-S1,Fe I,4946.39,3.37,-1.170,,,,,
UMa II-S1,Fe I,4966.09,3.33,-0.870,,,,,
UMa II-S1,Fe I,4973.10,3.96,-0.950,,,,,
UMa II-S1,Fe I,4994.13,0.92,-2.956,,41.1,,,4.45
UMa II-S1,Fe I,5001.87,3.88,0.050,,,,,
UMa II-S1,Fe I,5006.12,2.83,-0.610,,53.5,,,4.56
UMa II-S1,Fe I,5012.07,0.86,-2.642,,57.6,,,4.34
UMa II-S1,Fe I,5014.94,3.94,-0.300,,,,,
UMa II-S1,Fe I,5022.24,3.98,-0.530,,,,,
UMa II-S1,Fe I,5028.13,3.57,-1.120,,,,,
UMa II-S1,Fe I,5041.07,0.96,-3.090,,36.0,,,4.54
UMa II-S1,Fe I,5041.76,1.49,-2.200,,41.5,,,4.36
UMa II-S1,Fe I,5049.82,2.28,-1.344,,47.6,,,4.54
UMa II-S1,Fe I,5051.64,0.92,-2.795,,49.8,,,4.43
UMa II-S1,Fe I,5060.08,0.00,-5.460,,,,,
UMa II-S1,Fe I,5068.77,2.94,-1.040,,,,,
UMa II-S1,Fe I,5074.75,4.22,-0.200,,,,,
UMa II-S1,Fe I,5079.22,2.20,-2.067,,,,,
UMa II-S1,Fe I,5079.74,0.99,-3.220,,21.2,,,4.39
UMa II-S1,Fe I,5083.34,0.96,-2.958,,26.9,,,4.22
UMa II-S1,Fe I,5090.77,4.26,-0.360,,,,,
UMa II-S1,Fe I,5098.70,2.18,-2.030,,19.0,,,4.53
UMa II-S1,Fe I,5123.72,1.01,-3.068,,26.7,,,4.39
UMa II-S1,Fe I,5125.12,4.22,-0.140,,,,,
UMa II-S1,Fe I,5127.36,0.92,-3.307,,17.9,,,4.29
UMa II-S1,Fe I,5131.47,2.22,-2.510,,,,,
UMa II-S1,Fe I,5133.69,4.18,0.140,,14.1,,,4.50
UMa II-S1,Fe I,5137.38,4.18,-0.400,,,,,
UMa II-S1,Fe I,5141.74,2.42,-1.964,,,,,
UMa II-S1,Fe I,5142.93,0.96,-3.080,,22.8,,,4.24
UMa II-S1,Fe I,5150.84,0.99,-3.003,,39.3,,,4.54
UMa II-S1,Fe I,5151.91,1.01,-3.322,,,,,
UMa II-S1,Fe I,5162.27,4.18,0.020,,15.1,,,4.65
UMa II-S1,Fe I,5166.28,0.00,-4.195,,37.7,,,4.53
UMa II-S1,Fe I,5171.60,1.49,-1.793,,63.6,,,4.32
UMa II-S1,Fe I,5191.45,3.04,-0.550,,,,,
UMa II-S1,Fe I,5192.34,3.00,-0.420,,33.3,,,4.19
UMa II-S1,Fe I,5194.94,1.56,-2.090,,37.3,,,4.25
UMa II-S1,Fe I,5198.71,2.22,-2.135,,,,,
UMa II-S1,Fe I,5202.34,2.18,-1.838,,19.7,,,4.34
UMa II-S1,Fe I,5216.27,1.61,-2.150,,34.0,,,4.30
UMa II-S1,Fe I,5217.39,3.21,-1.070,,,,,
UMa II-S1,Fe I,5225.52,0.11,-4.789,,,,,
UMa II-S1,Fe I,5232.94,2.94,-0.060,,45.9,,,3.99
UMa II-S1,Fe I,5242.49,3.63,-0.970,,,,,
UMa II-S1,Fe I,5247.05,0.09,-4.946,,,,,
UMa II-S1,Fe I,5250.21,0.12,-4.938,,,,,
UMa II-S1,Fe I,5250.65,2.20,-2.180,,9.5,,,4.34
UMa II-S1,Fe I,5254.96,0.11,-4.764,,,,,
UMa II-S1,Fe I,5263.31,3.27,-0.879,,16.6,,,4.55
UMa II-S1,Fe I,5281.79,3.04,-0.830,,21.7,,,4.38
UMa II-S1,Fe I,5283.62,3.24,-0.432,,22.1,,,4.23
UMa II-S1,Fe I,5302.30,3.28,-0.720,,,,,
UMa II-S1,Fe I,5307.36,1.61,-2.987,,,,,
UMa II-S1,Fe I,5324.18,3.21,-0.103,,45.6,,,4.33
UMa II-S1,Fe I,5328.53,1.56,-1.850,,58.4,,,4.36
UMa II-S1,Fe I,5332.90,1.56,-2.780,,,,,
UMa II-S1,Fe I,5501.47,0.96,-3.050,,36.1,,,4.46
UMa II-S1,Fe I,5506.78,0.99,-2.797,,43.8,,,4.38
UMa II-S1,Fe I,5569.62,3.42,-0.540,,17.2,,,4.39
UMa II-S1,Fe I,5572.84,3.40,-0.275,,23.0,,,4.25
UMa II-S1,Fe I,5576.09,3.43,-1.000,,,,,
UMa II-S1,Fe I,5586.76,3.37,-0.096,,44.3,,,4.46
UMa II-S1,Fe I,5615.64,3.33,0.050,,43.8,,,4.26
UMa II-S1,Fe I,5701.54,2.56,-2.216,,,,,
UMa II-S1,Fe I,6065.48,2.61,-1.530,,13.8,,,4.30
UMa II-S1,Fe I,6136.61,2.45,-1.400,,19.2,,,4.15
UMa II-S1,Fe I,6137.69,2.59,-1.403,,,,,
UMa II-S1,Fe I,6191.56,2.43,-1.420,,23.2,,,4.25
UMa II-S1,Fe I,6213.43,2.22,-2.480,,,,,
UMa II-S1,Fe I,6219.28,2.20,-2.433,,,,,
UMa II-S1,Fe I,6230.72,2.56,-1.281,,31.2,,,4.43
UMa II-S1,Fe I,6246.32,3.60,-0.733,,,,,
UMa II-S1,Fe I,6252.56,2.40,-1.687,,11.9,,,4.13
UMa II-S1,Fe I,6254.26,2.28,-2.443,,,,,
UMa II-S1,Fe I,6265.13,2.18,-2.550,,,,,
UMa II-S1,Fe I,6301.50,3.65,-0.718,,,,,
UMa II-S1,Fe I,6322.69,2.59,-2.426,,,,,
UMa II-S1,Fe I,6335.33,2.20,-2.180,,13.6,,,4.45
UMa II-S1,Fe I,6336.84,3.69,-1.050,,,,,
UMa II-S1,Fe I,6393.60,2.43,-1.432,,,,,
UMa II-S1,Fe I,6400.00,3.60,-0.290,,21.2,,,4.42
UMa II-S1,Fe I,6411.65,3.65,-0.595,,,,,
UMa II-S1,Fe I,6421.35,2.28,-2.027,,,,,
UMa II-S1,Fe I,6430.85,2.18,-2.006,,,,,
UMa II-S1,Fe I,6498.94,0.96,-4.70,,,,,
UMa II-S1,Fe I,6592.91,2.73,-1.470,,21.6,,,4.58
UMa II-S1,Fe I,6593.87,2.43,-2.422,,,,,
UMa II-S1,Fe I,6677.99,2.69,-1.420,,16.2,,,4.33
UMa II-S1,Fe I,6750.15,2.42,-2.621,,,,,
UMa II-S1,Fe II,4178.85,2.58,-2.51,,,,,
UMa II-S1,Fe II,4233.17,2.58,-1.97,,68.1,,,4.54
UMa II-S1,Fe II,4416.82,2.78,-2.65,,,,,
UMa II-S1,Fe II,4489.19,2.83,-2.96,,,,,
UMa II-S1,Fe II,4491.40,2.86,-2.71,,,,,
UMa II-S1,Fe II,4508.28,2.86,-2.44,,24.6,,,4.44
UMa II-S1,Fe II,4515.34,2.84,-2.60,,,,,
UMa II-S1,Fe II,4541.52,2.86,-2.98,,,,,
UMa II-S1,Fe II,4555.89,2.83,-2.40,,,,,
UMa II-S1,Fe II,4576.33,2.84,-2.95,,,,,
UMa II-S1,Fe II,4583.83,2.81,-1.93,,42.6,,,4.31
UMa II-S1,Fe II,4731.44,2.89,-3.10,,,,,
UMa II-S1,Fe II,4923.93,2.89,-1.26,,81.9,,,4.33
UMa II-S1,Fe II,4993.35,2.81,-3.62,,,,,
UMa II-S1,Fe II,5018.45,2.89,-1.11,,85.1,,,4.22
UMa II-S1,Fe II,5197.56,3.23,-2.22,,,,,
UMa II-S1,Fe II,5234.62,3.22,-2.18,,21.5,,,4.46
UMa II-S1,Fe II,5276.00,3.20,-2.01,,18.7,,,4.18
UMa II-S1,Fe II,5284.08,2.89,-3.11,,,,,
UMa II-S1,Fe II,5534.83,3.25,-2.75,,,,,
UMa II-S1,Fe II,6247.55,3.89,-2.30,,,,,
UMa II-S1,Co I,5483.34,1.71,-1.45,<,7.0,,<,2.77
UMa II-S1,Ni I,4648.66,3.42,-0.16,,,,,
UMa II-S1,Ni I,4714.42,3.38,0.23,,,,,
UMa II-S1,Ni I,4855.41,3.54,0.00,,,,,
UMa II-S1,Ni I,4980.16,3.61,0.07,,18.0,,,3.75
UMa II-S1,Ni I,5035.37,3.63,0.29,,,,,
UMa II-S1,Ni I,5080.52,3.65,0.13,,,,,
UMa II-S1,Ni I,5084.08,3.68,0.03,,,,,
UMa II-S1,Ni I,5137.07,1.68,-1.99,,8.6,,,3.21
UMa II-S1,Ni I,5754.68,1.94,-2.33,,,,,
UMa II-S1,Ni I,6643.64,1.68,-2.30,,,,,
UMa II-S1,Ni I,6767.78,1.83,-2.17,,7.1,,,3.37
UMa II-S1,Cu I,5782.13,1.64,-1.78,<,9.0,,<,1.84
UMa II-S1,Zn I,4722.15,4.03,-0.39,,22.2,,,2.38
UMa II-S1,Zn I,4810.53,4.08,-0.17,,33.4,,,2.32
UMa II-S1,Sr II,4215.52,0.00,-0.17,,,s,,-0.90
UMa II-S1,YI I,4900.11,1.03,-0.09,<,9.0,,<,-1.15
UMa II-S1,YI I,5087.42,1.08,-0.17,,,,,
UMa II-S1,Zr II,4208.98,0.71,-0.46,<,17.0,,<,-0.19
UMa II-S1,Ba II,4554.03,0.00,0.16,,,s,,-2.27
UMa II-S1,Ba II,4934.09,0.00,-0.16,,,s,<,-2.37
UMa II-S1,Ba II,6496.90,0.60,-0.36,,,s,<,-1.67
UMa II-S1,La II,4333.75,0.17,-0.06,<,14.0,,<,-1.54
UMa II-S1,Ce II,4562.37,0.48,0.21,<,11.0,,<,-0.84
UMa II-S1,Nd II,5319.82,0.55,-0.14,<,6.0,,<,-0.95
UMa II-S1,Sm II,4424.34,0.48,0.14,<,9.0,,<,-0.82
UMa II-S1,Eu II,4205.04,0.00,0.21,,,s,<,-2.00
UMa II-S2,C-H,4313.,,,,,s,,5.76
UMa II-S2,C-H,4322.,,,,,s,,5.93
UMa II-S2,O I,6300.31,0.00,-9.75,<,14.0,,<,6.84
UMa II-S2,O I,6363.79,0.02,-10.25,,,,,
UMa II-S2,Na I,5889.95,0.00,0.10,,128.5,,,2.84
UMa II-S2,Na I,5895.92,0.00,-0.20,,117.0,,,2.96
UMa II-S2,Mg I,4571.10,0.00,-5.67,,40.4,,,4.82
UMa II-S2,Mg I,4702.99,4.35,-0.52,,44.3,,,4.97
UMa II-S2,Mg I,5172.69,2.71,-0.38,,159.3,,,4.62
UMa II-S2,Mg I,5183.60,2.72,-0.16,,179.1,,,4.70
UMa II-S2,Mg I,5528.40,4.35,-0.49,,37.6,,,4.72
UMa II-S2,Mg I,5711.09,4.35,-1.72,,,,,
UMa II-S2,Al I,6696.03,3.14,-1.57,<,10.0,,<,5.25
UMa II-S2,Si I,5684.52,4.93,-1.65,<,10.0,,<,5.74
UMa II-S2,Ca I,4283.01,1.89,-0.22,,18.5,,,3.18
UMa II-S2,Ca I,4318.65,1.90,-0.21,,34.8,,,3.55
UMa II-S2,Ca I,4425.44,1.88,-0.36,,38.4,,,3.72
UMa II-S2,Ca I,4435.69,1.89,-0.52,,,,,
UMa II-S2,Ca I,4455.89,1.90,-0.53,,29.2,,,3.72
UMa II-S2,Ca I,5262.24,2.52,-0.47,,,,,
UMa II-S2,Ca I,5581.97,2.52,-0.555,,,,,
UMa II-S2,Ca I,5588.76,2.53,0.358,,26.2,,,3.35
UMa II-S2,Ca I,5590.12,2.52,-0.571,,,,,
UMa II-S2,Ca I,5594.47,2.52,0.097,,15.7,,,3.34
UMa II-S2,Ca I,5598.49,2.52,-0.087,,15.6,,,3.52
UMa II-S2,Ca I,5601.28,2.53,-0.523,,,,,
UMa II-S2,Ca I,5857.45,2.93,0.240,,,,,
UMa II-S2,Ca I,6102.72,1.88,-0.770,,23.4,,,3.60
UMa II-S2,Ca I,6122.22,1.89,-0.320,,49.9,,,3.62
UMa II-S2,Ca I,6169.06,2.52,-0.797,,,,,
UMa II-S2,Ca I,6169.56,2.53,-0.478,,,,,
UMa II-S2,Ca I,6439.07,2.53,0.390,,31.4,,,3.36
UMa II-S2,Ca I,6449.81,2.52,-0.502,,,,,
UMa II-S2,Ca I,6499.65,2.52,-0.818,,,,,
UMa II-S2,Ca I,6717.69,2.71,-0.524,,,,,
UMa II-S2,Sc II,4246.82,0.32,0.320,,,s,,-0.40
UMa II-S2,Sc II,4415.54,0.60,-0.640,,,s,,-0.20
UMa II-S2,Sc II,5031.01,1.36,-0.260,,,,,
UMa II-S2,Sc II,5239.81,1.46,-0.770,,,,,
UMa II-S2,Sc II,5526.78,1.77,0.130,,,,,
UMa II-S2,Ti I,4512.73,0.84,-0.424,,,,,
UMa II-S2,Ti I,4533.24,0.85,0.532,,35.4,,,2.00
UMa II-S2,Ti I,4534.77,0.84,0.336,,30.8,,,2.09
UMa II-S2,Ti I,4535.57,0.83,0.120,,,,,
UMa II-S2,Ti I,4544.69,0.82,-0.520,,,,,
UMa II-S2,Ti I,4548.76,0.83,-0.298,,,,,
UMa II-S2,Ti I,4681.91,0.05,-1.015,,,,,
UMa II-S2,Ti I,4981.73,0.85,0.560,,43.5,,,2.01
UMa II-S2,Ti I,4991.07,0.84,0.436,,37.2,,,2.02
UMa II-S2,Ti I,4999.50,0.83,0.306,,12.3,,,1.54
UMa II-S2,Ti I,5007.21,0.82,0.168,,,,,
UMa II-S2,Ti I,5016.16,0.85,-0.516,,,,,
UMa II-S2,Ti I,5020.02,0.84,-0.358,,,,,
UMa II-S2,Ti I,5024.84,0.82,-0.546,,,,,
UMa II-S2,Ti I,5035.90,1.46,0.260,,,,,
UMa II-S2,Ti I,5036.46,1.44,0.186,,,,,
UMa II-S2,Ti I,5038.40,1.43,0.069,,,,,
UMa II-S2,Ti I,5039.96,0.02,-1.130,,,,,
UMa II-S2,Ti I,5064.65,0.05,-0.935,,,,,
UMa II-S2,Ti I,5173.74,0.00,-1.062,,,,,
UMa II-S2,Ti I,5192.97,0.02,-0.948,,,,,
UMa II-S2,Ti I,5210.38,0.05,-0.828,,,,,
UMa II-S2,Ti I,6258.10,1.44,-0.299,,,,,
UMa II-S2,Ti II,4184.31,1.08,-2.510,,,,,
UMa II-S2,Ti II,4330.72,1.18,-2.060,,23.8,,,1.93
UMa II-S2,Ti II,4337.88,1.08,-1.130,,49.4,,,1.35
UMa II-S2,Ti II,4395.83,1.24,-1.970,,,,,
UMa II-S2,Ti II,4399.79,1.24,-1.270,,65.8,,,1.93
UMa II-S2,Ti II,4417.72,1.17,-1.430,,51.7,,,1.77
UMa II-S2,Ti II,4418.31,1.24,-1.990,,22.9,,,1.89
UMa II-S2,Ti II,4441.73,1.18,-2.410,,,,,
UMa II-S2,Ti II,4443.77,1.08,-0.700,,105.8,,,1.86
UMa II-S2,Ti II,4444.54,1.12,-2.210,,,,,
UMa II-S2,Ti II,4450.50,1.08,-1.510,,47.1,,,1.67
UMa II-S2,Ti II,4464.46,1.16,-2.080,,38.4,,,2.18
UMa II-S2,Ti II,4468.52,1.13,-0.600,,,,,
UMa II-S2,Ti II,4470.84,1.17,-2.280,,,,,
UMa II-S2,Ti II,4488.34,3.12,-0.820,,,,,
UMa II-S2,Ti II,4501.27,1.12,-0.760,,88.3,,,1.62
UMa II-S2,Ti II,4533.97,1.24,-0.770,,90.4,,,1.81
UMa II-S2,Ti II,4563.77,1.22,-0.960,,65.1,,,1.54
UMa II-S2,Ti II,4571.96,1.57,-0.530,,71.8,,,1.65
UMa II-S2,Ti II,4583.41,1.17,-2.870,,,,,
UMa II-S2,Ti II,4589.91,1.24,-1.790,,26.9,,,1.74
UMa II-S2,Ti II,4657.21,1.24,-2.320,,,,,
UMa II-S2,Ti II,4708.65,1.24,-2.370,,,,,
UMa II-S2,Ti II,4779.98,2.05,-1.370,,,,,
UMa II-S2,Ti II,4798.51,1.08,-2.670,,17.8,,,2.17
UMa II-S2,Ti II,4805.09,2.06,-1.100,,29.7,,,2.07
UMa II-S2,Ti II,4865.61,1.12,-2.810,,,,,
