Found,Name,Query_ID,RA_input,DEC_input,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,OTYPE,SP_TYPE,RA_2,DEC_2,PMRA,PMDEC,PLX_VALUE,RV_VALUE,SCRIPT_NUMBER_ID
True,HE 1430-1123,HE 1430-1123,,,HE 1430-1123,14 33 33.6342,-11 37 07.194,14,14,0.0444,0.044,90,A,O,2020yCat.1350....0G,,16.504,16.127,15.787,15.403,15.035,14.723,14.926,ChemPec*,CEMP-s,14 33 33.6342,-11 37 07.194,0.54,-19.501,0.4946,93.4,1
True,HE 1431-2142,HE 1431-2142,,,HE 1431-2142,14 34 06.7074,-21 55 16.717,14,14,0.0428,0.0476,90,A,O,2020yCat.1350....0G,,,15.9,,15.021,14.75,14.451,14.464,ChemPec*,,14 34 06.7074,-21 55 16.717,1.239,-34.469,0.7066,-165.0,1
True,HE 1432-1819,HE 1432-1819,,,HE 1432-1819,14 35 22.8327,-18 32 21.932,14,14,0.0507,0.0494,90,A,O,2020yCat.1350....0G,,16.921,16.38,,,15.138,14.918,14.902,ChemPec*,CEMP-no,14 35 22.8327,-18 32 21.932,-14.425,-12.615,0.3765,63.2,1
True,HE 1434-1442,HE 1434-1442,,,HE 1434-1442,14 37 26.5888,-14 54 59.398,14,14,0.0328,0.0277,90,A,O,2020yCat.1350....0G,,,15.4,,15.395,13.809,13.354,13.25,ChemPec*,CEMP-s,14 37 26.5888,-14 54 59.398,-14.472,-15.272,0.2922,125.0,1
True,HE 1439-0218,HE 1439-0218,,,HE 1439-0218,14 41 58.3240,-02 31 27.158,14,14,0.038,0.0408,90,A,O,2020yCat.1350....0G,,16.428,15.884,16.119,,14.89,14.647,14.422,ChemPec*,CEMP-no,14 41 58.3240,-02 31 27.158,-11.851,-18.068,0.3328,213.2,1
True,HE 1439-1420,HE 1439-1420,,,HE 1439-1420,14 42 09.3041,-14 32 56.578,14,14,0.0349,0.0298,90,A,O,2020yCat.1350....0G,,16.086,15.529,15.546,,14.195,13.862,13.652,ChemPec*,CEMP-s,14 42 09.3041,-14 32 56.578,-20.191,-16.424,0.4707,79.5,1
True,HE 1443+0113,HE 1443+0113,,,HE 1443+0113,14 46 16.3657,+01 01 09.894,14,14,0.036,0.0288,90,A,O,2020yCat.1350....0G,,16.925,15.735,15.358,,14.048,13.553,13.479,ChemPec*,CEMP-s,14 46 16.3657,+01 01 09.894,1.062,-3.418,0.1058,2.8,1
True,HE 1446-0140,HE 1446-0140,,,HE 1446-0140,14 49 29.6264,-01 52 42.341,14,14,0.0631,0.0623,90,A,O,2020yCat.1350....0G,,16.477,15.889,,,14.638,14.367,14.269,ChemPec*,A0,14 49 29.6264,-01 52 42.341,-20.889,-18.161,0.3454,-289.0609,1
True,HE 1447+0102,HE 1447+0102,,,HE 1447+0102,14 50 15.0435,+00 50 15.086,14,14,0.0235,0.0225,90,A,O,2020yCat.1350....0G,,15.632,14.614,14.121,13.676,13.207,12.76,12.682,ChemPec*,CEMP-s,14 50 15.0435,+00 50 15.086,-9.965,-12.109,0.3705,,1
True,HE 1456+0230,HE 1456+0230,,,HE 1456+0230,14 59 22.6620,+02 18 15.784,14,14,0.025,0.0231,90,A,O,2020yCat.1350....0G,,15.901,15.219,15.167,,13.882,13.537,13.423,ChemPec*,CEMP-no,14 59 22.6620,+02 18 15.784,-2.392,-0.164,0.065,188.0,1
True,HE 1500-1628,HE 1500-1628,,,HE 1500-1628,15 02 56.6325,-16 40 07.192,14,14,0.023,0.0221,90,A,O,2020yCat.1350....0G,,15.652,14.788,14.706,13.691,13.016,12.516,12.439,ChemPec*,,15 02 56.6325,-16 40 07.192,-2.433,-4.548,0.0568,25.25,1
True,HE 1506-0113,HE 1506-0113,,,HE 1506-0113,15 09 14.2925,-01 24 56.730,14,14,0.0212,0.0223,90,A,O,2020yCat.1350....0G,,15.4,,,,,,,ChemPec*,CEMP-no,15 09 14.2925,-01 24 56.730,-16.556,-5.963,0.1351,-137.1,1
True,HE 1509-0806,HE 1509-0806,,,HE 1509-0806,15 11 41.5759,-08 17 40.212,14,14,0.0223,0.0194,90,A,O,2020yCat.1350....0G,,15.729,14.822,14.181,,13.14,12.687,12.605,ChemPec*,CEMP-s,15 11 41.5759,-08 17 40.212,-3.432,-2.84,0.06,-170.98,1
True,HE 1523-1155,HE 1523-1155,,,HE 1523-1155,15 26 41.0446,-12 05 42.660,14,14,0.0125,0.0101,90,A,O,2020yCat.1350....0G,,14.571,13.225,12.622,12.138,11.372,10.846,10.748,ChemPec*,CEMP-s,15 26 41.0446,-12 05 42.660,-12.285,-6.016,0.2211,-38.96,1
True,HE 1528-0409,HE 1528-0409,,,HE 1528-0409,15 30 54.3052,-04 19 40.363,14,14,0.0239,0.0192,90,A,O,2020yCat.1350....0G,,16.003,14.757,14.159,13.681,12.945,12.455,12.358,ChemPec*,CEMP-s,15 30 54.3052,-04 19 40.363,1.344,-11.592,0.1762,,1
True,HE 2122-4707,HE 2122-4707,,,HE 2122-4707,21 25 44.5036,-46 54 11.705,14,14,0.0217,0.0187,90,A,O,2020yCat.1350....0G,,16.163,15.243,15.212,,13.765,13.395,13.314,ChemPec*,CEMP-r/s,21 25 44.5036,-46 54 11.705,0.076,-13.477,0.1573,78.9,1
True,HE 2123-0329,HE 2123-0329,,,HE 2123-0329,21 26 08.9581,-03 16 58.787,14,14,0.019,0.0125,90,A,O,2020yCat.1350....0G,,14.089,13.65,13.026,,11.575,11.125,11.001,ChemPec*,CEMP-no,21 26 08.9581,-03 16 58.787,-0.727,-11.098,0.2442,-219.466003,1
True,HE 2133-1426,HE 2133-1426,,,HE 2133-1426,21 36 07.2254,-14 12 35.378,14,14,0.0313,0.028,90,A,O,2020yCat.1350....0G,15.698,15.985,15.506,15.526,14.845,14.38,14.139,14.111,ChemPec*,CEMP-s,21 36 07.2254,-14 12 35.378,22.301,-3.034,0.7678,19.6,1
True,HE 2133-1432,HE 2133-1432,,,HE 2133-1432,21 36 22.5405,-14 19 20.289,14,14,0.0334,0.0351,90,A,O,2020yCat.1350....0G,,15.86,15.348,14.998,14.604,14.113,13.765,13.739,ChemPec*,,21 36 22.5405,-14 19 20.289,-3.789,-12.63,0.4616,-129.0,1
True,HE 2134+0001,HE 2134+0001,,,HE 2134+0001,21 37 08.1917,+00 15 04.521,14,14,0.0306,0.03,90,A,O,2020yCat.1350....0G,,,15.792,,14.923,14.352,13.85,13.809,ChemPec*,F5,21 37 08.1917,+00 15 04.521,-3.341,-3.943,0.1611,42.0,1
True,HE 2138-0314,HE 2138-0314,,,2MASS J21404159-0301171,21 40 41.5956,-03 01 17.002,14,14,0.0152,0.0108,90,A,O,2020yCat.1350....0G,,14.1,13.4,,,11.844,11.423,11.346,ChemPec*,CEMP-no,21 40 41.5956,-03 01 17.002,0.098,1.236,0.3475,-373.0,1
True,HE 2138-3336,HE 2138-3336,,,HE 2138-3336,21 41 20.3876,-33 22 29.628,14,14,0.0211,0.0158,90,A,O,2020yCat.1350....0G,,15.42,14.8,14.65,,13.749,13.4,13.3,ChemPec*,CEMP-s,21 41 20.3876,-33 22 29.628,-15.222,-31.723,1.2463,,1
True,HE 2139-1851,HE 2139-1851,,,HE 2139-1851,21 42 29.5068,-18 37 50.728,14,14,0.0178,0.0162,90,A,O,2020yCat.1350....0G,,,14.114,,13.144,12.58,12.104,12.013,ChemPec*,,21 42 29.5068,-18 37 50.728,7.977,-3.607,0.1315,-91.6,1
True,HE 2139-5432,HE 2139-5432,,,HE 2139-5432,21 42 42.4478,-54 18 42.968,14,14,0.0169,0.012,90,A,O,2020yCat.1350....0G,,15.9,,,,,,,ChemPec*,CEMP-no,21 42 42.4478,-54 18 42.968,2.377,-4.5,0.1015,115.5,1
True,HE 2141-3741,HE 2141-3741,,,HE 2141-3741,21 44 51.1647,-37 27 55.017,14,14,0.0112,0.0086,90,A,O,2020yCat.1350....0G,,14.1,13.47,,,11.966,11.505,11.441,RGB*,CEMP-no,21 44 51.1647,-37 27 55.017,-0.21,-6.51,0.1872,-166.0,1
True,HE 2142-5656,HE 2142-5656,,,HE 2142-5656,21 46 20.3571,-56 42 19.072,14,14,0.0103,0.0089,90,A,O,2020yCat.1350....0G,,14.729,13.971,13.94,,12.385,11.915,11.812,ChemPec*,CEMP-no,21 46 20.3571,-56 42 19.072,-9.221,-5.055,0.1634,106.09,1
True,HE 2143+0030,HE 2143+0030,,,HE 2143+0030,21 46 12.0743,+00 44 45.822,14,14,0.0267,0.0254,90,A,O,2020yCat.1350....0G,,16.436,15.506,14.912,14.366,13.561,12.922,12.842,ChemPec*,,21 46 12.0743,+00 44 45.822,0.34,-1.889,0.018,-76.2,1
True,HE 2145-3025,HE 2145-3025,,,HE 2145-3025,21 48 43.3366,-30 11 08.365,14,14,0.0213,0.0166,90,A,O,2020yCat.1350....0G,,15.402,14.879,,14.155,13.745,13.375,13.343,ChemPec*,,21 48 43.3366,-30 11 08.365,0.444,-0.574,0.1662,131.4,1
True,HE 2148-1105a,HE 2148-1105a,,,TYC 5793-10-1,21 50 41.5075,-10 50 58.349,14,14,0.0132,0.0148,90,A,O,2020yCat.1350....0G,,12.88,11.91,,,10.375,9.781,9.712,ChemPec*,,21 50 41.5075,-10 50 58.349,-2.31,-3.137,0.1416,-88.11,1
True,HE 2148-1247,HE 2148-1247,,,HE 2148-1247,21 51 17.9096,-12 33 41.557,14,14,0.0274,0.0224,90,A,O,2020yCat.1350....0G,,15.266,14.74,14.582,,13.774,13.521,13.489,ChemPec*,CEMP-r/s,21 51 17.9096,-12 33 41.557,30.766,-23.862,0.4802,40.9,1
True,HE 2151-2858,HE 2151-2858,,,HE 2151-2858,21 54 01.5797,-28 44 20.065,14,14,0.0348,0.0263,90,A,O,2020yCat.1350....0G,,16.57,16.072,15.733,15.382,14.927,14.588,14.548,ChemPec*,,21 54 01.5797,-28 44 20.065,12.819,-24.39,0.8214,-89.7,1
True,HE 2153-2719,HE 2153-2719,,,HE 2153-2719,21 56 04.0744,-27 04 49.793,14,14,0.0198,0.0179,90,A,O,2020yCat.1350....0G,,,15.045,,14.053,13.529,13.045,12.999,ChemPec*,,21 56 04.0744,-27 04 49.793,4.917,-3.554,0.1053,-111.8,1
True,HE 2155+0136,HE 2155+0136,,,HE 2155+0136,21 57 37.5507,+01 50 20.123,14,14,0.0413,0.0417,90,A,O,2020yCat.1350....0G,,16.758,16.043,15.662,15.217,14.702,14.275,14.202,ChemPec*,,21 57 37.5507,+01 50 20.123,8.705,-10.092,0.2586,-248.2,1
True,HE 2155-3750,HE 2155-3750,,,HE 2155-3750,21 58 09.7391,-37 36 19.269,14,14,0.0119,0.0094,90,A,O,2020yCat.1350....0G,,14.274,13.272,13.207,,11.756,11.344,11.25,ChemPec*,CEMP-s,21 58 09.7391,-37 36 19.269,7.344,-19.736,0.3477,78.94,1
True,HE 2156-3130,HE 2156-3130,,,HE 2156-3130,21 59 05.7785,-31 16 12.133,14,14,0.0146,0.0125,90,A,O,2020yCat.1350....0G,,14.86,14.07,13.523,13.011,12.299,11.783,11.673,ChemPec*,CEMP-no,21 59 05.7785,-31 16 12.133,1.68,-2.691,0.1047,269.8,1
True,HE 2157-3404,HE 2157-3404,,,HE 2157-3404,22 00 17.7010,-33 50 03.808,14,14,0.0193,0.0181,90,A,O,2020yCat.1350....0G,,13.76,13.13,13.08,,11.653,11.205,11.116,ChemPec*,,22 00 17.7010,-33 50 03.808,3.085,-3.823,0.1442,,1
True,HE 2158-0348,HE 2158-0348,,,HE 2158-0348,22 00 39.9762,-03 34 12.068,14,14,0.0301,0.0284,90,A,O,2020yCat.1350....0G,,16.433,15.473,15.514,14.726,14.106,13.653,13.65,ChemPec*,CEMP-s,22 00 39.9762,-03 34 12.068,9.452,-11.732,0.2652,67.6,1
True,HE 2200-1946,HE 2200-1946,,,HE 2200-1946,22 03 02.2522,-19 32 19.449,14,14,0.0484,0.0386,90,A,O,2020yCat.1350....0G,,16.773,16.251,16.077,,14.809,14.473,14.32,ChemPec*,,22 03 02.2522,-19 32 19.449,0.857,-7.328,0.1856,-165.4,1
True,HE 2200-2030,HE 2200-2030,,,HE 2200-2030,22 03 02.5404,-20 15 58.515,14,14,0.0289,0.0236,90,A,O,2020yCat.1350....0G,,,15.643,,14.993,14.581,14.252,14.256,ChemPec*,,22 03 02.5404,-20 15 58.515,0.846,-15.054,0.4463,89.7,1
True,HE 2201-0637,HE 2201-0637,,,HE 2201-0637,22 03 44.7430,-06 22 41.558,14,14,0.0368,0.0339,90,A,O,2020yCat.1350....0G,,16.461,15.734,15.222,14.713,14.012,13.574,13.467,ChemPec*,,22 03 44.7430,-06 22 41.558,2.921,-4.193,0.0159,114.0,1
True,HE 2202-4831,HE 2202-4831,,,HE 2202-4831,22 06 05.8503,-48 16 52.995,14,14,0.0158,0.016,90,A,O,2020yCat.1350....0G,,16.3,,15.342,,14.08,13.644,13.6,ChemPec*,CEMP-no,22 06 05.8503,-48 16 52.995,-5.08,-12.131,0.2447,56.2,1
True,HE 2203-3723,HE 2203-3723,,,HE 2203-3723,22 06 30.1748,-37 09 12.576,14,14,0.0356,0.0277,90,A,O,2020yCat.1350....0G,,16.793,16.11,16.234,,14.764,14.207,14.141,ChemPec*,,22 06 30.1748,-37 09 12.576,-1.321,-5.742,0.0713,-199.6,1
True,HE 2204-1703,HE 2204-1703,,,HE 2204-1703,22 07 11.9019,-16 49 10.606,14,14,0.0241,0.0176,90,A,O,2020yCat.1350....0G,,15.704,14.994,14.517,13.998,13.313,12.814,12.777,ChemPec*,,22 07 11.9019,-16 49 10.606,-0.88,-7.696,0.0814,-11.7,1
True,HE 2206-2245,HE 2206-2245,,,HE 2206-2245,22 09 09.4304,-22 30 16.235,14,14,0.0296,0.0245,90,A,O,2020yCat.1350....0G,,,15.534,,14.616,14.11,13.655,13.605,ChemPec*,,22 09 09.4304,-22 30 16.235,4.639,-10.928,0.1323,-210.5,1
True,HE 2215-2548,HE 2215-2548,,,HE 2215-2548,22 17 58.6422,-25 33 22.328,14,14,0.0307,0.0264,90,A,O,2020yCat.1350....0G,,16.296,15.649,15.505,,13.983,13.526,13.379,ChemPec*,,22 17 58.6422,-25 33 22.328,2.757,-3.518,0.0544,-61.1,1
True,HE 2216-0621,HE 2216-0621,,,HE 2216-0621,22 18 45.9394,-06 06 50.206,14,14,0.0205,0.0183,90,A,O,2020yCat.1350....0G,,15.407,14.456,13.863,13.261,12.478,11.888,11.81,ChemPec*,,22 18 45.9394,-06 06 50.206,5.783,-4.54,0.035,52.5,1
True,HE 2217-0706,HE 2217-0706,,,HE 2217-0706,22 20 17.9990,-06 51 16.544,14,14,0.0216,0.019,90,A,O,2020yCat.1350....0G,,,14.958,,13.68,12.855,12.272,12.146,ChemPec*,,22 20 17.9990,-06 51 16.544,0.044,-2.533,0.0737,-93.3,1
True,HE 2217-1523,HE 2217-1523,,,HE 2217-1523,22 20 33.7282,-15 08 34.754,14,14,0.0235,0.019,90,A,O,2020yCat.1350....0G,,15.661,14.929,14.435,13.916,13.259,12.747,12.673,ChemPec*,,22 20 33.7282,-15 08 34.754,1.34,-5.6,0.0684,79.5,1
True,HE 2217-4053,HE 2217-4053,,,HE 2217-4053,22 20 39.3495,-40 38 40.708,14,14,0.0258,0.0258,90,A,O,2020yCat.1350....0G,,16.635,16.094,15.856,,14.616,14.147,14.167,ChemPec*,,22 20 39.3495,-40 38 40.708,-0.846,-5.379,0.0211,-3.9,1
True,HE 2219-0713,HE 2219-0713,,,HE 2219-0713,22 22 15.7725,-06 58 34.483,14,14,0.0171,0.0154,90,A,O,2020yCat.1350....0G,,,14.212,,13.019,12.367,11.917,11.81,ChemPec*,,22 22 15.7725,-06 58 34.483,2.404,-8.197,0.2308,-111.8,1
True,HE 2221-0453,HE 2221-0453,,,HE 2221-0453,22 24 25.6258,-04 38 02.318,14,14,0.0167,0.0129,90,A,O,2020yCat.1350....0G,,15.098,13.65,12.942,12.376,11.524,10.997,10.815,ChemPec*,CEMP-s,22 24 25.6258,-04 38 02.318,1.565,-13.19,0.0634,,1
True,HE 2221-4150,HE 2221-4150,,,HE 2221-4150,22 24 47.2899,-41 35 38.785,14,14,0.0362,0.0348,90,A,O,2020yCat.1350....0G,,,16.699,,16.05,15.809,15.452,15.144,ChemPec*,,22 24 47.2899,-41 35 38.785,5.731,-25.453,0.4117,40.2,1
True,HE 2222-4156,HE 2222-4156,,,HE 2222-4156,22 25 28.6511,-41 40 57.727,14,14,0.0207,0.0219,90,A,O,2020yCat.1350....0G,,,15.332,,14.583,14.244,13.927,13.759,ChemPec*,,22 25 28.6511,-41 40 57.727,4.167,-6.041,0.3606,-126.0,1
True,HE 2224+0143,HE 2224+0143,,,HE 2224+0143,22 27 23.1215,+01 58 33.066,14,14,0.0165,0.0133,90,A,O,2020yCat.1350....0G,,14.54,13.83,13.208,12.733,12.193,11.731,11.613,ChemPec*,,22 27 23.1215,+01 58 33.066,4.091,-10.277,0.3346,-112.3,1
True,HE 2224-4103,HE 2224-4103,,,HE 2224-4103,22 27 48.2870,-40 48 24.826,14,14,0.0181,0.019,90,A,O,2020yCat.1350....0G,,15.586,14.91,14.461,14.02,13.479,13.017,12.952,ChemPec*,,22 27 48.2870,-40 48 24.826,9.426,-6.187,0.1365,-60.7,1
True,HE 2226-4102,HE 2226-4102,,,HE 2226-4102,22 29 04.3010,-40 46 52.453,14,14,0.0155,0.0159,90,A,O,2020yCat.1350....0G,,,14.626,,13.752,13.235,12.79,12.727,ChemPec*,,22 29 04.3010,-40 46 52.453,-0.913,-6.162,0.1446,96.0,1
True,HE 2227-4044,HE 2227-4044,,,HE 2227-4044,22 30 19.0908,-40 29 13.060,14,14,0.0204,0.018,90,A,O,2020yCat.1350....0G,,15.445,14.925,14.606,14.28,14.005,13.706,13.615,ChemPec*,CEMP-s,22 30 19.0908,-40 29 13.060,-28.23,-30.67,1.0441,103.9,1
True,HE 2228-0706,HE 2228-0706,,,HE 2228-0706,22 31 24.4714,-06 50 51.245,14,14,0.0172,0.0152,90,A,O,2020yCat.1350....0G,,14.353,13.332,12.797,12.353,11.692,11.289,11.192,ChemPec*,CEMP-s,22 31 24.4714,-06 50 51.245,-0.91,-9.14,0.5519,,1
True,HE 2228-3806,HE 2228-3806,,,HE 2228-3806,22 31 02.5783,-37 50 40.609,14,14,0.0223,0.0191,90,A,O,2020yCat.1350....0G,,,14.842,,13.984,13.492,13.066,12.995,ChemPec*,,22 31 02.5783,-37 50 40.609,0.889,-11.071,0.1928,179.0,1
True,HE 2229-4153,HE 2229-4153,,,HE 2229-4153,22 32 49.0491,-41 38 25.162,14,14,0.0107,0.0109,90,A,O,2020yCat.1350....0G,,,13.322,,12.447,11.937,11.497,11.456,ChemPec*,,22 32 49.0491,-41 38 25.162,-3.183,-29.58,0.3799,-139.6,1
True,HE 2231-0622,HE 2231-0622,,,HE 2231-0622,22 34 20.0967,-06 06 30.611,14,14,0.051,0.0428,90,A,O,2020yCat.1350....0G,,17.095,16.356,15.96,15.538,14.818,14.405,14.218,ChemPec*,,22 34 20.0967,-06 06 30.611,4.392,-8.49,0.152,-428.8,1
True,HE 2233-4724,HE 2233-4724,,,HE 2233-4724,22 35 59.2821,-47 08 36.552,14,14,0.0109,0.0135,90,A,O,2020yCat.1350....0G,,15.53,14.51,14.34,,12.527,11.964,11.881,ChemPec*,,22 35 59.2821,-47 08 36.552,0.144,-3.415,,,1
True,HE 2234-0521,HE 2234-0521,,,HE 2234-0521,22 36 37.7204,-05 06 05.288,14,14,0.0272,0.0226,90,A,O,2020yCat.1350....0G,,,15.383,,14.537,13.864,13.43,13.42,ChemPec*,,22 36 37.7204,-05 06 05.288,-4.085,-12.808,0.2127,-177.8,1
True,HE 2236+0204,HE 2236+0204,,,HE 2236+0204,22 39 23.4267,+02 19 48.670,14,14,0.0226,0.0207,90,A,O,2020yCat.1350....0G,,15.73,14.878,14.816,,13.129,12.613,12.548,ChemPec*,,22 39 23.4267,+02 19 48.670,-0.646,-5.843,0.0837,-180.0999908,1
True,HE 2238-0131,HE 2238-0131,,,HE 2238-0131,22 40 38.1173,-01 16 15.945,14,14,0.0157,0.0136,90,A,O,2020yCat.1350....0G,,13.589,12.309,12.443,,10.656,10.082,9.96,ChemPec*,,22 40 38.1173,-01 16 15.945,2.751,-6.907,0.1728,-185.0,1
True,HE 2238-2152,HE 2238-2152,,,HE 2238-2152,22 41 10.3055,-21 36 19.931,14,14,0.031,0.0288,90,A,O,2020yCat.1350....0G,,,15.824,,15.04,14.569,14.19,14.069,ChemPec*,,22 41 10.3055,-21 36 19.931,-3.593,-23.068,0.255,-22.2,1
True,HE 2239-5019,HE 2239-5019,,,2MASS J22422683-5004009,22 42 26.8476,-50 04 00.914,14,14,0.0217,0.0329,90,A,O,2020yCat.1350....0G,,16.239,15.846,15.576,15.24,14.682,14.576,14.279,ChemPec*,CEMP-mp,22 42 26.8476,-50 04 00.914,7.638,-23.792,0.3515,368.7,1
True,HE 2240-0412,HE 2240-0412,,,HE 2240-0412,22 42 58.0813,-03 56 34.097,14,14,0.0311,0.0299,90,A,O,2020yCat.1350....0G,,16.318,15.807,15.496,15.168,14.556,14.191,14.163,ChemPec*,CEMP-s,22 42 58.0813,-03 56 34.097,-4.115,-55.647,0.8995,-163.7,1
True,HE 2242-1930,HE 2242-1930,,,HE 2242-1930,22 45 17.2009,-19 14 51.758,14,14,0.0268,0.0225,90,A,O,2020yCat.1350....0G,,16.129,15.452,15.036,14.636,14.042,13.627,13.533,ChemPec*,,22 45 17.2009,-19 14 51.758,-9.55,-3.817,0.193,-22.5,1
True,HE 2244-1503,HE 2244-1503,,,HE 2244-1503,22 47 25.8324,-14 47 30.211,14,14,0.0325,0.0269,90,A,O,2020yCat.1350....0G,,,15.351,,14.483,13.894,13.494,13.373,ChemPec*,,22 47 25.8324,-14 47 30.211,-0.87,4.441,0.2411,148.1,1
True,HE 2244-2116,HE 2244-2116,,,HE 2244-2116,22 46 50.7380,-21 00 43.116,14,14,0.0475,0.0338,90,A,O,2020yCat.1350....0G,,16.375,15.706,15.989,,14.229,13.741,13.661,ChemPec*,,22 46 50.7380,-21 00 43.116,-0.814,-4.812,0.0776,167.6,1
True,HE 2247-3705,HE 2247-3705,,,HE 2247-3705,22 50 29.5053,-36 49 16.398,14,14,0.029,0.0299,90,A,O,2020yCat.1350....0G,,,16.018,,15.209,14.508,14.156,14.118,ChemPec*,,22 50 29.5053,-36 49 16.398,1.845,-1.847,0.0808,143.6,1
True,HE 2247-7400,HE 2247-7400,,,2MASS J22511940-7344236,22 51 19.4227,-73 44 23.703,14,14,0.0105,0.012,90,A,O,2020yCat.1350....0G,,14.4,,,,12.269,11.733,11.674,ChemPec*,CEMP-no,22 51 19.4227,-73 44 23.703,-1.625,-2.999,0.1256,5.7,1
True,HE 2248-3345,HE 2248-3345,,,HE 2248-3345,22 51 44.7838,-33 29 25.392,14,14,0.0187,0.0163,90,A,O,2020yCat.1350....0G,,15.387,14.682,14.257,13.768,13.146,12.676,12.608,ChemPec*,,22 51 44.7838,-33 29 25.392,2.224,1.434,0.129,145.4,1
True,HE 2249-1704,HE 2249-1704,,,HE 2249-1704,22 51 49.7146,-16 49 00.474,14,14,0.0272,0.0216,90,A,O,2020yCat.1350....0G,,16.36,15.258,14.956,,13.219,12.693,12.564,ChemPec*,,22 51 49.7146,-16 49 00.474,1.787,-0.815,0.0454,-115.4,1
True,HE 2250-2132,HE 2250-2132,,,HE 2250-2132,22 53 40.4804,-21 16 23.967,14,14,0.0173,0.0159,90,A,O,2020yCat.1350....0G,,14.905,14.392,14.063,13.662,13.155,12.808,12.816,ChemPec*,,22 53 40.4804,-21 16 23.967,19.423,-25.862,0.5619,-207.6,1
True,HE 2251-0821,HE 2251-0821,,,HE 2251-0821,22 54 08.1340,-08 05 43.935,14,14,0.0322,0.0263,90,A,O,2020yCat.1350....0G,,16.433,15.72,15.469,,14.148,13.778,13.623,ChemPec*,CEMP-s,22 54 08.1340,-08 05 43.935,8.761,-5.058,0.1683,48.4,1
True,HE 2252-4225,HE 2252-4225,,,HE 2252-4225,22 54 58.5673,-42 09 19.386,14,14,0.0184,0.0202,90,A,O,2020yCat.1350....0G,,,14.878,,13.855,13.311,12.757,12.629,ChemPec*,,22 54 58.5673,-42 09 19.386,0.495,-4.23,0.0608,-333.7,1
True,HE 2253-0849,HE 2253-0849,,,TYC 5813-540-1,22 55 43.0268,-08 33 27.911,14,14,0.0132,0.0113,90,A,O,2020yCat.1350....0G,,13.05,12.39,,,10.017,9.439,9.297,ChemPec*,,22 55 43.0268,-08 33 27.911,-11.162,-9.751,0.2075,-91.84,1
True,HE 2258-3456,HE 2258-3456,,,HE 2258-3456,23 00 59.7658,-34 40 41.791,14,14,0.0355,0.0398,90,A,O,2020yCat.1350....0G,,,16.365,,15.506,14.911,14.316,14.195,ChemPec*,,23 00 59.7658,-34 40 41.791,0.994,-0.886,,-229.0,1
True,HE 2258-6358,HE 2258-6358,,,HE 2258-6358,23 01 48.6559,-63 42 25.117,14,14,0.0111,0.012,90,A,O,2020yCat.1350....0G,,15.42,14.3,14.07,,12.627,12.103,12.036,ChemPec*,CEMP-s,23 01 48.6559,-63 42 25.117,0.277,-9.885,0.121,,1
True,HE 2259-3407,HE 2259-3407,,,HE 2259-3407,23 02 15.7379,-33 51 11.284,14,14,0.0575,0.0689,90,A,O,2020yCat.1350....0G,,17.264,16.864,16.654,16.33,15.977,15.402,15.642,ChemPec*,,23 02 15.7379,-33 51 11.284,4.592,-8.01,0.3994,-13.6,1
True,HE 2301-4024,HE 2301-4024,,,HE 2301-4024,23 04 14.0215,-40 08 20.248,14,14,0.0428,0.0488,90,A,O,2020yCat.1350....0G,,16.96,16.452,16.139,15.774,15.28,15.036,15.043,ChemPec*,,23 04 14.0215,-40 08 20.248,-1.343,-28.161,0.1885,-221.7,1
True,HE 2301-4126,HE 2301-4126,,,HE 2301-4126,23 03 50.1691,-41 10 26.235,14,14,0.0299,0.0316,90,A,O,2020yCat.1350....0G,,,15.989,,15.352,14.864,14.455,14.485,ChemPec*,,23 03 50.1691,-41 10 26.235,5.129,-0.505,0.1649,252.2,1
True,HE 2302-2154a,HE 2302-2154,,,HE 2302-2154,23 05 25.3322,-21 38 06.876,14,14,0.0111,0.011,90,A,O,2020yCat.1350....0G,,13.1,,,,10.734,10.249,10.153,ChemPec*,CEMP-no,23 05 25.3322,-21 38 06.876,-1.075,-15.168,0.2865,-17.56,1
True,HE 2304-4153,HE 2304-4153,,,HE 2304-4153,23 07 05.6946,-41 37 30.076,14,14,0.0357,0.0478,90,A,O,2020yCat.1350....0G,,17.154,16.33,15.829,15.302,14.615,14.043,13.898,ChemPec*,,23 07 05.6946,-41 37 30.076,0.433,-1.57,0.0061,-33.9,1
True,HE 2311+0129,HE 2311+0129,,,HE 2311+0129,23 14 21.3832,+01 45 24.248,14,14,0.0171,0.0154,90,A,O,2020yCat.1350....0G,,,14.389,,13.509,12.774,12.344,12.289,ChemPec*,,23 14 21.3832,+01 45 24.248,-2.8,-1.717,0.2708,-149.0,1
True,HE 2314-1554,HE 2314-1554,,,HE 2314-1554,23 17 01.1312,-15 37 49.498,14,14,0.0201,0.0177,90,A,O,2020yCat.1350....0G,,15.355,14.695,14.252,13.781,13.091,12.676,12.632,ChemPec*,CEMP-no,23 17 01.1312,-15 37 49.498,-0.403,-10.044,0.1294,71.8,1
