Name,lambda,Species,chi,loggf,EW
BL229,6330.85,Fe I,4.73,-1.22,52.2
BL229,6335.33,Fe I,2.20,-2.23,226.1
BL229,6336.82,Fe I,3.69,-1.05,155.6
BL229,6344.15,Fe I,2.43,-2.92,189.4
BL229,6355.04,Fe I,2.84,-2.29,139.8
BL229,6380.75,Fe I,4.19,-1.50,75.3
BL229,6392.54,Fe I,2.28,-3.95,96.7
BL229,6393.61,Fe I,2.43,-1.63,248.8
BL229,6408.03,Fe I,3.69,-1.00,158.2
BL229,6419.96,Fe I,4.73,-0.24,135.7
BL229,6421.36,Fe I,2.28,-2.01,235.3
BL229,6430.86,Fe I,2.18,-1.95,252.5
BL229,6481.87,Fe I,2.27,-2.98,159.7
BL229,6498.94,Fe I,0.96,-4.69,192.1
BL229,6533.93,Fe I,4.55,-1.46,61.4
BL229,6556.81,Fe I,4.79,-1.72,
BL229,6569.22,Fe I,4.73,-0.42,128.5
BL229,6574.23,Fe I,0.99,-5.02,196.9
BL229,6593.88,Fe I,2.43,-2.39,220.9
BL229,6597.56,Fe I,4.79,-1.07,72.9
BL229,6608.03,Fe I,2.28,-3.94,98.3
BL229,6609.12,Fe I,2.56,-2.66,156.1
BL229,6627.54,Fe I,4.54,-1.68,36.9
BL229,6633.76,Fe I,4.56,-0.82,134.8
BL229,6646.93,Fe I,2.60,-3.99,70.4
BL229,6653.85,Fe I,4.15,-2.52,35.6
BL229,5414.08,Fe II,3.22,-3.61,46.9
BL229,5425.25,Fe II,3.20,-3.36,31.1
BL229,6149.25,Fe II,3.89,-2.72,
BL229,6432.68,Fe II,2.89,-3.71,52.3
BL229,6456.39,Fe II,3.90,-2.08,70.7
BL229,5578.73,Ni I,1.68,-2.67,145.0
BL229,5587.87,Ni I,1.93,-2.37,184.2
BL229,5589.37,Ni I,3.90,-1.15,20.1
BL229,5593.75,Ni I,3.90,-0.79,38.1
BL229,6128.97,Ni I,1.68,-3.39,90.9
BL229,6130.14,Ni I,4.27,-0.98,
BL229,6177.25,Ni I,1.83,-3.60,76.6
BL229,6186.72,Ni I,4.11,-0.90,32.3
BL229,6204.61,Ni I,4.09,-1.15,25.1
BL229,6223.99,Ni I,4.10,-0.97,40.3
BL229,6230.10,Ni I,4.11,-1.20,
BL229,6322.17,Ni I,4.15,-1.21,
BL229,6327.60,Ni I,1.68,-3.09,116.5
BL229,6378.26,Ni I,4.15,-0.82,32.5
BL229,6384.67,Ni I,4.15,-1.00,37.7
BL229,6482.80,Ni I,1.94,-2.85,97.7
BL229,6586.32,Ni I,1.95,-2.79,174.5
BL229,6598.61,Ni I,4.24,-0.93,
BL229,6635.14,Ni I,4.42,-0.75,
BL229,5402.78,Y II,1.84,-0.51,26.5
BL229,6141.73,Ba II,0.70,-0.08,275.9
BL229,6496.91,Ba II,0.60,-0.38,284.4
BL229,6320.43,La II,0.17,-1.56,102.2
BL229,6390.46,La II,0.32,-1.40,87.1
BL229,5416.38,Nd II,0.86,-0.98,21.4
BL229,5431.54,Nd II,1.12,-0.47,64.9
BL229,5485.71,Nd II,1.26,-0.12,53.4
BL229,6645.13,Eu II,1.37,0.20,80.2
BL233,6154.23,Na I,2.10,-1.56,37.6
BL233,6160.75,Na I,2.10,-1.26,63.1
BL233,5528.41,Mg I,4.35,-0.36,214.4
BL233,6318.72,Mg I,5.11,-1.97,44.6
BL233,6319.24,Mg I,5.11,-2.21,
BL233,6319.49,Mg I,5.11,-2.43,24.0
BL233,6125.03,Si I,5.62,-1.57,
BL233,6142.48,Si I,5.62,-1.51,
BL233,6145.02,Si I,5.61,-1.37,
BL233,6155.14,Si I,5.62,-0.80,45.8
BL233,6237.33,Si I,5.61,-1.02,19.1
BL233,6243.82,Si I,5.61,-1.27,33.8
BL233,6122.23,Ca I,1.89,-0.32,242.6
BL233,6156.03,Ca I,2.52,-2.39,26.5
BL233,6161.30,Ca I,2.52,-1.27,141.2
BL233,6162.17,Ca I,1.90,-0.32,285.5
BL233,6166.44,Ca I,2.52,-1.14,121.9
BL233,6169.04,Ca I,2.52,-0.80,147.2
BL233,6169.56,Ca I,2.52,-0.48,164.3
BL233,6439.08,Ca I,2.52,0.39,235.6
BL233,6455.60,Ca I,2.52,-1.29,185.3
BL233,6471.67,Ca I,2.52,-0.76,
BL233,6493.79,Ca I,2.52,-0.32,196.6
BL233,6499.65,Ca I,2.52,-0.82,126.5
BL233,6508.84,Ca I,2.52,-2.41,33.1
BL233,5490.16,Ti I,1.46,-0.93,134.1
BL233,5503.90,Ti I,2.58,-0.19,79.9
BL233,6126.22,Ti I,1.07,-1.42,140.1
BL233,6220.50,Ti I,2.68,-0.14,
BL233,6258.10,Ti I,1.44,-0.35,178.7
BL233,6303.77,Ti I,1.44,-1.57,91.1
BL233,6312.24,Ti I,1.46,-1.55,91.8
BL233,6336.10,Ti I,1.44,-1.74,84.7
BL233,6508.12,Ti I,1.43,-2.05,65.7
BL233,6556.08,Ti I,1.46,-1.07,
BL233,6599.13,Ti I,0.90,-2.09,132.8
BL233,6666.53,Ti I,1.46,-1.62,18.4
BL233,5418.77,Ti II,1.58,-2.11,104.3
BL233,6219.94,Ti II,2.06,-2.82,37.2
BL233,6559.58,Ti II,2.05,-2.02,
BL233,6606.95,Ti II,2.06,-2.79,51.0
BL233,6680.13,Ti II,3.09,-1.86,27.1
BL233,6330.09,Cr I,0.94,-2.92,132.2
BL233,5369.96,Fe I,4.37,0.54,152.5
BL233,5383.37,Fe I,4.31,0.50,169.5
BL233,5386.34,Fe I,4.16,-1.74,61.5
BL233,5393.17,Fe I,3.24,-0.92,230.0
BL233,5395.22,Fe I,4.45,-1.73,40.2
BL233,5405.79,Fe I,0.99,-1.85,
BL233,5415.19,Fe I,4.39,0.51,164.7
BL233,5417.04,Fe I,4.42,-1.42,46.3
BL233,5434.53,Fe I,1.01,-2.12,
BL233,5436.30,Fe I,4.39,-1.35,
BL233,5464.29,Fe I,4.14,-1.62,85.5
BL233,5470.09,Fe I,4.45,-1.60,30.9
BL233,5501.48,Fe I,0.96,-3.05,263.5
BL233,5506.79,Fe I,0.99,-2.79,
BL233,5539.29,Fe I,3.64,-2.59,71.8
BL233,5586.77,Fe I,3.37,-0.10,238.3
BL233,6120.26,Fe I,0.91,-5.94,82.1
BL233,6136.62,Fe I,2.45,-1.50,
BL233,6137.00,Fe I,2.20,-2.95,
BL233,6151.62,Fe I,2.18,-3.37,150.7
BL233,6157.75,Fe I,4.07,-1.26,134.5
BL233,6159.38,Fe I,4.61,-1.97,16.9
BL233,6165.36,Fe I,4.14,-1.47,80.4
BL233,6173.34,Fe I,2.22,-2.85,179.5
BL233,6180.20,Fe I,2.73,-2.78,139.8
BL233,6187.99,Fe I,3.94,-1.58,70.5
BL233,6200.31,Fe I,2.61,-2.44,155.7
BL233,6213.43,Fe I,2.22,-2.66,187.0
BL233,6219.29,Fe I,2.20,-2.44,198.6
BL233,6226.74,Fe I,3.88,-2.20,69.8
BL233,6252.57,Fe I,2.40,-1.76,200.5
BL233,6265.13,Fe I,2.18,-2.55,173.4
BL233,6271.28,Fe I,3.32,-2.96,63.8
BL233,6297.80,Fe I,2.22,-2.74,
BL233,6301.50,Fe I,3.65,-0.72,
BL233,6307.85,Fe I,3.64,-3.27,21.8
BL233,6322.69,Fe I,2.59,-2.43,162.6
BL233,6330.85,Fe I,4.73,-1.22,
BL233,6335.33,Fe I,2.20,-2.23,201.3
BL233,6336.82,Fe I,3.69,-1.05,142.5
BL233,6344.15,Fe I,2.43,-2.92,196.4
BL233,6355.04,Fe I,2.84,-2.29,169.0
BL233,6380.75,Fe I,4.19,-1.50,93.9
BL233,6392.54,Fe I,2.28,-3.95,107.3
BL233,6393.61,Fe I,2.43,-1.63,238.4
BL233,6408.03,Fe I,3.69,-1.00,156.8
BL233,6419.96,Fe I,4.73,-0.24,117.2
BL233,6421.36,Fe I,2.28,-2.01,226.7
BL233,6430.86,Fe I,2.18,-1.95,264.6
BL233,6481.87,Fe I,2.27,-2.98,174.4
BL233,6498.94,Fe I,0.96,-4.69,191.6
BL233,6533.93,Fe I,4.55,-1.46,51.9
BL233,6556.81,Fe I,4.79,-1.72,16.5
BL233,6569.22,Fe I,4.73,-0.42,130.1
BL233,6574.23,Fe I,0.99,-5.02,180.7
BL233,6593.88,Fe I,2.43,-2.39,202.0
BL233,6597.56,Fe I,4.79,-1.07,74.8
BL233,6608.03,Fe I,2.28,-3.94,106.2
BL233,6609.12,Fe I,2.56,-2.66,161.2
BL233,6627.54,Fe I,4.54,-1.68,36.5
BL233,6633.76,Fe I,4.56,-0.82,122.3
BL233,6646.93,Fe I,2.60,-3.99,70.2
BL233,6653.85,Fe I,4.15,-2.52,30.7
BL233,5414.08,Fe II,3.22,-3.61,
BL233,5425.25,Fe II,3.20,-3.36,42.0
BL233,6149.25,Fe II,3.89,-2.72,33.1
BL233,6432.68,Fe II,2.89,-3.71,59.5
BL233,6456.39,Fe II,3.90,-2.08,80.2
BL233,5578.73,Ni I,1.68,-2.67,142.7
BL233,5587.87,Ni I,1.93,-2.37,168.3
BL233,5589.37,Ni I,3.90,-1.15,26.7
BL233,5593.75,Ni I,3.90,-0.79,51.7
BL233,6128.97,Ni I,1.68,-3.39,99.0
BL233,6130.14,Ni I,4.27,-0.98,
BL233,6177.25,Ni I,1.83,-3.60,66.2
BL233,6186.72,Ni I,4.11,-0.90,30.2
BL233,6204.61,Ni I,4.09,-1.15,27.2
BL233,6223.99,Ni I,4.10,-0.97,32.3
BL233,6230.10,Ni I,4.11,-1.20,32.0
BL233,6322.17,Ni I,4.15,-1.21,
BL233,6327.60,Ni I,1.68,-3.09,109.8
BL233,6378.26,Ni I,4.15,-0.82,34.2
BL233,6384.67,Ni I,4.15,-1.00,47.0
BL233,6482.80,Ni I,1.94,-2.85,113.8
BL233,6586.32,Ni I,1.95,-2.79,155.2
BL233,6598.61,Ni I,4.24,-0.93,
BL233,6635.14,Ni I,4.42,-0.75,
BL233,5402.78,Y II,1.84,-0.51,60.0
BL233,6141.73,Ba II,0.70,-0.08,261.5
BL233,6496.91,Ba II,0.60,-0.38,247.9
BL233,6320.43,La II,0.17,-1.56,87.0
BL233,6390.46,La II,0.32,-1.40,67.6
BL233,5416.38,Nd II,0.86,-0.98,22.1
BL233,5431.54,Nd II,1.12,-0.47,52.6
BL233,5485.71,Nd II,1.26,-0.12,51.7
BL233,6645.13,Eu II,1.37,0.20,65.1
BL239,6154.23,Na I,2.10,-1.56,16.8
BL239,6160.75,Na I,2.10,-1.26,
BL239,5528.41,Mg I,4.35,-0.36,204.7
BL239,6318.72,Mg I,5.11,-1.97,
BL239,6319.24,Mg I,5.11,-2.21,19.4
BL239,6319.49,Mg I,5.11,-2.43,
BL239,6125.03,Si I,5.62,-1.57,
BL239,6142.48,Si I,5.62,-1.51,
BL239,6145.02,Si I,5.61,-1.37,
BL239,6155.14,Si I,5.62,-0.80,32.7
BL239,6237.33,Si I,5.61,-1.02,23.2
BL239,6243.82,Si I,5.61,-1.27,23.5
BL239,6122.23,Ca I,1.89,-0.32,228.3
BL239,6156.03,Ca I,2.52,-2.39,20.7
BL239,6161.30,Ca I,2.52,-1.27,108.0
BL239,6162.17,Ca I,1.90,-0.32,249.2
BL239,6166.44,Ca I,2.52,-1.14,118.0
BL239,6169.04,Ca I,2.52,-0.80,150.0
BL239,6169.56,Ca I,2.52,-0.48,146.0
BL239,6439.08,Ca I,2.52,0.39,224.7
BL239,6455.60,Ca I,2.52,-1.29,175.1
BL239,6471.67,Ca I,2.52,-0.76,
BL239,6493.79,Ca I,2.52,-0.32,180.4
BL239,6499.65,Ca I,2.52,-0.82,126.6
BL239,6508.84,Ca I,2.52,-2.41,22.5
BL239,5490.16,Ti I,1.46,-0.93,93.7
BL239,5503.90,Ti I,2.58,-0.19,43.2
BL239,6126.22,Ti I,1.07,-1.42,118.9
BL239,6220.50,Ti I,2.68,-0.14,
BL239,6258.10,Ti I,1.44,-0.35,150.3
BL239,6303.77,Ti I,1.44,-1.57,80.3
BL239,6312.24,Ti I,1.46,-1.55,61.6
BL239,6336.10,Ti I,1.44,-1.74,55.2
BL239,6508.12,Ti I,1.43,-2.05,26.5
BL239,6556.08,Ti I,1.46,-1.07,
BL239,6599.13,Ti I,0.90,-2.09,110.5
BL239,6666.53,Ti I,1.46,-1.62,15.1
BL239,5418.77,Ti II,1.58,-2.11,82.5
BL239,6219.94,Ti II,2.06,-2.82,
BL239,6559.58,Ti II,2.05,-2.02,
BL239,6606.95,Ti II,2.06,-2.79,34.4
BL239,6680.13,Ti II,3.09,-1.86,
BL239,6330.09,Cr I,0.94,-2.92,116.1
BL239,5369.96,Fe I,4.37,0.54,148.5
BL239,5383.37,Fe I,4.31,0.50,145.3
BL239,5386.34,Fe I,4.16,-1.74,72.8
BL239,5393.17,Fe I,3.24,-0.92,224.4
BL239,5395.22,Fe I,4.45,-1.73,
BL239,5405.79,Fe I,0.99,-1.85,
BL239,5415.19,Fe I,4.39,0.51,179.3
BL239,5417.04,Fe I,4.42,-1.42,67.8
BL239,5434.53,Fe I,1.01,-2.12,
BL239,5436.30,Fe I,4.39,-1.35,
BL239,5464.29,Fe I,4.14,-1.62,55.0
BL239,5470.09,Fe I,4.45,-1.60,22.1
BL239,5501.48,Fe I,0.96,-3.05,260.7
BL239,5506.79,Fe I,0.99,-2.79,297.8
BL239,5539.29,Fe I,3.64,-2.59,56.2
BL239,5586.77,Fe I,3.37,-0.10,231.8
BL239,6120.26,Fe I,0.91,-5.94,82.5
BL239,6136.62,Fe I,2.45,-1.50,
BL239,6137.00,Fe I,2.20,-2.95,
BL239,6151.62,Fe I,2.18,-3.37,125.6
BL239,6157.75,Fe I,4.07,-1.26,109.0
BL239,6159.38,Fe I,4.61,-1.97,
BL239,6165.36,Fe I,4.14,-1.47,58.5
BL239,6173.34,Fe I,2.22,-2.85,150.8
BL239,6180.20,Fe I,2.73,-2.78,138.4
BL239,6187.99,Fe I,3.94,-1.58,78.7
BL239,6200.31,Fe I,2.61,-2.44,159.0
BL239,6213.43,Fe I,2.22,-2.66,168.8
BL239,6219.29,Fe I,2.20,-2.44,195.0
BL239,6226.74,Fe I,3.88,-2.20,53.1
BL239,6252.57,Fe I,2.40,-1.76,208.4
BL239,6265.13,Fe I,2.18,-2.55,175.5
BL239,6271.28,Fe I,3.32,-2.96,60.7
BL239,6297.80,Fe I,2.22,-2.74,
BL239,6301.50,Fe I,3.65,-0.72,
BL239,6307.85,Fe I,3.64,-3.27,
BL239,6322.69,Fe I,2.59,-2.43,153.0
BL239,6330.85,Fe I,4.73,-1.22,39.5
BL239,6335.33,Fe I,2.20,-2.23,203.5
BL239,6336.82,Fe I,3.69,-1.05,142.7
BL239,6344.15,Fe I,2.43,-2.92,159.6
BL239,6355.04,Fe I,2.84,-2.29,146.2
BL239,6380.75,Fe I,4.19,-1.50,77.4
BL239,6392.54,Fe I,2.28,-3.95,80.2
BL239,6393.61,Fe I,2.43,-1.63,236.2
BL239,6408.03,Fe I,3.69,-1.00,146.4
BL239,6419.96,Fe I,4.73,-0.24,116.6
BL239,6421.36,Fe I,2.28,-2.01,221.9
BL239,6430.86,Fe I,2.18,-1.95,248.3
BL239,6481.87,Fe I,2.27,-2.98,171.4
BL239,6498.94,Fe I,0.96,-4.69,163.4
BL239,6533.93,Fe I,4.55,-1.46,50.7
BL239,6556.81,Fe I,4.79,-1.72,
BL239,6569.22,Fe I,4.73,-0.42,100.2
BL239,6574.23,Fe I,0.99,-5.02,171.2
BL239,6593.88,Fe I,2.43,-2.39,196.8
BL239,6597.56,Fe I,4.79,-1.07,67.0
BL239,6608.03,Fe I,2.28,-3.94,105.2
BL239,6609.12,Fe I,2.56,-2.66,162.4
BL239,6627.54,Fe I,4.54,-1.68,15.9
BL239,6633.76,Fe I,4.56,-0.82,97.5
BL239,6646.93,Fe I,2.60,-3.99,45.7
BL239,6653.85,Fe I,4.15,-2.52,39.7
BL239,5414.08,Fe II,3.22,-3.61,44.2
BL239,5425.25,Fe II,3.20,-3.36,36.1
BL239,6149.25,Fe II,3.89,-2.72,
BL239,6432.68,Fe II,2.89,-3.71,53.8
BL239,6456.39,Fe II,3.90,-2.08,76.2
BL239,5578.73,Ni I,1.68,-2.67,129.9
BL239,5587.87,Ni I,1.93,-2.37,163.9
BL239,5589.37,Ni I,3.90,-1.15,19.7
BL239,5593.75,Ni I,3.90,-0.79,29.4
BL239,6128.97,Ni I,1.68,-3.39,78.8
BL239,6130.14,Ni I,4.27,-0.98,
BL239,6177.25,Ni I,1.83,-3.60,60.1
BL239,6186.72,Ni I,4.11,-0.90,25.1
BL239,6204.61,Ni I,4.09,-1.15,27.4
BL239,6223.99,Ni I,4.10,-0.97,26.2
BL239,6230.10,Ni I,4.11,-1.20,
BL239,6322.17,Ni I,4.15,-1.21,15.2
BL239,6327.60,Ni I,1.68,-3.09,110.1
BL239,6378.26,Ni I,4.15,-0.82,22.8
BL239,6384.67,Ni I,4.15,-1.00,
BL239,6482.80,Ni I,1.94,-2.85,103.5
BL239,6586.32,Ni I,1.95,-2.79,154.8
BL239,6598.61,Ni I,4.24,-0.93,
BL239,6635.14,Ni I,4.42,-0.75,
BL239,5402.78,Y II,1.84,-0.51,
BL239,6141.73,Ba II,0.70,-0.08,228.5
BL239,6496.91,Ba II,0.60,-0.38,258.8
BL239,6320.43,La II,0.17,-1.56,41.0
BL239,6390.46,La II,0.32,-1.40,49.2
BL239,5416.38,Nd II,0.86,-0.98,22.8
BL239,5431.54,Nd II,1.12,-0.47,30.8
BL239,5485.71,Nd II,1.26,-0.12,25.4
BL239,6645.13,Eu II,1.37,0.20,40.1
BL242,6154.23,Na I,2.10,-1.56,
BL242,6160.75,Na I,2.10,-1.26,28.9
BL242,5528.41,Mg I,4.35,-0.36,209.8
BL242,6318.72,Mg I,5.11,-1.97,41.6
BL242,6319.24,Mg I,5.11,-2.21,
BL242,6319.49,Mg I,5.11,-2.43,36.0
BL242,6125.03,Si I,5.62,-1.57,
BL242,6142.48,Si I,5.62,-1.51,
BL242,6145.02,Si I,5.61,-1.37,
BL242,6155.14,Si I,5.62,-0.80,45.0
BL242,6237.33,Si I,5.61,-1.02,23.2
BL242,6243.82,Si I,5.61,-1.27,
BL242,6122.23,Ca I,1.89,-0.32,213.3
BL242,6156.03,Ca I,2.52,-2.39,28.5
BL242,6161.30,Ca I,2.52,-1.27,106.0
BL242,6162.17,Ca I,1.90,-0.32,237.1
BL242,6166.44,Ca I,2.52,-1.14,96.5
BL242,6169.04,Ca I,2.52,-0.80,95.7
BL242,6169.56,Ca I,2.52,-0.48,117.5
BL242,6439.08,Ca I,2.52,0.39,200.1
BL242,6455.60,Ca I,2.52,-1.29,123.0
BL242,6471.67,Ca I,2.52,-0.76,
BL242,6493.79,Ca I,2.52,-0.32,160.4
BL242,6499.65,Ca I,2.52,-0.82,125.1
BL242,6508.84,Ca I,2.52,-2.41,16.0
BL242,5490.16,Ti I,1.46,-0.93,95.3
BL242,5503.90,Ti I,2.58,-0.19,39.5
BL242,6126.22,Ti I,1.07,-1.42,117.5
BL242,6220.50,Ti I,2.68,-0.14,
BL242,6258.10,Ti I,1.44,-0.35,142.5
BL242,6303.77,Ti I,1.44,-1.57,67.8
BL242,6312.24,Ti I,1.46,-1.55,66.7
BL242,6336.10,Ti I,1.44,-1.74,40.0
BL242,6508.12,Ti I,1.43,-2.05,
BL242,6556.08,Ti I,1.46,-1.07,
BL242,6599.13,Ti I,0.90,-2.09,99.0
BL242,6666.53,Ti I,1.46,-1.62,
BL242,5418.77,Ti II,1.58,-2.11,80.7
BL242,6219.94,Ti II,2.06,-2.82,28.1
BL242,6559.58,Ti II,2.05,-2.02,
BL242,6606.95,Ti II,2.06,-2.79,48.0
BL242,6680.13,Ti II,3.09,-1.86,
BL242,6330.09,Cr I,0.94,-2.92,120.3
BL242,5369.96,Fe I,4.37,0.54,134.5
BL242,5383.37,Fe I,4.31,0.50,155.0
BL242,5386.34,Fe I,4.16,-1.74,25.3
BL242,5393.17,Fe I,3.24,-0.92,201.2
BL242,5395.22,Fe I,4.45,-1.73,
BL242,5405.79,Fe I,0.99,-1.85,
BL242,5415.19,Fe I,4.39,0.51,133.7
BL242,5417.04,Fe I,4.42,-1.42,27.4
BL242,5434.53,Fe I,1.01,-2.12,
BL242,5436.30,Fe I,4.39,-1.35,
BL242,5464.29,Fe I,4.14,-1.62,61.4
BL242,5470.09,Fe I,4.45,-1.60,
BL242,5501.48,Fe I,0.96,-3.05,238.4
BL242,5506.79,Fe I,0.99,-2.79,282.4
BL242,5539.29,Fe I,3.64,-2.59,36.9
BL242,5586.77,Fe I,3.37,-0.10,192.0
BL242,6120.26,Fe I,0.91,-5.94,63.2
BL242,6136.62,Fe I,2.45,-1.50,255.6
BL242,6137.00,Fe I,2.20,-2.95,164.9
BL242,6151.62,Fe I,2.18,-3.37,115.7
BL242,6157.75,Fe I,4.07,-1.26,103.9
BL242,6159.38,Fe I,4.61,-1.97,
BL242,6165.36,Fe I,4.14,-1.47,52.3
BL242,6173.34,Fe I,2.22,-2.85,156.8
BL242,6180.20,Fe I,2.73,-2.78,87.1
BL242,6187.99,Fe I,3.94,-1.58,60.8
BL242,6200.31,Fe I,2.61,-2.44,141.7
BL242,6213.43,Fe I,2.22,-2.66,177.8
BL242,6219.29,Fe I,2.20,-2.44,191.2
BL242,6226.74,Fe I,3.88,-2.20,47.5
BL242,6252.57,Fe I,2.40,-1.76,189.7
BL242,6265.13,Fe I,2.18,-2.55,171.9
BL242,6271.28,Fe I,3.32,-2.96,50.9
BL242,6297.80,Fe I,2.22,-2.74,
BL242,6301.50,Fe I,3.65,-0.72,
BL242,6307.85,Fe I,3.64,-3.27,
BL242,6322.69,Fe I,2.59,-2.43,142.6
BL242,6330.85,Fe I,4.73,-1.22,29.9
BL242,6335.33,Fe I,2.20,-2.23,202.1
BL242,6336.82,Fe I,3.69,-1.05,128.4
BL242,6344.15,Fe I,2.43,-2.92,145.3
BL242,6355.04,Fe I,2.84,-2.29,136.6
BL242,6380.75,Fe I,4.19,-1.50,68.0
BL242,6392.54,Fe I,2.28,-3.95,75.7
BL242,6393.61,Fe I,2.43,-1.63,231.7
BL242,6408.03,Fe I,3.69,-1.00,140.1
BL242,6419.96,Fe I,4.73,-0.24,108.2
BL242,6421.36,Fe I,2.28,-2.01,212.6
BL242,6430.86,Fe I,2.18,-1.95,228.3
BL242,6481.87,Fe I,2.27,-2.98,161.4
BL242,6498.94,Fe I,0.96,-4.69,173.1
BL242,6533.93,Fe I,4.55,-1.46,41.8
BL242,6556.81,Fe I,4.79,-1.72,
BL242,6569.22,Fe I,4.73,-0.42,88.2
BL242,6574.23,Fe I,0.99,-5.02,
BL242,6593.88,Fe I,2.43,-2.39,171.6
BL242,6597.56,Fe I,4.79,-1.07,43.8
BL242,6608.03,Fe I,2.28,-3.94,76.0
BL242,6609.12,Fe I,2.56,-2.66,165.2
BL242,6627.54,Fe I,4.54,-1.68,20.4
BL242,6633.76,Fe I,4.56,-0.82,93.4
BL242,6646.93,Fe I,2.60,-3.99,42.9
BL242,6653.85,Fe I,4.15,-2.52,35.2
BL242,5414.08,Fe II,3.22,-3.61,
BL242,5425.25,Fe II,3.20,-3.36,56.6
BL242,6149.25,Fe II,3.89,-2.72,
BL242,6432.68,Fe II,2.89,-3.71,56.8
BL242,6456.39,Fe II,3.90,-2.08,39.9
BL242,5578.73,Ni I,1.68,-2.67,129.3
BL242,5587.87,Ni I,1.93,-2.37,121.0
BL242,5589.37,Ni I,3.90,-1.15,17.8
BL242,5593.75,Ni I,3.90,-0.79,38.9
BL242,6128.97,Ni I,1.68,-3.39,79.3
BL242,6130.14,Ni I,4.27,-0.98,
BL242,6177.25,Ni I,1.83,-3.60,45.9
BL242,6186.72,Ni I,4.11,-0.90,25.5
BL242,6204.61,Ni I,4.09,-1.15,
BL242,6223.99,Ni I,4.10,-0.97,31.1
BL242,6230.10,Ni I,4.11,-1.20,24.3
BL242,6322.17,Ni I,4.15,-1.21,
BL242,6327.60,Ni I,1.68,-3.09,97.3
BL242,6378.26,Ni I,4.15,-0.82,
BL242,6384.67,Ni I,4.15,-1.00,33.3
BL242,6482.80,Ni I,1.94,-2.85,100.4
BL242,6586.32,Ni I,1.95,-2.79,120.3
BL242,6598.61,Ni I,4.24,-0.93,
BL242,6635.14,Ni I,4.42,-0.75,
BL242,5402.78,Y II,1.84,-0.51,32.0
BL242,6141.73,Ba II,0.70,-0.08,226.7
BL242,6496.91,Ba II,0.60,-0.38,250.3
BL242,6320.43,La II,0.17,-1.56,47.9
BL242,6390.46,La II,0.32,-1.40,66.5
BL242,5416.38,Nd II,0.86,-0.98,
BL242,5431.54,Nd II,1.12,-0.47,66.1
BL242,5485.71,Nd II,1.26,-0.12,34.8
BL242,6645.13,Eu II,1.37,0.20,47.2
BL247,6154.23,Na I,2.10,-1.56,24.6
BL247,6160.75,Na I,2.10,-1.26,54.0
BL247,5528.41,Mg I,4.35,-0.36,220.6
BL247,6318.72,Mg I,5.11,-1.97,
BL247,6319.24,Mg I,5.11,-2.21,43.4
BL247,6319.49,Mg I,5.11,-2.43,
BL247,6125.03,Si I,5.62,-1.57,
BL247,6142.48,Si I,5.62,-1.51,
BL247,6145.02,Si I,5.61,-1.37,
BL247,6155.14,Si I,5.62,-0.80,42.3
BL247,6237.33,Si I,5.61,-1.02,
BL247,6243.82,Si I,5.61,-1.27,37.5
BL247,6122.23,Ca I,1.89,-0.32,250.5
BL247,6156.03,Ca I,2.52,-2.39,36.9
BL247,6161.30,Ca I,2.52,-1.27,145.6
BL247,6162.17,Ca I,1.90,-0.32,279.7
BL247,6166.44,Ca I,2.52,-1.14,133.1
BL247,6169.04,Ca I,2.52,-0.80,147.2
BL247,6169.56,Ca I,2.52,-0.48,169.5
BL247,6439.08,Ca I,2.52,0.39,237.1
BL247,6455.60,Ca I,2.52,-1.29,163.5
BL247,6471.67,Ca I,2.52,-0.76,
BL247,6493.79,Ca I,2.52,-0.32,163.1
BL247,6499.65,Ca I,2.52,-0.82,121.6
BL247,6508.84,Ca I,2.52,-2.41,25.5
BL247,5490.16,Ti I,1.46,-0.93,133.0
BL247,5503.90,Ti I,2.58,-0.19,71.4
BL247,6126.22,Ti I,1.07,-1.42,159.2
BL247,6220.50,Ti I,2.68,-0.14,
BL247,6258.10,Ti I,1.44,-0.35,153.9
BL247,6303.77,Ti I,1.44,-1.57,91.0
BL247,6312.24,Ti I,1.46,-1.55,74.4
BL247,6336.10,Ti I,1.44,-1.74,84.6
BL247,6508.12,Ti I,1.43,-2.05,46.9
BL247,6556.08,Ti I,1.46,-1.07,
BL247,6599.13,Ti I,0.90,-2.09,149.9
BL247,6666.53,Ti I,1.46,-1.62,37.9
BL247,5418.77,Ti II,1.58,-2.11,98.5
BL247,6219.94,Ti II,2.06,-2.82,40.3
BL247,6559.58,Ti II,2.05,-2.02,
BL247,6606.95,Ti II,2.06,-2.79,27.7
BL247,6680.13,Ti II,3.09,-1.86,31.5
BL247,6330.09,Cr I,0.94,-2.92,147.0
BL247,5369.96,Fe I,4.37,0.54,194.3
BL247,5383.37,Fe I,4.31,0.50,182.6
BL247,5386.34,Fe I,4.16,-1.74,60.5
BL247,5393.17,Fe I,3.24,-0.92,222.3
BL247,5395.22,Fe I,4.45,-1.73,
BL247,5405.79,Fe I,0.99,-1.85,
BL247,5415.19,Fe I,4.39,0.51,189.9
BL247,5417.04,Fe I,4.42,-1.42,58.3
BL247,5434.53,Fe I,1.01,-2.12,
BL247,5436.30,Fe I,4.39,-1.35,
BL247,5464.29,Fe I,4.14,-1.62,52.1
BL247,5470.09,Fe I,4.45,-1.60,26.7
BL247,5501.48,Fe I,0.96,-3.05,274.6
