Name,lambda,Species,chi,loggf,EW
BL097,6393.61,Fe I,2.43,-1.63,251.8
BL097,6408.03,Fe I,3.69,-1.00,142.3
BL097,6419.96,Fe I,4.73,-0.24,110.0
BL097,6421.36,Fe I,2.28,-2.01,222.6
BL097,6430.86,Fe I,2.18,-1.95,263.7
BL097,6481.87,Fe I,2.27,-2.98,180.6
BL097,6498.94,Fe I,0.96,-4.69,185.0
BL097,6533.93,Fe I,4.55,-1.46,32.2
BL097,6556.81,Fe I,4.79,-1.72,19.3
BL097,6569.22,Fe I,4.73,-0.42,102.6
BL097,6574.23,Fe I,0.99,-5.02,186.5
BL097,6593.88,Fe I,2.43,-2.39,200.6
BL097,6597.56,Fe I,4.79,-1.07,54.4
BL097,6608.03,Fe I,2.28,-3.94,92.3
BL097,6609.12,Fe I,2.56,-2.66,159.7
BL097,6627.54,Fe I,4.54,-1.68,25.2
BL097,6633.76,Fe I,4.56,-0.82,107.5
BL097,6646.93,Fe I,2.60,-3.99,52.7
BL097,6653.85,Fe I,4.15,-2.52,28.9
BL097,5414.08,Fe II,3.22,-3.61,34.1
BL097,5425.25,Fe II,3.20,-3.36,37.8
BL097,6149.25,Fe II,3.89,-2.72,36.8
BL097,6432.68,Fe II,2.89,-3.71,55.3
BL097,6456.39,Fe II,3.90,-2.08,129.0
BL097,5578.73,Ni I,1.68,-2.67,141.0
BL097,5587.87,Ni I,1.93,-2.37,176.0
BL097,5589.37,Ni I,3.90,-1.15,18.8
BL097,5593.75,Ni I,3.90,-0.79,30.7
BL097,6128.97,Ni I,1.68,-3.39,88.8
BL097,6130.14,Ni I,4.27,-0.98,
BL097,6177.25,Ni I,1.83,-3.60,72.2
BL097,6186.72,Ni I,4.11,-0.90,30.2
BL097,6204.61,Ni I,4.09,-1.15,23.0
BL097,6223.99,Ni I,4.10,-0.97,30.9
BL097,6230.10,Ni I,4.11,-1.20,32.9
BL097,6322.17,Ni I,4.15,-1.21,19.2
BL097,6327.60,Ni I,1.68,-3.09,117.2
BL097,6378.26,Ni I,4.15,-0.82,
BL097,6384.67,Ni I,4.15,-1.00,27.6
BL097,6482.80,Ni I,1.94,-2.85,109.2
BL097,6586.32,Ni I,1.95,-2.79,148.1
BL097,6598.61,Ni I,4.24,-0.93,34.9
BL097,6635.14,Ni I,4.42,-0.75,
BL097,5402.78,Y II,1.84,-0.51,39.3
BL097,6141.73,Ba II,0.70,-0.08,247.7
BL097,6496.91,Ba II,0.60,-0.38,274.8
BL097,6320.43,La II,0.17,-1.56,58.0
BL097,6390.46,La II,0.32,-1.40,66.8
BL097,5416.38,Nd II,0.86,-0.98,28.5
BL097,5431.54,Nd II,1.12,-0.47,48.3
BL097,5485.71,Nd II,1.26,-0.12,39.4
BL097,6645.13,Eu II,1.37,0.20,60.7
BL100,6154.23,Na I,2.10,-1.56,
BL100,6160.75,Na I,2.10,-1.26,
BL100,5528.41,Mg I,4.35,-0.36,198.8
BL100,6318.72,Mg I,5.11,-1.97,17.7
BL100,6319.24,Mg I,5.11,-2.21,31.8
BL100,6319.49,Mg I,5.11,-2.43,
BL100,6125.03,Si I,5.62,-1.57,
BL100,6142.48,Si I,5.62,-1.51,
BL100,6145.02,Si I,5.61,-1.37,
BL100,6155.14,Si I,5.62,-0.80,23.9
BL100,6237.33,Si I,5.61,-1.02,
BL100,6243.82,Si I,5.61,-1.27,
BL100,6122.23,Ca I,1.89,-0.32,213.9
BL100,6156.03,Ca I,2.52,-2.39,
BL100,6161.30,Ca I,2.52,-1.27,103.5
BL100,6162.17,Ca I,1.90,-0.32,235.3
BL100,6166.44,Ca I,2.52,-1.14,99.9
BL100,6169.04,Ca I,2.52,-0.80,115.4
BL100,6169.56,Ca I,2.52,-0.48,138.9
BL100,6439.08,Ca I,2.52,0.39,201.2
BL100,6455.60,Ca I,2.52,-1.29,48.1
BL100,6471.67,Ca I,2.52,-0.76,
BL100,6493.79,Ca I,2.52,-0.32,175.1
BL100,6499.65,Ca I,2.52,-0.82,124.2
BL100,6508.84,Ca I,2.52,-2.41,23.1
BL100,5490.16,Ti I,1.46,-0.93,84.1
BL100,5503.90,Ti I,2.58,-0.19,33.9
BL100,6126.22,Ti I,1.07,-1.42,113.3
BL100,6220.50,Ti I,2.68,-0.14,
BL100,6258.10,Ti I,1.44,-0.35,
BL100,6303.77,Ti I,1.44,-1.57,55.4
BL100,6312.24,Ti I,1.46,-1.55,54.5
BL100,6336.10,Ti I,1.44,-1.74,47.0
BL100,6508.12,Ti I,1.43,-2.05,30.2
BL100,6556.08,Ti I,1.46,-1.07,
BL100,6599.13,Ti I,0.90,-2.09,105.4
BL100,6666.53,Ti I,1.46,-1.62,
BL100,5418.77,Ti II,1.58,-2.11,104.0
BL100,6219.94,Ti II,2.06,-2.82,
BL100,6559.58,Ti II,2.05,-2.02,
BL100,6606.95,Ti II,2.06,-2.79,44.9
BL100,6680.13,Ti II,3.09,-1.86,
BL100,6330.09,Cr I,0.94,-2.92,120.7
BL100,5369.96,Fe I,4.37,0.54,163.9
BL100,5383.37,Fe I,4.31,0.50,150.0
BL100,5386.34,Fe I,4.16,-1.74,39.1
BL100,5393.17,Fe I,3.24,-0.92,176.0
BL100,5395.22,Fe I,4.45,-1.73,16.7
BL100,5405.79,Fe I,0.99,-1.85,
BL100,5415.19,Fe I,4.39,0.51,154.7
BL100,5417.04,Fe I,4.42,-1.42,32.1
BL100,5434.53,Fe I,1.01,-2.12,
BL100,5436.30,Fe I,4.39,-1.35,
BL100,5464.29,Fe I,4.14,-1.62,57.9
BL100,5470.09,Fe I,4.45,-1.60,20.8
BL100,5501.48,Fe I,0.96,-3.05,243.0
BL100,5506.79,Fe I,0.99,-2.79,272.1
BL100,5539.29,Fe I,3.64,-2.59,54.8
BL100,5586.77,Fe I,3.37,-0.10,221.2
BL100,6120.26,Fe I,0.91,-5.94,67.6
BL100,6136.62,Fe I,2.45,-1.50,
BL100,6137.00,Fe I,2.20,-2.95,
BL100,6151.62,Fe I,2.18,-3.37,126.1
BL100,6157.75,Fe I,4.07,-1.26,95.4
BL100,6159.38,Fe I,4.61,-1.97,
BL100,6165.36,Fe I,4.14,-1.47,68.0
BL100,6173.34,Fe I,2.22,-2.85,155.9
BL100,6180.20,Fe I,2.73,-2.78,112.0
BL100,6187.99,Fe I,3.94,-1.58,67.2
BL100,6200.31,Fe I,2.61,-2.44,140.0
BL100,6213.43,Fe I,2.22,-2.66,175.7
BL100,6219.29,Fe I,2.20,-2.44,179.8
BL100,6226.74,Fe I,3.88,-2.20,57.4
BL100,6252.57,Fe I,2.40,-1.76,190.3
BL100,6265.13,Fe I,2.18,-2.55,181.2
BL100,6271.28,Fe I,3.32,-2.96,44.8
BL100,6297.80,Fe I,2.22,-2.74,
BL100,6301.50,Fe I,3.65,-0.72,
BL100,6307.85,Fe I,3.64,-3.27,15.8
BL100,6322.69,Fe I,2.59,-2.43,153.5
BL100,6330.85,Fe I,4.73,-1.22,36.5
BL100,6335.33,Fe I,2.20,-2.23,201.1
BL100,6336.82,Fe I,3.69,-1.05,130.4
BL100,6344.15,Fe I,2.43,-2.92,143.6
BL100,6355.04,Fe I,2.84,-2.29,150.4
BL100,6380.75,Fe I,4.19,-1.50,63.3
BL100,6392.54,Fe I,2.28,-3.95,87.5
BL100,6393.61,Fe I,2.43,-1.63,221.3
BL100,6408.03,Fe I,3.69,-1.00,123.3
BL100,6419.96,Fe I,4.73,-0.24,109.5
BL100,6421.36,Fe I,2.28,-2.01,214.7
BL100,6430.86,Fe I,2.18,-1.95,235.9
BL100,6481.87,Fe I,2.27,-2.98,173.1
BL100,6498.94,Fe I,0.96,-4.69,176.6
BL100,6533.93,Fe I,4.55,-1.46,40.7
BL100,6556.81,Fe I,4.79,-1.72,21.4
BL100,6569.22,Fe I,4.73,-0.42,111.7
BL100,6574.23,Fe I,0.99,-5.02,158.2
BL100,6593.88,Fe I,2.43,-2.39,173.5
BL100,6597.56,Fe I,4.79,-1.07,58.7
BL100,6608.03,Fe I,2.28,-3.94,98.9
BL100,6609.12,Fe I,2.56,-2.66,174.4
BL100,6627.54,Fe I,4.54,-1.68,27.6
BL100,6633.76,Fe I,4.56,-0.82,95.4
BL100,6646.93,Fe I,2.60,-3.99,59.8
BL100,6653.85,Fe I,4.15,-2.52,16.5
BL100,5414.08,Fe II,3.22,-3.61,20.7
BL100,5425.25,Fe II,3.20,-3.36,57.1
BL100,6149.25,Fe II,3.89,-2.72,36.1
BL100,6432.68,Fe II,2.89,-3.71,45.5
BL100,6456.39,Fe II,3.90,-2.08,39.0
BL100,5578.73,Ni I,1.68,-2.67,115.4
BL100,5587.87,Ni I,1.93,-2.37,135.9
BL100,5589.37,Ni I,3.90,-1.15,23.9
BL100,5593.75,Ni I,3.90,-0.79,24.5
BL100,6128.97,Ni I,1.68,-3.39,75.0
BL100,6130.14,Ni I,4.27,-0.98,17.1
BL100,6177.25,Ni I,1.83,-3.60,45.0
BL100,6186.72,Ni I,4.11,-0.90,26.9
BL100,6204.61,Ni I,4.09,-1.15,22.4
BL100,6223.99,Ni I,4.10,-0.97,29.2
BL100,6230.10,Ni I,4.11,-1.20,
BL100,6322.17,Ni I,4.15,-1.21,
BL100,6327.60,Ni I,1.68,-3.09,106.6
BL100,6378.26,Ni I,4.15,-0.82,25.8
BL100,6384.67,Ni I,4.15,-1.00,
BL100,6482.80,Ni I,1.94,-2.85,106.8
BL100,6586.32,Ni I,1.95,-2.79,66.5
BL100,6598.61,Ni I,4.24,-0.93,24.2
BL100,6635.14,Ni I,4.42,-0.75,
BL100,5402.78,Y II,1.84,-0.51,20.5
BL100,6141.73,Ba II,0.70,-0.08,197.9
BL100,6496.91,Ba II,0.60,-0.38,228.3
BL100,6320.43,La II,0.17,-1.56,44.3
BL100,6390.46,La II,0.32,-1.40,49.1
BL100,5416.38,Nd II,0.86,-0.98,16.3
BL100,5431.54,Nd II,1.12,-0.47,39.4
BL100,5485.71,Nd II,1.26,-0.12,
BL100,6645.13,Eu II,1.37,0.20,
BL104,6154.23,Na I,2.10,-1.56,
BL104,6160.75,Na I,2.10,-1.26,28.5
BL104,5528.41,Mg I,4.35,-0.36,219.0
BL104,6318.72,Mg I,5.11,-1.97,34.0
BL104,6319.24,Mg I,5.11,-2.21,
BL104,6319.49,Mg I,5.11,-2.43,
BL104,6125.03,Si I,5.62,-1.57,34.2
BL104,6142.48,Si I,5.62,-1.51,
BL104,6145.02,Si I,5.61,-1.37,15.2
BL104,6155.14,Si I,5.62,-0.80,40.1
BL104,6237.33,Si I,5.61,-1.02,
BL104,6243.82,Si I,5.61,-1.27,
BL104,6122.23,Ca I,1.89,-0.32,236.9
BL104,6156.03,Ca I,2.52,-2.39,22.9
BL104,6161.30,Ca I,2.52,-1.27,131.9
BL104,6162.17,Ca I,1.90,-0.32,260.8
BL104,6166.44,Ca I,2.52,-1.14,122.5
BL104,6169.04,Ca I,2.52,-0.80,139.0
BL104,6169.56,Ca I,2.52,-0.48,166.0
BL104,6439.08,Ca I,2.52,0.39,217.9
BL104,6455.60,Ca I,2.52,-1.29,127.3
BL104,6471.67,Ca I,2.52,-0.76,
BL104,6493.79,Ca I,2.52,-0.32,179.1
BL104,6499.65,Ca I,2.52,-0.82,127.4
BL104,6508.84,Ca I,2.52,-2.41,38.8
BL104,5490.16,Ti I,1.46,-0.93,116.1
BL104,5503.90,Ti I,2.58,-0.19,58.4
BL104,6126.22,Ti I,1.07,-1.42,140.1
BL104,6220.50,Ti I,2.68,-0.14,
BL104,6258.10,Ti I,1.44,-0.35,194.3
BL104,6303.77,Ti I,1.44,-1.57,83.2
BL104,6312.24,Ti I,1.46,-1.55,88.2
BL104,6336.10,Ti I,1.44,-1.74,71.6
BL104,6508.12,Ti I,1.43,-2.05,58.8
BL104,6556.08,Ti I,1.46,-1.07,
BL104,6599.13,Ti I,0.90,-2.09,120.1
BL104,6666.53,Ti I,1.46,-1.62,
BL104,5418.77,Ti II,1.58,-2.11,103.0
BL104,6219.94,Ti II,2.06,-2.82,
BL104,6559.58,Ti II,2.05,-2.02,
BL104,6606.95,Ti II,2.06,-2.79,35.8
BL104,6680.13,Ti II,3.09,-1.86,16.3
BL104,6330.09,Cr I,0.94,-2.92,106.4
BL104,5369.96,Fe I,4.37,0.54,143.0
BL104,5383.37,Fe I,4.31,0.50,158.5
BL104,5386.34,Fe I,4.16,-1.74,
BL104,5393.17,Fe I,3.24,-0.92,195.2
BL104,5395.22,Fe I,4.45,-1.73,
BL104,5405.79,Fe I,0.99,-1.85,
BL104,5415.19,Fe I,4.39,0.51,145.3
BL104,5417.04,Fe I,4.42,-1.42,46.6
BL104,5434.53,Fe I,1.01,-2.12,
BL104,5436.30,Fe I,4.39,-1.35,
BL104,5464.29,Fe I,4.14,-1.62,56.7
BL104,5470.09,Fe I,4.45,-1.60,22.2
BL104,5501.48,Fe I,0.96,-3.05,254.7
BL104,5506.79,Fe I,0.99,-2.79,
BL104,5539.29,Fe I,3.64,-2.59,54.8
BL104,5586.77,Fe I,3.37,-0.10,229.2
BL104,6120.26,Fe I,0.91,-5.94,91.0
BL104,6136.62,Fe I,2.45,-1.50,
BL104,6137.00,Fe I,2.20,-2.95,
BL104,6151.62,Fe I,2.18,-3.37,133.9
BL104,6157.75,Fe I,4.07,-1.26,115.7
BL104,6159.38,Fe I,4.61,-1.97,25.2
BL104,6165.36,Fe I,4.14,-1.47,50.6
BL104,6173.34,Fe I,2.22,-2.85,161.5
BL104,6180.20,Fe I,2.73,-2.78,123.5
BL104,6187.99,Fe I,3.94,-1.58,79.2
BL104,6200.31,Fe I,2.61,-2.44,158.7
BL104,6213.43,Fe I,2.22,-2.66,180.6
BL104,6219.29,Fe I,2.20,-2.44,190.3
BL104,6226.74,Fe I,3.88,-2.20,61.7
BL104,6252.57,Fe I,2.40,-1.76,205.3
BL104,6265.13,Fe I,2.18,-2.55,171.2
BL104,6271.28,Fe I,3.32,-2.96,49.2
BL104,6297.80,Fe I,2.22,-2.74,
BL104,6301.50,Fe I,3.65,-0.72,
BL104,6307.85,Fe I,3.64,-3.27,
BL104,6322.69,Fe I,2.59,-2.43,165.0
BL104,6330.85,Fe I,4.73,-1.22,17.1
BL104,6335.33,Fe I,2.20,-2.23,212.5
BL104,6336.82,Fe I,3.69,-1.05,128.6
BL104,6344.15,Fe I,2.43,-2.92,165.7
BL104,6355.04,Fe I,2.84,-2.29,160.1
BL104,6380.75,Fe I,4.19,-1.50,88.9
BL104,6392.54,Fe I,2.28,-3.95,94.1
BL104,6393.61,Fe I,2.43,-1.63,251.5
BL104,6408.03,Fe I,3.69,-1.00,142.7
BL104,6419.96,Fe I,4.73,-0.24,97.1
BL104,6421.36,Fe I,2.28,-2.01,223.8
BL104,6430.86,Fe I,2.18,-1.95,242.2
BL104,6481.87,Fe I,2.27,-2.98,182.9
BL104,6498.94,Fe I,0.96,-4.69,205.9
BL104,6533.93,Fe I,4.55,-1.46,37.9
BL104,6556.81,Fe I,4.79,-1.72,
BL104,6569.22,Fe I,4.73,-0.42,100.3
BL104,6574.23,Fe I,0.99,-5.02,166.9
BL104,6593.88,Fe I,2.43,-2.39,177.5
BL104,6597.56,Fe I,4.79,-1.07,48.3
BL104,6608.03,Fe I,2.28,-3.94,94.6
BL104,6609.12,Fe I,2.56,-2.66,151.7
BL104,6627.54,Fe I,4.54,-1.68,28.6
BL104,6633.76,Fe I,4.56,-0.82,88.3
BL104,6646.93,Fe I,2.60,-3.99,49.2
BL104,6653.85,Fe I,4.15,-2.52,24.5
BL104,5414.08,Fe II,3.22,-3.61,
BL104,5425.25,Fe II,3.20,-3.36,54.0
BL104,6149.25,Fe II,3.89,-2.72,24.0
BL104,6432.68,Fe II,2.89,-3.71,54.4
BL104,6456.39,Fe II,3.90,-2.08,105.7
BL104,5578.73,Ni I,1.68,-2.67,151.5
BL104,5587.87,Ni I,1.93,-2.37,158.7
BL104,5589.37,Ni I,3.90,-1.15,27.7
BL104,5593.75,Ni I,3.90,-0.79,31.1
BL104,6128.97,Ni I,1.68,-3.39,82.8
BL104,6130.14,Ni I,4.27,-0.98,
BL104,6177.25,Ni I,1.83,-3.60,61.6
BL104,6186.72,Ni I,4.11,-0.90,
BL104,6204.61,Ni I,4.09,-1.15,
BL104,6223.99,Ni I,4.10,-0.97,
BL104,6230.10,Ni I,4.11,-1.20,
BL104,6322.17,Ni I,4.15,-1.21,
BL104,6327.60,Ni I,1.68,-3.09,113.6
BL104,6378.26,Ni I,4.15,-0.82,43.7
BL104,6384.67,Ni I,4.15,-1.00,36.2
BL104,6482.80,Ni I,1.94,-2.85,107.7
BL104,6586.32,Ni I,1.95,-2.79,94.6
BL104,6598.61,Ni I,4.24,-0.93,
BL104,6635.14,Ni I,4.42,-0.75,18.2
BL104,5402.78,Y II,1.84,-0.51,43.3
BL104,6141.73,Ba II,0.70,-0.08,238.5
BL104,6496.91,Ba II,0.60,-0.38,252.4
BL104,6320.43,La II,0.17,-1.56,76.6
BL104,6390.46,La II,0.32,-1.40,
BL104,5416.38,Nd II,0.86,-0.98,40.0
BL104,5431.54,Nd II,1.12,-0.47,52.3
BL104,5485.71,Nd II,1.26,-0.12,35.9
BL104,6645.13,Eu II,1.37,0.20,76.0
BL113,6154.23,Na I,2.10,-1.56,41.3
BL113,6160.75,Na I,2.10,-1.26,59.5
BL113,5528.41,Mg I,4.35,-0.36,229.7
BL113,6318.72,Mg I,5.11,-1.97,
BL113,6319.24,Mg I,5.11,-2.21,
BL113,6319.49,Mg I,5.11,-2.43,
BL113,6125.03,Si I,5.62,-1.57,
BL113,6142.48,Si I,5.62,-1.51,
BL113,6145.02,Si I,5.61,-1.37,25.9
BL113,6155.14,Si I,5.62,-0.80,58.8
BL113,6237.33,Si I,5.61,-1.02,38.7
BL113,6243.82,Si I,5.61,-1.27,
BL113,6122.23,Ca I,1.89,-0.32,249.6
BL113,6156.03,Ca I,2.52,-2.39,43.4
BL113,6161.30,Ca I,2.52,-1.27,156.4
BL113,6162.17,Ca I,1.90,-0.32,264.2
BL113,6166.44,Ca I,2.52,-1.14,127.7
BL113,6169.04,Ca I,2.52,-0.80,145.9
BL113,6169.56,Ca I,2.52,-0.48,165.6
BL113,6439.08,Ca I,2.52,0.39,232.7
BL113,6455.60,Ca I,2.52,-1.29,155.8
BL113,6471.67,Ca I,2.52,-0.76,
BL113,6493.79,Ca I,2.52,-0.32,195.3
BL113,6499.65,Ca I,2.52,-0.82,129.7
BL113,6508.84,Ca I,2.52,-2.41,42.4
BL113,5490.16,Ti I,1.46,-0.93,110.1
BL113,5503.90,Ti I,2.58,-0.19,67.9
BL113,6126.22,Ti I,1.07,-1.42,116.7
BL113,6220.50,Ti I,2.68,-0.14,
BL113,6258.10,Ti I,1.44,-0.35,
BL113,6303.77,Ti I,1.44,-1.57,93.2
BL113,6312.24,Ti I,1.46,-1.55,
BL113,6336.10,Ti I,1.44,-1.74,68.1
BL113,6508.12,Ti I,1.43,-2.05,38.7
BL113,6556.08,Ti I,1.46,-1.07,
BL113,6599.13,Ti I,0.90,-2.09,131.4
BL113,6666.53,Ti I,1.46,-1.62,
BL113,5418.77,Ti II,1.58,-2.11,106.8
BL113,6219.94,Ti II,2.06,-2.82,
BL113,6559.58,Ti II,2.05,-2.02,
BL113,6606.95,Ti II,2.06,-2.79,50.9
BL113,6680.13,Ti II,3.09,-1.86,33.2
BL113,6330.09,Cr I,0.94,-2.92,127.0
BL113,5369.96,Fe I,4.37,0.54,167.3
BL113,5383.37,Fe I,4.31,0.50,185.9
BL113,5386.34,Fe I,4.16,-1.74,53.4
BL113,5393.17,Fe I,3.24,-0.92,199.6
BL113,5395.22,Fe I,4.45,-1.73,29.4
BL113,5405.79,Fe I,0.99,-1.85,
BL113,5415.19,Fe I,4.39,0.51,155.8
BL113,5417.04,Fe I,4.42,-1.42,58.4
BL113,5434.53,Fe I,1.01,-2.12,
BL113,5436.30,Fe I,4.39,-1.35,
BL113,5464.29,Fe I,4.14,-1.62,82.1
BL113,5470.09,Fe I,4.45,-1.60,15.1
BL113,5501.48,Fe I,0.96,-3.05,251.8
BL113,5506.79,Fe I,0.99,-2.79,
BL113,5539.29,Fe I,3.64,-2.59,68.3
BL113,5586.77,Fe I,3.37,-0.10,235.9
BL113,6120.26,Fe I,0.91,-5.94,79.1
BL113,6136.62,Fe I,2.45,-1.50,
BL113,6137.00,Fe I,2.20,-2.95,
BL113,6151.62,Fe I,2.18,-3.37,140.1
BL113,6157.75,Fe I,4.07,-1.26,133.4
BL113,6159.38,Fe I,4.61,-1.97,
BL113,6165.36,Fe I,4.14,-1.47,83.7
BL113,6173.34,Fe I,2.22,-2.85,162.7
BL113,6180.20,Fe I,2.73,-2.78,133.2
BL113,6187.99,Fe I,3.94,-1.58,84.5
BL113,6200.31,Fe I,2.61,-2.44,158.0
BL113,6213.43,Fe I,2.22,-2.66,210.8
BL113,6219.29,Fe I,2.20,-2.44,206.1
BL113,6226.74,Fe I,3.88,-2.20,68.4
BL113,6252.57,Fe I,2.40,-1.76,205.2
BL113,6265.13,Fe I,2.18,-2.55,178.4
BL113,6271.28,Fe I,3.32,-2.96,65.9
BL113,6297.80,Fe I,2.22,-2.74,
BL113,6301.50,Fe I,3.65,-0.72,
BL113,6307.85,Fe I,3.64,-3.27,16.1
BL113,6322.69,Fe I,2.59,-2.43,162.5
BL113,6330.85,Fe I,4.73,-1.22,42.9
BL113,6335.33,Fe I,2.20,-2.23,206.3
BL113,6336.82,Fe I,3.69,-1.05,152.0
BL113,6344.15,Fe I,2.43,-2.92,184.5
BL113,6355.04,Fe I,2.84,-2.29,165.2
BL113,6380.75,Fe I,4.19,-1.50,93.9
BL113,6392.54,Fe I,2.28,-3.95,88.2
BL113,6393.61,Fe I,2.43,-1.63,251.5
BL113,6408.03,Fe I,3.69,-1.00,172.0
BL113,6419.96,Fe I,4.73,-0.24,112.5
BL113,6421.36,Fe I,2.28,-2.01,234.4
BL113,6430.86,Fe I,2.18,-1.95,261.9
BL113,6481.87,Fe I,2.27,-2.98,154.2
BL113,6498.94,Fe I,0.96,-4.69,182.7
BL113,6533.93,Fe I,4.55,-1.46,47.3
BL113,6556.81,Fe I,4.79,-1.72,18.6
BL113,6569.22,Fe I,4.73,-0.42,134.3
BL113,6574.23,Fe I,0.99,-5.02,175.0
BL113,6593.88,Fe I,2.43,-2.39,231.2
BL113,6597.56,Fe I,4.79,-1.07,93.4
BL113,6608.03,Fe I,2.28,-3.94,94.3
BL113,6609.12,Fe I,2.56,-2.66,162.7
BL113,6627.54,Fe I,4.54,-1.68,39.8
BL113,6633.76,Fe I,4.56,-0.82,122.6
BL113,6646.93,Fe I,2.60,-3.99,56.4
BL113,6653.85,Fe I,4.15,-2.52,33.6
BL113,5414.08,Fe II,3.22,-3.61,29.1
BL113,5425.25,Fe II,3.20,-3.36,52.3
BL113,6149.25,Fe II,3.89,-2.72,44.7
BL113,6432.68,Fe II,2.89,-3.71,59.3
BL113,6456.39,Fe II,3.90,-2.08,78.7
BL113,5578.73,Ni I,1.68,-2.67,143.8
BL113,5587.87,Ni I,1.93,-2.37,178.7
BL113,5589.37,Ni I,3.90,-1.15,36.9
BL113,5593.75,Ni I,3.90,-0.79,39.5
BL113,6128.97,Ni I,1.68,-3.39,94.9
BL113,6130.14,Ni I,4.27,-0.98,
BL113,6177.25,Ni I,1.83,-3.60,60.9
BL113,6186.72,Ni I,4.11,-0.90,33.4
BL113,6204.61,Ni I,4.09,-1.15,
BL113,6223.99,Ni I,4.10,-0.97,26.4
BL113,6230.10,Ni I,4.11,-1.20,36.7
BL113,6322.17,Ni I,4.15,-1.21,
BL113,6327.60,Ni I,1.68,-3.09,119.6
BL113,6378.26,Ni I,4.15,-0.82,33.2
BL113,6384.67,Ni I,4.15,-1.00,33.9
BL113,6482.80,Ni I,1.94,-2.85,101.1
BL113,6586.32,Ni I,1.95,-2.79,194.5
BL113,6598.61,Ni I,4.24,-0.93,
BL113,6635.14,Ni I,4.42,-0.75,
BL113,5402.78,Y II,1.84,-0.51,40.7
BL113,6141.73,Ba II,0.70,-0.08,276.9
BL113,6496.91,Ba II,0.60,-0.38,
BL113,6320.43,La II,0.17,-1.56,86.9
BL113,6390.46,La II,0.32,-1.40,74.4
BL113,5416.38,Nd II,0.86,-0.98,27.2
BL113,5431.54,Nd II,1.12,-0.47,72.2
BL113,5485.71,Nd II,1.26,-0.12,44.5
BL113,6645.13,Eu II,1.37,0.20,71.3
BL115,6154.23,Na I,2.10,-1.56,
BL115,6160.75,Na I,2.10,-1.26,
BL115,5528.41,Mg I,4.35,-0.36,168.1
BL115,6318.72,Mg I,5.11,-1.97,16.2
BL115,6319.24,Mg I,5.11,-2.21,16.2
BL115,6319.49,Mg I,5.11,-2.43,
BL115,6125.03,Si I,5.62,-1.57,
BL115,6142.48,Si I,5.62,-1.51,
BL115,6145.02,Si I,5.61,-1.37,
BL115,6155.14,Si I,5.62,-0.80,
BL115,6237.33,Si I,5.61,-1.02,16.0
BL115,6243.82,Si I,5.61,-1.27,
BL115,6122.23,Ca I,1.89,-0.32,192.4
BL115,6156.03,Ca I,2.52,-2.39,
BL115,6161.30,Ca I,2.52,-1.27,52.9
BL115,6162.17,Ca I,1.90,-0.32,204.5
BL115,6166.44,Ca I,2.52,-1.14,60.6
BL115,6169.04,Ca I,2.52,-0.80,87.2
BL115,6169.56,Ca I,2.52,-0.48,111.5
BL115,6439.08,Ca I,2.52,0.39,168.5
BL115,6455.60,Ca I,2.52,-1.29,85.6
BL115,6471.67,Ca I,2.52,-0.76,
BL115,6493.79,Ca I,2.52,-0.32,139.0
BL115,6499.65,Ca I,2.52,-0.82,80.5
BL115,6508.84,Ca I,2.52,-2.41,
BL115,5490.16,Ti I,1.46,-0.93,58.0
BL115,5503.90,Ti I,2.58,-0.19,37.5
BL115,6126.22,Ti I,1.07,-1.42,68.4
BL115,6220.50,Ti I,2.68,-0.14,
BL115,6258.10,Ti I,1.44,-0.35,98.9
BL115,6303.77,Ti I,1.44,-1.57,42.4
BL115,6312.24,Ti I,1.46,-1.55,
BL115,6336.10,Ti I,1.44,-1.74,26.4
BL115,6508.12,Ti I,1.43,-2.05,
BL115,6556.08,Ti I,1.46,-1.07,63.2
BL115,6599.13,Ti I,0.90,-2.09,67.1
BL115,6666.53,Ti I,1.46,-1.62,
BL115,5418.77,Ti II,1.58,-2.11,93.4
BL115,6219.94,Ti II,2.06,-2.82,27.4
BL115,6559.58,Ti II,2.05,-2.02,36.1
BL115,6606.95,Ti II,2.06,-2.79,28.4
BL115,6680.13,Ti II,3.09,-1.86,18.7
BL115,6330.09,Cr I,0.94,-2.92,63.7
BL115,5369.96,Fe I,4.37,0.54,136.9
BL115,5383.37,Fe I,4.31,0.50,150.1
BL115,5386.34,Fe I,4.16,-1.74,
BL115,5393.17,Fe I,3.24,-0.92,180.7
BL115,5395.22,Fe I,4.45,-1.73,
BL115,5405.79,Fe I,0.99,-1.85,
BL115,5415.19,Fe I,4.39,0.51,145.2
BL115,5417.04,Fe I,4.42,-1.42,26.7
BL115,5434.53,Fe I,1.01,-2.12,299.9
BL115,5436.30,Fe I,4.39,-1.35,
BL115,5464.29,Fe I,4.14,-1.62,
BL115,5470.09,Fe I,4.45,-1.60,
BL115,5501.48,Fe I,0.96,-3.05,238.7
BL115,5506.79,Fe I,0.99,-2.79,234.7
BL115,5539.29,Fe I,3.64,-2.59,33.8
BL115,5586.77,Fe I,3.37,-0.10,177.8
BL115,6120.26,Fe I,0.91,-5.94,49.5
BL115,6136.62,Fe I,2.45,-1.50,206.5
BL115,6137.00,Fe I,2.20,-2.95,129.5
BL115,6151.62,Fe I,2.18,-3.37,95.0
BL115,6157.75,Fe I,4.07,-1.26,50.1
