  126525  5650   4.407   0.95  -0.097   0.037   0.0155  -0.053   8.3  1.1   0.93  4.419  0.231
  134606  5628   4.336   0.99   0.302   0.034   0.0362   0.044   6.8  0.5   1.04  4.367  0.265
  134664  5853   4.459   1.01   0.101  -0.015   0.0219   0.035   2.4  0.7   1.06  4.452  0.261
  134987  5757   4.294   1.11   0.292   0.021   0.0347   0.170   6.1  0.5   1.10  4.303  0.262
  145927  5814   4.379   1.07  -0.048   0.012   0.0166   0.106   7.4  0.5   1.00  4.341  0.230
  146233  5809   4.438   1.02   0.045  -0.003   0.0198   0.021   3.9  0.7   1.03  4.438  0.251
  160691  5767   4.226   1.14   0.296   0.012   0.0345   0.254   6.7  0.5   1.12  4.229  0.259
  177409  5901   4.457   1.04  -0.040   0.006   0.0167   0.036   2.5  0.7   1.04  4.455  0.252
  183658  5809   4.403   1.04   0.033   0.007   0.0196   0.057   5.3  0.6   1.02  4.399  0.244
  186408  5829   4.316   1.13   0.095   0.014   0.0227   0.183   6.6  0.5   1.06  4.296  0.241
  186427  5771   4.373   1.06   0.060   0.017   0.0211   0.084   6.7  0.5   1.02  4.359  0.242
  189567  5726   4.377   1.04  -0.275   0.076   0.0111   0.007  10.2  0.7   0.90  4.369  0.216
  189625  5848   4.441   1.06   0.213  -0.013   0.0279   0.047   1.8  0.9   1.10  4.452  0.274
  190647  5630   4.135   1.10   0.234   0.070   0.0334   0.287   8.8  0.5   1.08  4.139  0.257
  196390  5899   4.476   1.05   0.095  -0.014   0.0217   0.034   0.7  0.7   1.09  4.476  0.269
  198075  5815   4.479   1.11  -0.300   0.017   0.0096  -0.048   5.7  1.0   0.92  4.460  0.228
  200633  5824   4.412   1.05   0.049  -0.013   0.0197   0.021   3.4  0.8   1.03  4.445  0.253
  202628  5839   4.503   1.02   0.007   0.000   0.0183  -0.027   0.9  0.9   1.04  4.501  0.265
  204313  5767   4.365   1.05   0.182   0.008   0.0270   0.105   6.0  0.5   1.05  4.353  0.253
  208704  5824   4.333   1.08  -0.112   0.011   0.0144   0.130   8.2  0.5   0.98  4.312  0.223
  210918  5747   4.302   1.07  -0.116   0.057   0.0154   0.126   9.8  0.5   0.96  4.286  0.222
  211415  5853   4.381   1.11  -0.251   0.037   0.0110   0.066   7.7  0.7   0.94  4.369  0.220
  220507  5692   4.238   1.07   0.004   0.101   0.0215   0.165   9.7  0.5   1.00  4.248  0.235
  222582  5784   4.359   1.07  -0.014   0.031   0.0184   0.096   7.4  0.5   1.00  4.344  0.234
