Name,lambda,Species,logepsX,loggf,EW
MKV0916,6302.49,Fe I,3.690,-1.150,
MKV0916,6309.90,Sc II,1.500,-1.520,
MKV0916,6311.51,Fe I,2.830,-3.220,94
MKV0916,6320.43,La II,0.170,-1.562,
MKV0916,6330.09,Cr I,0.940,-2.920,
MKV0916,6355.04,Fe I,2.840,-2.290,139
MKV0916,6369.46,Fe II,2.890,-4.250,
MKV0916,6380.75,Fe I,4.190,-1.500,
MKV0916,6390.46,La II,0.320,-1.400,
MKV0916,6392.54,Fe I,2.280,-3.950,
MKV0916,6393.61,Fe I,2.430,-1.630,139
MKV0916,6416.93,Fe II,3.890,-2.790,67
MKV0916,6419.96,Fe I,4.730,-0.240,
MKV0916,6421.36,Fe I,2.280,-2.014,135
MKV0916,6430.86,Fe I,2.180,-1.946,212
MKV0916,6432.68,Fe II,2.890,-3.710,96
MKV0916,6439.08,Ca I,2.520,0.390,
MKV0916,6455.60,Ca I,2.520,-1.290,
MKV0916,6456.39,Fe II,3.900,-2.080,
MKV0916,6496.91,Ba II,0.600,-0.380,
MKV0916,6498.94,Fe I,0.960,-4.690,96
MKV0916,6499.65,Ca I,2.520,-0.820,
MKV0916,6516.08,Fe II,2.890,-3.450,52
MKV0916,6518.37,Fe I,2.830,-2.460,85
MKV0916,6554.24,Ti I,1.440,-1.218,
MKV0916,6556.08,Ti I,1.460,-1.074,
MKV0916,6574.23,Fe I,0.990,-5.020,52
MKV0916,6581.22,Fe I,1.480,-4.680,65
MKV0916,6593.88,Fe I,2.430,-2.390,101
MKV0916,6608.03,Fe I,2.280,-3.940,
MKV0916,6609.12,Fe I,2.560,-2.660,101
MKV0916,6645.13,Eu II,1.370,0.200,
MKV0925,5339.93,Fe I,3.270,-0.680,114
MKV0925,5364.86,Fe I,4.450,0.220,
MKV0925,5367.48,Fe I,4.420,0.550,119
MKV0925,5369.96,Fe I,4.370,0.540,
MKV0925,5371.50,Fe I,0.960,-1.644,
MKV0925,5381.01,Ti II,1.570,-1.780,
MKV0925,5383.37,Fe I,4.310,0.500,116
MKV0925,5389.48,Fe I,4.420,-0.400,70
MKV0925,5393.17,Fe I,3.240,-0.920,135
MKV0925,5397.14,Fe I,0.910,-1.992,
MKV0925,5400.51,Fe I,4.370,-0.150,88
MKV0925,5402.78,Y II,1.840,-0.510,
MKV0925,5405.79,Fe I,0.990,-1.852,
MKV0925,5407.42,Mn I,2.140,-1.743,
MKV0925,5409.80,Cr I,1.030,-0.720,118
MKV0925,5415.19,Fe I,4.390,0.510,113
MKV0925,5418.77,Ti II,1.580,-2.110,111
MKV0925,5420.36,Mn I,2.140,-1.460,
MKV0925,5424.07,Fe I,4.320,0.520,124
MKV0925,5425.25,Fe II,3.200,-3.360,
MKV0925,5432.55,Mn I,0.000,-3.795,
MKV0925,5476.92,Ni I,1.830,-0.890,191
MKV0925,5483.34,Co I,1.710,-1.488,
MKV0925,5485.71,Nd II,1.260,-0.120,
MKV0925,5490.16,Ti I,1.460,-0.933,
MKV0925,5501.48,Fe I,0.960,-3.050,153
MKV0925,5506.79,Fe I,0.990,-2.790,140
MKV0925,5516.77,Mn I,2.180,-1.847,
MKV0925,5528.41,Mg I,4.350,-0.357,178
MKV0925,5534.85,Fe II,3.240,-2.920,58
MKV0925,6120.26,Fe I,0.910,-5.940,
MKV0925,6122.23,Ca I,1.890,-0.320,
MKV0925,6126.22,Ti I,1.070,-1.425,
MKV0925,6136.62,Fe I,2.450,-1.500,
MKV0925,6137.70,Fe I,2.590,-1.366,
MKV0925,6141.73,Ba II,0.700,-0.077,143
MKV0925,6149.25,Fe II,3.890,-2.720,
MKV0925,6151.62,Fe I,2.180,-3.370,58
MKV0925,6157.75,Fe I,4.070,-1.260,
MKV0925,6160.75,Na I,2.100,-1.260,
MKV0925,6161.30,Ca I,2.520,-1.270,73
MKV0925,6165.36,Fe I,4.140,-1.470,58
MKV0925,6166.44,Ca I,2.520,-1.140,
MKV0925,6169.04,Ca I,2.520,-0.800,
MKV0925,6169.56,Ca I,2.520,-0.480,111
MKV0925,6173.34,Fe I,2.220,-2.850,75
MKV0925,6176.82,Ni I,4.090,-0.430,
MKV0925,6177.25,Ni I,1.830,-3.500,
MKV0925,6187.99,Fe I,3.940,-1.580,
MKV0925,6191.57,Fe I,2.430,-1.416,
MKV0925,6213.43,Fe I,2.220,-2.660,104
MKV0925,6219.29,Fe I,2.200,-2.438,89
MKV0925,6229.23,Fe I,2.840,-2.900,
MKV0925,6230.74,Fe I,2.560,-1.276,
MKV0925,6238.38,Fe II,3.890,-2.480,
MKV0925,6240.66,Fe I,2.220,-3.230,
MKV0925,6243.82,Si I,5.610,-1.270,
MKV0925,6244.48,Si I,5.610,-1.270,
MKV0925,6247.56,Fe II,3.890,-2.360,
MKV0925,6252.57,Fe I,2.400,-1.757,153
MKV0925,6258.10,Ti I,1.443,-0.355,
MKV0925,6290.97,Fe I,4.730,-0.760,
MKV0925,6297.80,Fe I,2.220,-2.740,77
MKV0925,6301.50,Fe I,3.650,-0.720,
MKV0925,6302.49,Fe I,3.690,-1.150,
MKV0925,6309.90,Sc II,1.500,-1.520,
MKV0925,6311.51,Fe I,2.830,-3.220,
MKV0925,6320.43,La II,0.170,-1.562,
MKV0925,6330.09,Cr I,0.940,-2.920,
MKV0925,6355.04,Fe I,2.840,-2.290,
MKV0925,6369.46,Fe II,2.890,-4.250,
MKV0925,6380.75,Fe I,4.190,-1.500,
MKV0925,6390.46,La II,0.320,-1.400,
MKV0925,6392.54,Fe I,2.280,-3.950,
MKV0925,6393.61,Fe I,2.430,-1.630,125
MKV0925,6416.93,Fe II,3.890,-2.790,
MKV0925,6419.96,Fe I,4.730,-0.240,
MKV0925,6421.36,Fe I,2.280,-2.014,158
MKV0925,6430.86,Fe I,2.180,-1.946,123
MKV0925,6432.68,Fe II,2.890,-3.710,
MKV0925,6439.08,Ca I,2.520,0.390,
MKV0925,6455.60,Ca I,2.520,-1.290,
MKV0925,6456.39,Fe II,3.900,-2.080,73
MKV0925,6496.91,Ba II,0.600,-0.380,132
MKV0925,6498.94,Fe I,0.960,-4.690,57
MKV0925,6499.65,Ca I,2.520,-0.820,
MKV0925,6516.08,Fe II,2.890,-3.450,54
MKV0925,6518.37,Fe I,2.830,-2.460,
MKV0925,6554.24,Ti I,1.440,-1.218,
MKV0925,6556.08,Ti I,1.460,-1.074,
MKV0925,6574.23,Fe I,0.990,-5.020,57
MKV0925,6581.22,Fe I,1.480,-4.680,
MKV0925,6593.88,Fe I,2.430,-2.390,96
MKV0925,6608.03,Fe I,2.280,-3.940,
MKV0925,6609.12,Fe I,2.560,-2.660,62
MKV0925,6645.13,Eu II,1.370,0.200,
MKV0948,5339.93,Fe I,3.270,-0.680,126
MKV0948,5364.86,Fe I,4.450,0.220,81
MKV0948,5367.48,Fe I,4.420,0.550,
MKV0948,5369.96,Fe I,4.370,0.540,
MKV0948,5371.50,Fe I,0.960,-1.644,
MKV0948,5381.01,Ti II,1.570,-1.780,95
MKV0948,5383.37,Fe I,4.310,0.500,
MKV0948,5389.48,Fe I,4.420,-0.400,
MKV0948,5393.17,Fe I,3.240,-0.920,107
MKV0948,5397.14,Fe I,0.910,-1.992,
MKV0948,5400.51,Fe I,4.370,-0.150,
MKV0948,5402.78,Y II,1.840,-0.510,
MKV0948,5405.79,Fe I,0.990,-1.852,
MKV0948,5407.42,Mn I,2.140,-1.743,
MKV0948,5409.80,Cr I,1.030,-0.720,119
MKV0948,5415.19,Fe I,4.390,0.510,81
MKV0948,5418.77,Ti II,1.580,-2.110,
MKV0948,5420.36,Mn I,2.140,-1.460,
MKV0948,5424.07,Fe I,4.320,0.520,123
MKV0948,5425.25,Fe II,3.200,-3.360,
MKV0948,5432.55,Mn I,0.000,-3.795,
MKV0948,5476.92,Ni I,1.830,-0.890,
MKV0948,5483.34,Co I,1.710,-1.488,
MKV0948,5485.71,Nd II,1.260,-0.120,
MKV0948,5490.16,Ti I,1.460,-0.933,
MKV0948,5501.48,Fe I,0.960,-3.050,170
MKV0948,5506.79,Fe I,0.990,-2.790,161
MKV0948,5516.77,Mn I,2.180,-1.847,
MKV0948,5528.41,Mg I,4.350,-0.357,
MKV0948,5534.85,Fe II,3.240,-2.920,
MKV0948,6120.26,Fe I,0.910,-5.940,
MKV0948,6122.23,Ca I,1.890,-0.320,117
MKV0948,6126.22,Ti I,1.070,-1.425,
MKV0948,6136.62,Fe I,2.450,-1.500,
MKV0948,6137.70,Fe I,2.590,-1.366,138
MKV0948,6141.73,Ba II,0.700,-0.077,182
MKV0948,6149.25,Fe II,3.890,-2.720,
MKV0948,6151.62,Fe I,2.180,-3.370,62
MKV0948,6157.75,Fe I,4.070,-1.260,
MKV0948,6160.75,Na I,2.100,-1.260,
MKV0948,6161.30,Ca I,2.520,-1.270,
MKV0948,6165.36,Fe I,4.140,-1.470,
MKV0948,6166.44,Ca I,2.520,-1.140,
MKV0948,6169.04,Ca I,2.520,-0.800,
MKV0948,6169.56,Ca I,2.520,-0.480,
MKV0948,6173.34,Fe I,2.220,-2.850,63
MKV0948,6176.82,Ni I,4.090,-0.430,
MKV0948,6177.25,Ni I,1.830,-3.500,
MKV0948,6187.99,Fe I,3.940,-1.580,
MKV0948,6191.57,Fe I,2.430,-1.416,145
MKV0948,6213.43,Fe I,2.220,-2.660,77
MKV0948,6219.29,Fe I,2.200,-2.438,94
MKV0948,6229.23,Fe I,2.840,-2.900,
MKV0948,6230.74,Fe I,2.560,-1.276,136
MKV0948,6238.38,Fe II,3.890,-2.480,
MKV0948,6240.66,Fe I,2.220,-3.230,42
MKV0948,6243.82,Si I,5.610,-1.270,
MKV0948,6244.48,Si I,5.610,-1.270,
MKV0948,6247.56,Fe II,3.890,-2.360,49
MKV0948,6252.57,Fe I,2.400,-1.757,122
MKV0948,6258.10,Ti I,1.443,-0.355,
MKV0948,6290.97,Fe I,4.730,-0.760,
MKV0948,6297.80,Fe I,2.220,-2.740,
MKV0948,6301.50,Fe I,3.650,-0.720,
MKV0948,6302.49,Fe I,3.690,-1.150,
MKV0948,6309.90,Sc II,1.500,-1.520,
MKV0948,6311.51,Fe I,2.830,-3.220,
MKV0948,6320.43,La II,0.170,-1.562,
MKV0948,6330.09,Cr I,0.940,-2.920,
MKV0948,6355.04,Fe I,2.840,-2.290,67
MKV0948,6369.46,Fe II,2.890,-4.250,
MKV0948,6380.75,Fe I,4.190,-1.500,
MKV0948,6390.46,La II,0.320,-1.400,
MKV0948,6392.54,Fe I,2.280,-3.950,
MKV0948,6393.61,Fe I,2.430,-1.630,123
MKV0948,6416.93,Fe II,3.890,-2.790,
MKV0948,6419.96,Fe I,4.730,-0.240,
MKV0948,6421.36,Fe I,2.280,-2.014,126
MKV0948,6430.86,Fe I,2.180,-1.946,127
MKV0948,6432.68,Fe II,2.890,-3.710,
MKV0948,6439.08,Ca I,2.520,0.390,
MKV0948,6455.60,Ca I,2.520,-1.290,
MKV0948,6456.39,Fe II,3.900,-2.080,
MKV0948,6496.91,Ba II,0.600,-0.380,180
MKV0948,6498.94,Fe I,0.960,-4.690,
MKV0948,6499.65,Ca I,2.520,-0.820,
MKV0948,6516.08,Fe II,2.890,-3.450,36
MKV0948,6518.37,Fe I,2.830,-2.460,
MKV0948,6554.24,Ti I,1.440,-1.218,
MKV0948,6556.08,Ti I,1.460,-1.074,
MKV0948,6574.23,Fe I,0.990,-5.020,40
MKV0948,6581.22,Fe I,1.480,-4.680,
MKV0948,6593.88,Fe I,2.430,-2.390,76
MKV0948,6608.03,Fe I,2.280,-3.940,
MKV0948,6609.12,Fe I,2.560,-2.660,57
MKV0948,6645.13,Eu II,1.370,0.200,
MKV0976,5339.93,Fe I,3.270,-0.680,126
MKV0976,5364.86,Fe I,4.450,0.220,
MKV0976,5367.48,Fe I,4.420,0.550,
MKV0976,5369.96,Fe I,4.370,0.540,134
MKV0976,5371.50,Fe I,0.960,-1.644,
MKV0976,5381.01,Ti II,1.570,-1.780,
MKV0976,5383.37,Fe I,4.310,0.500,
MKV0976,5389.48,Fe I,4.420,-0.400,
MKV0976,5393.17,Fe I,3.240,-0.920,135
MKV0976,5397.14,Fe I,0.910,-1.992,
MKV0976,5400.51,Fe I,4.370,-0.150,89
MKV0976,5402.78,Y II,1.840,-0.510,
MKV0976,5405.79,Fe I,0.990,-1.852,
MKV0976,5407.42,Mn I,2.140,-1.743,
MKV0976,5409.80,Cr I,1.030,-0.720,167
MKV0976,5415.19,Fe I,4.390,0.510,
MKV0976,5418.77,Ti II,1.580,-2.110,
MKV0976,5420.36,Mn I,2.140,-1.460,
MKV0976,5424.07,Fe I,4.320,0.520,164
MKV0976,5425.25,Fe II,3.200,-3.360,
MKV0976,5432.55,Mn I,0.000,-3.795,
MKV0976,5476.92,Ni I,1.830,-0.890,139
MKV0976,5483.34,Co I,1.710,-1.488,
MKV0976,5485.71,Nd II,1.260,-0.120,
MKV0976,5490.16,Ti I,1.460,-0.933,52
MKV0976,5501.48,Fe I,0.960,-3.050,159
MKV0976,5506.79,Fe I,0.990,-2.790,140
MKV0976,5516.77,Mn I,2.180,-1.847,
MKV0976,5528.41,Mg I,4.350,-0.357,155
MKV0976,5534.85,Fe II,3.240,-2.920,74
MKV0976,6120.26,Fe I,0.910,-5.940,
MKV0976,6122.23,Ca I,1.890,-0.320,
MKV0976,6126.22,Ti I,1.070,-1.425,
MKV0976,6136.62,Fe I,2.450,-1.500,143
MKV0976,6137.70,Fe I,2.590,-1.366,142
MKV0976,6141.73,Ba II,0.700,-0.077,163
MKV0976,6149.25,Fe II,3.890,-2.720,
MKV0976,6151.62,Fe I,2.180,-3.370,
MKV0976,6157.75,Fe I,4.070,-1.260,
MKV0976,6160.75,Na I,2.100,-1.260,
MKV0976,6161.30,Ca I,2.520,-1.270,
MKV0976,6165.36,Fe I,4.140,-1.470,49
MKV0976,6166.44,Ca I,2.520,-1.140,
MKV0976,6169.04,Ca I,2.520,-0.800,
MKV0976,6169.56,Ca I,2.520,-0.480,86
MKV0976,6173.34,Fe I,2.220,-2.850,70
MKV0976,6176.82,Ni I,4.090,-0.430,
MKV0976,6177.25,Ni I,1.830,-3.500,
MKV0976,6187.99,Fe I,3.940,-1.580,
MKV0976,6191.57,Fe I,2.430,-1.416,166
MKV0976,6213.43,Fe I,2.220,-2.660,84
MKV0976,6219.29,Fe I,2.200,-2.438,
MKV0976,6229.23,Fe I,2.840,-2.900,
MKV0976,6230.74,Fe I,2.560,-1.276,155
MKV0976,6238.38,Fe II,3.890,-2.480,
MKV0976,6240.66,Fe I,2.220,-3.230,51
MKV0976,6243.82,Si I,5.610,-1.270,
MKV0976,6244.48,Si I,5.610,-1.270,
MKV0976,6247.56,Fe II,3.890,-2.360,
MKV0976,6252.57,Fe I,2.400,-1.757,139
MKV0976,6258.10,Ti I,1.443,-0.355,
MKV0976,6290.97,Fe I,4.730,-0.760,
MKV0976,6297.80,Fe I,2.220,-2.740,
MKV0976,6301.50,Fe I,3.650,-0.720,
MKV0976,6302.49,Fe I,3.690,-1.150,
MKV0976,6309.90,Sc II,1.500,-1.520,
MKV0976,6311.51,Fe I,2.830,-3.220,
MKV0976,6320.43,La II,0.170,-1.562,
MKV0976,6330.09,Cr I,0.940,-2.920,
MKV0976,6355.04,Fe I,2.840,-2.290,
MKV0976,6369.46,Fe II,2.890,-4.250,
MKV0976,6380.75,Fe I,4.190,-1.500,
MKV0976,6390.46,La II,0.320,-1.400,
MKV0976,6392.54,Fe I,2.280,-3.950,
MKV0976,6393.61,Fe I,2.430,-1.630,170
MKV0976,6416.93,Fe II,3.890,-2.790,
MKV0976,6419.96,Fe I,4.730,-0.240,
MKV0976,6421.36,Fe I,2.280,-2.014,
MKV0976,6430.86,Fe I,2.180,-1.946,121
MKV0976,6432.68,Fe II,2.890,-3.710,
MKV0976,6439.08,Ca I,2.520,0.390,
MKV0976,6455.60,Ca I,2.520,-1.290,
MKV0976,6456.39,Fe II,3.900,-2.080,
MKV0976,6496.91,Ba II,0.600,-0.380,
MKV0976,6498.94,Fe I,0.960,-4.690,
MKV0976,6499.65,Ca I,2.520,-0.820,
MKV0976,6516.08,Fe II,2.890,-3.450,
MKV0976,6518.37,Fe I,2.830,-2.460,
MKV0976,6554.24,Ti I,1.440,-1.218,
MKV0976,6556.08,Ti I,1.460,-1.074,
MKV0976,6574.23,Fe I,0.990,-5.020,
MKV0976,6581.22,Fe I,1.480,-4.680,
MKV0976,6593.88,Fe I,2.430,-2.390,
MKV0976,6608.03,Fe I,2.280,-3.940,
MKV0976,6609.12,Fe I,2.560,-2.660,
MKV0976,6645.13,Eu II,1.370,0.200,
MKV1007,5339.93,Fe I,3.270,-0.680,97
MKV1007,5364.86,Fe I,4.450,0.220,128
MKV1007,5367.48,Fe I,4.420,0.550,126
MKV1007,5369.96,Fe I,4.370,0.540,
MKV1007,5371.50,Fe I,0.960,-1.644,
MKV1007,5381.01,Ti II,1.570,-1.780,
MKV1007,5383.37,Fe I,4.310,0.500,
MKV1007,5389.48,Fe I,4.420,-0.400,
MKV1007,5393.17,Fe I,3.240,-0.920,
MKV1007,5397.14,Fe I,0.910,-1.992,
MKV1007,5400.51,Fe I,4.370,-0.150,77
MKV1007,5402.78,Y II,1.840,-0.510,
MKV1007,5405.79,Fe I,0.990,-1.852,
MKV1007,5407.42,Mn I,2.140,-1.743,58
MKV1007,5409.80,Cr I,1.030,-0.720,178
MKV1007,5415.19,Fe I,4.390,0.510,120
MKV1007,5418.77,Ti II,1.580,-2.110,90
MKV1007,5420.36,Mn I,2.140,-1.460,53
MKV1007,5424.07,Fe I,4.320,0.520,121
MKV1007,5425.25,Fe II,3.200,-3.360,
MKV1007,5432.55,Mn I,0.000,-3.795,102
MKV1007,5476.92,Ni I,1.830,-0.890,
MKV1007,5483.34,Co I,1.710,-1.488,98
MKV1007,5485.71,Nd II,1.260,-0.120,
MKV1007,5490.16,Ti I,1.460,-0.933,57
MKV1007,5501.48,Fe I,0.960,-3.050,189
MKV1007,5506.79,Fe I,0.990,-2.790,
MKV1007,5516.77,Mn I,2.180,-1.847,37
MKV1007,5528.41,Mg I,4.350,-0.357,174
MKV1007,5534.85,Fe II,3.240,-2.920,57
MKV1007,6120.26,Fe I,0.910,-5.940,
MKV1007,6122.23,Ca I,1.890,-0.320,
MKV1007,6126.22,Ti I,1.070,-1.425,76
MKV1007,6136.62,Fe I,2.450,-1.500,
MKV1007,6137.70,Fe I,2.590,-1.366,
MKV1007,6141.73,Ba II,0.700,-0.077,
MKV1007,6149.25,Fe II,3.890,-2.720,
MKV1007,6151.62,Fe I,2.180,-3.370,
MKV1007,6157.75,Fe I,4.070,-1.260,
MKV1007,6160.75,Na I,2.100,-1.260,
MKV1007,6161.30,Ca I,2.520,-1.270,
MKV1007,6165.36,Fe I,4.140,-1.470,
MKV1007,6166.44,Ca I,2.520,-1.140,
MKV1007,6169.04,Ca I,2.520,-0.800,
MKV1007,6169.56,Ca I,2.520,-0.480,113
MKV1007,6173.34,Fe I,2.220,-2.850,
MKV1007,6176.82,Ni I,4.090,-0.430,
MKV1007,6177.25,Ni I,1.830,-3.500,
MKV1007,6187.99,Fe I,3.940,-1.580,
MKV1007,6191.57,Fe I,2.430,-1.416,147
MKV1007,6213.43,Fe I,2.220,-2.660,134
MKV1007,6219.29,Fe I,2.200,-2.438,135
MKV1007,6229.23,Fe I,2.840,-2.900,
MKV1007,6230.74,Fe I,2.560,-1.276,
MKV1007,6238.38,Fe II,3.890,-2.480,
MKV1007,6240.66,Fe I,2.220,-3.230,
MKV1007,6243.82,Si I,5.610,-1.270,
MKV1007,6244.48,Si I,5.610,-1.270,
MKV1007,6247.56,Fe II,3.890,-2.360,
MKV1007,6252.57,Fe I,2.400,-1.757,151
MKV1007,6258.10,Ti I,1.443,-0.355,75
MKV1007,6290.97,Fe I,4.730,-0.760,
MKV1007,6297.80,Fe I,2.220,-2.740,
MKV1007,6301.50,Fe I,3.650,-0.720,
MKV1007,6302.49,Fe I,3.690,-1.150,86
MKV1007,6309.90,Sc II,1.500,-1.520,
MKV1007,6311.51,Fe I,2.830,-3.220,53
MKV1007,6320.43,La II,0.170,-1.562,47
MKV1007,6330.09,Cr I,0.940,-2.920,
MKV1007,6355.04,Fe I,2.840,-2.290,
MKV1007,6369.46,Fe II,2.890,-4.250,
MKV1007,6380.75,Fe I,4.190,-1.500,
MKV1007,6390.46,La II,0.320,-1.400,
MKV1007,6392.54,Fe I,2.280,-3.950,
MKV1007,6393.61,Fe I,2.430,-1.630,169
MKV1007,6416.93,Fe II,3.890,-2.790,
MKV1007,6419.96,Fe I,4.730,-0.240,
MKV1007,6421.36,Fe I,2.280,-2.014,127
MKV1007,6430.86,Fe I,2.180,-1.946,159
MKV1007,6432.68,Fe II,2.890,-3.710,43
MKV1007,6439.08,Ca I,2.520,0.390,161
MKV1007,6455.60,Ca I,2.520,-1.290,
MKV1007,6456.39,Fe II,3.900,-2.080,
MKV1007,6496.91,Ba II,0.600,-0.380,168
MKV1007,6498.94,Fe I,0.960,-4.690,117
MKV1007,6499.65,Ca I,2.520,-0.820,
MKV1007,6516.08,Fe II,2.890,-3.450,52
MKV1007,6518.37,Fe I,2.830,-2.460,55
MKV1007,6554.24,Ti I,1.440,-1.218,35
MKV1007,6556.08,Ti I,1.460,-1.074,49
MKV1007,6574.23,Fe I,0.990,-5.020,64
MKV1007,6581.22,Fe I,1.480,-4.680,68
MKV1007,6593.88,Fe I,2.430,-2.390,112
MKV1007,6608.03,Fe I,2.280,-3.940,56
MKV1007,6609.12,Fe I,2.560,-2.660,102
MKV1007,6645.13,Eu II,1.370,0.200,
MKV1009,5339.93,Fe I,3.270,-0.680,141
MKV1009,5364.86,Fe I,4.450,0.220,81
MKV1009,5367.48,Fe I,4.420,0.550,101
MKV1009,5369.96,Fe I,4.370,0.540,90
MKV1009,5371.50,Fe I,0.960,-1.644,
MKV1009,5381.01,Ti II,1.570,-1.780,
MKV1009,5383.37,Fe I,4.310,0.500,97
MKV1009,5389.48,Fe I,4.420,-0.400,100
MKV1009,5393.17,Fe I,3.240,-0.920,92
MKV1009,5397.14,Fe I,0.910,-1.992,
MKV1009,5400.51,Fe I,4.370,-0.150,74
MKV1009,5402.78,Y II,1.840,-0.510,
MKV1009,5405.79,Fe I,0.990,-1.852,
MKV1009,5407.42,Mn I,2.140,-1.743,
MKV1009,5409.80,Cr I,1.030,-0.720,170
MKV1009,5415.19,Fe I,4.390,0.510,98
MKV1009,5418.77,Ti II,1.580,-2.110,80
MKV1009,5420.36,Mn I,2.140,-1.460,
MKV1009,5424.07,Fe I,4.320,0.520,114
MKV1009,5425.25,Fe II,3.200,-3.360,47
MKV1009,5432.55,Mn I,0.000,-3.795,71
MKV1009,5476.92,Ni I,1.830,-0.890,
MKV1009,5483.34,Co I,1.710,-1.488,
MKV1009,5485.71,Nd II,1.260,-0.120,
MKV1009,5490.16,Ti I,1.460,-0.933,
MKV1009,5501.48,Fe I,0.960,-3.050,150
MKV1009,5506.79,Fe I,0.990,-2.790,188
MKV1009,5516.77,Mn I,2.180,-1.847,
MKV1009,5528.41,Mg I,4.350,-0.357,148
MKV1009,5534.85,Fe II,3.240,-2.920,71
MKV1009,6120.26,Fe I,0.910,-5.940,
MKV1009,6122.23,Ca I,1.890,-0.320,156
MKV1009,6126.22,Ti I,1.070,-1.425,
MKV1009,6136.62,Fe I,2.450,-1.500,162
MKV1009,6137.70,Fe I,2.590,-1.366,134
MKV1009,6141.73,Ba II,0.700,-0.077,
MKV1009,6149.25,Fe II,3.890,-2.720,
MKV1009,6151.62,Fe I,2.180,-3.370,46
MKV1009,6157.75,Fe I,4.070,-1.260,41
MKV1009,6160.75,Na I,2.100,-1.260,
MKV1009,6161.30,Ca I,2.520,-1.270,52
MKV1009,6165.36,Fe I,4.140,-1.470,
MKV1009,6166.44,Ca I,2.520,-1.140,59
MKV1009,6169.04,Ca I,2.520,-0.800,74
MKV1009,6169.56,Ca I,2.520,-0.480,92
MKV1009,6173.34,Fe I,2.220,-2.850,93
MKV1009,6176.82,Ni I,4.090,-0.430,
MKV1009,6177.25,Ni I,1.830,-3.500,
MKV1009,6187.99,Fe I,3.940,-1.580,
MKV1009,6191.57,Fe I,2.430,-1.416,146
MKV1009,6213.43,Fe I,2.220,-2.660,104
MKV1009,6219.29,Fe I,2.200,-2.438,123
MKV1009,6229.23,Fe I,2.840,-2.900,49
MKV1009,6230.74,Fe I,2.560,-1.276,131
MKV1009,6238.38,Fe II,3.890,-2.480,51
MKV1009,6240.66,Fe I,2.220,-3.230,44
MKV1009,6243.82,Si I,5.610,-1.270,
MKV1009,6244.48,Si I,5.610,-1.270,
MKV1009,6247.56,Fe II,3.890,-2.360,
MKV1009,6252.57,Fe I,2.400,-1.757,
MKV1009,6258.10,Ti I,1.443,-0.355,
MKV1009,6290.97,Fe I,4.730,-0.760,
MKV1009,6297.80,Fe I,2.220,-2.740,97
MKV1009,6301.50,Fe I,3.650,-0.720,100
MKV1009,6302.49,Fe I,3.690,-1.150,80
MKV1009,6309.90,Sc II,1.500,-1.520,
MKV1009,6311.51,Fe I,2.830,-3.220,
MKV1009,6320.43,La II,0.170,-1.562,
MKV1009,6330.09,Cr I,0.940,-2.920,
MKV1009,6355.04,Fe I,2.840,-2.290,
MKV1009,6369.46,Fe II,2.890,-4.250,
MKV1009,6380.75,Fe I,4.190,-1.500,41
MKV1009,6390.46,La II,0.320,-1.400,
MKV1009,6392.54,Fe I,2.280,-3.950,
MKV1009,6393.61,Fe I,2.430,-1.630,138
MKV1009,6416.93,Fe II,3.890,-2.790,
MKV1009,6419.96,Fe I,4.730,-0.240,69
MKV1009,6421.36,Fe I,2.280,-2.014,115
MKV1009,6430.86,Fe I,2.180,-1.946,80
MKV1009,6432.68,Fe II,2.890,-3.710,
MKV1009,6439.08,Ca I,2.520,0.390,
MKV1009,6455.60,Ca I,2.520,-1.290,
MKV1009,6456.39,Fe II,3.900,-2.080,
MKV1009,6496.91,Ba II,0.600,-0.380,172
MKV1009,6498.94,Fe I,0.960,-4.690,77
MKV1009,6499.65,Ca I,2.520,-0.820,75
MKV1009,6516.08,Fe II,2.890,-3.450,
MKV1009,6518.37,Fe I,2.830,-2.460,60
MKV1009,6554.24,Ti I,1.440,-1.218,
MKV1009,6556.08,Ti I,1.460,-1.074,
MKV1009,6574.23,Fe I,0.990,-5.020,55
MKV1009,6581.22,Fe I,1.480,-4.680,
MKV1009,6593.88,Fe I,2.430,-2.390,73
MKV1009,6608.03,Fe I,2.280,-3.940,
MKV1009,6609.12,Fe I,2.560,-2.660,93
MKV1009,6645.13,Eu II,1.370,0.200,
MKV1012,5339.93,Fe I,3.270,-0.680,128
MKV1012,5364.86,Fe I,4.450,0.220,84
MKV1012,5367.48,Fe I,4.420,0.550,110
MKV1012,5369.96,Fe I,4.370,0.540,
MKV1012,5371.50,Fe I,0.960,-1.644,
MKV1012,5381.01,Ti II,1.570,-1.780,89
MKV1012,5383.37,Fe I,4.310,0.500,120
MKV1012,5389.48,Fe I,4.420,-0.400,72
MKV1012,5393.17,Fe I,3.240,-0.920,134
MKV1012,5397.14,Fe I,0.910,-1.992,
MKV1012,5400.51,Fe I,4.370,-0.150,66
MKV1012,5402.78,Y II,1.840,-0.510,
MKV1012,5405.79,Fe I,0.990,-1.852,
MKV1012,5407.42,Mn I,2.140,-1.743,
MKV1012,5409.80,Cr I,1.030,-0.720,149
MKV1012,5415.19,Fe I,4.390,0.510,129
MKV1012,5418.77,Ti II,1.580,-2.110,56
MKV1012,5420.36,Mn I,2.140,-1.460,
MKV1012,5424.07,Fe I,4.320,0.520,152
MKV1012,5425.25,Fe II,3.200,-3.360,
MKV1012,5432.55,Mn I,0.000,-3.795,
