G20-15      6162  4.32  -1.50  1.50  -1.49  -0.99  -1.66   0.03  -1.26   0.03  -1.27  -0.00  -1.16   0.06  -1.51  -1.32   9.99  -1.54  -1.69   0.13  -1.49   9.99  -1.55   9.99  -1.39  2
G21-22      6021  4.27  -1.10  1.30  -1.22   9.99  -1.36  -0.00  -1.02   0.02  -1.04  -0.00  -0.90   0.04  -1.25  -1.09   9.99  -1.13  -1.41   0.08  -1.10   9.99  -1.26   9.99  -1.19  2
G24-13      5764  4.38  -0.73  0.86  -0.61  -0.11  -0.66  -0.01  -0.40  -0.01  -0.46   0.00  -0.42   0.01  -0.57  -0.44  -0.65  -0.69  -0.95   0.03  -0.73  -0.65  -0.72  -0.86  -0.52  1
G31-55      5731  4.35  -1.12  1.26  -0.95  -0.51  -1.04  -0.01  -0.83  -0.01  -0.78   0.00  -0.79   0.03  -1.00  -0.91  -0.92  -1.08  -1.34   0.04  -1.12  -0.99  -1.10  -1.27  -1.00  1
G46-31      6017  4.29  -0.83  1.30  -0.79  -0.49  -0.98  -0.01  -0.67   0.03  -0.70  -0.00  -0.62   0.02  -0.85  -0.73  -0.86  -0.85  -1.06   0.06  -0.82  -0.89  -0.96  -1.13  -0.86  2 SB1
G49-19      5863  4.32  -0.55  1.12  -0.38   9.99  -0.46  -0.02  -0.25   0.01  -0.30  -0.00  -0.27   0.00  -0.33  -0.29  -0.42  -0.53  -0.72   0.03  -0.57  -0.45  -0.54  -0.58  -0.38  1 SB1
G53-41      5956  4.34  -1.21  1.35  -1.39  -0.95  -0.99  -0.01  -1.00   0.01  -0.97   0.00  -0.87   0.04  -1.25  -1.07   9.99  -1.21  -1.51   0.08  -1.16   9.99  -1.30   9.99  -1.18  2
G56-30      5935  4.29  -0.90  1.22  -1.05   9.99  -1.11  -0.01  -0.84   0.01  -0.79  -0.00  -0.72   0.03  -1.01  -0.88  -0.98  -0.92  -1.16   0.06  -0.88  -1.00  -1.07  -1.31  -1.02  2
G56-36      6067  4.33  -0.94  1.33  -0.90  -0.50  -1.01  -0.01  -0.70   0.03  -0.75  -0.00  -0.67   0.02  -0.90  -0.79   9.99  -0.97  -1.13   0.07  -0.92   9.99  -1.01  -1.24  -0.93  2
G57-07      5755  4.33  -0.48  0.99  -0.34   9.99  -0.38  -0.02  -0.18  -0.01  -0.21  -0.00  -0.19   0.00  -0.24  -0.10  -0.34  -0.42  -0.69   0.02  -0.51  -0.40  -0.44  -0.51  -0.29  1
G63-26      6175  4.17  -1.58  1.65  -1.41   9.99  -1.63   0.03  -1.19   0.05  -1.09  -0.00  -1.15   0.06  -1.48  -1.34   9.99  -1.59  -1.74   0.17  -1.58   9.99  -1.52   9.99  -1.42  1
G66-22      5297  4.46  -0.88  0.78  -1.00  -0.47  -1.25   0.01  -0.83  -0.03  -0.80   0.01  -0.63   0.02  -0.95  -0.79  -0.91  -0.80  -1.17  -0.00  -0.90  -1.02  -1.03  -1.39  -0.93  2
G74-32      5864  4.41  -0.74  1.04  -0.56   9.99  -0.64  -0.01  -0.37   0.00  -0.45   0.00  -0.42   0.01  -0.55  -0.49  -0.59  -0.75  -0.94   0.03  -0.76  -0.64  -0.72  -0.81  -0.59  1
G75-31      6135  4.02  -1.04  1.28  -1.19  -0.75  -1.25  -0.00  -0.86   0.06  -0.88  -0.00  -0.72   0.03  -1.02  -0.86   9.99  -1.06  -1.25   0.14  -1.05   9.99  -1.17  -1.61  -1.08  2
G81-02      5967  4.24  -0.69  1.21  -0.59   9.99  -0.65  -0.02  -0.40   0.02  -0.51  -0.00  -0.49   0.01  -0.59  -0.53   9.99  -0.67  -0.88   0.05  -0.70   9.99  -0.74  -0.83  -0.63  1
G82-05      5338  4.51  -0.78  0.80  -0.70  -0.39  -1.18   0.01  -0.75  -0.03  -0.73   0.01  -0.58   0.02  -0.89  -0.73  -0.82  -0.74  -1.07  -0.00  -0.81  -0.95  -0.95  -1.34  -0.86  2
G85-13      5709  4.46  -0.60  0.87  -0.47  -0.10  -0.47  -0.01  -0.30  -0.01  -0.32   0.00  -0.32   0.01  -0.37  -0.35  -0.48  -0.51  -0.79   0.01  -0.61  -0.51  -0.57  -0.60  -0.39  1
G87-13      6217  4.11  -1.10  1.42  -1.37   9.99  -1.34   0.02  -0.93   0.06  -0.92  -0.00  -0.76   0.03  -1.08  -0.89   9.99  -1.15  -1.29   0.15  -1.09   9.99  -1.22  -1.51  -1.13  2
G96-20      6445  4.46  -0.90  1.42  -0.62   9.99  -0.76  -0.00  -0.58   0.05  -0.59   0.00  -0.61   0.02  -0.67  -0.67   9.99  -0.91  -1.06   0.12  -0.91   9.99  -0.89  -0.89  -0.79  1
G98-53      5954  4.26  -0.89  1.20  -0.86   9.99  -0.96  -0.01  -0.66   0.02  -0.72  -0.00  -0.61   0.02  -0.87  -0.74   9.99  -0.86  -1.13   0.06  -0.87   9.99  -0.97  -1.10  -0.82  2
G99-21      5559  4.46  -0.68  0.79  -0.42  -0.09  -0.58  -0.01  -0.37  -0.03  -0.42   0.00  -0.38   0.01  -0.48  -0.39  -0.56  -0.61  -0.91   0.01  -0.69  -0.57  -0.67  -0.75  -0.49  1
G112-43     6209  4.02  -1.27  1.17  -1.26  -0.89  -1.38  -0.00  -1.00   0.07  -1.12  -0.01  -0.94   0.04  -1.21  -1.00  -1.15  -1.27  -1.28   0.18  -1.28  -1.23  -1.28  -1.66  -0.97  2
G112-44     5936  4.28  -1.31  1.10  -1.24   9.99  -1.42   0.01  -1.08   0.02  -1.10   0.00  -1.01   0.05  -1.32  -1.12  -1.18  -1.27  -1.46   0.08  -1.29  -1.32  -1.32  -1.72  -1.03  2
G114-42     5721  4.40  -1.12  1.19  -1.13   9.99  -1.30  -0.00  -0.95  -0.01  -0.90   0.00  -0.84   0.04  -1.14  -1.00  -1.14  -1.14  -1.38   0.04  -1.10  -1.17  -1.22  -1.46  -1.10  2
G119-64     6333  4.14  -1.50  1.40  -1.59  -1.03  -1.62   0.03  -1.23   0.06  -1.28  -0.01  -1.06   0.06  -1.45  -1.27   9.99  -1.42  -1.61   0.22  -1.53   9.99  -1.54   9.99  -1.47  2
G121-12     6041  4.25  -0.94  1.26  -1.12   9.99  -1.24   0.00  -0.90   0.02  -0.84  -0.00  -0.72   0.03  -1.06  -0.89  -1.05  -0.98  -1.19   0.08  -0.93  -1.03  -1.13  -1.57  -1.06  2
G127-26     5886  4.20  -0.53  1.11  -0.40   9.99  -0.45  -0.02  -0.22   0.02  -0.32  -0.00  -0.31   0.00  -0.33  -0.28  -0.45  -0.52  -0.69   0.04  -0.54  -0.44  -0.53  -0.58  -0.32  1
G150-40     6080  4.11  -0.82  1.31  -1.10  -0.65  -0.56  -0.03  -0.62   0.05  -0.63  -0.00  -0.61   0.02  -0.78  -0.70   9.99  -0.88  -0.93   0.09  -0.81   9.99  -0.90  -1.06  -0.81  2
G159-50     5713  4.44  -0.94  1.03  -0.72  -0.41  -0.92  -0.01  -0.57  -0.01  -0.63   0.00  -0.60   0.02  -0.80  -0.70  -0.86  -0.90  -1.17   0.03  -0.96  -0.85  -0.95  -1.12  -0.80  1
G161-73     6108  3.99  -1.01  1.26  -1.21   9.99  -1.38  -0.00  -0.87   0.06  -0.89  -0.01  -0.73   0.03  -1.11  -0.92   9.99  -1.09  -1.24   0.13  -1.04   9.99  -1.16   9.99  -1.09  2
G170-56     6112  4.11  -0.94  1.39  -0.98  -0.64  -1.06  -0.01  -0.76   0.05  -0.80  -0.00  -0.68   0.02  -0.96  -0.83   9.99  -0.94  -1.12   0.11  -0.93   9.99  -1.04  -1.25  -0.97  2
G176-53     5615  4.52  -1.36  0.90   9.99  -0.74  -1.68   0.04  -1.21  -0.03  -1.21   0.01  -1.07   0.05  -1.37  -1.21   9.99  -1.43  -1.68   0.03  -1.33   9.99  -1.48  -1.95  -1.28  2
G180-24     6137  4.20  -1.41  1.45  -1.21  -0.79  -1.54   0.01  -1.06   0.04  -1.10  -0.00  -0.97   0.05  -1.33  -1.17   9.99  -1.36  -1.60   0.15  -1.40   9.99  -1.45  -1.68  -1.29  1
G187-18     5691  4.46  -0.68  1.05  -0.45   9.99  -0.62  -0.01  -0.37  -0.01  -0.42   0.00  -0.40   0.01  -0.50  -0.47  -0.56  -0.65  -0.85   0.02  -0.67  -0.56  -0.68  -0.73  -0.57  1
G188-22     6116  4.20  -1.33  1.42  -1.21  -0.68  -1.37   0.00  -0.90   0.05  -0.96  -0.00  -0.92   0.05  -1.21  -1.08  -1.18  -1.36  -1.54   0.13  -1.32  -1.22  -1.34  -1.57  -1.18  1
HD3567      6180  4.01  -1.17  1.40  -1.29  -0.84  -1.41   0.00  -0.98   0.06  -1.00  -0.01  -0.83   0.04  -1.16  -0.99  -1.14  -1.22  -1.34   0.16  -1.18  -1.17  -1.29  -1.72  -1.16  2
HD17820     5873  4.28  -0.68  1.27  -0.48  -0.18  -0.57  -0.02  -0.31   0.01  -0.38  -0.00  -0.40   0.01  -0.46  -0.43  -0.52  -0.66  -0.83   0.04  -0.66  -0.53  -0.65  -0.73  -0.54  3
HD22879     5859  4.29  -0.86  1.20  -0.66  -0.27  -0.79  -0.01  -0.51   0.01  -0.56  -0.00  -0.56   0.02  -0.73  -0.63  -0.76  -0.86  -1.11   0.05  -0.85  -0.76  -0.88  -1.02  -0.74  3
HD25704     5974  4.30  -0.86  1.33  -0.69  -0.42  -0.79  -0.01  -0.52   0.02  -0.61  -0.00  -0.62   0.02  -0.72  -0.69  -0.76  -0.86  -1.02   0.06  -0.85  -0.73  -0.86  -0.96  -0.79  3   D
HD51754     5857  4.35  -0.58  1.30  -0.40  -0.14  -0.49  -0.01  -0.24   0.01  -0.34  -0.00  -0.34   0.01  -0.38  -0.39  -0.44  -0.57  -0.72   0.03  -0.57  -0.43  -0.55  -0.61  -0.44  1
HD59392     6137  3.88  -1.62  1.73  -1.67  -1.06  -1.76   0.01  -1.29   0.07  -1.37  -0.01  -1.17   0.07  -1.58  -1.38   9.99  -1.67  -1.75   0.23  -1.62   9.99  -1.62   9.99  -1.49  2
HD76932     5977  4.17  -0.87  1.30  -0.75  -0.38  -0.78  -0.02  -0.48   0.03  -0.57  -0.00  -0.54   0.01  -0.68  -0.60  -0.69  -0.88  -1.03   0.07  -0.87  -0.72  -0.85  -0.96  -0.75  3
HD97320     6136  4.20  -1.18  1.46  -0.99  -0.65  -1.09  -0.01  -0.80   0.04  -0.89  -0.00  -0.88   0.04  -1.04  -0.98  -1.12  -1.21  -1.30   0.12  -1.16  -1.06  -1.18  -1.30  -1.09  3
HD103723    6050  4.20  -0.81  1.11  -0.88  -0.56  -1.00  -0.01  -0.68   0.04  -0.70  -0.00  -0.59   0.01  -0.81  -0.67  -0.85  -0.85  -1.05   0.07  -0.82  -0.89  -0.94  -1.25  -0.87  2
HD105004    5852  4.35  -0.83  1.09  -0.75  -0.52  -0.90  -0.01  -0.67   0.00  -0.69   0.00  -0.65   0.02  -0.83  -0.75  -0.88  -0.82  -1.00   0.04  -0.84  -0.86  -0.90  -1.06  -0.80  2
HD106516    6327  4.43  -0.69  1.18  -0.52  -0.18  -0.53  -0.01  -0.28   0.05  -0.37   0.00  -0.41   0.01  -0.50  -0.43   9.99  -0.73  -0.83   0.08  -0.71   9.99  -0.65  -0.74  -0.50  3 SB1
HD111980    5878  3.98  -1.09  1.39  -0.95  -0.45  -1.09  -0.01  -0.70   0.04  -0.70  -0.00  -0.73   0.03  -0.99  -0.85  -1.00  -1.09  -1.34   0.09  -1.08  -1.02  -1.10  -1.36  -0.95  1 SB1
HD113679    5761  4.05  -0.66  1.37  -0.55  -0.19  -0.54  -0.03  -0.28   0.02  -0.34  -0.01  -0.35   0.00  -0.47  -0.41  -0.50  -0.65  -0.85   0.05  -0.65  -0.52  -0.63  -0.75  -0.50  1
HD114762A   5956  4.24  -0.72  1.37  -0.55  -0.28  -0.60  -0.02  -0.40   0.02  -0.47  -0.00  -0.49   0.01  -0.55  -0.54  -0.61  -0.71  -0.85   0.05  -0.70  -0.58  -0.71  -0.77  -0.61  3 SB1
HD120559    5486  4.58  -0.91  1.05  -0.61  -0.27  -0.83  -0.00  -0.58  -0.03  -0.62   0.00  -0.62   0.02  -0.72  -0.66  -0.72  -0.84  -1.08   0.00  -0.90  -0.76  -0.89  -0.97  -0.76  3
HD121004    5755  4.43  -0.71  1.16  -0.54  -0.20  -0.63  -0.01  -0.35   0.00  -0.41   0.00  -0.38   0.01  -0.52  -0.47  -0.58  -0.68  -0.91   0.02  -0.70  -0.58  -0.71  -0.81  -0.58  1
HD126681    5594  4.50  -1.20  1.08  -1.00  -0.50  -1.25   0.00  -0.83  -0.02  -0.77   0.00  -0.82   0.03  -1.08  -0.96  -1.08  -1.15  -1.49   0.02  -1.17  -1.12  -1.20  -1.45  -1.04  3
HD132475    5750  3.77  -1.51  1.37  -1.40  -0.80  -1.53   0.00  -1.08   0.03  -1.00  -0.01  -1.10   0.05  -1.44  -1.27  -1.41  -1.52  -1.74   0.13  -1.51  -1.41  -1.50  -1.79  -1.32  1
HD148816    5923  4.17  -0.74  1.33  -0.55  -0.26  -0.62  -0.02  -0.39   0.03  -0.45  -0.00  -0.48   0.01  -0.54  -0.51  -0.60  -0.74  -0.89   0.06  -0.74  -0.59  -0.71  -0.79  -0.55  1
HD159482    5829  4.37  -0.74  1.21  -0.56  -0.17  -0.60  -0.01  -0.41   0.00  -0.42   0.00  -0.42   0.01  -0.55  -0.47  -0.60  -0.69  -0.94   0.03  -0.73  -0.61  -0.72  -0.79  -0.60  1   D
HD160693    5809  4.35  -0.48  1.02  -0.39  -0.09  -0.45  -0.01  -0.25   0.00  -0.31  -0.00  -0.28   0.00  -0.35  -0.28  -0.44  -0.47  -0.67   0.02  -0.51  -0.40  -0.50  -0.55  -0.35  1
HD163810    5592  4.61  -1.22  1.17  -1.19  -0.67  -1.42   0.01  -1.08  -0.03  -1.05   0.00  -0.91   0.04  -1.21  -1.04  -0.97  -1.13  -1.50   0.02  -1.19  -1.19  -1.33  -1.72  -1.20  2 SB2
HD175179    5804  4.40  -0.66  1.08  -0.43  -0.06  -0.54  -0.01  -0.32  -0.01  -0.38   0.00  -0.37   0.01  -0.47  -0.40  -0.52  -0.63  -0.87   0.03  -0.65  -0.52  -0.65  -0.72  -0.48  3
HD179626    5925  4.14  -1.06  1.49  -0.90  -0.46  -1.00  -0.01  -0.68   0.03  -0.75  -0.00  -0.71   0.03  -0.92  -0.84  -0.84  -1.04  -1.26   0.08  -1.04  -0.98  -1.09  -1.27  -1.01  1
HD189558    5707  3.83  -1.14  1.29  -1.09  -0.53  -1.20  -0.01  -0.76   0.03  -0.78  -0.01  -0.76   0.03  -1.02  -0.87  -1.03  -1.13  -1.39   0.09  -1.13  -1.06  -1.14  -1.45  -1.03  3
HD193901    5729  4.43  -1.11  1.31  -1.05  -0.63  -1.37   0.00  -1.00  -0.01  -0.93   0.00  -0.86   0.03  -1.17  -1.01  -1.15  -1.14  -1.41   0.04  -1.08  -1.21  -1.25  -1.67  -1.14  2
HD194598    6018  4.34  -1.11  1.40  -1.14  -0.68  -1.23   0.00  -0.92   0.02  -0.93  -0.00  -0.85   0.04  -1.12  -0.98   9.99  -1.16  -1.28   0.08  -1.08   9.99  -1.20  -1.48  -1.08  2
HD199289    5915  4.30  -1.05  1.21  -0.90  -0.47  -0.98  -0.01  -0.68   0.02  -0.74   0.00  -0.76   0.03  -0.89  -0.82  -0.89  -1.06  -1.25   0.06  -1.04  -0.92  -1.04  -1.15  -0.92  3
HD205650    5793  4.35  -1.19  1.17  -0.97  -0.53  -1.10  -0.01  -0.83   0.00  -0.86   0.00  -0.88   0.03  -1.05  -0.97  -1.10  -1.18  -1.43   0.05  -1.17  -1.11  -1.19  -1.33  -1.05  3
HD219617    5983  4.28  -1.46  1.42  -1.58  -0.87  -1.63   0.02  -1.19   0.02  -1.12  -0.00  -1.11   0.05  -1.49  -1.30   9.99  -1.47  -1.71   0.10  -1.44   9.99  -1.54   9.99  -1.38  2   D
HD222766    5423  4.38  -0.70  0.75  -0.42  -0.08  -0.62  -0.01  -0.37  -0.03  -0.41   0.00  -0.37   0.01  -0.53  -0.44  -0.57  -0.62  -0.93   0.00  -0.73  -0.60  -0.69  -0.80  -0.49  1
HD230409    5386  4.61  -0.87  1.01  -0.71  -0.27  -0.81   0.00  -0.59  -0.03  -0.62   0.01  -0.59   0.02  -0.69  -0.67  -0.68  -0.86  -1.04  -0.00  -0.87  -0.75  -0.88  -0.88  -0.72  1
HD233511    6125  4.21  -1.58  1.20   9.99  -0.95  -1.73   0.04  -1.18   0.04  -1.30  -0.01  -1.11   0.06  -1.50  -1.38   9.99  -1.64  -1.86   0.16  -1.57   9.99  -1.62   9.99  -1.49  1
HD237822    5675  4.41  -0.47  0.99  -0.24   9.99  -0.32  -0.01  -0.13  -0.02  -0.21   0.00  -0.18   0.01  -0.24  -0.19  -0.30  -0.42  -0.62   0.01  -0.47  -0.31  -0.42  -0.43  -0.25  1
HD241253    5940  4.34  -1.11  1.17  -0.95  -0.49  -1.08  -0.01  -0.78   0.02  -0.80   0.00  -0.78   0.03  -0.98  -0.87  -1.01  -1.08  -1.36   0.06  -1.11  -1.00  -1.13  -1.28  -0.97  3
HD250792A   5572  4.50  -1.03  0.98   9.99  -0.51  -1.20   0.01  -0.86  -0.03  -0.90   0.00  -0.67   0.03  -1.04  -0.86  -0.76  -1.03  -1.26   0.01  -1.05  -1.02  -1.16  -1.50  -1.00  2 SB2
HD284248    6271  4.21  -1.59  1.51  -1.58  -1.10  -1.81   0.02  -1.33   0.05  -1.36  -0.00  -1.20   0.07  -1.59  -1.41   9.99  -1.65  -1.73   0.19  -1.59   9.99  -1.65   9.99  -1.50  2
