[LPP2003]   701                Sex    4870 196 -1.75 0.12 1.98 0.14
[LPP2003]   737                Sex    4739 200 -2.73 0.48 1.95 0.14
[LPP2003]   740                Sex    4919 205 -1.49 0.23 2.03 0.20
[LPP2003]   792                Sex    4900 259 -1.68 0.20 2.06 0.15
[LPP2003]   825                Sex    5020 378 -1.73 0.30 2.14 0.18
[MBC98a] Sgr1  432             Sgr    4939  48 -0.94 0.04 2.25 0.12
[MBC98a] Sgr1  628             Sgr    4904  49 -0.11 0.07 2.44 0.12
[MBC98a] Sgr1  716             Sgr    4980  51 -0.11 0.09 2.50 0.12
[MBC98a] Sgr1  867             Sgr    4893  43 -0.61 0.04 2.54 0.12
[MBC98a] Sgr1  894             Sgr    4796  42 -0.27 0.05 2.50 0.12
[MFW2011] 5059                 Scl    4788 377 -1.87 0.15 1.46 0.18
[MIC2016] 40                   Tri II 4631 175 -3.15 0.31 1.86 0.16
