JINA_ID ,Reference     ,Name ,Simbad_Identifier ,Loc ,RA_hms  ,DEC_dms         ,RA_deg    ,DEC_deg   ,Fe/H  ,Teff ,logg ,Vmic ,Li ,Be ,C ,N ,O ,F ,Na ,Mg   ,Al ,Si ,P ,S ,K ,Ca ,Sc    ,Ti   ,V ,Cr   ,Mn   ,Fe ,Co ,Ni   ,Cu ,Zn   ,Ga ,Ge ,As ,Se ,Rb ,Sr    ,Y ,Zr ,Nb ,Mo ,Ru ,Rh ,Pd ,Ag ,Cd ,Sn ,Te ,Ba    ,La ,Ce ,Pr ,Nd ,Sm ,Eu    ,Gd ,Tb ,Dy ,Ho ,Er ,Tm ,Yb ,Lu ,Hf ,W ,Os ,Ir ,Pt ,Au ,Hg ,Pb ,Bi ,Th ,U ,CaII ,TiII ,VII ,CrII ,MnII ,FeII ,Added_by
   6672 ,Reichert+2020 ,     ,                  ,    ,48:28.5 ,-29:49:29.71200 ,282.11858 ,-29.82492 ,-1.37 ,4539 ,1.44 ,     ,   ,   ,  ,  ,  ,  ,   ,6.54 ,   ,   ,  ,  ,  ,   ,1.61  ,3.57 ,  ,4.07 ,3.53 ,   ,   ,4.94 ,   ,2.98 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.98  ,   ,   ,   ,   ,   ,-0.23 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6676 ,Reichert+2020 ,     ,                  ,    ,55:49.4 ,-30:03:49.32000 ,283.95602 ,-30.0637  ,-1.27 ,4434 ,1.21 ,     ,   ,   ,  ,  ,  ,  ,   ,6.46 ,   ,   ,  ,  ,  ,   ,1.68  ,3.89 ,  ,4.16 ,3.52 ,   ,   ,4.91 ,   ,3.13 ,   ,   ,   ,   ,   ,2.13  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,1.17  ,   ,   ,   ,   ,   ,-0.22 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6675 ,Reichert+2020 ,     ,                  ,    ,55:33.9 ,-30:05:21.19200 ,283.89107 ,-30.08922 ,-1.37 ,4684 ,1.7  ,     ,   ,   ,  ,  ,  ,  ,   ,6.38 ,   ,   ,  ,  ,  ,   ,1.53  ,3.72 ,  ,4.25 ,3.56 ,   ,   ,4.81 ,   ,3.03 ,   ,   ,   ,   ,   ,1.95  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.89  ,   ,   ,   ,   ,   ,-0.43 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6422 ,Reichert+2020 ,     ,                  ,    ,53:22.4 ,-30:23:47.43600 ,283.34316 ,-30.39651 ,-1.12 ,3884 ,1.04 ,     ,   ,   ,  ,  ,  ,  ,   ,     ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,5.49 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.6   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6434 ,Reichert+2020 ,     ,                  ,    ,53:45.7 ,-30:25:57.50400 ,283.44058 ,-30.43264 ,-0.43 ,4900 ,2.24 ,     ,   ,   ,  ,  ,  ,  ,   ,7.04 ,   ,   ,  ,  ,  ,   ,2.38  ,4.7  ,  ,5.04 ,4.72 ,   ,   ,5.73 ,   ,3.6  ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,2.07  ,   ,   ,   ,   ,   ,0.44  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6715 ,Reichert+2020 ,     ,                  ,    ,53:47.9 ,-30:26:14.67600 ,283.44971 ,-30.43741 ,-0.11 ,4904 ,2.44 ,     ,   ,   ,  ,  ,  ,  ,   ,7.19 ,   ,   ,  ,  ,  ,   ,2.42  ,4.92 ,  ,5.65 ,4.91 ,   ,   ,6.01 ,   ,3.33 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,2.28  ,   ,   ,   ,   ,   ,0.61  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6535 ,Reichert+2020 ,     ,                  ,    ,53:35.7 ,-30:26:36.38400 ,283.39857 ,-30.44344 ,-1.43 ,4909 ,1.96 ,     ,   ,   ,  ,  ,  ,  ,   ,6.27 ,   ,   ,  ,  ,  ,   ,1.66  ,4.03 ,  ,     ,3.37 ,   ,   ,4.81 ,   ,3.03 ,   ,   ,   ,   ,   ,1.89  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.99  ,   ,   ,   ,   ,   ,-0.42 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6436 ,Reichert+2020 ,     ,                  ,    ,53:51.1 ,-30:26:48.40800 ,283.46287 ,-30.44678 ,-0.5  ,4789 ,2.17 ,     ,   ,   ,  ,  ,  ,  ,   ,7.04 ,   ,   ,  ,  ,  ,   ,2.1   ,4.49 ,  ,5.11 ,4.48 ,   ,   ,5.6  ,   ,3.5  ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,1.51  ,   ,   ,   ,   ,   ,0.51  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6437 ,Reichert+2020 ,     ,                  ,    ,53:51.7 ,-30:26:49.81200 ,283.4655  ,-30.44717 ,-0.21 ,4799 ,2.53 ,     ,   ,   ,  ,  ,  ,  ,   ,7.1  ,   ,   ,  ,  ,  ,   ,2.56  ,4.76 ,  ,5.39 ,4.72 ,   ,   ,5.76 ,   ,3.9  ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,2.12  ,   ,   ,   ,   ,   ,0.68  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6716 ,Reichert+2020 ,     ,                  ,    ,53:53.0 ,-30:27:12.96000 ,283.47081 ,-30.4536  ,-0.11 ,4980 ,2.5  ,     ,   ,   ,  ,  ,  ,  ,   ,7.29 ,   ,   ,  ,  ,  ,   ,2.55  ,4.73 ,  ,     ,     ,   ,   ,5.93 ,   ,3.74 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,2.48  ,   ,   ,   ,   ,   ,0.52  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6438 ,Reichert+2020 ,     ,                  ,    ,53:56.5 ,-30:27:20.59200 ,283.48545 ,-30.45572 ,-1.67 ,3720 ,0.47 ,     ,   ,   ,  ,  ,  ,  ,   ,     ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,4.66 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,1.29  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6714 ,Reichert+2020 ,     ,                  ,    ,53:50.8 ,-30:27:27.50400 ,283.46159 ,-30.45764 ,-0.94 ,4939 ,2.25 ,     ,   ,   ,  ,  ,  ,  ,   ,6.57 ,   ,   ,  ,  ,  ,   ,1.75  ,4.32 ,  ,4.79 ,4.15 ,   ,   ,5.24 ,   ,3.11 ,   ,   ,   ,   ,   ,2.09  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.96  ,   ,   ,   ,   ,   ,-0.08 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6717 ,Reichert+2020 ,     ,                  ,    ,53:53.0 ,-30:27:29.19600 ,283.47092 ,-30.45811 ,-0.61 ,4893 ,2.54 ,     ,   ,   ,  ,  ,  ,  ,   ,6.85 ,   ,   ,  ,  ,  ,   ,2.36  ,4.54 ,  ,5.02 ,4.47 ,   ,   ,5.45 ,   ,3.53 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,1.5   ,   ,   ,   ,   ,   ,0.39  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6534 ,Reichert+2020 ,     ,                  ,    ,55:38.6 ,-30:27:4.14000  ,283.91087 ,-30.45115 ,-3.14 ,4696 ,1.77 ,     ,   ,   ,  ,  ,  ,  ,   ,4.77 ,   ,   ,  ,  ,  ,   ,0.02  ,2.33 ,  ,     ,     ,   ,   ,2.99 ,   ,1.92 ,   ,   ,   ,   ,   ,0.47  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-1.64 ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6432 ,Reichert+2020 ,     ,                  ,    ,53:38.8 ,-30:29:29.11200 ,283.41146 ,-30.49142 ,-0.12 ,4892 ,2.26 ,     ,   ,   ,  ,  ,  ,  ,   ,7.38 ,   ,   ,  ,  ,  ,   ,2.37  ,4.72 ,  ,5.86 ,4.86 ,   ,   ,5.93 ,   ,3.61 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,2.48  ,   ,   ,   ,   ,   ,0.66  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6435 ,Reichert+2020 ,     ,                  ,    ,53:48.8 ,-30:29:39.15600 ,283.45327 ,-30.49421 ,-0.23 ,4914 ,0.84 ,     ,   ,   ,  ,  ,  ,  ,   ,7.16 ,   ,   ,  ,  ,  ,   ,1.82  ,3.86 ,  ,5.78 ,4.71 ,   ,   ,5.35 ,   ,3.28 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,1.5   ,   ,   ,   ,   ,   ,-0.02 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6718 ,Reichert+2020 ,     ,                  ,    ,53:36.9 ,-30:29:54.31200 ,283.40357 ,-30.49842 ,-0.27 ,4796 ,2.5  ,     ,   ,   ,  ,  ,  ,  ,   ,7.12 ,   ,   ,  ,  ,  ,   ,2.46  ,4.74 ,  ,5.5  ,4.66 ,   ,   ,5.66 ,   ,3.45 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,2.13  ,   ,   ,   ,   ,   ,0.62  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6433 ,Reichert+2020 ,     ,                  ,    ,53:45.2 ,-30:30:55.94400 ,283.43847 ,-30.51554 ,-1.3  ,3888 ,1.05 ,     ,   ,   ,  ,  ,  ,  ,   ,     ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,4.54 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.61  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6668 ,Reichert+2020 ,     ,                  ,    ,53:12.9 ,-30:32:3.76800  ,283.30378 ,-30.53438 ,-1.15 ,4425 ,1.46 ,     ,   ,   ,  ,  ,  ,  ,   ,     ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,     ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6533 ,Reichert+2020 ,     ,                  ,    ,55:49.7 ,-30:33:9.68400  ,283.9571  ,-30.55269 ,-2.18 ,4967 ,1.74 ,     ,   ,   ,  ,  ,  ,  ,   ,5.82 ,   ,   ,  ,  ,  ,   ,0.64  ,2.95 ,  ,     ,     ,   ,   ,4.04 ,   ,2.36 ,   ,   ,   ,   ,   ,0.95  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-0.51 ,   ,   ,   ,   ,   ,-1.7  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6439 ,Reichert+2020 ,     ,                  ,    ,54:02.1 ,-30:36:21.85200 ,283.50893 ,-30.60607 ,-0.73 ,4095 ,0.94 ,     ,   ,   ,  ,  ,  ,  ,   ,     ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,5.7  ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,1.67  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6669 ,Reichert+2020 ,     ,                  ,    ,53:19.8 ,-30:37:40.33200 ,283.33244 ,-30.62787 ,-0.87 ,3972 ,1.07 ,     ,   ,   ,  ,  ,  ,  ,   ,     ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,4.61 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,1.39  ,   ,   ,   ,   ,   ,0.61  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6677 ,Reichert+2020 ,     ,                  ,    ,00:39.1 ,-31:07:20.53200 ,285.16279 ,-31.12237 ,-1.73 ,4875 ,1.68 ,     ,   ,   ,  ,  ,  ,  ,   ,6.18 ,   ,   ,  ,  ,  ,   ,1.28  ,3.46 ,  ,     ,3.17 ,   ,   ,4.4  ,   ,2.83 ,   ,   ,   ,   ,   ,1.42  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.49  ,   ,   ,   ,   ,   ,-0.76 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6678 ,Reichert+2020 ,     ,                  ,    ,00:43.0 ,-31:17:4.34400  ,285.17931 ,-31.28454 ,-1.66 ,4813 ,1.6  ,     ,   ,   ,  ,  ,  ,  ,   ,6.19 ,   ,   ,  ,  ,  ,   ,1.35  ,3.59 ,  ,3.81 ,2.94 ,   ,   ,4.46 ,   ,3.03 ,   ,   ,   ,   ,   ,2.4   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,1.18  ,   ,   ,   ,   ,   ,-0.57 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6673 ,Reichert+2020 ,     ,                  ,    ,52:11.3 ,-31:19:7.50000  ,283.04715 ,-31.31875 ,-1.03 ,4868 ,1.62 ,     ,   ,   ,  ,  ,  ,  ,   ,6.77 ,   ,   ,  ,  ,  ,   ,1.47  ,3.71 ,  ,4.54 ,4.07 ,   ,   ,5.2  ,   ,3.26 ,   ,   ,   ,   ,   ,2.32  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.96  ,   ,   ,   ,   ,   ,-0.17 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6674 ,Reichert+2020 ,     ,                  ,    ,52:59.6 ,-31:21:35.10000 ,283.24829 ,-31.35975 ,-1.5  ,4755 ,1.63 ,     ,   ,   ,  ,  ,  ,  ,   ,6.32 ,   ,   ,  ,  ,  ,   ,1.47  ,3.66 ,  ,4.06 ,3.48 ,   ,   ,4.79 ,   ,2.99 ,   ,   ,   ,   ,   ,1.61  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.52  ,   ,   ,   ,   ,   ,-1.04 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6679 ,Reichert+2020 ,     ,                  ,    ,06:38.4 ,-31:51:35.96400 ,286.66015 ,-31.85999 ,-1.36 ,4309 ,0.88 ,     ,   ,   ,  ,  ,  ,  ,   ,6.42 ,   ,   ,  ,  ,  ,   ,1.54  ,3.59 ,  ,4.22 ,3.48 ,   ,   ,4.78 ,   ,2.78 ,   ,   ,   ,   ,   ,1.88  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.61  ,   ,   ,   ,   ,   ,-0.39 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6680 ,Reichert+2020 ,     ,                  ,    ,06:51.5 ,-32:01:47.24400 ,286.71446 ,-32.02979 ,-1.58 ,4541 ,1.47 ,     ,   ,   ,  ,  ,  ,  ,   ,6.1  ,   ,   ,  ,  ,  ,   ,1.29  ,3.66 ,  ,3.83 ,3.25 ,   ,   ,4.57 ,   ,3.02 ,   ,   ,   ,   ,   ,2.18  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,1.57  ,   ,   ,   ,   ,   ,-0.16 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6412 ,Reichert+2020 ,     ,                  ,    ,01:26.8 ,-33:02:59.82000 , 15.36151 ,-33.04995 ,-3.3  ,4356 ,0.67 ,     ,   ,   ,  ,  ,  ,  ,   ,4.77 ,   ,   ,  ,  ,  ,   ,-0.26 ,     ,  ,1.85 ,     ,   ,   ,2.85 ,   ,     ,   ,   ,   ,   ,   ,-0.47 ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6413 ,Reichert+2020 ,     ,                  ,    ,02:41.2 ,-33:18:30.81600 , 15.67176 ,-33.30856 ,-2.61 ,4490 ,1.32 ,     ,   ,   ,  ,  ,  ,  ,   ,     ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,     ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6414 ,Reichert+2020 ,     ,                  ,    ,57:10.2 ,-33:28:35.79600 , 14.29257 ,-33.47661 ,-3.91 ,4357 ,0.94 ,     ,   ,   ,  ,  ,  ,  ,   ,4.03 ,   ,   ,  ,  ,  ,   ,      ,     ,  ,1.49 ,     ,   ,   ,2.12 ,   ,     ,   ,   ,   ,   ,   ,-1.55 ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-2.7  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6611 ,Reichert+2020 ,     ,                  ,    ,00:02.7 ,-33:30:25.30800 , 15.01122 ,-33.50703 ,-1.48 ,4545 ,1.17 ,     ,   ,   ,  ,  ,  ,  ,   ,6.45 ,   ,   ,  ,  ,  ,   ,1.47  ,3.71 ,  ,4.31 ,3.6  ,   ,   ,4.89 ,   ,2.32 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.74  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6553 ,Reichert+2020 ,     ,                  ,    ,00:25.8 ,-33:30:25.45200 , 15.10745 ,-33.50707 ,-1.96 ,4928 ,1.24 ,     ,   ,   ,  ,  ,  ,  ,   ,6.04 ,   ,   ,  ,  ,  ,   ,1.4   ,     ,  ,3.78 ,     ,   ,   ,4.69 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-0.19 ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6354 ,Reichert+2020 ,[Scl] 2MASS J00593698-3330283    ,2MASS J00593698-3330283    ,    ,59:37.0 ,-33:30:28.40400 , 14.90415 ,-33.50789 ,-1.53 ,4409 ,0.96 ,     ,   ,   ,  ,  ,  ,  ,   ,6.32 ,   ,   ,  ,  ,  ,   ,1.35  ,3.68 ,  ,4.08 ,3.38 ,   ,   ,4.45 ,   ,2.49 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,1.08  ,   ,   ,   ,   ,   ,-0.3  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6640 ,Reichert+2020 ,     ,,,59:50.8 ,-33:31:47.24400 , 14.96163 ,-33.52979 ,-1.48 ,4640 ,1.18 ,     ,   ,   ,  ,  ,  ,  ,   ,6.19 ,   ,   ,  ,  ,  ,   ,1.42  ,     ,  ,4.54 ,3.63 ,   ,   ,4.49 ,   ,2.59 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.72  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6602 ,Reichert+2020 ,     ,'2MASS J00595563-3333246'    ,,59:55.6 ,-33:33:24.69600 , 14.98182 ,-33.55686 ,-1.9  ,4552 ,0.72 ,     ,   ,   ,  ,  ,  ,  ,   ,6.21 ,   ,   ,  ,  ,  ,   ,1.24  ,3.07 ,  ,3.22 ,     ,   ,   ,4.05 ,   ,2.61 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.17  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6595 ,Reichert+2020 ,     ,'2MASS J00594721-3333370'    ,,59:47.2 ,-33:33:37.08000 , 14.94675 ,-33.5603  ,-2.27 ,4390 ,0.9  ,     ,   ,   ,  ,  ,  ,  ,   ,5.88 ,   ,   ,  ,  ,  ,   ,0.7   ,2.87 ,  ,2.71 ,     ,   ,   ,3.78 ,   ,2.75 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-0.25 ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6467 ,Reichert+2020 ,     ,                  ,    ,00:21.1 ,-33:33:46.44000 , 15.08787 ,-33.5629  ,-1.18 ,4654 ,1.26 ,     ,   ,   ,  ,  ,  ,  ,   ,6.59 ,   ,   ,  ,  ,  ,   ,1.33  ,3.81 ,  ,4.74 ,4.14 ,   ,   ,5.34 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.75  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6608 ,Reichert+2020 ,     ,'2MASS J00595831-3334406'    ,,59:58.3 ,-33:34:40.47600 , 14.99297 ,-33.57791 ,-1.18 ,4533 ,1.15 ,     ,   ,   ,  ,  ,  ,  ,   ,6.35 ,   ,   ,  ,  ,  ,   ,1.22  ,4.29 ,  ,4.44 ,3.86 ,   ,   ,4.86 ,   ,2.69 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,1.04  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6466 ,Reichert+2020 ,     ,                  ,    ,00:20.3 ,-33:35:34.54800 , 15.08457 ,-33.59293 ,-1.74 ,4402 ,0.87 ,     ,   ,   ,  ,  ,  ,  ,   ,6.03 ,   ,   ,  ,  ,  ,   ,1.26  ,3.05 ,  ,4.32 ,3.4  ,   ,   ,4.39 ,   ,2.43 ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.59  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6358 ,Reichert+2020 ,     ,'2MASS J00594045-3335539'    ,,59:40.5 ,-33:35:53.98800 , 14.91862 ,-33.59833 ,-2.19 ,4477 ,1    ,     ,   ,   ,  ,  ,  ,  ,   ,5.85 ,   ,   ,  ,  ,  ,   ,0.76  ,     ,  ,3.68 ,     ,   ,   ,3.88 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-0.2  ,   ,   ,   ,   ,   ,-1.15 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
