Found,Query_ID,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,OTYPE,SP_TYPE,RA_2,DEC_2,PMRA,PMDEC,PLX_VALUE,RV_VALUE,FLUX_B_1,FLUX_V_1,FLUX_R_1,FLUX_I_1,FLUX_J_1,FLUX_H_1,FLUX_K_1,OTYPE_2,SP_TYPE_2,RA_3,DEC_3,PMRA_2,PMDEC_2,PLX_VALUE_2,RV_VALUE_2,FLUX_U_1,FLUX_B_2,FLUX_V_2,FLUX_R_2,FLUX_I_2,FLUX_J_2,FLUX_H_2,FLUX_K_2,OTYPE_3,SP_TYPE_3,RA_4,DEC_4,PMRA_3,PMDEC_3,PLX_VALUE_3,RV_VALUE_3,SCRIPT_NUMBER_ID
True,[SHT2013] Sculptor024 01,[SHT2013] Scl024 01,01 02 41.2223,-33 18 30.823,14,14,0.0996,0.0569,90,A,O,2020yCat.1350....0G,,,18.531,,17.393,,,,ChemPec*,,01 02 41.2223,-33 18 30.823,-0.215,-0.075,0.1231,102.8,,18.531,,17.393,,,,ChemPec*,,01 02 41.2223,-33 18 30.823,-0.215,-0.075,0.1231,102.8,,,18.531,,17.393,,,,ChemPec*,,01 02 41.2223,-33 18 30.823,-0.215,-0.075,0.1231,102.8,1
True,[SHT2013] Sculptor031 11,2MASS J00571020-3328359,00 57 10.2179,-33 28 35.800,14,14,0.0775,0.0807,90,A,O,2020yCat.1350....0G,,18.765,17.798,,16.655,15.702,15.277,15.041,ChemPec*,,00 57 10.2179,-33 28 35.800,0.075,-0.392,0.0176,122.7,18.765,17.798,,16.655,15.702,15.277,15.041,ChemPec*,,00 57 10.2179,-33 28 35.800,0.075,-0.392,0.0176,122.7,,18.765,17.798,,16.655,15.702,15.277,15.041,ChemPec*,,00 57 10.2179,-33 28 35.800,0.075,-0.392,0.0176,122.7,1
True,[SHT2013] Sculptor074 02,2MASS J00573485-3339457,00 57 34.8471,-33 39 45.706,14,14,0.075,0.0757,90,A,O,2020yCat.1350....0G,,19.017,18.058,,16.962,16.298,15.732,,ChemPec*,,00 57 34.8471,-33 39 45.706,0.323,-0.162,,130.6,19.017,18.058,,16.962,16.298,15.732,,ChemPec*,,00 57 34.8471,-33 39 45.706,0.323,-0.162,,130.6,,19.017,18.058,,16.962,16.298,15.732,,ChemPec*,,00 57 34.8471,-33 39 45.706,0.323,-0.162,,130.6,1
True,[SMS86]70,[SMS86]  70,06 41 48.2299,-50 55 01.672,14,14,0.0583,0.0526,90,A,O,2020yCat.1350....0G,,18.979,17.626,,16.181,15.231,14.526,14.512,RRLyrae,,06 41 48.2299,-50 55 01.672,0.352,0.2,,224.5,18.979,17.626,,16.181,15.231,14.526,14.512,RRLyrae,,06 41 48.2299,-50 55 01.672,0.352,0.2,,224.5,,18.979,17.626,,16.181,15.231,14.526,14.512,RRLyrae,,06 41 48.2299,-50 55 01.672,0.352,0.2,,224.5,1
True,[STS2015] ET0145,FBMC Sculptor  3,01 00 20.7588,-33 47 10.954,14,14,0.0501,0.0255,90,A,O,2020yCat.1350....0G,,18.64,17.392,,16.068,15.2,14.67,14.46,RGB*,C?,01 00 20.7588,-33 47 10.954,-0.022,-0.095,,108.274002,18.64,17.392,,16.068,15.2,14.67,14.46,RGB*,C?,01 00 20.7588,-33 47 10.954,-0.022,-0.095,,108.274002,,18.64,17.392,,16.068,15.2,14.67,14.46,RGB*,C?,01 00 20.7588,-33 47 10.954,-0.022,-0.095,,108.274002,1
True,[STS2015] ET0206,GB07 Scl36,01 00 10.3954,-33 41 04.745,14,14,0.0759,0.0377,90,A,O,2020yCat.1350....0G,,19.27,18.086,,16.852,16.03,15.42,15.28,RGB*,,01 00 10.3954,-33 41 04.745,0.044,-0.065,,95.42,19.27,18.086,,16.852,16.03,15.42,15.28,RGB*,,01 00 10.3954,-33 41 04.745,0.044,-0.065,,95.42,,19.27,18.086,,16.852,16.03,15.42,15.28,RGB*,,01 00 10.3954,-33 41 04.745,0.044,-0.065,,95.42,1
True,[STS2015] ET0237,2MASS J00595077-3331472,00 59 50.7907,-33 31 47.227,14,14,0.0864,0.0383,90,A,O,2020yCat.1350....0G,,,17.982,,16.871,16.129,15.292,15.263,RGB*,,00 59 50.7907,-33 31 47.227,0.147,-0.349,0.127,111.33,,17.982,,16.871,16.129,15.292,15.263,RGB*,,00 59 50.7907,-33 31 47.227,0.147,-0.349,0.127,111.33,,,17.982,,16.871,16.129,15.292,15.263,RGB*,,00 59 50.7907,-33 31 47.227,0.147,-0.349,0.127,111.33,1
True,[V78] 551,[V78] 551,01 00 01.1459,-33 59 21.358,14,14,0.0941,0.0508,90,A,O,2020yCat.1350....0G,,,,,,16.97,16.36,15.73,ChemPec*,,01 00 01.1459,-33 59 21.358,0.148,0.059,0.1181,119.4,,,,,16.97,16.36,15.73,ChemPec*,,01 00 01.1459,-33 59 21.358,0.148,0.059,0.1181,119.4,,,,,,16.97,16.36,15.73,ChemPec*,,01 00 01.1459,-33 59 21.358,0.148,0.059,0.1181,119.4,1
True,[WMO2006] F01-16,[WMO2006] F01-16,02 39 11.0832,-34 39 09.089,14,14,0.0503,0.065,90,A,O,2020yCat.1350....0G,,,18.36,,16.74,15.778,15.002,14.579,Star,,02 39 11.0832,-34 39 09.089,0.481,-0.405,0.0322,65.48,,18.36,,16.74,15.778,15.002,14.579,Star,,02 39 11.0832,-34 39 09.089,0.481,-0.405,0.0322,65.48,,,18.36,,16.74,15.778,15.002,14.579,Star,,02 39 11.0832,-34 39 09.089,0.481,-0.405,0.0322,65.48,1
True,[WMO2006] F01-20,2MASS J02384346-3432054,02 38 43.4731,-34 32 05.507,14,14,0.0523,0.0666,90,A,O,2020yCat.1350....0G,,,18.29,,16.82,15.824,15.064,14.949,ChemPec*,,02 38 43.4731,-34 32 05.507,0.38,-0.172,0.0026,71.4381,,18.29,,16.82,15.824,15.064,14.949,ChemPec*,,02 38 43.4731,-34 32 05.507,0.38,-0.172,0.0026,71.4381,,,18.29,,16.82,15.824,15.064,14.949,ChemPec*,,02 38 43.4731,-34 32 05.507,0.38,-0.172,0.0026,71.4381,1
True,[WMO2006] F01-23,[WMO2006] F01-23,02 38 53.7843,-34 30 06.884,14,14,0.0503,0.0647,90,A,O,2020yCat.1350....0G,,,18.39,,16.8,15.768,14.798,14.772,Star,,02 38 53.7843,-34 30 06.884,0.545,-0.494,0.0115,74.5947,,18.39,,16.8,15.768,14.798,14.772,Star,,02 38 53.7843,-34 30 06.884,0.545,-0.494,0.0115,74.5947,,,18.39,,16.8,15.768,14.798,14.772,Star,,02 38 53.7843,-34 30 06.884,0.545,-0.494,0.0115,74.5947,1
True,[WMO2006] F01-6,[WMO2006] F01-6,02 39 14.3673,-34 22 42.008,14,14,0.0516,0.0689,90,A,O,2020yCat.1350....0G,,,18.37,,16.84,15.997,14.904,15.089,Star,,02 39 14.3673,-34 22 42.008,0.42,-0.347,0.0503,72.9,,18.37,,16.84,15.997,14.904,15.089,Star,,02 39 14.3673,-34 22 42.008,0.42,-0.347,0.0503,72.9,,,18.37,,16.84,15.997,14.904,15.089,Star,,02 39 14.3673,-34 22 42.008,0.42,-0.347,0.0503,72.9,1
True,[WMO2009] Car-0724,[WMO2009] Car-0724,06 41 58.1926,-50 48 57.951,14,14,0.0877,0.0914,90,A,O,2020yCat.1350....0G,,19.555,18.48,,17.25,,,,RGB*,,06 41 58.1926,-50 48 57.951,0.36,0.067,,225.4,19.555,18.48,,17.25,,,,RGB*,,06 41 58.1926,-50 48 57.951,0.36,0.067,,225.4,,19.555,18.48,,17.25,,,,RGB*,,06 41 58.1926,-50 48 57.951,0.36,0.067,,225.4,1
True,[WMO2009] Car-1494,[WMO2009] Car-1494,06 41 29.0653,-50 56 46.215,14,14,0.1277,0.1209,90,A,O,2020yCat.1350....0G,,20.009,18.996,,17.808,,,,RGB*,,06 41 29.0653,-50 56 46.215,0.394,0.276,,227.1,20.009,18.996,,17.808,,,,RGB*,,06 41 29.0653,-50 56 46.215,0.394,0.276,,227.1,,20.009,18.996,,17.808,,,,RGB*,,06 41 29.0653,-50 56 46.215,0.394,0.276,,227.1,1
True,[WMO2009] For-0168,2MASS J02403204-3438217,02 40 32.0116,-34 38 21.853,14,14,0.0561,0.0758,90,A,O,2020yCat.1350....0G,,,18.24,,16.87,16.096,15.233,15.186,ChemPec*,,02 40 32.0116,-34 38 21.853,0.415,-0.428,0.041,73.0,,18.24,,16.87,16.096,15.233,15.186,ChemPec*,,02 40 32.0116,-34 38 21.853,0.415,-0.428,0.041,73.0,,,18.24,,16.87,16.096,15.233,15.186,ChemPec*,,02 40 32.0116,-34 38 21.853,0.415,-0.428,0.041,73.0,1
True,[WMO2009] For-0361,2MASS J02390563-3426310,02 39 05.6468,-34 26 31.070,14,14,0.0634,0.0819,90,A,O,2020yCat.1350....0G,,,18.57,,17.12,16.242,15.269,14.961,ChemPec*,,02 39 05.6468,-34 26 31.070,0.442,-0.299,0.1851,30.63,,18.57,,17.12,16.242,15.269,14.961,ChemPec*,,02 39 05.6468,-34 26 31.070,0.442,-0.299,0.1851,30.63,,,18.57,,17.12,16.242,15.269,14.961,ChemPec*,,02 39 05.6468,-34 26 31.070,0.442,-0.299,0.1851,30.63,1
True,[WMO2009] For-0365,[WMO2009] For-0365,02 39 04.0975,-34 23 53.136,14,14,0.0583,0.0776,90,A,O,2020yCat.1350....0G,,,18.44,,16.98,15.987,15.174,14.809,Star,,02 39 04.0975,-34 23 53.136,0.486,-0.435,0.0476,47.47,,18.44,,16.98,15.987,15.174,14.809,Star,,02 39 04.0975,-34 23 53.136,0.486,-0.435,0.0476,47.47,,,18.44,,16.98,15.987,15.174,14.809,Star,,02 39 04.0975,-34 23 53.136,0.486,-0.435,0.0476,47.47,1
True,[WMO2009] For-0387,[WMO2009] For-0387,02 39 15.5049,-34 30 46.890,14,14,0.0608,0.0749,90,A,O,2020yCat.1350....0G,,,18.61,,17.06,16.026,15.347,15.052,Star,,02 39 15.5049,-34 30 46.890,0.363,-0.535,,59.6,,18.61,,17.06,16.026,15.347,15.052,Star,,02 39 15.5049,-34 30 46.890,0.363,-0.535,,59.6,,,18.61,,17.06,16.026,15.347,15.052,Star,,02 39 15.5049,-34 30 46.890,0.363,-0.535,,59.6,1
True,[WMO2009] For-0391,[WMO2009] For-0391,02 39 14.8074,-34 27 30.365,14,14,0.0666,0.087,90,A,O,2020yCat.1350....0G,,,18.53,,17.02,16.234,15.199,15.067,Star,,02 39 14.8074,-34 27 30.365,0.046,0.281,,75.5,,18.53,,17.02,16.234,15.199,15.067,Star,,02 39 14.8074,-34 27 30.365,0.046,0.281,,75.5,,,18.53,,17.02,16.234,15.199,15.067,Star,,02 39 14.8074,-34 27 30.365,0.046,0.281,,75.5,1
True,[WMO2009] For-0910,DK 39,02 39 19.6328,-34 24 49.616,14,14,0.0555,0.0732,90,A,O,2020yCat.1350....0G,,20.31,18.5,,16.94,15.924,14.924,14.738,AGB*,,02 39 19.6328,-34 24 49.616,0.315,-0.324,,56.31,20.31,18.5,,16.94,15.924,14.924,14.738,AGB*,,02 39 19.6328,-34 24 49.616,0.315,-0.324,,56.31,,20.31,18.5,,16.94,15.924,14.924,14.738,AGB*,,02 39 19.6328,-34 24 49.616,0.315,-0.324,,56.31,1
True,[WMO2009] For-0949,[WMO2009] For-0949,02 39 49.7023,-34 28 50.637,14,14,0.062,0.0866,90,A,O,2020yCat.1350....0G,,20.188,18.6,17.813,17.06,16.072,15.302,15.336,Star,,02 39 49.7023,-34 28 50.637,0.475,-0.406,0.239,49.41,20.188,18.6,17.813,17.06,16.072,15.302,15.336,Star,,02 39 49.7023,-34 28 50.637,0.475,-0.406,0.239,49.41,,20.188,18.6,17.813,17.06,16.072,15.302,15.336,Star,,02 39 49.7023,-34 28 50.637,0.475,-0.406,0.239,49.41,1
True,[WMO2009] For-0952,[WMO2009] For-0952,02 39 50.6642,-34 26 47.444,14,14,0.0584,0.0813,90,A,O,2020yCat.1350....0G,,20.088,18.39,17.658,16.91,15.92,15.127,14.924,Star,,02 39 50.6642,-34 26 47.444,0.283,-0.234,,56.1301,20.088,18.39,17.658,16.91,15.92,15.127,14.924,Star,,02 39 50.6642,-34 26 47.444,0.283,-0.234,,56.1301,,20.088,18.39,17.658,16.91,15.92,15.127,14.924,Star,,02 39 50.6642,-34 26 47.444,0.283,-0.234,,56.1301,1
True,[WMO2009] For-0956,[WMO2009] For-0956,02 40 20.4704,-34 24 00.376,14,14,0.0533,0.0795,90,A,O,2020yCat.1350....0G,,,18.37,,16.73,15.67,14.792,14.611,Star,,02 40 20.4704,-34 24 00.376,0.372,-0.283,,63.4144,,18.37,,16.73,15.67,14.792,14.611,Star,,02 40 20.4704,-34 24 00.376,0.372,-0.283,,63.4144,,,18.37,,16.73,15.67,14.792,14.611,Star,,02 40 20.4704,-34 24 00.376,0.372,-0.283,,63.4144,1
True,[WMO2009] For-0968,[WMO2009] For-0968,02 40 24.2493,-34 26 20.369,14,14,0.0632,0.091,90,A,O,2020yCat.1350....0G,,19.872,18.41,17.709,17.04,16.077,15.285,15.493,Star,,02 40 24.2493,-34 26 20.369,0.378,-0.241,0.0285,53.15,19.872,18.41,17.709,17.04,16.077,15.285,15.493,Star,,02 40 24.2493,-34 26 20.369,0.378,-0.241,0.0285,53.15,,19.872,18.41,17.709,17.04,16.077,15.285,15.493,Star,,02 40 24.2493,-34 26 20.369,0.378,-0.241,0.0285,53.15,1
True,[WMO2009] For-0970,2MASS J02401001-3429589,02 40 10.0211,-34 29 58.971,14,14,0.0747,0.1026,90,A,O,2020yCat.1350....0G,,19.76,18.2,18.06,16.75,15.937,15.198,14.977,RGB*,,02 40 10.0211,-34 29 58.971,1.312,-0.978,0.1025,52.1759,19.76,18.2,18.06,16.75,15.937,15.198,14.977,RGB*,,02 40 10.0211,-34 29 58.971,1.312,-0.978,0.1025,52.1759,,19.76,18.2,18.06,16.75,15.937,15.198,14.977,RGB*,,02 40 10.0211,-34 29 58.971,1.312,-0.978,0.1025,52.1759,1
True,[WMO2009] For-1117,[WMO2009] For-1117,02 39 16.7878,-34 34 50.132,14,14,0.0566,0.0761,90,A,O,2020yCat.1350....0G,,20.071,18.46,17.657,16.9,15.782,15.012,15.023,Star,,02 39 16.7878,-34 34 50.132,0.422,-0.146,,57.46,20.071,18.46,17.657,16.9,15.782,15.012,15.023,Star,,02 39 16.7878,-34 34 50.132,0.422,-0.146,,57.46,,20.071,18.46,17.657,16.9,15.782,15.012,15.023,Star,,02 39 16.7878,-34 34 50.132,0.422,-0.146,,57.46,1
True,[WMO2009] For-1120,[WMO2009] For-1120,02 39 32.9670,-34 32 06.231,14,14,0.0564,0.0761,90,A,O,2020yCat.1350....0G,,19.898,18.42,17.651,17.0,16.152,15.16,14.942,Star,,02 39 32.9670,-34 32 06.231,0.351,-0.407,0.0921,54.35,19.898,18.42,17.651,17.0,16.152,15.16,14.942,Star,,02 39 32.9670,-34 32 06.231,0.351,-0.407,0.0921,54.35,,19.898,18.42,17.651,17.0,16.152,15.16,14.942,Star,,02 39 32.9670,-34 32 06.231,0.351,-0.407,0.0921,54.35,1
True,[WMO2009] For-1208,[WMO2009] For-1208,02 39 01.7737,-34 27 19.618,14,14,0.0577,0.0776,90,A,O,2020yCat.1350....0G,,,18.59,,17.07,16.019,15.1,15.036,Star,,02 39 01.7737,-34 27 19.618,0.115,-0.292,,53.5,,18.59,,17.07,16.019,15.1,15.036,Star,,02 39 01.7737,-34 27 19.618,0.115,-0.292,,53.5,,,18.59,,17.07,16.019,15.1,15.036,Star,,02 39 01.7737,-34 27 19.618,0.115,-0.292,,53.5,1
True,[WMO2009] For-1219,[WMO2009] For-1219,02 39 38.4515,-34 26 10.752,14,14,0.0586,0.0801,90,A,O,2020yCat.1350....0G,,,18.54,,17.07,16.031,15.084,15.527,Star,,02 39 38.4515,-34 26 10.752,0.471,-0.348,0.1395,47.715,,18.54,,17.07,16.031,15.084,15.527,Star,,02 39 38.4515,-34 26 10.752,0.471,-0.348,0.1395,47.715,,,18.54,,17.07,16.031,15.084,15.527,Star,,02 39 38.4515,-34 26 10.752,0.471,-0.348,0.1395,47.715,1
True,[WMO2009] For-1353,[WMO2009] For-1353,02 37 23.6730,-34 43 21.040,14,14,0.0608,0.0809,90,A,O,2020yCat.1350....0G,,19.832,18.56,,17.28,16.253,15.468,15.7,RGB*,,02 37 23.6730,-34 43 21.040,0.373,-0.414,0.0622,65.0,19.832,18.56,,17.28,16.253,15.468,15.7,RGB*,,02 37 23.6730,-34 43 21.040,0.373,-0.414,0.0622,65.0,,19.832,18.56,,17.28,16.253,15.468,15.7,RGB*,,02 37 23.6730,-34 43 21.040,0.373,-0.414,0.0622,65.0,1
True,[WMO2009] For-1579,2MASS J02393340-3433584,02 39 33.4102,-34 33 58.488,14,14,0.0498,0.0678,90,A,O,2020yCat.1350....0G,,,18.15,,16.76,15.802,15.119,14.766,Star,,02 39 33.4102,-34 33 58.488,0.328,-0.49,0.0647,72.9286,,18.15,,16.76,15.802,15.119,14.766,Star,,02 39 33.4102,-34 33 58.488,0.328,-0.49,0.0647,72.9286,,,18.15,,16.76,15.802,15.119,14.766,Star,,02 39 33.4102,-34 33 58.488,0.328,-0.49,0.0647,72.9286,1
True,[WMO2009] For-1581,[WMO2009] For-1581,02 39 13.4044,-34 40 16.332,14,14,0.0527,0.0687,90,A,O,2020yCat.1350....0G,,,18.44,,16.91,15.87,15.066,14.684,Star,,02 39 13.4044,-34 40 16.332,0.368,-0.48,,70.01,,18.44,,16.91,15.87,15.066,14.684,Star,,02 39 13.4044,-34 40 16.332,0.368,-0.48,,70.01,,,18.44,,16.91,15.87,15.066,14.684,Star,,02 39 13.4044,-34 40 16.332,0.368,-0.48,,70.01,1
True,[WMO2009] For-1877,[WMO2009] For-1877,02 40 07.5419,-34 23 31.992,14,14,0.0565,0.0831,90,A,O,2020yCat.1350....0G,,,18.42,,16.99,15.966,15.15,14.948,Star,,02 40 07.5419,-34 23 31.992,0.343,-0.221,,79.54,,18.42,,16.99,15.966,15.15,14.948,Star,,02 40 07.5419,-34 23 31.992,0.343,-0.221,,79.54,,,18.42,,16.99,15.966,15.15,14.948,Star,,02 40 07.5419,-34 23 31.992,0.343,-0.221,,79.54,1
True,[WMO2009] For-2026,[MOW91]  16,02 39 51.2172,-34 29 58.867,14,14,0.0523,0.0758,90,A,O,2020yCat.1350....0G,,20.2,18.57,,16.74,15.795,14.775,14.694,Star,,02 39 51.2172,-34 29 58.867,0.373,-0.406,0.1238,49.6178,20.2,18.57,,16.74,15.795,14.775,14.694,Star,,02 39 51.2172,-34 29 58.867,0.373,-0.406,0.1238,49.6178,,20.2,18.57,,16.74,15.795,14.775,14.694,Star,,02 39 51.2172,-34 29 58.867,0.373,-0.406,0.1238,49.6178,1
True,[WMO2009] For-2280,[WMO2009] For-2280,02 39 58.2312,-34 32 05.319,14,14,0.0548,0.0746,90,A,O,2020yCat.1350....0G,,20.109,18.43,17.616,16.9,15.815,15.004,14.639,RRLyrae,,02 39 58.2312,-34 32 05.319,0.493,-0.44,0.0354,44.0165,20.109,18.43,17.616,16.9,15.815,15.004,14.639,RRLyrae,,02 39 58.2312,-34 32 05.319,0.493,-0.44,0.0354,44.0165,,20.109,18.43,17.616,16.9,15.815,15.004,14.639,RRLyrae,,02 39 58.2312,-34 32 05.319,0.493,-0.44,0.0354,44.0165,1
True,[WMO2009] Sculptor- 927,2MASS J01000496-3401169,01 00 05.0225,-34 01 16.599,14,14,0.0793,0.0428,90,A,O,2020yCat.1350....0G,,,18.38,,17.19,16.51,16.0,15.76,ChemPec*,,01 00 05.0225,-34 01 16.599,0.199,-0.159,0.1533,121.8,,18.38,,17.19,16.51,16.0,15.76,ChemPec*,,01 00 05.0225,-34 01 16.599,0.199,-0.159,0.1533,121.8,,,18.38,,17.19,16.51,16.0,15.76,ChemPec*,,01 00 05.0225,-34 01 16.599,0.199,-0.159,0.1533,121.8,1
True,[WMO2009] Sex-026,2MASS J10133878-0140463,10 13 38.6684,-01 40 45.923,14,14,0.228,0.2263,90,A,O,2020yCat.1350....0G,,19.77,18.83,,17.77,16.76,16.265,16.34,RGB*,,10 13 38.6684,-01 40 45.923,-0.148,0.076,0.0511,221.5,19.77,18.83,,17.77,16.76,16.265,16.34,RGB*,,10 13 38.6684,-01 40 45.923,-0.148,0.076,0.0511,221.5,,19.77,18.83,,17.77,16.76,16.265,16.34,RGB*,,10 13 38.6684,-01 40 45.923,-0.148,0.076,0.0511,221.5,1
True,[WMO2009] Sex-042,[KGS2010] Sex     885,10 12 59.1701,-01 34 42.696,14,14,0.4934,0.6149,90,A,O,2020yCat.1350....0G,,,20.008,,19.06,18.43,17.86,17.83,RGB*,,10 12 59.1701,-01 34 42.696,0.523,-0.1,0.4551,217.2,,20.008,,19.06,18.43,17.86,17.83,RGB*,,10 12 59.1701,-01 34 42.696,0.523,-0.1,0.4551,217.2,,,20.008,,19.06,18.43,17.86,17.83,RGB*,,10 12 59.1701,-01 34 42.696,0.523,-0.1,0.4551,217.2,1
True,[WMO2009] Sex-392,[KGS2010] Sex    1084,10 13 27.3178,-01 30 56.789,14,14,0.6029,0.6912,90,A,O,2020yCat.1350....0G,,,20.288,,19.39,18.59,18.4,18.42,RGB*,,10 13 27.3178,-01 30 56.789,-0.009,-1.114,1.5306,226.1,,20.288,,19.39,18.59,18.4,18.42,RGB*,,10 13 27.3178,-01 30 56.789,-0.009,-1.114,1.5306,226.1,,,20.288,,19.39,18.59,18.4,18.42,RGB*,,10 13 27.3178,-01 30 56.789,-0.009,-1.114,1.5306,226.1,1
True,[WMO2009] Sex-586,[KGS2010] Sex     858,10 13 37.8478,-01 38 15.677,14,14,0.5437,0.5569,90,A,O,2020yCat.1350....0G,,,19.968,,19.08,18.5,18.0,17.96,RGB*,,10 13 37.8478,-01 38 15.677,0.497,0.318,0.6058,238.6,,19.968,,19.08,18.5,18.0,17.96,RGB*,,10 13 37.8478,-01 38 15.677,0.497,0.318,0.6058,238.6,,,19.968,,19.08,18.5,18.0,17.96,RGB*,,10 13 37.8478,-01 38 15.677,0.497,0.318,0.6058,238.6,1
True,[WMO2015] 129,[WMO2015] 129,03 34 57.5852,-54 05 31.339,14,14,0.1134,0.1182,90,A,O,2020yCat.1350....0G,,,,,,,,,RGB*,,03 34 57.5852,-54 05 31.339,2.345,-1.278,0.0517,60.2,,,,,,,,RGB*,,03 34 57.5852,-54 05 31.339,2.345,-1.278,0.0517,60.2,,,,,,,,,RGB*,,03 34 57.5852,-54 05 31.339,2.345,-1.278,0.0517,60.2,1
True,[WMO2015] 35,[WMO2015] 35,03 35 37.0733,-54 04 01.174,14,14,0.0882,0.0902,90,A,O,2020yCat.1350....0G,,,,,,,,,RGB*,,03 35 37.0733,-54 04 01.174,2.501,-1.6,0.0382,64.3,,,,,,,,RGB*,,03 35 37.0733,-54 04 01.174,2.501,-1.6,0.0382,64.3,,,,,,,,,RGB*,,03 35 37.0733,-54 04 01.174,2.501,-1.6,0.0382,64.3,1
True,[WMO2015] 80,DES J033447.93-540525.0,03 34 47.9500,-54 05 24.970,14,14,0.0505,0.0515,90,A,O,2020yCat.1350....0G,,,,,,,,,ChemPec*,,03 34 47.9500,-54 05 24.970,2.358,-1.391,0.0034,62.0,,,,,,,,ChemPec*,,03 34 47.9500,-54 05 24.970,2.358,-1.391,0.0034,62.0,,,,,,,,,ChemPec*,,03 34 47.9500,-54 05 24.970,2.358,-1.391,0.0034,62.0,1
True,Cl* Terzan7BCP1272,Cl* Terzan    7    BCP    1272,19 17 37.1322,-34 39 12.400,14,14,0.0451,0.0464,90,A,O,2020yCat.1350....0G,,17.84,16.62,,,14.512,13.755,13.639,Star,,19 17 37.1322,-34 39 12.400,-3.006,-1.598,,159.96,17.84,16.62,,,14.512,13.755,13.639,Star,,19 17 37.1322,-34 39 12.400,-3.006,-1.598,,159.96,,17.84,16.62,,,14.512,13.755,13.639,Star,,19 17 37.1322,-34 39 12.400,-3.006,-1.598,,159.96,1
True,Cl* Terzan7BCP1282,Cl* Terzan    7    BCP    1282,19 17 39.3629,-34 39 06.458,14,14,0.0319,0.0307,90,A,O,2020yCat.1350....0G,,17.45,16.08,,,13.604,12.84,12.656,Star,,19 17 39.3629,-34 39 06.458,-2.99,-1.628,0.0626,159.35,17.45,16.08,,,13.604,12.84,12.656,Star,,19 17 39.3629,-34 39 06.458,-2.99,-1.628,0.0626,159.35,,17.45,16.08,,,13.604,12.84,12.656,Star,,19 17 39.3629,-34 39 06.458,-2.99,-1.628,0.0626,159.35,1
True,Cl* Terzan7KHG 1,Cl* Terzan    7    KHG       1,19 17 38.1745,-34 39 17.133,14,14,0.0491,0.0481,90,A,O,2020yCat.1350....0G,,18.04,16.76,,,14.59,13.972,13.854,Star,,19 17 38.1745,-34 39 17.133,-2.908,-1.583,0.0061,159.5,18.04,16.76,,,14.59,13.972,13.854,Star,,19 17 38.1745,-34 39 17.133,-2.908,-1.583,0.0061,159.5,,18.04,16.76,,,14.59,13.972,13.854,Star,,19 17 38.1745,-34 39 17.133,-2.908,-1.583,0.0061,159.5,1
True,COS 171,2MASS J15080497+6714007,15 08 04.9809,+67 14 00.719,14,14,0.0459,0.0489,90,A,O,2020yCat.1350....0G,,,,,,14.906,14.277,14.141,RGB*_Candidate,,15 08 04.9809,+67 14 00.719,-0.191,0.128,0.0518,-255.677002,,,,,14.906,14.277,14.141,RGB*_Candidate,,15 08 04.9809,+67 14 00.719,-0.191,0.128,0.0518,-255.677002,,,,,,14.906,14.277,14.141,RGB*_Candidate,,15 08 04.9809,+67 14 00.719,-0.191,0.128,0.0518,-255.677002,1
True,COS 233,2MASS J15081004+6717248,15 08 10.0432,+67 17 24.941,14,14,0.0371,0.0393,90,A,O,2020yCat.1350....0G,,,,,,14.766,14.218,14.089,RGB*_Candidate,,15 08 10.0432,+67 17 24.941,-0.088,0.153,0.0428,-265.8,,,,,14.766,14.218,14.089,RGB*_Candidate,,15 08 10.0432,+67 17 24.941,-0.088,0.153,0.0428,-265.8,,,,,,14.766,14.218,14.089,RGB*_Candidate,,15 08 10.0432,+67 17 24.941,-0.088,0.153,0.0428,-265.8,1
True,DES J033607.75-540235.6,[KCB2015] Reti 18,03 36 07.7638,-54 02 35.507,14,14,0.0513,0.0544,90,A,O,2020yCat.1350....0G,,,,,,,,,RGB*,,03 36 07.7638,-54 02 35.507,2.387,-1.332,0.0633,61.4,,,,,,,,RGB*,,03 36 07.7638,-54 02 35.507,2.387,-1.332,0.0633,61.4,,,,,,,,,RGB*,,03 36 07.7638,-54 02 35.507,2.387,-1.332,0.0633,61.4,1
True,FBW J024006.1-342852,2MASS J02400616-3428523,02 40 06.1711,-34 28 52.205,14,14,0.0529,0.07,90,A,O,2020yCat.1350....0G,,20.114,18.379,17.526,16.787,15.714,14.964,14.678,RGB*,,02 40 06.1711,-34 28 52.205,0.341,-0.524,0.0334,41.22,20.114,18.379,17.526,16.787,15.714,14.964,14.678,RGB*,,02 40 06.1711,-34 28 52.205,0.341,-0.524,0.0334,41.22,,20.114,18.379,17.526,16.787,15.714,14.964,14.678,RGB*,,02 40 06.1711,-34 28 52.205,0.341,-0.524,0.0334,41.22,1
