Found,JINA_ID,Query_ID,RA_input,DEC_input,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,OTYPE,SP_TYPE,RA_2,DEC_2,PMRA,PMDEC,PLX_VALUE,RV_VALUE,SCRIPT_NUMBER_ID
True,,HD 28471,,,HD  28471,04 25 09.1505,-64 04 48.251,14,14,0.019,0.0181,90,A,O,2020yCat.1350....0G,,8.56,7.91,,,6.717,6.451,6.315,HighPM*,G5V,04 25 09.1505,-64 04 48.251,-61.981,321.385,22.8701,54.764,1
True,,HD 28821,,,HD  28821,04 32 21.4722,-05 02 20.418,14,14,0.0174,0.0108,90,A,O,2020yCat.1350....0G,,8.29,7.61,,,6.394,6.117,5.997,Star,G3V,04 32 21.4722,-05 02 20.418,-1.367,-35.222,27.7458,37.621,1
True,,HD 31527,,,HD  31527,04 55 38.3826,-23 14 30.761,14,14,0.0084,0.0122,90,A,O,2020yCat.1350....0G,,8.071,7.484,7.24,8.88,6.373,6.048,6.049,HighPM*,G0V,04 55 38.3826,-23 14 30.761,-65.789,130.515,26.0796,25.67,1
True,,HD 38277,,,HD  38277,05 44 17.5968,-10 01 00.233,14,14,0.0215,0.019,90,A,O,2020yCat.1350....0G,,7.73,7.12,,,5.959,5.694,5.597,HighPM*,G1V,05 44 17.5968,-10 01 00.233,65.837,-143.823,26.4246,32.672,1
True,,HD 38858,,,HD  38858,05 48 34.9402,-04 05 40.721,14,14,0.0235,0.0225,90,A,O,2020yCat.1350....0G,6.71,6.61,5.97,,,4.83,4.595,4.405,HighPM*,G2V,05 48 34.9402,-04 05 40.721,61.427,-229.291,65.7446,31.456,1
True,,HD 45184,,,HD  45184,06 24 43.8795,-28 46 48.415,14,14,0.0113,0.0144,90,A,O,2020yCat.1350....0G,,7.01,6.39,6.24,8.94,5.219,4.962,4.871,HighPM*,G2Va,06 24 43.8795,-28 46 48.415,-165.122,-121.852,45.6782,-3.828,1
True,,HD 45289,,,HD  45289,06 24 24.3502,-42 50 51.065,14,14,0.0118,0.0142,90,A,O,2020yCat.1350....0G,,7.35,6.67,,,5.518,5.155,5.064,HighPM*,G2V,06 24 24.3502,-42 50 51.065,-76.989,777.31,35.9364,56.392,1
True,,HD 59711,,,HD  59711,07 30 40.0131,-15 59 40.506,14,14,0.014,0.0142,90,A,O,2020yCat.1350....0G,,8.35,7.71,,,6.517,6.213,6.154,HighPM*,G2V,07 30 40.0131,-15 59 40.506,47.428,-108.572,27.5503,8.395,1
True,,HD 59967,,,HD  59967,07 30 42.5117,-37 20 21.706,14,14,0.0124,0.0156,90,A,O,2020yCat.1350....0G,7.386,7.274,6.635,6.28,5.945,5.527,5.253,5.099,HighPM*,G3V,07 30 42.5117,-37 20 21.706,-87.12,52.934,45.9738,9.37,1
True,,HD 66428,,,HD  66428,08 03 28.6676,-01 09 45.758,14,14,0.0241,0.0153,90,A,O,2020yCat.1350....0G,,8.97,8.26,,,7.044,6.768,6.66,HighPM*,G8IV(+G),08 03 28.6676,-01 09 45.758,-65.766,-206.999,18.7661,44.132,1
True,,HD 67458,,,HD  67458,08 07 00.5223,-29 24 10.577,14,14,0.0101,0.0133,90,A,O,2020yCat.1350....0G,7.47,7.39,6.79,,,5.696,5.373,5.32,HighPM*,G0V,08 07 00.5223,-29 24 10.577,339.644,-355.148,38.9581,-15.672,1
True,,HD 71334,,,HD  71334,08 25 49.5155,-29 55 50.133,14,14,0.0101,0.0127,90,A,O,2020yCat.1350....0G,,8.49,7.82,,,6.61,6.289,6.206,HighPM*,G2.5V,08 25 49.5155,-29 55 50.133,139.242,-292.471,25.4904,17.314,1
True,,HD 75302,,,HD  75302,08 49 12.5288,+03 29 05.117,14,14,0.0182,0.0113,90,A,O,2020yCat.1350....0G,,,,7.0,,6.238,5.952,5.84,HighPM*,G5V,08 49 12.5288,+03 29 05.117,-148.238,60.209,32.9777,10.224,1
True,,HD 78429,,,HD  78429,09 06 38.8310,-43 29 31.119,14,14,0.0114,0.0135,90,A,O,2020yCat.1350....0G,,7.93,7.33,,,6.113,5.809,5.734,HighPM*,G2V,09 06 38.8310,-43 29 31.119,48.731,179.185,26.2188,65.032,1
True,,HD 88084,,,HD  88084,10 09 08.2459,-15 29 40.194,14,14,0.0217,0.0184,90,A,O,2020yCat.1350....0G,,8.18,7.54,,,6.271,5.967,5.871,HighPM*,G2V,10 09 08.2459,-15 29 40.194,-91.306,-197.168,27.9998,-23.628,1
True,,HD 89454,,,HD  89454,10 19 16.2817,-11 22 42.644,14,14,0.0251,0.0271,90,A,O,2020yCat.1350....0G,,8.75,8.05,,,6.814,6.536,6.46,HighPM*,G5V,10 19 16.2817,-11 22 42.644,-62.629,-66.267,24.2984,18.794,1
True,,HD 92719,,,HD  92719,10 42 13.3208,-13 47 15.771,14,14,0.0216,0.0329,90,A,O,2020yCat.1350....0G,7.519,7.406,6.767,6.42,6.083,5.645,5.346,5.265,HighPM*,G1.5V,10 42 13.3208,-13 47 15.771,234.441,-172.093,41.9082,-17.964,1
True,,HD 95521,,,HD  95521,11 00 50.2624,-49 01 11.414,14,14,0.0114,0.0123,90,A,O,2020yCat.1350....0G,,8.22,7.57,,,6.41,6.11,6.046,HighPM*,G2V,11 00 50.2624,-49 01 11.414,-96.56,-60.304,30.0324,18.215,1
True,,HD 96116,,,HD  96116,11 04 13.6519,-57 45 54.477,14,14,0.0127,0.0123,90,A,O,2020yCat.1350....0G,,9.34,8.69,,,7.497,7.195,7.08,Star,G3V,11 04 13.6519,-57 45 54.477,18.249,-39.264,17.5165,31.16,1
True,,HD 96423,,,HD  96423,11 06 19.7446,-44 22 23.941,14,14,0.0095,0.0121,90,A,O,2020yCat.1350....0G,,7.92,7.23,,,6.02,5.738,5.63,HighPM*,G5V,11 06 19.7446,-44 22 23.941,87.733,-86.729,30.9941,54.785,1
True,,HD 102117,,,HD 102117,11 44 50.4608,-58 42 13.357,14,14,0.0133,0.0124,90,A,O,2020yCat.1350....0G,,8.2,7.45,,,6.224,5.949,5.833,HighPM*,G6V,11 44 50.4608,-58 42 13.357,-63.574,-70.331,25.3531,49.525,1
True,,HD 102365,,,HD 102365,11 46 31.0725,-40 30 01.285,14,14,0.0568,0.0586,90,A,O,2020yCat.1350....0G,5.65,5.55,4.88,4.35,3.97,3.74,3.37,3.31,HighPM*,G2V,11 46 31.0725,-40 30 01.285,-1530.971,403.287,107.3024,16.947,1
True,,HD 104982,,,HD 104982,12 05 13.4085,-28 43 02.029,14,14,0.0149,0.0109,90,A,O,2020yCat.1350....0G,,8.47,7.82,,,6.596,6.284,6.22,HighPM*,G2V,12 05 13.4085,-28 43 02.029,202.066,-410.771,27.453,10.851,1
True,,HD 106116,,,HD 106116,12 12 28.8425,-03 05 04.109,14,14,0.0204,0.0157,90,A,O,2020yCat.1350....0G,,8.15,7.5,,,6.222,5.9,5.807,HighPM*,G5V,12 12 28.8425,-03 05 04.109,-606.781,418.509,29.0398,14.578,1
True,,HD 108309,,,HD 108309,12 26 48.1417,-48 54 47.499,14,14,0.0212,0.0111,90,A,O,2020yCat.1350....0G,,6.94,6.26,,,5.25,4.815,4.711,HighPM*,G2V,12 26 48.1417,-48 54 47.499,-642.092,-80.611,37.2211,30.583,1
True,,HD 109271,,,HD 109271,12 33 35.5545,-11 37 18.728,14,14,0.0334,0.0186,90,A,O,2020yCat.1350....0G,,8.71,8.05,,,6.855,6.555,6.495,HighPM*,G3/5V,12 33 35.5545,-11 37 18.728,-169.971,81.0,17.9082,-4.971,1
True,,HD 111031,,,HD 111031,12 46 30.8420,-11 48 44.790,14,14,0.017,0.0098,90,A,O,2020yCat.1350....0G,,7.57,6.87,,,5.741,5.406,5.325,HighPM*,G5V,12 46 30.8420,-11 48 44.790,-279.627,46.791,32.031,-20.383,1
True,,HD 114853,,,HD 114853,13 13 52.2256,-45 11 08.884,14,14,0.019,0.0167,90,A,O,2020yCat.1350....0G,7.681,7.583,6.94,6.559,6.226,5.731,5.431,5.32,HighPM*,G1.5V,13 13 52.2256,-45 11 08.884,-110.076,-111.453,39.9859,58.714,1
True,,HD 115674,,,HD 115674,13 23 00.0726,-81 18 36.411,14,14,0.0189,0.0188,90,A,O,2020yCat.1350....0G,,8.55,7.87,,,6.686,6.363,6.281,HighPM*,G5VFe-0.7,13 23 00.0726,-81 18 36.411,-360.659,-148.426,28.858,7.586,1
True,,HD 117105,,,HD 117105,13 28 30.5527,-27 23 30.646,14,14,0.0207,0.0205,90,A,O,2020yCat.1350....0G,,7.78,7.21,,,6.099,5.802,5.717,HighPM*,F9.5V,13 28 30.5527,-27 23 30.646,-227.255,212.329,27.3595,-3.947,1
True,,HD 117207,,,HD 117207,13 29 21.1129,-35 34 15.587,14,14,0.0179,0.0164,90,A,O,2020yCat.1350....0G,,7.98,7.25,,,6.034,5.749,5.65,HighPM*,G7IV-V,13 29 21.1129,-35 34 15.587,-205.904,-71.402,30.944,-17.413,1
True,,HD 126525,,,HD 126525,14 27 32.9719,-51 55 59.106,14,14,0.018,0.0243,90,A,O,2020yCat.1350....0G,,8.529,7.85,7.56,8.31,6.634,6.287,6.215,HighPM*,G4V,14 27 32.9719,-51 55 59.106,-305.256,40.306,26.4834,13.071,1
True,,HD 134606,,,HD 134606,15 15 15.0446,-70 31 10.644,14,14,0.0119,0.013,90,A,O,2020yCat.1350....0G,,7.61,6.854,6.69,8.89,5.591,5.275,5.177,HighPM*,G6IV,15 15 15.0446,-70 31 10.644,-177.871,-164.709,37.302,1.982,1
True,,HD 134664,,,HD 134664,15 12 10.3537,-30 53 10.652,14,14,0.023,0.0191,90,A,O,2020yCat.1350....0G,,8.4,7.73,,,6.595,6.322,6.248,HighPM*,G1.5V,15 12 10.3537,-30 53 10.652,98.057,-104.975,24.4679,7.588,1
True,,HD 134987,,,*  23 Lib,15 13 28.6669,-25 18 33.653,14,14,0.0224,0.0263,90,A,O,2020yCat.1350....0G,,7.168,6.46,6.43,,5.268,5.121,4.882,HighPM*,G6IV-V,15 13 28.6669,-25 18 33.653,-400.147,-75.253,38.1946,5.078,1
True,,HD 145927,,,HD 145927,16 16 06.4203,-52 48 52.367,14,14,0.0177,0.014,90,A,O,2020yCat.1350....0G,,8.987,8.37,,,7.229,6.866,6.68,HighPM*,G3V,16 16 06.4203,-52 48 52.367,-114.325,-8.167,17.5341,14.404,1
True,,HD 146233,,,*  18 Sco,16 15 37.2702,-08 22 09.982,14,14,0.0659,0.0548,90,A,O,2020yCat.1350....0G,,6.15,5.5,,,4.667,4.162,4.19,HighPM*,G2Va,16 15 37.2702,-08 22 09.982,232.23,-495.378,70.7371,11.764,1
True,,HD 160691,,,* mu. Ara,17 44 08.7031,-51 50 02.591,14,14,0.062,0.0548,90,A,O,2020yCat.1350....0G,,5.85,5.15,,,4.16,3.72,3.68,HighPM*,G3IV-V,17 44 08.7031,-51 50 02.591,-15.034,-190.901,64.0853,-9.416,1
True,,HD 177409,,,HD 177409,19 09 54.5555,-68 17 58.887,14,14,0.0079,0.0139,90,A,O,2020yCat.1350....0G,,8.14,7.52,,,6.367,6.099,6.041,HighPM*,G1VCH-0.4,19 09 54.5555,-68 17 58.887,155.736,-42.12,27.283,-9.293,1
True,,HD 183658,,,HD 183658,19 30 52.7192,-06 30 51.925,14,14,0.0183,0.0148,90,A,O,2020yCat.1350....0G,,7.93,7.28,,,6.159,5.829,5.753,HighPM*,G3V,19 30 52.7192,-06 30 51.925,-141.508,-141.28,29.9599,58.217,1
True,,HD 186408,,,*  16 Cyg A,19 41 48.9534,+50 31 30.219,14,14,0.0193,0.0209,90,A,O,2020yCat.1350....0G,6.79,6.59,5.95,5.5,5.17,5.091,4.724,4.426,**,G1.5Vb,19 41 48.9534,+50 31 30.219,-148.034,-159.03,47.3239,-27.61,1
True,,HD 186427,,,*  16 Cyg B,19 41 51.9726,+50 31 03.089,14,14,0.0139,0.0222,90,A,O,2020yCat.1350....0G,7.07,6.86,6.2,5.76,5.42,4.99,4.7,4.651,HighPM*,G3V,19 41 51.9726,+50 31 03.089,-134.482,-162.698,47.3302,-27.73,1
True,,HD 189567,,,HD 189567,20 05 32.7654,-67 19 15.226,14,14,0.011,0.0195,90,A,O,2020yCat.1350....0G,6.79,6.71,6.07,,,4.97,4.724,4.511,HighPM*,G2V,20 05 32.7654,-67 19 15.226,845.252,-674.213,55.7654,-10.548,1
True,,HD 189625,,,HD 189625,20 01 32.8001,-16 52 08.392,14,14,0.0187,0.0125,90,A,O,2020yCat.1350....0G,,7.99,7.33,,,6.182,5.883,5.843,HighPM*,G5V,20 01 32.8001,-16 52 08.392,146.985,-75.963,29.262,-28.199,1
True,,HD 190647,,,HD 190647,20 07 19.6699,-35 32 19.077,14,14,0.0223,0.0162,90,A,O,2020yCat.1350....0G,,8.54,7.78,,,6.546,6.251,6.161,HighPM*,G5V,20 07 19.6699,-35 32 19.077,-26.747,-206.929,18.3874,-40.324,1
True,,HD 196390,,,HD 196390,20 39 02.5204,-49 19 53.123,14,14,0.018,0.0151,90,A,O,2020yCat.1350....0G,,7.96,7.32,,,6.211,5.947,5.873,HighPM*,G1.5V,20 39 02.5204,-49 19 53.123,-146.002,14.634,29.754,27.545,1
True,,HD 198075,,,HD 198075,20 48 15.1894,-12 27 15.484,14,14,0.0212,0.0122,90,A,O,2020yCat.1350....0G,,8.62,8.03,,,6.879,6.564,6.504,Star,G0.5V,20 48 15.1894,-12 27 15.484,-13.764,35.343,24.0238,-17.868,1
True,,HD 200633,,,HD 200633,21 04 44.1476,-04 49 44.026,14,14,0.0251,0.0188,90,A,O,2020yCat.1350....0G,,9.0,8.34,,,7.2,6.913,6.831,HighPM*,G5V,21 04 44.1476,-04 49 44.026,-139.585,-194.291,18.5912,45.489,1
True,,HD 202628,,,HD 202628,21 18 27.2696,-43 20 04.743,14,14,0.0143,0.0111,90,A,O,2020yCat.1350....0G,,7.39,6.742,,,5.627,5.325,5.26,HighPM*,G5V,21 18 27.2696,-43 20 04.743,241.978,21.425,42.0274,12.071,1
True,,HD 204313,,,HD 204313,21 28 12.2060,-21 43 34.518,14,14,0.0253,0.0179,90,A,O,2020yCat.1350....0G,,8.696,8.02,7.76,,6.812,6.539,6.459,HighPM*,G5V,21 28 12.2060,-21 43 34.518,42.751,-270.443,20.7705,-9.821,1
True,,HD 208704,,,HD 208704,21 58 24.3257,-12 39 52.770,14,14,0.0215,0.0247,90,A,O,2020yCat.1350....0G,,7.77,7.17,,,6.028,5.715,5.661,HighPM*,G1V,21 58 24.3257,-12 39 52.770,33.291,61.778,29.1961,3.858,1
True,,HD 210918,,,HD 210918,22 14 38.6528,-41 22 53.994,14,14,0.0192,0.0231,90,A,O,2020yCat.1350....0G,7.02,6.88,6.23,,,5.095,4.76,4.662,HighPM*,G2V,22 14 38.6528,-41 22 53.994,570.424,-790.497,45.9146,-19.114,1
True,,HD 211415,,,HD 211415,22 18 15.6133,-53 37 37.466,14,14,0.0396,0.0345,90,A,O,2020yCat.1350....0G,,5.98,5.39,6.52,,4.426,3.925,3.913,HighPM*,G0V,22 18 15.6133,-53 37 37.466,441.23,-629.75,71.0938,-12.728,1
True,,HD 220507,,,HD 220507,23 24 42.1153,-52 42 06.759,14,14,0.0091,0.0111,90,A,O,2020yCat.1350....0G,,8.28,7.58,,,6.375,6.097,5.971,HighPM*,G5V,23 24 42.1153,-52 42 06.759,-17.164,-157.583,23.0828,23.227,1
True,,HD 222582,,,HD 222582,23 41 51.5300,-05 59 08.729,14,14,0.0218,0.0176,90,A,O,2020yCat.1350....0G,,8.34,7.69,,,6.522,6.243,6.173,HighPM*,G5V,23 41 51.5300,-05 59 08.729,-145.492,-111.458,23.7955,12.02,1
