Name,Ion,lambda,l_logepsX,logepsX,e_logepsX
G146-056,Fe I,6609.11,,5.9,0.11
G146-056,Fe I,6750.15,,5.97,0.1
G146-056,Fe II,4178.86,,5.95,0.19
G146-056,Fe II,4576.34,,5.93,0.12
G146-056,Fe II,4583.84,,5.84,0.15
G146-056,Fe II,5234.63,,5.87,0.12
G146-056,Fe II,5276.0,,6.07,0.14
G146-056,Co I,4121.32,,2.82,0.25
G146-056,Ni I,4605.0,,4.85,0.15
G146-056,Ni I,4686.22,,4.59,0.19
G146-056,Ni I,5081.11,,4.74,0.17
G146-056,Ni I,5084.08,,4.89,0.16
G146-056,Ni I,5155.76,,4.48,0.19
G146-056,Ni I,6643.64,,4.73,0.16
G146-056,Cu I,5105.5,,1.91,0.13
G146-056,Zn I,4722.16,,3.0,0.14
G146-056,Zn I,4810.54,,2.82,0.14
G146-056,Sr II,4077.71,,1.27,0.16
G146-056,Y II,4883.68,,0.4,0.14
G146-056,Zr II,4149.2,,1.47,0.21
G146-056,Ba II,4554.03,,0.68,0.14
G146-056,Ba II,5853.69,,0.51,0.15
G146-056,Sm II,4424.34,<,0.36,
G146-056,Eu II,4129.72,<,-0.51,
G146-056,Eu II,4205.04,<,-0.08,
G146-056,Gd II,4130.37,<,0.9,
G146-056,Gd II,4251.73,<,0.83,
G146-056,Tb II,4752.53,<,0.55,
G146-056,Dy II,4449.7,<,0.84,
G146-056,Hf II,4093.15,<,1.53,
G146-056,Pb I,4057.81,<,2.95,
G146-076,Li I,6707.8,,0.96,0.16
G146-076,O I,7771.94,,6.79,0.3
G146-076,Na I,5682.63,,3.81,0.26
G146-076,Mg I,4167.27,,5.97,0.4
G146-076,Mg I,4702.99,,5.78,0.39
G146-076,Mg I,5528.4,,5.85,0.33
G146-076,Mg I,5711.09,,5.81,0.2
G146-076,Al I,3961.52,,3.77,0.4
G146-076,Si I,5701.1,,6.01,0.26
G146-076,Si I,5708.4,,5.91,0.24
G146-076,Ca I,4425.44,,4.64,0.32
G146-076,Ca I,4454.78,,4.7,0.43
G146-076,Ca I,4455.89,,4.61,0.27
G146-076,Ca I,5588.76,,4.72,0.25
G146-076,Ca I,5857.45,,4.58,0.21
G146-076,Ca I,6102.72,,4.64,0.2
G146-076,Ca I,6122.22,,4.69,0.27
G146-076,Ca I,6162.17,,4.77,0.32
G146-076,Sc II,4246.84,,0.94,0.31
G146-076,Sc II,4415.56,,0.95,0.16
G146-076,Sc II,4670.42,,0.93,0.15
G146-076,Sc II,5526.79,,0.93,0.16
G146-076,Sc II,5657.9,,0.98,0.16
G146-076,Ti I,3998.64,,3.0,0.35
G146-076,Ti I,4512.73,,2.89,0.17
G146-076,Ti I,4518.02,,2.95,0.18
G146-076,Ti I,4533.24,,2.92,0.23
G146-076,Ti I,4534.78,,2.88,0.19
G146-076,Ti I,4548.76,,2.93,0.17
G146-076,Ti I,4555.48,,2.89,0.17
G146-076,Ti I,4656.47,,2.9,0.17
G146-076,Ti I,4840.87,,2.97,0.18
G146-076,Ti I,4981.73,,3.0,0.25
G146-076,Ti I,4999.5,,2.97,0.22
G146-076,Ti I,5016.16,,2.93,0.18
G146-076,Ti I,5192.97,,2.92,0.18
G146-076,Ti I,5210.38,,2.98,0.18
G146-076,Ti II,4028.34,,3.32,0.21
G146-076,Ti II,4417.71,,3.15,0.24
G146-076,Ti II,4418.33,,3.1,0.16
G146-076,Ti II,4443.8,,3.13,0.3
G146-076,Ti II,4444.55,,3.05,0.15
G146-076,Ti II,4450.48,,3.12,0.21
G146-076,Ti II,4464.45,,3.08,0.16
G146-076,Ti II,4470.85,,3.01,0.16
G146-076,Ti II,4493.52,,3.02,0.17
G146-076,Ti II,4501.27,,3.12,0.29
G146-076,Ti II,4571.97,,3.2,0.3
G146-076,Ti II,4583.41,,2.9,0.19
G146-076,Ti II,4636.32,,2.99,0.18
G146-076,Ti II,4657.2,,3.03,0.16
G146-076,Ti II,4708.66,,3.04,0.17
G146-076,Ti II,4798.53,,2.96,0.17
G146-076,Ti II,5185.9,,3.06,0.17
G146-076,Ti II,5226.54,,3.0,0.16
G146-076,Ti II,5336.79,,3.05,0.16
G146-076,Ti II,5381.02,,3.05,0.17
G146-076,Ti II,5418.77,,2.99,0.17
G146-076,V I,4379.23,,1.69,0.2
G146-076,V II,3951.96,,1.87,0.25
G146-076,V II,4005.71,,1.93,0.25
G146-076,Cr I,4545.95,,3.39,0.16
G146-076,Cr I,4646.15,,3.37,0.19
G146-076,Cr I,4651.28,,3.38,0.19
G146-076,Cr I,4789.34,,3.53,0.17
G146-076,Cr I,5206.04,,3.44,0.34
G146-076,Cr I,5296.69,,3.34,0.16
G146-076,Cr I,5300.74,,3.46,0.17
G146-076,Cr I,5345.8,,3.42,0.17
G146-076,Cr I,5348.31,,3.31,0.16
G146-076,Cr I,5409.77,,3.4,0.19
G146-076,Cr II,4558.59,,3.7,0.16
G146-076,Cr II,4588.14,,3.78,0.16
G146-076,Cr II,4591.99,,3.63,0.18
G146-076,Mn I,4041.35,,2.89,0.33
G146-076,Mn I,4754.04,,2.79,0.16
G146-076,Mn I,4762.37,,2.88,0.16
G146-076,Mn I,4823.52,,2.84,0.16
G146-076,Fe I,3805.34,,5.33,0.39
G146-076,Fe I,3949.95,,5.46,0.36
G146-076,Fe I,4114.44,,5.36,0.18
G146-076,Fe I,4134.68,,5.43,0.32
G146-076,Fe I,4147.67,,5.38,0.34
G146-076,Fe I,4157.78,,5.39,0.23
G146-076,Fe I,4175.64,,5.49,0.29
G146-076,Fe I,4182.38,,5.28,0.16
G146-076,Fe I,4184.89,,5.3,0.25
G146-076,Fe I,4187.04,,5.34,0.41
G146-076,Fe I,4191.43,,5.4,0.39
G146-076,Fe I,4199.1,,5.4,0.39
G146-076,Fe I,4216.18,,5.51,0.41
G146-076,Fe I,4217.55,,5.35,0.2
G146-076,Fe I,4222.21,,5.41,0.35
G146-076,Fe I,4233.6,,5.34,0.39
G146-076,Fe I,4238.81,,5.33,0.25
G146-076,Fe I,4443.19,,5.38,0.21
G146-076,Fe I,4461.65,,5.38,0.39
G146-076,Fe I,4489.74,,5.36,0.26
G146-076,Fe I,4494.56,,5.53,0.36
G146-076,Fe I,4531.15,,5.44,0.32
G146-076,Fe I,4595.36,,5.52,0.15
G146-076,Fe I,4602.94,,5.5,0.3
G146-076,Fe I,4630.12,,5.48,0.15
G146-076,Fe I,4643.46,,5.34,0.15
G146-076,Fe I,4647.43,,5.5,0.16
G146-076,Fe I,4733.59,,5.52,0.16
G146-076,Fe I,4736.77,,5.51,0.21
G146-076,Fe I,4786.81,,5.38,0.15
G146-076,Fe I,4789.65,,5.35,0.15
G146-076,Fe I,4871.32,,5.42,0.34
G146-076,Fe I,4872.14,,5.39,0.29
G146-076,Fe I,4890.76,,5.43,0.34
G146-076,Fe I,4891.49,,5.37,0.39
G146-076,Fe I,4903.31,,5.48,0.24
G146-076,Fe I,4918.99,,5.4,0.34
G146-076,Fe I,4924.77,,5.38,0.16
G146-076,Fe I,4938.81,,5.41,0.19
G146-076,Fe I,4939.69,,5.4,0.22
G146-076,Fe I,4966.09,,5.5,0.16
G146-076,Fe I,4994.13,,5.4,0.25
G146-076,Fe I,5006.12,,5.49,0.31
G146-076,Fe I,5044.21,,5.35,0.16
G146-076,Fe I,5123.72,,5.56,0.24
G146-076,Fe I,5127.36,,5.5,0.22
G146-076,Fe I,5150.84,,5.4,0.22
G146-076,Fe I,5166.28,,5.48,0.24
G146-076,Fe I,5171.6,,5.41,0.34
G146-076,Fe I,5191.45,,5.47,0.25
G146-076,Fe I,5192.34,,5.45,0.29
G146-076,Fe I,5194.94,,5.42,0.28
G146-076,Fe I,5198.71,,5.4,0.16
G146-076,Fe I,5216.27,,5.39,0.25
G146-076,Fe I,5217.39,,5.51,0.15
G146-076,Fe I,5225.53,,5.38,0.15
G146-076,Fe I,5232.94,,5.45,0.38
G146-076,Fe I,5242.49,,5.41,0.15
G146-076,Fe I,5266.56,,5.42,0.29
G146-076,Fe I,5281.79,,5.42,0.19
G146-076,Fe I,5283.62,,5.55,0.23
G146-076,Fe I,5288.53,,5.51,0.16
G146-076,Fe I,5307.36,,5.35,0.15
G146-076,Fe I,5322.04,,5.39,0.15
G146-076,Fe I,5332.9,,5.36,0.16
G146-076,Fe I,5339.93,,5.43,0.17
G146-076,Fe I,5364.87,,5.41,0.15
G146-076,Fe I,5367.47,,5.3,0.15
G146-076,Fe I,5369.96,,5.34,0.16
G146-076,Fe I,5371.49,,5.51,0.43
G146-076,Fe I,5379.57,,5.4,0.16
G146-076,Fe I,5397.13,,5.49,0.41
G146-076,Fe I,5405.77,,5.41,0.4
G146-076,Fe I,5410.91,,5.38,0.15
G146-076,Fe I,5434.52,,5.44,0.36
G146-076,Fe I,5586.76,,5.44,0.24
G146-076,Fe I,5701.54,,5.36,0.15
G146-076,Fe I,5753.12,,5.47,0.15
G146-076,Fe I,5816.37,,5.5,0.16
G146-076,Fe I,6065.48,,5.38,0.16
G146-076,Fe I,6137.69,,5.54,0.18
G146-076,Fe I,6151.62,,5.43,0.17
G146-076,Fe I,6191.56,,5.5,0.19
G146-076,Fe I,6213.43,,5.34,0.15
G146-076,Fe I,6219.28,,5.48,0.15
G146-076,Fe I,6246.32,,5.56,0.15
G146-076,Fe I,6265.13,,5.49,0.15
G146-076,Fe I,6322.68,,5.5,0.15
G146-076,Fe I,6355.03,,5.36,0.16
G146-076,Fe I,6393.6,,5.54,0.17
G146-076,Fe I,6592.91,,5.45,0.15
G146-076,Fe I,6593.87,,5.42,0.15
G146-076,Fe I,6609.11,,5.4,0.16
G146-076,Fe I,6750.15,,5.45,0.15
G146-076,Fe II,4178.86,,5.28,0.16
G146-076,Fe II,4233.17,,5.51,0.24
G146-076,Fe II,4491.41,,5.32,0.15
G146-076,Fe II,4515.34,,5.42,0.15
G146-076,Fe II,4576.34,,5.3,0.15
G146-076,Fe II,4583.84,,5.51,0.19
G146-076,Fe II,5197.58,,5.43,0.15
G146-076,Fe II,5234.63,,5.39,0.15
G146-076,Fe II,5276.0,,5.4,0.15
G146-076,Fe II,5325.55,,5.29,0.17
G146-076,Fe II,5414.07,,5.27,0.21
G146-076,Co I,3842.05,,2.42,0.24
G146-076,Co I,3845.47,,2.53,0.4
G146-076,Co I,4121.32,,2.62,0.4
G146-076,Ni I,4605.0,,4.07,0.19
G146-076,Ni I,4904.41,,3.97,0.2
G146-076,Ni I,5115.4,,3.95,0.21
G146-076,Ni I,5155.76,,4.08,0.19
G146-076,Ni I,5476.91,,4.25,0.29
G146-076,Ni I,6643.64,,4.18,0.2
G146-076,Ni I,6767.77,,4.1,0.19
G146-076,Cu I,5105.5,,0.91,0.22
G146-076,Zn I,4722.16,,2.51,0.19
G146-076,Zn I,4810.54,,2.52,0.19
G146-076,Rb I,7800.28,<,1.78,
G146-076,Sr II,4077.71,,0.7,0.29
G146-076,Y II,3774.33,,-0.3,0.24
G146-076,Y II,5200.41,,-0.45,0.18
G146-076,Y II,5205.72,,-0.46,0.16
G146-076,Zr II,4149.2,,0.44,0.19
G146-076,Zr II,4161.2,,0.45,0.19
G146-076,Zr II,4208.98,,0.42,0.19
G146-076,Nb II,3818.86,<,0.49,
G146-076,Mo I,3864.1,<,0.0,
G146-076,Tc I,4262.27,<,0.39,
G146-076,Sn I,3801.02,<,1.66,
G146-076,Ba II,4554.03,,0.05,0.32
G146-076,Ba II,5853.69,,-0.1,0.16
G146-076,La II,3988.51,,-1.16,0.17
G146-076,La II,3995.74,,-1.12,0.16
G146-076,La II,4086.71,,-1.19,0.17
G146-076,La II,4123.22,,-1.12,0.16
G146-076,Ce II,3999.24,,-0.74,0.21
G146-076,Ce II,4073.47,,-0.72,0.2
G146-076,Ce II,4418.78,,-0.67,0.19
G146-076,Ce II,4562.36,,-0.74,0.17
G146-076,Pr II,4408.81,,-1.59,0.31
G146-076,Nd II,4109.45,,-0.73,0.17
G146-076,Nd II,4446.38,,-0.76,0.2
G146-076,Nd II,4462.98,,-0.59,0.17
G146-076,Nd II,4706.54,,-0.58,0.17
G146-076,Nd II,4825.48,,-0.6,0.17
G146-076,Sm II,4424.34,,-1.2,0.19
G146-076,Sm II,4467.34,,-1.0,0.2
G146-076,Eu II,3819.67,,-1.4,0.29
G146-076,Eu II,4129.72,,-1.44,0.16
G146-076,Eu II,4205.04,,-1.44,0.16
G146-076,Gd II,4251.73,,-0.63,0.22
G146-076,Dy II,3944.68,,-0.64,0.25
G146-076,Dy II,4449.7,,-0.73,0.27
G146-076,Er II,3830.48,,-0.93,0.21
G146-076,Er II,3896.23,,-0.99,0.17
G146-076,Tm II,3848.02,,-1.83,0.31
G146-076,Yb II,3694.18,,-1.16,0.18
G146-076,Ir I,3800.12,<,0.25,
G146-076,Pb I,4057.81,<,0.94,
G146-076,Th II,4019.13,<,-1.6,
G153-064,Li I,6707.8,,1.15,0.16
G153-064,O I,7771.94,,7.85,0.27
G153-064,O I,7774.17,,7.96,0.27
G153-064,O I,7775.39,,7.82,0.27
G153-064,Na I,5682.63,,5.2,0.19
G153-064,Na I,5688.2,,5.25,0.22
G153-064,Mg I,5711.09,,6.99,0.18
G153-064,Si I,5665.55,,6.73,0.21
G153-064,Si I,5708.4,,6.86,0.21
G153-064,Si I,5772.15,,6.76,0.22
G153-064,K I,7664.9,,4.21,0.24
G153-064,K I,7698.96,,4.19,0.23
G153-064,Ca I,4318.65,,5.46,0.22
G153-064,Ca I,4455.89,,5.59,0.22
G153-064,Ca I,5588.76,,5.57,0.22
G153-064,Ca I,6102.72,,5.59,0.22
G153-064,Ca I,6122.22,,5.55,0.21
G153-064,Ca I,6162.17,,5.54,0.21
G153-064,Ca I,6439.07,,5.56,0.23
G153-064,Sc II,4246.84,,2.15,0.12
G153-064,Sc II,4415.56,,2.18,0.16
G153-064,Sc II,4670.42,,2.15,0.13
G153-064,Sc II,5526.79,,2.25,0.14
G153-064,Sc II,5657.9,,2.21,0.13
G153-064,Ti I,3998.64,,4.07,0.2
G153-064,Ti I,4512.73,,4.08,0.13
G153-064,Ti I,4518.02,,4.06,0.15
G153-064,Ti I,4533.24,,4.07,0.19
G153-064,Ti I,4534.78,,4.06,0.19
G153-064,Ti I,4656.47,,4.1,0.12
G153-064,Ti I,4840.87,,4.08,0.12
G153-064,Ti I,4981.73,,4.1,0.19
G153-064,Ti I,4999.5,,4.1,0.2
G153-064,Ti I,5016.16,,3.96,0.15
G153-064,Ti I,5192.97,,4.1,0.15
G153-064,Ti I,5210.38,,4.01,0.18
G153-064,Ti II,4417.71,,4.28,0.17
G153-064,Ti II,4418.33,,4.21,0.15
G153-064,Ti II,4443.8,,4.24,0.14
G153-064,Ti II,4444.55,,4.29,0.15
G153-064,Ti II,4464.45,,4.29,0.16
G153-064,Ti II,4470.85,,4.24,0.16
G153-064,Ti II,4493.52,,4.24,0.14
G153-064,Ti II,4501.27,,4.21,0.15
G153-064,Ti II,4571.97,,4.26,0.16
G153-064,Ti II,4583.41,,4.2,0.14
G153-064,Ti II,4657.2,,4.27,0.14
G153-064,Ti II,4708.66,,4.26,0.15
G153-064,Ti II,4798.53,,4.28,0.16
G153-064,Ti II,5336.79,,4.29,0.16
G153-064,Ti II,5381.02,,4.3,0.14
G153-064,Ti II,5418.77,,4.22,0.14
G153-064,V I,4379.23,,2.78,0.21
G153-064,V II,3951.96,,3.08,0.29
G153-064,V II,4005.71,,3.14,0.29
G153-064,Cr I,4545.95,,4.53,0.16
G153-064,Cr I,4646.15,,4.49,0.18
G153-064,Cr I,4651.28,,4.47,0.14
G153-064,Cr I,4789.34,,4.48,0.1
G153-064,Cr I,5206.04,,4.4,0.2
G153-064,Cr I,5296.69,,4.52,0.13
G153-064,Cr I,5300.74,,4.48,0.1
G153-064,Cr I,5345.8,,4.57,0.18
G153-064,Cr I,5348.31,,4.5,0.14
G153-064,Cr I,5409.77,,4.57,0.22
G153-064,Cr II,4558.59,,4.92,0.16
G153-064,Cr II,4588.14,,4.87,0.16
G153-064,Cr II,4591.99,,4.77,0.15
G153-064,Mn I,4041.35,,4.08,0.22
G153-064,Mn I,4754.04,,4.04,0.19
G153-064,Mn I,4762.37,,4.02,0.2
G153-064,Mn I,4823.52,,4.15,0.19
G153-064,Mn I,6021.82,,3.98,0.11
G153-064,Fe I,4114.44,,6.39,0.18
G153-064,Fe I,4147.67,,6.29,0.19
G153-064,Fe I,4157.78,,6.37,0.19
G153-064,Fe I,4175.64,,6.36,0.19
G153-064,Fe I,4182.38,,6.35,0.17
G153-064,Fe I,4184.89,,6.28,0.19
G153-064,Fe I,4443.19,,6.45,0.19
G153-064,Fe I,4531.15,,6.35,0.19
G153-064,Fe I,4595.36,,6.41,0.09
G153-064,Fe I,4602.94,,6.48,0.19
G153-064,Fe I,4630.12,,6.43,0.11
G153-064,Fe I,4643.46,,6.31,0.11
G153-064,Fe I,4647.43,,6.39,0.16
G153-064,Fe I,4661.97,,6.4,0.1
G153-064,Fe I,4733.59,,6.45,0.15
G153-064,Fe I,4736.77,,6.47,0.19
G153-064,Fe I,4786.81,,6.5,0.14
G153-064,Fe I,4789.65,,6.41,0.15
G153-064,Fe I,4903.31,,6.31,0.19
G153-064,Fe I,4924.77,,6.41,0.16
G153-064,Fe I,4938.81,,6.3,0.19
G153-064,Fe I,4939.69,,6.38,0.17
G153-064,Fe I,4966.09,,6.49,0.19
G153-064,Fe I,4994.13,,6.33,0.18
G153-064,Fe I,5150.84,,6.41,0.17
G153-064,Fe I,5151.91,,6.52,0.16
G153-064,Fe I,5198.71,,6.43,0.16
G153-064,Fe I,5216.27,,6.31,0.19
G153-064,Fe I,5217.39,,6.42,0.16
G153-064,Fe I,5225.53,,6.42,0.11
G153-064,Fe I,5242.49,,6.42,0.12
G153-064,Fe I,5281.79,,6.36,0.19
G153-064,Fe I,5288.53,,6.39,0.09
G153-064,Fe I,5307.36,,6.42,0.14
G153-064,Fe I,5322.04,,6.32,0.09
G153-064,Fe I,5332.9,,6.29,0.14
G153-064,Fe I,5339.93,,6.42,0.19
G153-064,Fe I,5364.87,,6.36,0.17
G153-064,Fe I,5365.4,,6.28,0.11
G153-064,Fe I,5379.57,,6.42,0.09
G153-064,Fe I,5497.52,,6.57,0.19
G153-064,Fe I,5501.47,,6.48,0.18
G153-064,Fe I,5506.78,,6.46,0.19
G153-064,Fe I,5662.52,,6.56,0.12
G153-064,Fe I,5701.54,,6.44,0.11
G153-064,Fe I,5753.12,,6.48,0.1
G153-064,Fe I,5816.37,,6.42,0.09
G153-064,Fe I,6065.48,,6.36,0.16
G153-064,Fe I,6136.61,,6.46,0.18
G153-064,Fe I,6137.69,,6.45,0.17
G153-064,Fe I,6151.62,,6.54,0.1
G153-064,Fe I,6213.43,,6.4,0.1
G153-064,Fe I,6219.28,,6.52,0.12
G153-064,Fe I,6230.72,,6.54,0.18
G153-064,Fe I,6240.65,,6.31,0.1
G153-064,Fe I,6246.32,,6.53,0.15
G153-064,Fe I,6265.13,,6.55,0.11
G153-064,Fe I,6355.03,,6.42,0.09
G153-064,Fe I,6393.6,,6.53,0.17
G153-064,Fe I,6592.91,,6.5,0.15
G153-064,Fe I,6593.87,,6.48,0.1
G153-064,Fe I,6609.11,,6.44,0.09
G153-064,Fe I,6750.15,,6.43,0.09
G153-064,Fe II,4178.86,,6.31,0.16
G153-064,Fe II,4491.41,,6.33,0.14
G153-064,Fe II,4515.34,,6.54,0.15
G153-064,Fe II,4576.34,,6.35,0.13
G153-064,Fe II,4583.84,,6.54,0.16
G153-064,Fe II,4620.52,,6.33,0.13
G153-064,Fe II,5197.58,,6.39,0.14
G153-064,Fe II,5234.63,,6.55,0.15
G153-064,Fe II,5325.55,,6.37,0.14
G153-064,Co I,3842.05,,3.65,0.23
G153-064,Co I,3845.47,,3.73,0.23
G153-064,Co I,4121.32,,3.79,0.22
G153-064,Ni I,4605.0,,5.21,0.16
G153-064,Ni I,4686.22,,5.06,0.18
G153-064,Ni I,4904.41,,5.16,0.17
G153-064,Ni I,5155.76,,5.12,0.18
G153-064,Ni I,5476.91,,5.22,0.25
G153-064,Ni I,6643.64,,5.36,0.16
G153-064,Ni I,6767.77,,5.21,0.14
G153-064,Zn I,4722.16,,3.7,0.15
G153-064,Zn I,4810.54,,3.78,0.17
G153-064,Sr II,4077.71,,1.94,0.16
G153-064,Y II,3774.33,,1.24,0.2
G153-064,Y II,5205.72,,1.05,0.14
G153-064,Zr II,4149.2,,2.02,0.18
G153-064,Zr II,4161.2,,2.0,0.16
G153-064,Zr II,4208.98,,1.86,0.16
G153-064,Mo I,3864.1,,1.15,0.13
G153-064,Tc I,4262.27,<,1.09,
G153-064,Sn I,3801.02,<,2.42,
G153-064,Ba II,4554.03,,1.21,0.14
G153-064,Ba II,5853.69,,1.25,0.16
G153-064,Ba II,6496.91,,1.28,0.16
G153-064,La II,3988.51,,0.17,0.16
G153-064,La II,3995.74,,0.12,0.15
G153-064,La II,4086.71,,0.02,0.14
G153-064,La II,4123.22,,0.14,0.14
G153-064,Ce II,3999.24,,0.53,0.17
G153-064,Ce II,4073.47,,0.6,0.21
G153-064,Ce II,4418.78,,0.51,0.18
G153-064,Nd II,4109.45,,0.49,0.15
G153-064,Nd II,4462.98,,0.56,0.14
G153-064,Nd II,4706.54,,0.9,0.15
G153-064,Eu II,4129.72,,-0.3,0.15
G153-064,Eu II,4205.04,,-0.45,0.14
G153-064,Gd II,4251.73,,0.37,0.22
G153-064,Er II,3830.48,,0.12,0.23
G153-064,Yb II,3694.18,,0.09,0.18
G153-064,Hf II,3918.09,<,0.4,
G153-064,Ir I,3800.12,<,1.38,
G153-064,Pb I,4057.81,<,1.2,
G161-073,Li I,6707.8,,2.14,0.2
G161-073,O I,7771.94,,7.86,0.32
G161-073,O I,7774.17,,8.0,0.32
G161-073,O I,7775.39,,7.85,0.32
G161-073,Na I,5682.63,,4.58,0.27
G161-073,Na I,5688.2,,4.77,0.26
G161-073,Mg I,4702.99,,6.19,0.39
G161-073,Mg I,5528.4,,6.27,0.4
G161-073,Mg I,5711.09,,6.34,0.22
G161-073,Al I,3961.52,,4.06,0.39
G161-073,Si I,5665.55,,6.29,0.3
G161-073,Si I,5701.1,,6.38,0.3
G161-073,Si I,5772.15,,6.21,0.3
G161-073,K I,7664.9,,3.73,0.32
G161-073,K I,7698.96,,3.79,0.28
G161-073,Ca I,4318.65,,5.23,0.4
G161-073,Ca I,4425.44,,5.21,0.39
G161-073,Ca I,4455.89,,5.32,0.38
G161-073,Ca I,5588.76,,5.31,0.37
G161-073,Ca I,6102.72,,5.26,0.28
G161-073,Ca I,6122.22,,5.29,0.38
G161-073,Ca I,6162.17,,5.23,0.4
G161-073,Ca I,6439.07,,5.32,0.35
G161-073,Sc II,4246.84,,2.0,0.28
G161-073,Sc II,4400.4,,1.92,0.22
G161-073,Sc II,4415.56,,1.87,0.2
G161-073,Sc II,4670.42,,1.94,0.14
G161-073,Sc II,5526.79,,2.01,0.14
G161-073,Sc II,5657.9,,1.99,0.14
G161-073,Ti I,4512.73,,3.65,0.2
G161-073,Ti I,4518.02,,3.57,0.21
G161-073,Ti I,4533.24,,3.61,0.28
G161-073,Ti I,4534.78,,3.62,0.26
G161-073,Ti I,4555.48,,3.61,0.22
G161-073,Ti I,4656.47,,3.66,0.21
G161-073,Ti I,4981.73,,3.65,0.29
G161-073,Ti I,4999.5,,3.62,0.25
G161-073,Ti I,5016.16,,3.62,0.21
G161-073,Ti I,5192.97,,3.6,0.22
G161-073,Ti I,5210.38,,3.65,0.21
G161-073,Ti II,4028.34,,4.18,0.24
G161-073,Ti II,4394.06,,4.19,0.2
G161-073,Ti II,4395.84,,4.05,0.15
G161-073,Ti II,4399.77,,4.22,0.29
G161-073,Ti II,4417.71,,4.17,0.28
G161-073,Ti II,4418.33,,4.08,0.16
G161-073,Ti II,4443.8,,3.99,0.29
G161-073,Ti II,4444.55,,4.1,0.16
G161-073,Ti II,4464.45,,4.1,0.18
G161-073,Ti II,4470.85,,4.05,0.15
G161-073,Ti II,4493.52,,3.94,0.17
G161-073,Ti II,4501.27,,4.08,0.28
G161-073,Ti II,4571.97,,4.15,0.29
G161-073,Ti II,4583.41,,3.99,0.18
G161-073,Ti II,4657.2,,4.08,0.15
G161-073,Ti II,4708.66,,4.06,0.14
G161-073,Ti II,5185.9,,4.05,0.16
G161-073,Ti II,5226.54,,4.13,0.2
G161-073,Ti II,5336.79,,4.07,0.15
G161-073,Ti II,5381.02,,3.99,0.15
G161-073,V I,4379.23,,2.3,0.23
G161-073,V II,3951.96,,2.94,0.26
G161-073,V II,4005.71,,2.8,0.26
G161-073,Cr I,4545.95,,4.16,0.21
G161-073,Cr I,4646.15,,4.1,0.25
G161-073,Cr I,4651.28,,4.1,0.21
G161-073,Cr I,5206.04,,4.1,0.38
G161-073,Cr I,5296.69,,4.06,0.22
G161-073,Cr I,5300.74,,3.99,0.24
G161-073,Cr I,5345.8,,4.13,0.22
G161-073,Cr I,5348.31,,4.11,0.21
G161-073,Cr I,5409.77,,4.13,0.25
G161-073,Cr II,4558.59,,4.88,0.18
G161-073,Cr II,4588.14,,4.81,0.15
G161-073,Cr II,4591.99,,4.73,0.16
G161-073,Mn I,4034.48,,3.88,0.41
G161-073,Mn I,4041.35,,3.63,0.39
G161-073,Mn I,4823.52,,3.67,0.24
G161-073,Mn I,6021.82,,3.68,0.21
G161-073,Fe I,3949.95,,6.11,0.37
G161-073,Fe I,4114.44,,6.09,0.26
G161-073,Fe I,4134.68,,6.16,0.37
G161-073,Fe I,4147.67,,6.11,0.36
G161-073,Fe I,4154.5,,6.12,0.37
G161-073,Fe I,4157.78,,6.01,0.31
G161-073,Fe I,4174.91,,6.16,0.32
G161-073,Fe I,4175.64,,6.25,0.36
G161-073,Fe I,4184.89,,6.1,0.33
G161-073,Fe I,4191.43,,5.99,0.39
G161-073,Fe I,4195.33,,6.25,0.35
G161-073,Fe I,4216.18,,6.22,0.38
G161-073,Fe I,4217.55,,6.05,0.31
G161-073,Fe I,4222.21,,5.96,0.38
G161-073,Fe I,4238.81,,6.01,0.36
G161-073,Fe I,4388.41,,6.08,0.23
G161-073,Fe I,4427.31,,6.16,0.39
G161-073,Fe I,4447.72,,6.2,0.37
G161-073,Fe I,4461.65,,6.15,0.38
G161-073,Fe I,4466.55,,6.25,0.37
G161-073,Fe I,4494.56,,6.16,0.38
G161-073,Fe I,4531.15,,6.19,0.35
G161-073,Fe I,4595.36,,6.14,0.2
G161-073,Fe I,4602.94,,6.21,0.33
G161-073,Fe I,4630.12,,6.17,0.2
G161-073,Fe I,4643.46,,5.97,0.2
G161-073,Fe I,4647.43,,6.14,0.23
G161-073,Fe I,4733.59,,6.07,0.21
G161-073,Fe I,4871.32,,5.93,0.38
G161-073,Fe I,4872.14,,6.0,0.36
G161-073,Fe I,4890.76,,6.02,0.39
G161-073,Fe I,4891.49,,5.98,0.39
G161-073,Fe I,4903.31,,6.08,0.31
G161-073,Fe I,4918.99,,6.0,0.39
G161-073,Fe I,4920.5,,5.96,0.38
G161-073,Fe I,4924.77,,6.03,0.21
G161-073,Fe I,4938.81,,6.07,0.27
G161-073,Fe I,4939.69,,5.99,0.23
G161-073,Fe I,4966.09,,6.15,0.25
G161-073,Fe I,4994.13,,5.99,0.25
G161-073,Fe I,5006.12,,6.0,0.36
G161-073,Fe I,5150.84,,6.02,0.24
G161-073,Fe I,5151.91,,6.03,0.21
G161-073,Fe I,5166.28,,6.02,0.23
G161-073,Fe I,5191.45,,6.18,0.36
G161-073,Fe I,5192.34,,6.06,0.37
G161-073,Fe I,5194.94,,6.08,0.31
G161-073,Fe I,5198.71,,6.02,0.21
G161-073,Fe I,5216.27,,6.04,0.28
G161-073,Fe I,5217.39,,6.15,0.22
