Name,Ion,lambda,l_logepsX,logepsX,e_logepsX
CS 22957-024,Fe I,4005.24,,4.6,0.3
CS 22957-024,Fe I,4045.81,,4.64,0.39
CS 22957-024,Fe I,4063.59,,4.75,0.39
CS 22957-024,Fe I,4071.74,,4.64,0.38
CS 22957-024,Fe I,4132.06,,4.6,0.26
CS 22957-024,Fe I,4134.68,,4.62,0.22
CS 22957-024,Fe I,4143.87,,4.56,0.3
CS 22957-024,Fe I,4147.67,,4.65,0.23
CS 22957-024,Fe I,4154.5,,4.56,0.22
CS 22957-024,Fe I,4156.8,,4.75,0.22
CS 22957-024,Fe I,4181.76,,4.72,0.2
CS 22957-024,Fe I,4184.89,,4.73,0.22
CS 22957-024,Fe I,4187.04,,4.59,0.2
CS 22957-024,Fe I,4187.8,,4.6,0.2
CS 22957-024,Fe I,4191.43,,4.57,0.21
CS 22957-024,Fe I,4199.1,,4.62,0.21
CS 22957-024,Fe I,4202.03,,4.66,0.29
CS 22957-024,Fe I,4217.55,,4.64,0.24
CS 22957-024,Fe I,4222.21,,4.47,0.22
CS 22957-024,Fe I,4227.43,,4.58,0.2
CS 22957-024,Fe I,4233.6,,4.62,0.2
CS 22957-024,Fe I,4238.81,,4.63,0.22
CS 22957-024,Fe I,4250.12,,4.54,0.2
CS 22957-024,Fe I,4250.79,,4.57,0.26
CS 22957-024,Fe I,4260.47,,4.51,0.25
CS 22957-024,Fe I,4271.15,,4.57,0.21
CS 22957-024,Fe I,4271.76,,4.67,0.37
CS 22957-024,Fe I,4282.4,,4.44,0.2
CS 22957-024,Fe I,4325.76,,4.58,0.37
CS 22957-024,Fe I,4375.93,,4.48,0.2
CS 22957-024,Fe I,4404.75,,4.71,0.37
CS 22957-024,Fe I,4415.12,,4.68,0.28
CS 22957-024,Fe I,4427.31,,4.5,0.2
CS 22957-024,Fe I,4442.34,,4.65,0.21
CS 22957-024,Fe I,4461.65,,4.51,0.21
CS 22957-024,Fe I,4466.55,,4.66,0.2
CS 22957-024,Fe I,4494.56,,4.51,0.21
CS 22957-024,Fe I,4531.15,,4.59,0.22
CS 22957-024,Fe I,4602.94,,4.55,0.23
CS 22957-024,Fe I,5171.6,,4.43,0.21
CS 22957-024,Fe I,5232.94,,4.6,0.2
CS 22957-024,Fe I,5266.56,,4.41,0.21
CS 22957-024,Fe I,5371.49,,4.69,0.21
CS 22957-024,Fe I,5397.13,,4.63,0.2
CS 22957-024,Fe I,5405.77,,4.74,0.2
CS 22957-024,Fe I,5415.2,,4.6,0.22
CS 22957-024,Fe I,5429.7,,4.78,0.2
CS 22957-024,Fe I,5434.52,,4.53,0.21
CS 22957-024,Fe II,4178.86,,4.68,0.17
CS 22957-024,Fe II,4233.17,,4.84,0.14
CS 22957-024,Fe II,4522.63,,4.59,0.16
CS 22957-024,Fe II,4555.89,,4.76,0.16
CS 22957-024,Fe II,5276.0,,4.53,0.17
CS 22957-024,Co I,3502.28,,2.54,0.34
CS 22957-024,Co I,3845.47,,2.31,0.25
CS 22957-024,Co I,4121.32,,2.13,0.25
CS 22957-024,Ni I,3492.96,,3.53,0.44
CS 22957-024,Ni I,3500.85,,3.11,0.3
CS 22957-024,Ni I,3524.54,,3.11,0.44
CS 22957-024,Ni I,3783.53,,3.39,0.26
CS 22957-024,Ni I,3807.14,,3.23,0.26
CS 22957-024,Zn I,4810.54,<,3.43,
CS 22957-024,Sr II,4077.71,,-0.08,0.26
CS 22957-024,Sr II,4215.52,,0.16,0.24
CS 22957-024,Zr II,4149.2,<,0.36,
CS 22957-024,Nb II,3818.86,<,1.46,
CS 22957-024,Mo I,3864.1,<,1.24,
CS 22957-024,Tc I,4262.27,<,1.59,
CS 22957-024,Ba II,4554.03,,-1.28,0.17
CS 22957-024,Ce II,3999.24,<,0.62,
CS 22957-024,Ce II,4073.47,<,0.71,
CS 22957-024,Ce II,4083.22,<,0.24,
CS 22957-024,Ce II,4418.78,<,-0.01,
CS 22957-024,Ce II,4562.36,<,0.27,
CS 22957-024,Pr II,4062.8,<,0.12,
CS 22957-024,Pr II,4179.4,<,-0.22,
CS 22957-024,Pr II,4222.95,<,0.26,
CS 22957-024,Pr II,4408.81,<,0.03,
CS 22957-024,Nd II,4109.45,<,-0.16,
CS 22957-024,Nd II,4446.38,<,0.64,
CS 22957-024,Nd II,4462.98,<,0.33,
CS 22957-024,Sm II,4424.34,<,-0.04,
CS 22957-024,Sm II,4467.34,<,0.1,
CS 22957-024,Eu II,3819.67,<,-1.25,
CS 22957-024,Eu II,3907.11,<,-0.58,
CS 22957-024,Eu II,4129.72,<,-1.01,
CS 22957-024,Eu II,4205.04,<,-1.05,
CS 22957-024,Gd II,4049.85,<,0.36,
CS 22957-024,Gd II,4130.37,<,0.38,
CS 22957-024,Gd II,4251.73,<,0.51,
CS 22957-024,Tb II,4002.57,<,0.53,
CS 22957-024,Dy II,3757.37,<,0.21,
CS 22957-024,Dy II,3944.68,<,-0.24,
CS 22957-024,Dy II,4449.7,<,0.62,
CS 22957-024,Ho II,3810.71,<,-0.51,
CS 22957-024,Er II,3729.52,<,0.5,
CS 22957-024,Er II,3830.48,<,-0.04,
CS 22957-024,Er II,3896.23,<,-0.08,
CS 22957-024,Tm II,3848.02,<,-0.43,
CS 22957-024,Tm II,3996.51,<,0.49,
CS 22957-024,Yb II,3694.2,<,-0.97,
CS 22957-024,Hf II,3918.09,<,0.75,
CS 22957-024,Hf II,4093.15,<,0.62,
CS 22957-024,Pb I,4057.81,<,1.73,
CS 22957-024,Th II,4019.13,<,-0.17,
CS 22957-024,Th II,4094.75,<,0.35,
CS 22957-026,Li I,6707.8,,2.24,0.2
CS 22957-026,O I,7771.94,,7.01,0.32
CS 22957-026,O I,7774.17,,7.02,0.32
CS 22957-026,O I,7775.39,,6.94,0.33
CS 22957-026,Mg I,4057.51,,6.22,0.28
CS 22957-026,Mg I,4167.27,,6.37,0.35
CS 22957-026,Mg I,4702.99,,6.15,0.36
CS 22957-026,Mg I,5528.4,,5.87,0.29
CS 22957-026,Mg I,5711.09,,5.85,0.23
CS 22957-026,Al I,3961.52,,3.67,0.41
CS 22957-026,Ca I,4283.01,,4.77,0.29
CS 22957-026,Ca I,4318.65,,4.81,0.29
CS 22957-026,Ca I,4425.44,,4.79,0.26
CS 22957-026,Ca I,4434.96,,4.85,0.36
CS 22957-026,Ca I,4435.69,,4.89,0.26
CS 22957-026,Ca I,4454.78,,4.78,0.38
CS 22957-026,Ca I,4455.89,,4.88,0.25
CS 22957-026,Ca I,5588.76,,4.85,0.26
CS 22957-026,Ca I,5857.45,,4.75,0.23
CS 22957-026,Ca I,6102.72,,4.71,0.24
CS 22957-026,Ca I,6122.22,,4.84,0.25
CS 22957-026,Ca I,6162.17,,4.93,0.29
CS 22957-026,Ca I,6439.07,,4.84,0.25
CS 22957-026,Sc II,3576.34,,1.51,0.33
CS 22957-026,Sc II,3590.47,,1.6,0.29
CS 22957-026,Sc II,4246.84,,1.33,0.29
CS 22957-026,Sc II,4400.4,,1.27,0.14
CS 22957-026,Sc II,4415.56,,1.32,0.14
CS 22957-026,Sc II,4670.42,,1.36,0.16
CS 22957-026,Sc II,5526.79,,1.19,0.16
CS 22957-026,Sc II,5657.9,,1.33,0.17
CS 22957-026,Ti I,3989.76,,3.26,0.23
CS 22957-026,Ti I,3998.64,,3.33,0.25
CS 22957-026,Ti I,4518.02,,3.45,0.21
CS 22957-026,Ti I,4533.24,,3.35,0.21
CS 22957-026,Ti I,4534.78,,3.39,0.21
CS 22957-026,Ti I,4548.76,,3.15,0.24
CS 22957-026,Ti I,4555.48,,3.11,0.26
CS 22957-026,Ti I,4681.91,,3.36,0.24
CS 22957-026,Ti I,4840.87,,3.26,0.24
CS 22957-026,Ti I,4981.73,,3.28,0.22
CS 22957-026,Ti I,4991.07,,3.33,0.23
CS 22957-026,Ti I,4999.5,,3.38,0.21
CS 22957-026,Ti I,5064.65,,3.5,0.21
CS 22957-026,Ti I,5173.74,,3.6,0.25
CS 22957-026,Ti I,5192.97,,3.29,0.23
CS 22957-026,Ti I,5210.38,,3.22,0.22
CS 22957-026,Ti II,3456.38,,3.61,0.29
CS 22957-026,Ti II,3491.05,,3.41,0.32
CS 22957-026,Ti II,3761.32,,3.4,0.21
CS 22957-026,Ti II,4028.34,,3.36,0.16
CS 22957-026,Ti II,4394.06,,3.34,0.16
CS 22957-026,Ti II,4395.03,,3.59,0.3
CS 22957-026,Ti II,4395.84,,3.35,0.15
CS 22957-026,Ti II,4399.77,,3.42,0.2
CS 22957-026,Ti II,4417.71,,3.4,0.19
CS 22957-026,Ti II,4418.33,,3.44,0.15
CS 22957-026,Ti II,4443.8,,3.49,0.28
CS 22957-026,Ti II,4444.55,,3.49,0.16
CS 22957-026,Ti II,4450.48,,3.43,0.16
CS 22957-026,Ti II,4464.45,,3.4,0.14
CS 22957-026,Ti II,4470.85,,3.33,0.15
CS 22957-026,Ti II,4493.52,,3.61,0.19
CS 22957-026,Ti II,4501.27,,3.47,0.28
CS 22957-026,Ti II,4533.96,,3.43,0.29
CS 22957-026,Ti II,4571.97,,3.32,0.27
CS 22957-026,Ti II,4657.2,,3.43,0.16
CS 22957-026,Ti II,4708.66,,3.38,0.16
CS 22957-026,Ti II,5129.16,,3.29,0.17
CS 22957-026,Ti II,5185.9,,3.44,0.16
CS 22957-026,Ti II,5188.69,,3.64,0.19
CS 22957-026,Ti II,5226.54,,3.44,0.15
CS 22957-026,Ti II,5336.79,,3.36,0.15
CS 22957-026,V I,4379.23,,2.08,0.23
CS 22957-026,V II,3951.96,,2.23,0.3
CS 22957-026,V II,4005.71,,2.18,0.27
CS 22957-026,Cr I,3578.68,,3.84,0.44
CS 22957-026,Cr I,4274.8,,3.62,0.39
CS 22957-026,Cr I,4289.72,,3.52,0.36
CS 22957-026,Cr I,4545.95,,3.56,0.23
CS 22957-026,Cr I,4646.15,,3.63,0.2
CS 22957-026,Cr I,4651.28,,3.76,0.23
CS 22957-026,Cr I,5206.04,,3.52,0.25
CS 22957-026,Cr I,5345.8,,3.57,0.21
CS 22957-026,Cr I,5348.31,,3.82,0.22
CS 22957-026,Cr I,5409.77,,3.54,0.21
CS 22957-026,Cr II,4558.59,,3.89,0.15
CS 22957-026,Cr II,4588.14,,3.99,0.15
CS 22957-026,Cr II,4591.99,,4.0,0.18
CS 22957-026,Mn I,4033.06,,3.23,0.41
CS 22957-026,Mn I,4034.48,,3.17,0.35
CS 22957-026,Mn I,4041.35,,3.19,0.22
CS 22957-026,Mn I,4762.37,,3.23,0.23
CS 22957-026,Mn I,4823.52,,3.12,0.22
CS 22957-026,Mn II,3460.32,,3.4,0.24
CS 22957-026,Mn II,3482.9,,3.22,0.23
CS 22957-026,Mn II,3497.53,,3.09,0.22
CS 22957-026,Fe I,3490.57,,5.61,0.38
CS 22957-026,Fe I,3608.86,,5.46,0.38
CS 22957-026,Fe I,3618.77,,5.59,0.38
CS 22957-026,Fe I,3763.79,,5.46,0.38
CS 22957-026,Fe I,3815.84,,5.52,0.38
CS 22957-026,Fe I,3827.82,,5.47,0.38
CS 22957-026,Fe I,3856.37,,5.52,0.38
CS 22957-026,Fe I,3865.52,,5.67,0.39
CS 22957-026,Fe I,3878.02,,5.68,0.39
CS 22957-026,Fe I,3895.66,,5.6,0.39
CS 22957-026,Fe I,3899.71,,5.56,0.39
CS 22957-026,Fe I,3902.95,,5.63,0.39
CS 22957-026,Fe I,3920.26,,5.6,0.39
CS 22957-026,Fe I,3922.91,,5.56,0.39
CS 22957-026,Fe I,3949.95,,5.52,0.24
CS 22957-026,Fe I,4005.24,,5.57,0.39
CS 22957-026,Fe I,4063.59,,5.61,0.37
CS 22957-026,Fe I,4071.74,,5.53,0.38
CS 22957-026,Fe I,4114.44,,5.51,0.21
CS 22957-026,Fe I,4134.68,,5.65,0.25
CS 22957-026,Fe I,4143.87,,5.53,0.39
CS 22957-026,Fe I,4147.67,,5.57,0.22
CS 22957-026,Fe I,4154.5,,5.54,0.23
CS 22957-026,Fe I,4156.8,,5.7,0.23
CS 22957-026,Fe I,4157.78,,5.55,0.21
CS 22957-026,Fe I,4174.91,,5.62,0.2
CS 22957-026,Fe I,4175.64,,5.62,0.22
CS 22957-026,Fe I,4182.38,,5.57,0.21
CS 22957-026,Fe I,4184.89,,5.51,0.21
CS 22957-026,Fe I,4187.04,,5.44,0.33
CS 22957-026,Fe I,4187.8,,5.52,0.35
CS 22957-026,Fe I,4191.43,,5.56,0.31
CS 22957-026,Fe I,4195.33,,5.6,0.21
CS 22957-026,Fe I,4199.1,,5.52,0.35
CS 22957-026,Fe I,4202.03,,5.56,0.39
CS 22957-026,Fe I,4216.18,,5.62,0.24
CS 22957-026,Fe I,4217.55,,5.45,0.2
CS 22957-026,Fe I,4222.21,,5.5,0.24
CS 22957-026,Fe I,4227.43,,5.68,0.35
CS 22957-026,Fe I,4233.6,,5.59,0.33
CS 22957-026,Fe I,4238.81,,5.57,0.23
CS 22957-026,Fe I,4250.12,,5.63,0.37
CS 22957-026,Fe I,4250.79,,5.59,0.39
CS 22957-026,Fe I,4260.47,,5.52,0.39
CS 22957-026,Fe I,4271.15,,5.65,0.38
CS 22957-026,Fe I,4271.76,,5.58,0.38
CS 22957-026,Fe I,4282.4,,5.51,0.31
CS 22957-026,Fe I,4325.76,,5.46,0.38
CS 22957-026,Fe I,4375.93,,5.65,0.3
CS 22957-026,Fe I,4388.41,,5.52,0.2
CS 22957-026,Fe I,4404.75,,5.58,0.38
CS 22957-026,Fe I,4427.31,,5.63,0.3
CS 22957-026,Fe I,4442.34,,5.6,0.24
CS 22957-026,Fe I,4443.19,,5.55,0.2
CS 22957-026,Fe I,4447.72,,5.63,0.22
CS 22957-026,Fe I,4466.55,,5.57,0.24
CS 22957-026,Fe I,4489.74,,5.67,0.2
CS 22957-026,Fe I,4494.56,,5.58,0.25
CS 22957-026,Fe I,4531.15,,5.48,0.21
CS 22957-026,Fe I,4592.65,,5.64,0.2
CS 22957-026,Fe I,4602.94,,5.67,0.21
CS 22957-026,Fe I,4647.43,,5.6,0.2
CS 22957-026,Fe I,4733.59,,5.48,0.22
CS 22957-026,Fe I,4736.77,,5.7,0.2
CS 22957-026,Fe I,4786.81,,5.69,0.21
CS 22957-026,Fe I,4789.65,,5.58,0.21
CS 22957-026,Fe I,4871.32,,5.48,0.25
CS 22957-026,Fe I,4872.14,,5.46,0.22
CS 22957-026,Fe I,4890.76,,5.52,0.25
CS 22957-026,Fe I,4891.49,,5.52,0.31
CS 22957-026,Fe I,4903.31,,5.59,0.21
CS 22957-026,Fe I,4918.99,,5.49,0.26
CS 22957-026,Fe I,4920.5,,5.64,0.37
CS 22957-026,Fe I,4924.77,,5.58,0.22
CS 22957-026,Fe I,4938.81,,5.58,0.21
CS 22957-026,Fe I,4939.69,,5.63,0.21
CS 22957-026,Fe I,4966.09,,5.64,0.21
CS 22957-026,Fe I,4994.13,,5.45,0.21
CS 22957-026,Fe I,5006.12,,5.65,0.24
CS 22957-026,Fe I,5049.82,,5.61,0.21
CS 22957-026,Fe I,5051.63,,5.52,0.2
CS 22957-026,Fe I,5068.77,,5.49,0.2
CS 22957-026,Fe I,5079.22,,5.66,0.2
CS 22957-026,Fe I,5079.74,,5.6,0.21
CS 22957-026,Fe I,5083.34,,5.44,0.2
CS 22957-026,Fe I,5123.72,,5.67,0.2
CS 22957-026,Fe I,5127.36,,5.53,0.21
CS 22957-026,Fe I,5141.74,,5.68,0.21
CS 22957-026,Fe I,5150.84,,5.51,0.2
CS 22957-026,Fe I,5166.28,,5.54,0.21
CS 22957-026,Fe I,5171.6,,5.62,0.25
CS 22957-026,Fe I,5191.45,,5.49,0.21
CS 22957-026,Fe I,5192.34,,5.5,0.22
CS 22957-026,Fe I,5194.94,,5.46,0.2
CS 22957-026,Fe I,5198.71,,5.64,0.2
CS 22957-026,Fe I,5216.27,,5.63,0.2
CS 22957-026,Fe I,5217.39,,5.59,0.21
CS 22957-026,Fe I,5232.94,,5.56,0.3
CS 22957-026,Fe I,5266.56,,5.47,0.22
CS 22957-026,Fe I,5281.79,,5.68,0.2
CS 22957-026,Fe I,5307.36,,5.59,0.22
CS 22957-026,Fe I,5332.9,,5.5,0.21
CS 22957-026,Fe I,5339.93,,5.66,0.2
CS 22957-026,Fe I,5365.4,,5.46,0.22
CS 22957-026,Fe I,5367.47,,5.5,0.2
CS 22957-026,Fe I,5369.96,,5.45,0.2
CS 22957-026,Fe I,5383.37,,5.52,0.21
CS 22957-026,Fe I,5405.77,,5.69,0.3
CS 22957-026,Fe I,5410.91,,5.49,0.2
CS 22957-026,Fe I,5497.52,,5.68,0.2
CS 22957-026,Fe I,5501.47,,5.64,0.2
CS 22957-026,Fe I,5506.78,,5.69,0.2
CS 22957-026,Fe I,5586.76,,5.58,0.22
CS 22957-026,Fe I,5662.52,,5.67,0.22
CS 22957-026,Fe I,6065.48,,5.57,0.2
CS 22957-026,Fe I,6136.61,,5.64,0.2
CS 22957-026,Fe I,6137.69,,5.54,0.2
CS 22957-026,Fe I,6191.56,,5.52,0.2
CS 22957-026,Fe I,6230.72,,5.7,0.2
CS 22957-026,Fe I,6246.32,,5.56,0.21
CS 22957-026,Fe I,6393.6,,5.7,0.2
CS 22957-026,Fe I,6421.35,,5.61,0.21
CS 22957-026,Fe I,6430.85,,5.6,0.2
CS 22957-026,Fe I,6592.91,,5.47,0.21
CS 22957-026,Fe I,6677.99,,5.6,0.2
CS 22957-026,Fe II,4178.86,,5.55,0.15
CS 22957-026,Fe II,4233.17,,5.78,0.24
CS 22957-026,Fe II,4491.41,,5.42,0.15
CS 22957-026,Fe II,4515.34,,5.62,0.14
CS 22957-026,Fe II,4522.63,,5.7,0.15
CS 22957-026,Fe II,4555.89,,5.59,0.14
CS 22957-026,Fe II,4576.34,,5.6,0.15
CS 22957-026,Fe II,4583.84,,5.76,0.19
CS 22957-026,Fe II,4620.52,,5.76,0.15
CS 22957-026,Fe II,5197.58,,5.64,0.14
CS 22957-026,Fe II,5234.63,,5.62,0.14
CS 22957-026,Fe II,5276.0,,5.48,0.14
CS 22957-026,Co I,3842.05,,2.9,0.28
CS 22957-026,Co I,3845.47,,3.03,0.29
CS 22957-026,Co I,4121.32,,3.06,0.24
CS 22957-026,Ni I,3452.89,,4.5,0.44
CS 22957-026,Ni I,3472.54,,4.44,0.44
CS 22957-026,Ni I,3492.96,,4.21,0.43
CS 22957-026,Ni I,3500.85,,4.22,0.43
CS 22957-026,Ni I,3597.7,,4.41,0.43
CS 22957-026,Ni I,3783.53,,4.38,0.39
CS 22957-026,Ni I,3807.14,,4.4,0.41
CS 22957-026,Ni I,4605.0,,4.37,0.25
CS 22957-026,Ni I,4904.41,,4.42,0.26
CS 22957-026,Ni I,5081.11,,4.45,0.25
CS 22957-026,Ni I,5084.08,,4.06,0.27
CS 22957-026,Ni I,5115.4,,4.42,0.25
CS 22957-026,Ni I,5476.91,,4.32,0.25
CS 22957-026,Zn I,4722.16,,2.79,0.26
CS 22957-026,Zn I,4810.54,,2.76,0.26
CS 22957-026,Rb I,7800.28,<,2.62,
CS 22957-026,Sr II,4077.71,,1.17,0.28
CS 22957-026,Sr II,4215.52,,1.2,0.29
CS 22957-026,Y II,3600.73,,-0.01,0.27
CS 22957-026,Y II,3774.33,,0.06,0.19
CS 22957-026,Zr II,4149.2,,0.97,0.19
CS 22957-026,Zr II,4161.2,,0.92,0.2
CS 22957-026,Zr II,4208.98,,0.97,0.21
CS 22957-026,Nb II,3818.86,<,1.6,
CS 22957-026,Mo I,3864.1,<,1.3,
CS 22957-026,Tc I,4262.27,<,1.43,
CS 22957-026,Ba II,4554.03,,0.2,0.28
CS 22957-026,Ba II,6141.73,,0.2,0.15
CS 22957-026,Ba II,6496.91,,0.33,0.15
CS 22957-026,La II,4086.71,,-0.42,0.2
CS 22957-026,Ce II,3999.24,<,0.47,
CS 22957-026,Ce II,4073.47,<,0.53,
CS 22957-026,Ce II,4083.22,<,0.4,
CS 22957-026,Ce II,4418.78,<,0.09,
CS 22957-026,Ce II,4562.36,<,0.44,
CS 22957-026,Pr II,4179.4,<,0.01,
CS 22957-026,Nd II,4109.45,<,0.0,
CS 22957-026,Nd II,4462.98,<,0.45,
CS 22957-026,Nd II,4706.54,<,0.79,
CS 22957-026,Nd II,4825.48,<,0.61,
CS 22957-026,Sm II,4424.34,<,0.1,
CS 22957-026,Sm II,4467.34,<,0.0,
CS 22957-026,Eu II,3819.67,,-0.91,0.23
CS 22957-026,Eu II,4129.72,,-1.1,0.24
CS 22957-026,Gd II,4049.85,<,0.54,
CS 22957-026,Gd II,4130.37,<,0.37,
CS 22957-026,Gd II,4251.73,<,0.62,
CS 22957-026,Tb II,3848.73,<,0.04,
CS 22957-026,Tb II,4002.57,<,0.66,
CS 22957-026,Tb II,4752.53,<,0.55,
CS 22957-026,Dy II,3944.68,<,-0.57,
CS 22957-026,Yb II,3694.2,,-0.8,0.25
CS 22957-026,Hf II,4093.15,<,0.85,
CS 22957-026,Pb I,4057.81,<,1.96,
CS 22957-027,Li I,6707.8,<,0.86,
CS 22957-027,O I,7771.94,<,6.7,
CS 22957-027,O I,7774.17,<,6.94,
CS 22957-027,O I,7775.39,<,7.12,
CS 22957-027,Na I,5688.2,,4.14,0.23
CS 22957-027,Na I,5889.95,,3.78,0.43
CS 22957-027,Na I,5895.92,,3.85,0.44
CS 22957-027,Mg I,5172.68,,4.59,0.43
CS 22957-027,Mg I,5183.6,,4.58,0.43
CS 22957-027,Mg I,5528.4,,4.46,0.17
CS 22957-027,Al I,3961.52,,3.14,0.44
CS 22957-027,K I,7664.9,,1.88,0.23
CS 22957-027,Ca I,6122.22,,3.45,0.18
CS 22957-027,Ca I,6162.17,,3.48,0.18
CS 22957-027,Ca I,6439.07,,3.46,0.19
CS 22957-027,Ti I,4534.78,,2.05,0.16
CS 22957-027,Ti I,4981.73,,2.11,0.17
CS 22957-027,Ti II,3759.29,,2.26,0.3
CS 22957-027,Ti II,3761.32,,1.94,0.32
CS 22957-027,Ti II,4443.8,,2.08,0.18
CS 22957-027,Ti II,4501.27,,2.19,0.18
CS 22957-027,Ti II,5188.69,,2.22,0.19
CS 22957-027,Cr I,5206.04,,2.32,0.17
CS 22957-027,Mn II,3460.32,,2.05,0.24
CS 22957-027,Mn II,3497.54,,2.22,0.28
CS 22957-027,Fe I,3727.62,,4.35,0.44
CS 22957-027,Fe I,3786.68,,4.2,0.18
CS 22957-027,Fe I,3787.88,,4.17,0.41
CS 22957-027,Fe I,3899.71,,4.38,0.43
CS 22957-027,Fe I,3922.91,,4.14,0.42
CS 22957-027,Fe I,3949.95,,4.21,0.16
CS 22957-027,Fe I,4005.24,,4.12,0.34
CS 22957-027,Fe I,4063.59,,4.29,0.43
CS 22957-027,Fe I,4071.74,,4.18,0.42
CS 22957-027,Fe I,4222.21,,4.34,0.15
CS 22957-027,Fe I,4233.6,,4.29,0.16
CS 22957-027,Fe I,4250.79,,4.37,0.34
CS 22957-027,Fe I,4260.47,,4.15,0.29
CS 22957-027,Fe I,4466.55,,4.39,0.15
CS 22957-027,Fe I,4494.56,,4.08,0.15
CS 22957-027,Fe I,4531.15,,4.41,0.15
CS 22957-027,Fe I,4602.94,,4.43,0.15
CS 22957-027,Fe I,4871.32,,4.45,0.15
CS 22957-027,Fe I,4890.76,,4.21,0.15
CS 22957-027,Fe I,4891.49,,4.38,0.17
CS 22957-027,Fe I,4918.99,,4.4,0.15
CS 22957-027,Fe I,4920.5,,4.18,0.17
CS 22957-027,Fe I,5171.6,,4.18,0.15
CS 22957-027,Fe I,5194.94,,4.37,0.15
CS 22957-027,Fe I,5216.27,,4.25,0.15
CS 22957-027,Fe I,5232.94,,4.31,0.15
CS 22957-027,Fe I,5266.56,,4.31,0.15
CS 22957-027,Fe I,5397.13,,4.42,0.19
CS 22957-027,Fe I,5429.7,,4.49,0.22
CS 22957-027,Fe I,5434.52,,4.39,0.16
CS 22957-027,Fe I,5506.78,,4.23,0.15
CS 22957-027,Fe I,6065.48,,4.28,0.17
CS 22957-027,Fe I,6136.61,,4.42,0.15
CS 22957-027,Fe I,6137.69,,4.32,0.16
CS 22957-027,Fe I,6191.56,,4.17,0.16
CS 22957-027,Fe I,6230.72,,4.4,0.15
CS 22957-027,Fe II,4583.84,,4.42,0.15
CS 22957-027,Fe II,5234.63,,4.5,0.17
CS 22957-027,Fe II,5276.0,,4.58,0.16
CS 22957-027,Co I,3502.28,,2.17,0.46
CS 22957-027,Co I,3529.03,,2.01,0.26
CS 22957-027,Co I,3894.08,,1.89,0.22
CS 22957-027,Co I,4121.32,,1.91,0.2
CS 22957-027,Ni I,3492.96,,2.84,0.47
CS 22957-027,Ni I,3524.54,,2.81,0.46
CS 22957-027,Ni I,3597.7,,2.91,0.38
CS 22957-027,Ni I,5476.91,,3.09,0.2
CS 22957-027,Zn I,4810.54,<,2.02,
CS 22957-027,Rb I,7800.28,<,2.2,
CS 22957-027,Sr II,4077.71,,-0.88,0.23
CS 22957-027,Ba II,4554.03,,-1.82,0.19
CS 22957-027,Ce II,3999.24,<,0.16,
CS 22957-027,Ce II,4073.47,<,0.14,
CS 22957-027,Ce II,4083.22,<,-0.06,
CS 22957-027,Ce II,4562.36,<,-0.01,
CS 22957-027,Pr II,4062.8,<,-0.32,
CS 22957-027,Pr II,4143.13,<,-0.37,
CS 22957-027,Nd II,4446.38,<,-0.16,
CS 22957-027,Sm II,4424.34,<,-0.47,
CS 22957-027,Sm II,4467.34,<,-0.54,
CS 22957-027,Eu II,4129.72,<,-1.6,
CS 22957-027,Gd II,4251.73,<,-0.22,
CS 22957-027,Tb II,4002.57,<,-0.01,
CS 22957-027,Tb II,4752.53,<,-0.15,
CS 22957-027,Dy II,4449.7,<,0.11,
CS 22957-027,Er II,3729.52,<,-0.11,
CS 22957-027,Tm II,3996.51,<,-0.04,
CS 22957-027,Yb II,3694.2,<,-1.69,
CS 22957-027,Hf II,4093.15,<,0.19,
CS 22957-027,Pb I,4057.81,<,1.26,
CS 22957-036,Li I,6707.8,,2.09,0.2
CS 22957-036,O I,7771.94,,6.94,0.32
CS 22957-036,O I,7774.17,,6.82,0.32
CS 22957-036,O I,7775.39,,6.95,0.33
CS 22957-036,Na I,5895.92,,3.81,0.4
CS 22957-036,Mg I,3829.36,,5.58,0.38
CS 22957-036,Mg I,4057.51,,5.68,0.23
CS 22957-036,Mg I,4167.27,,5.76,0.26
CS 22957-036,Mg I,4702.99,,5.86,0.3
CS 22957-036,Mg I,5172.68,,5.56,0.38
CS 22957-036,Mg I,5183.6,,5.54,0.38
CS 22957-036,Mg I,5528.4,,5.6,0.24
CS 22957-036,Al I,3961.52,,3.38,0.41
CS 22957-036,Si I,3905.52,,5.67,0.43
CS 22957-036,Ca I,4283.01,,4.54,0.27
CS 22957-036,Ca I,4318.65,,4.51,0.25
CS 22957-036,Ca I,4425.44,,4.53,0.24
CS 22957-036,Ca I,4434.96,,4.58,0.31
CS 22957-036,Ca I,4435.69,,4.57,0.24
CS 22957-036,Ca I,4454.78,,4.65,0.37
CS 22957-036,Ca I,4455.89,,4.57,0.23
CS 22957-036,Ca I,5588.76,,4.57,0.25
CS 22957-036,Ca I,5857.45,,4.5,0.23
CS 22957-036,Ca I,6102.72,,4.56,0.24
CS 22957-036,Ca I,6122.22,,4.6,0.24
CS 22957-036,Ca I,6162.17,,4.61,0.26
CS 22957-036,Ca I,6439.07,,4.52,0.24
CS 22957-036,Sc II,3576.34,,1.1,0.32
CS 22957-036,Sc II,4246.84,,1.29,0.29
CS 22957-036,Sc II,4400.4,,1.15,0.14
CS 22957-036,Sc II,4415.56,,1.13,0.14
CS 22957-036,Sc II,5526.79,,1.17,0.16
