Source,RA_hms,DEC_deg,name,rvobs,vhelcorr,UT-DATE,UT-TIME,BINNING,EXPTIME,SLITSIZE,[Eu II/Mg I],e_[Eu II/Mg I],[Eu II/Fe II],e_[Eu II/Fe II],[Sr II/Ba II],e_[Sr II/Ba II],[Sr II/Mg I],e_[Sr II/Mg I],[Eu II/Ba II],e_[Eu II/Ba II],[Eu II/Sr II],e_[Eu II/Sr II],[C/Fe],e_[C/Fe],ul_[C/Fe],corr_[C/Fe],[Na I/Fe],e_[Na I/Fe],ul_[Na I/Fe],[Mg I/Fe],e_[Mg I/Fe],ul_[Mg I/Fe],[Al I/Fe],e_[Al I/Fe],ul_[Al I/Fe],[Si I/Fe],e_[Si I/Fe],ul_[Si I/Fe],[Ca I/Fe],e_[Ca I/Fe],ul_[Ca I/Fe],[Sc II/Fe],e_[Sc II/Fe],ul_[Sc II/Fe],[Ti II/Fe],e_[Ti II/Fe],ul_[Ti II/Fe],[Cr I/Fe],e_[Cr I/Fe],ul_[Cr I/Fe],[Cr II/Fe],e_[Cr II/Fe],ul_[Cr II/Fe],[Mn I/Fe],e_[Mn I/Fe],ul_[Mn I/Fe],[Co I/Fe],e_[Co I/Fe],ul_[Co I/Fe],[Ni I/Fe],e_[Ni I/Fe],ul_[Ni I/Fe],[Zn I/Fe],e_[Zn I/Fe],ul_[Zn I/Fe],[Sr II/Fe],e_[Sr II/Fe],ul_[Sr II/Fe],[Y II/Fe],e_[Y II/Fe],ul_[Y II/Fe],[Zr II/Fe],e_[Zr II/Fe],ul_[Zr II/Fe],[Ba II/Fe],e_[Ba II/Fe],ul_[Ba II/Fe],[La II/Fe],e_[La II/Fe],ul_[La II/Fe],[Eu II/Fe],e_[Eu II/Fe],ul_[Eu II/Fe],[Dy II/Fe],e_[Dy II/Fe],ul_[Dy II/Fe],[C/H],e_[C/H],ul_[C/H],[Na I/H],e_[Na I/H],ul_[Na I/H],[Mg I/H],e_[Mg I/H],ul_[Mg I/H],[Al I/H],e_[Al I/H],ul_[Al I/H],[Si I/H],e_[Si I/H],ul_[Si I/H],[Ca I/H],e_[Ca I/H],ul_[Ca I/H],[Sc II/H],e_[Sc II/H],ul_[Sc II/H],[Ti II/H],e_[Ti II/H],ul_[Ti II/H],[Cr I/H],e_[Cr I/H],ul_[Cr I/H],[Cr II/H],e_[Cr II/H],ul_[Cr II/H],[Mn I/H],e_[Mn I/H],ul_[Mn I/H],[Co I/H],e_[Co I/H],ul_[Co I/H],[Ni I/H],e_[Ni I/H],ul_[Ni I/H],[Zn I/H],e_[Zn I/H],ul_[Zn I/H],[Sr II/H],e_[Sr II/H],ul_[Sr II/H],[Y II/H],e_[Y II/H],ul_[Y II/H],[Zr II/H],e_[Zr II/H],ul_[Zr II/H],[Ba II/H],e_[Ba II/H],ul_[Ba II/H],[La II/H],e_[La II/H],ul_[La II/H],[Eu II/H],e_[Eu II/H],ul_[Eu II/H],[Dy II/H],e_[Dy II/H],ul_[Dy II/H],[Fe/H],e_[Fe/H],[alpha/Fe],ul_[alpha/Fe],teff,logg,mh,vt,etot_teff,etot_logg,etot_mh,etot_vt,lambda,beta,comp,exp_ul_[C/Fe],exp_ul_[Na I/Fe],exp_ul_[Mg I/Fe],exp_ul_[Al I/Fe],exp_ul_[Si I/Fe],exp_ul_[Ca I/Fe],exp_ul_[Sc II/Fe],exp_ul_[Ti II/Fe],exp_ul_[Cr I/Fe],exp_ul_[Cr II/Fe],exp_ul_[Mn I/Fe],exp_ul_[Co I/Fe],exp_ul_[Ni I/Fe],exp_ul_[Zn I/Fe],exp_ul_[Sr II/Fe],exp_ul_[Y II/Fe],exp_ul_[Zr II/Fe],exp_ul_[Ba II/Fe],exp_ul_[La II/Fe],exp_ul_[Eu II/Fe],exp_ul_[Dy II/Fe],exp_ul_[C/H],exp_ul_[Na I/H],exp_ul_[Mg I/H],exp_ul_[Al I/H],exp_ul_[Si I/H],exp_ul_[Ca I/H],exp_ul_[Sc II/H],exp_ul_[Ti II/H],exp_ul_[Cr I/H],exp_ul_[Cr II/H],exp_ul_[Mn I/H],exp_ul_[Co I/H],exp_ul_[Ni I/H],exp_ul_[Zn I/H],exp_ul_[Sr II/H],exp_ul_[Y II/H],exp_ul_[Zr II/H],exp_ul_[Ba II/H],exp_ul_[La II/H],exp_ul_[Eu II/H],exp_ul_[Dy II/H],exp_ul_[alpha/Fe],vhel
3726554388991980800,13:38:16.53,10.9055,srg441,-3.8,-19.53,2023-05-26,2904,2x2,5999,$1arcs0$,-0.72,0.27,-0.58,0.11,0.13,0.12,-0.85,0.26,0.25,0.09,0.12,0.18,-0.88,0.15,False,-0.11,0.47,0.16,False,0.25,0.07,False,-0.52,0.17,False,0.62,0.07,False,0.35,0.09,False,-0.09,0.07,False,0.25,0.1,False,-0.32,0.11,False,,,False,-0.74,0.11,False,0.0,0.1,False,-0.01,0.09,False,-0.3,0.19,False,-0.7,0.12,False,-0.77,0.07,False,0.05,,True,-0.83,0.08,False,-0.28,0.17,False,-0.58,0.11,False,0.15,,True,-3.66,0.23,False,-2.31,0.35,False,-2.53,0.22,False,-3.3,0.32,False,-2.16,0.22,False,-2.43,0.15,False,-2.76,0.12,False,-2.43,0.13,False,-3.1,0.29,False,,,False,-3.52,0.15,False,-2.78,0.23,False,-2.79,0.18,False,-3.08,0.04,False,-3.37,0.18,False,-3.44,0.07,False,-2.62,,True,-3.5,0.09,False,-2.95,0.15,False,-3.25,0.09,False,-2.52,,True,-2.78,0.2,0.4,False,4334,0.47,-2.78,2.51,122,0.2,0.22,0.3,273.75,-4.85,stream,,,,,,,,,,,,,,,,,<,,,,<,,,,,,,,,,,,,,,,,<,,,,<,,-23.3
3713742742066109568,13:39:13.61,4.33633,srg442,143.7,-18.61,2023-05-25,11267,2x2,1800,$1arcs0$,,,,,1.66,0.25,0.59,0.16,,,,,-0.4,0.19,False,0.27,0.96,0.14,False,0.19,0.07,False,-0.87,0.18,False,0.66,0.07,False,0.41,0.07,False,0.14,0.06,False,0.18,0.08,False,-0.54,0.13,False,,,False,-0.7,0.1,False,0.31,0.15,False,-0.13,0.04,False,0.27,0.12,False,0.75,0.23,False,0.19,0.07,False,0.36,0.06,False,-0.91,0.13,False,0.23,,True,-0.01,,True,0.48,,True,-3.61,0.27,False,-2.25,0.27,False,-3.02,0.14,False,-4.07,0.23,False,-2.55,0.18,False,-2.8,0.12,False,-3.03,0.07,False,-2.99,0.1,False,-3.75,0.22,False,,,False,-3.9,0.11,False,-2.9,0.14,False,-3.34,0.16,False,-2.94,0.05,False,-2.42,0.24,False,-2.98,0.07,False,-2.82,0.07,False,-4.08,0.12,False,-2.94,,True,-3.18,,True,-2.7,,True,-3.21,0.16,0.4,False,4697,1.24,-3.22,2.0,122,0.2,0.22,0.33,277.25,0.72,stream,,,,,,,,,,,,,,,,,,,<,<,<,,,,,,,,,,,,,,,,,,,<,<,<,,125.1
3724011729697503616,14:02:29.14,10.29358,srg449,-122.1,-16.77,2023-05-25,6599,2x2,1537,$1arcs0$,,,,,0.99,0.36,-0.08,0.26,,,,,-0.41,0.19,False,0.18,0.91,0.18,False,0.02,0.09,False,0.15,0.15,False,0.93,0.06,False,0.27,0.06,False,0.21,0.07,False,0.27,0.09,False,-0.49,0.11,False,0.15,0.05,False,-0.2,,True,0.15,0.08,False,0.37,0.06,False,,,False,-0.07,0.34,False,0.11,,True,0.31,,True,-1.06,0.1,False,0.36,,True,0.37,,True,0.74,,True,-3.7,0.26,False,-2.38,0.28,False,-3.27,0.18,False,-3.14,0.26,False,-2.36,0.19,False,-3.02,0.11,False,-3.06,0.09,False,-3.01,0.11,False,-3.78,0.19,False,-3.13,0.07,False,-3.49,,True,-3.14,0.16,False,-2.92,0.16,False,,,False,-3.35,0.36,False,-3.17,,True,-2.96,,True,-4.34,0.11,False,-2.92,,True,-2.9,,True,-2.53,,True,-3.29,0.15,0.52,False,4759,1.33,-3.3,1.91,122,0.2,0.22,0.33,279.22,-7.33,stream,,,,,,,,,,,<,,,,,<,<,,<,<,<,,,,,,,,,,,<,,,,,<,<,,<,<,<,,-138.9
3654980335256551808,14:34:27.39,0.96208,srg452,7.9,-12.59,2023-05-25,9865,2x2,3386,$1arcs0$,,,,,0.72,0.23,-1.09,0.23,,,,,-0.55,0.15,False,0.19,0.69,0.17,False,0.38,0.08,False,-0.47,0.08,False,0.78,0.1,False,0.23,0.08,False,0.1,0.07,False,0.17,0.08,False,-0.62,0.12,False,,,False,-0.46,0.11,False,-0.05,0.13,False,-0.22,0.18,False,0.99,,True,-0.7,0.21,False,-0.26,,True,0.0,0.04,False,-1.42,0.07,False,0.57,,True,0.15,,True,1.06,,True,-3.71,0.27,False,-2.46,0.29,False,-2.77,0.15,False,-3.62,0.22,False,-2.38,0.22,False,-2.92,0.13,False,-3.06,0.09,False,-2.99,0.1,False,-3.78,0.23,False,,,False,-3.61,0.14,False,-3.2,0.19,False,-3.38,0.24,False,-2.16,,True,-3.86,0.24,False,-3.42,,True,-3.16,0.07,False,-4.58,0.08,False,-2.59,,True,-3.01,,True,-2.1,,True,-3.16,0.17,0.46,False,4516,0.84,-3.16,2.36,123,0.2,0.22,0.29,290.86,-3.35,stream,,,,,,,,,,,,,,<,,<,,,<,<,<,,,,,,,,,,,,,,<,,<,,,<,<,<,,-4.7
4415617329687172224,15:20:10.18,-0.92117,sgr453,-198.1,-19.91,2023-06-26,8416,2x2,1500,$1arcs0$,0.06,0.25,0.18,0.19,-0.36,0.21,-0.71,0.29,0.4,0.19,0.76,0.27,-0.6,0.24,False,0.17,-0.03,0.11,False,0.36,0.12,False,-0.26,,True,0.08,0.05,False,0.42,0.07,False,-0.1,0.13,False,0.28,0.14,False,-0.14,0.11,False,-0.32,0.1,False,-0.49,0.13,False,0.37,0.12,False,0.05,0.08,False,0.06,0.28,False,-0.58,0.25,False,-0.47,0.12,False,-0.38,0.14,False,-0.22,0.13,False,-0.22,0.18,False,0.18,0.19,False,0.79,0.11,False,-2.85,0.22,False,-2.28,0.33,False,-1.9,0.21,False,-2.52,,True,-2.17,0.21,False,-1.83,0.18,False,-2.13,0.15,False,-1.74,0.2,False,-2.39,0.31,False,-2.34,0.12,False,-2.74,0.14,False,-1.88,0.25,False,-2.2,0.18,False,-2.19,0.09,False,-2.6,0.27,False,-2.49,0.12,False,-2.4,0.12,False,-2.24,0.18,False,-2.24,0.12,False,-1.84,0.1,False,-1.23,0.09,False,-2.25,0.23,0.3,False,4313,0.59,-2.24,2.1,122,0.21,0.22,0.31,301.75,-7.43,stream,,,,<,,,,,,,,,,,,,,,,,,,,,<,,,,,,,,,,,,,,,,,,,-218.0
4046752756534194304,18:35:35.32,-31.08118,sgr459,168.6,2.04,2023-06-26,10235,2x2,2400,$1arcs0$,-0.74,0.26,-0.44,0.15,0.49,0.12,-0.63,0.25,0.38,0.12,-0.11,0.2,-0.71,0.17,False,0.05,0.0,0.14,False,0.42,0.07,False,-0.82,0.2,False,0.16,0.2,False,0.4,0.09,False,-0.22,0.08,False,0.34,0.11,False,-0.32,0.09,False,-0.08,0.18,False,-0.45,0.12,False,0.15,0.06,False,0.04,0.08,False,0.34,0.2,False,-0.34,0.12,False,-0.65,0.12,False,-0.32,0.1,False,-0.82,0.11,False,-0.21,,True,-0.44,0.15,False,-0.09,,True,-3.37,0.25,False,-2.66,0.34,False,-2.24,0.21,False,-3.48,0.37,False,-2.5,0.28,False,-2.26,0.14,False,-2.75,0.13,False,-2.18,0.17,False,-2.98,0.27,False,-2.6,0.18,False,-3.11,0.12,False,-2.51,0.22,False,-2.62,0.17,False,-2.32,0.06,False,-2.86,0.19,False,-3.18,0.1,False,-2.85,0.1,False,-3.35,0.12,False,-2.74,,True,-2.97,0.12,False,-2.61,,True,-2.66,0.21,0.34,False,4363,0.53,-2.66,2.3,122,0.2,0.22,0.3,356.03,2.89,core,,,,,,,,,,,,,,,,,,,<,,<,,,,,,,,,,,,,,,,,,,<,,<,,170.6
4046692626988248704,18:37:37.03,-31.20518,srg460,138.9,16.84,2023-05-25,15795,2x2,3378,$1arcs0$,,,,,1.08,0.3,-0.3,0.24,,,,,-0.77,0.19,False,-0.16,0.67,0.14,False,0.38,0.07,False,-0.51,0.25,False,0.6,0.04,False,0.29,0.07,False,0.07,0.05,False,0.27,0.08,False,-0.27,0.08,False,0.11,0.04,False,-0.34,0.09,False,0.06,0.07,False,0.07,0.11,False,0.52,,True,0.02,0.28,False,-0.24,,True,0.05,0.04,False,-1.07,0.08,False,0.22,,True,0.16,,True,0.36,,True,-3.77,0.25,False,-2.33,0.25,False,-2.62,0.14,False,-3.5,0.26,False,-2.4,0.17,False,-2.71,0.12,False,-2.87,0.08,False,-2.66,0.11,False,-3.27,0.19,False,-2.83,0.07,False,-3.34,0.12,False,-2.94,0.14,False,-2.93,0.2,False,-2.48,,True,-2.92,0.3,False,-3.18,,True,-2.89,0.06,False,-4.0,0.1,False,-2.72,,True,-2.78,,True,-2.58,,True,-3.0,0.16,0.4,False,4717,1.28,-3.01,2.16,123,0.2,0.22,0.31,356.48,2.92,core,,,,,,,,,,,,,,<,,<,,,<,<,<,,,,,,,,,,,,,,<,,<,,,<,<,<,,155.7
4047106558751402112,18:39:44.78,-30.61723,srg462,140.7,16.72,2023-05-26,18901,2x2,3600,$1arcs0$,0.16,0.17,0.57,0.13,0.21,0.11,-0.17,0.2,0.54,0.13,0.33,0.23,-0.17,0.18,False,0.54,0.08,0.11,False,0.47,0.1,False,-0.47,0.23,False,0.54,0.07,False,0.33,0.07,False,-0.14,0.08,False,0.23,0.08,False,-0.18,0.07,False,-0.13,0.07,False,-0.38,0.08,False,0.17,0.1,False,0.14,0.07,False,0.32,0.12,False,0.25,0.19,False,0.11,0.09,False,0.36,0.07,False,0.04,0.1,False,0.35,0.12,False,0.57,0.13,False,0.75,0.12,False,-3.0,0.3,False,-2.74,0.23,False,-2.36,0.16,False,-3.29,0.35,False,-2.28,0.21,False,-2.5,0.12,False,-2.9,0.1,False,-2.53,0.11,False,-3.0,0.19,False,-2.89,0.07,False,-3.2,0.11,False,-2.66,0.17,False,-2.69,0.17,False,-2.5,0.05,False,-2.52,0.23,False,-2.66,0.09,False,-2.41,0.08,False,-2.73,0.14,False,-2.42,0.11,False,-2.19,0.12,False,-2.01,0.12,False,-2.83,0.16,0.41,False,4625,1.07,-2.85,2.22,122,0.2,0.22,0.29,356.81,2.25,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.4
4047227809930988288,18:43:10.67,-30.22477,srg463,146.3,16.98,2023-05-26,14933,2x2,4435,$1arcs0$,-0.61,0.19,-0.35,0.1,0.82,0.08,-0.03,0.14,0.24,0.09,-0.58,0.14,-0.47,0.16,False,0.28,0.15,0.12,False,0.27,0.06,False,-0.66,0.36,False,0.4,0.15,False,0.39,0.08,False,-0.09,0.06,False,0.27,0.09,False,-0.3,0.06,False,0.09,0.11,False,-0.62,0.11,False,0.03,0.1,False,-0.17,0.1,False,-0.06,0.18,False,0.22,0.12,False,-0.22,0.09,False,0.09,0.07,False,-0.6,0.08,False,-0.45,0.07,False,-0.35,0.1,False,0.55,,True,-3.16,0.26,False,-2.55,0.31,False,-2.42,0.18,False,-3.36,0.5,False,-2.29,0.27,False,-2.3,0.13,False,-2.77,0.09,False,-2.41,0.11,False,-3.0,0.21,False,-2.59,0.12,False,-3.32,0.13,False,-2.67,0.19,False,-2.86,0.21,False,-2.76,0.03,False,-2.46,0.13,False,-2.9,0.07,False,-2.59,0.08,False,-3.28,0.09,False,-3.13,0.06,False,-3.03,0.06,False,-2.13,,True,-2.69,0.19,0.34,False,4423,0.65,-2.68,2.21,122,0.2,0.21,0.27,357.45,1.72,core,,,,,,,,,,,,,,,,,,,,,<,,,,,,,,,,,,,,,,,,,,,<,,163.3
6732306574448077824,18:49:32.13,-34.59606,srg468,119.1,17.3,2023-05-26,22816,2x2,3964,$1arcs0$,-0.04,0.19,0.35,0.1,0.01,0.19,-0.66,0.25,0.63,0.12,0.62,0.28,-0.53,0.16,False,0.22,0.06,0.13,False,0.37,0.09,False,-1.02,0.33,False,0.37,0.12,False,0.33,0.07,False,-0.02,0.07,False,0.19,0.08,False,-0.33,0.05,False,-0.11,0.09,False,-0.6,0.1,False,0.02,0.15,False,-0.17,0.06,False,-0.27,0.18,False,-0.26,0.23,False,-0.58,0.1,False,-0.06,0.08,False,-0.28,0.09,False,-0.02,0.1,False,0.35,0.1,False,0.43,0.1,False,-3.09,0.26,False,-2.5,0.31,False,-2.2,0.18,False,-3.59,0.46,False,-2.2,0.26,False,-2.24,0.14,False,-2.61,0.12,False,-2.4,0.13,False,-2.9,0.22,False,-2.7,0.09,False,-3.16,0.13,False,-2.55,0.22,False,-2.74,0.18,False,-2.83,0.05,False,-2.86,0.28,False,-3.18,0.1,False,-2.66,0.08,False,-2.87,0.14,False,-2.62,0.09,False,-2.24,0.09,False,-2.17,0.12,False,-2.57,0.2,0.32,False,4491,0.79,-2.56,2.24,122,0.2,0.21,0.29,359.61,5.75,core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.4
6735720523692986368,18:49:59.02,-33.83099,sgr2,184.1,-13.37,2021-07-30,83036,2x2,2673,$1arcs0$,,,,,0.85,0.14,0.08,0.15,,,,,-0.34,0.19,False,0.4,0.38,0.12,False,0.31,0.08,False,-0.43,0.29,False,0.49,0.16,False,0.29,0.06,False,-0.08,0.06,False,0.17,0.07,False,-0.19,0.05,False,-0.02,0.1,False,-0.5,0.09,False,-0.04,0.12,False,0.03,0.12,False,0.16,0.13,False,0.29,0.15,False,-0.25,0.09,False,0.11,0.06,False,-0.56,0.1,False,-0.49,0.13,False,-0.23,,True,0.86,,True,-2.99,0.29,False,-2.28,0.25,False,-2.35,0.16,False,-3.08,0.42,False,-2.17,0.26,False,-2.37,0.13,False,-2.63,0.1,False,-2.38,0.12,False,-2.84,0.19,False,-2.57,0.11,False,-3.16,0.11,False,-2.7,0.17,False,-2.63,0.24,False,-2.5,0.06,False,-2.26,0.18,False,-2.8,0.1,False,-2.44,0.1,False,-3.12,0.13,False,-3.04,0.1,False,-2.78,,True,-1.7,,True,-2.66,0.16,0.33,False,4609,1.04,-2.63,2.2,122,0.2,0.22,0.28,359.56,4.98,core,,,,,,,,,,,,,,,,,,,,<,<,,,,,,,,,,,,,,,,,,,,<,<,,170.7
6736253885603451776,18:50:53.71,-31.55492,sgr471,147.4,3.69,2023-06-26,12045,2x2,3000,$1arcs0$,,,,,-0.82,0.26,-1.7,0.3,,,,,-0.52,0.18,False,0.22,0.28,0.12,False,0.33,0.06,False,-0.6,0.08,False,0.51,0.09,False,0.16,0.08,False,0.04,0.07,False,0.27,0.08,False,-0.47,0.12,False,,,False,-0.52,0.1,False,0.15,0.13,False,0.1,0.06,False,0.21,,True,-1.37,0.22,False,-0.18,,True,0.09,,True,-0.55,0.1,False,0.3,,True,0.36,,True,0.66,,True,-3.66,0.28,False,-2.87,0.25,False,-2.81,0.16,False,-3.74,0.18,False,-2.63,0.2,False,-2.98,0.13,False,-3.1,0.11,False,-2.87,0.11,False,-3.62,0.22,False,,,False,-3.67,0.12,False,-2.99,0.2,False,-3.05,0.2,False,-2.94,,True,-4.51,0.24,False,-3.32,,True,-3.05,,True,-3.69,0.12,False,-2.84,,True,-2.78,,True,-2.48,,True,-3.14,0.17,0.34,False,4542,0.89,-3.15,2.36,122,0.2,0.22,0.3,359.33,2.71,core,,,,,,,,,,,,,,<,,<,<,,<,<,<,,,,,,,,,,,,,,<,,<,<,,<,<,<,,151.1
6736183692971769472,18:52:10.30,-31.90367,sgr476,146.6,17.83,2023-05-26,25864,2x2,4307,$1arcs0$,,,,,1.24,0.1,0.04,0.18,,,,,-0.37,0.19,False,0.36,0.31,0.11,False,0.48,0.1,False,-0.62,0.33,False,0.36,0.26,False,0.43,0.1,False,-0.0,0.12,False,0.2,0.1,False,-0.11,0.11,False,0.16,0.18,False,-0.43,0.13,False,-0.02,0.16,False,-0.03,0.09,False,0.23,0.2,False,0.53,0.15,False,-0.02,0.11,False,0.05,0.1,False,-0.71,0.12,False,-0.08,,True,-0.34,,True,-0.17,,True,-3.26,0.3,False,-2.57,0.32,False,-2.41,0.2,False,-3.5,0.48,False,-2.52,0.21,False,-2.45,0.13,False,-2.89,0.17,False,-2.69,0.15,False,-2.99,0.24,False,-2.73,0.2,False,-3.32,0.13,False,-2.9,0.22,False,-2.91,0.18,False,-2.66,0.06,False,-2.36,0.16,False,-2.91,0.12,False,-2.84,0.11,False,-3.6,0.14,False,-2.98,,True,-3.23,,True,-3.06,,True,-2.88,0.22,0.38,False,4371,0.54,-2.88,1.89,122,0.2,0.21,0.3,359.66,3.0,core,,,,,,,,,,,,,,,,,,,<,<,<,,,,,,,,,,,,,,,,,,,<,<,<,,164.4
6761301211485896192,18:52:48.45,-29.53984,sgr69,151.6,-12.75,2021-07-31,15973,2x2,600,$1arcs0$,-0.43,0.29,-0.13,0.14,0.45,0.16,-0.32,0.27,0.34,0.15,-0.11,0.22,-0.69,0.17,False,0.07,-0.11,0.14,False,0.34,0.12,False,-1.09,0.14,False,0.37,0.07,False,0.32,0.09,False,0.11,0.11,False,0.26,0.13,False,-0.21,0.14,False,,,False,-0.49,0.16,False,0.58,0.42,False,0.02,0.06,False,0.47,0.21,False,-0.03,0.16,False,-0.38,0.2,False,0.15,,True,-0.47,0.14,False,0.27,,True,-0.13,0.14,False,1.19,,True,-3.37,0.23,False,-2.79,0.33,False,-2.34,0.25,False,-3.76,0.17,False,-2.3,0.18,False,-2.36,0.17,False,-2.52,0.14,False,-2.38,0.16,False,-2.89,0.32,False,,,False,-3.16,0.15,False,-2.1,0.35,False,-2.65,0.24,False,-2.21,0.05,False,-2.66,0.2,False,-3.01,0.19,False,-2.49,,True,-3.11,0.14,False,-2.37,,True,-2.77,0.1,False,-1.45,,True,-2.68,0.22,0.33,False,4401,0.6,-2.67,2.5,122,0.2,0.26,0.34,359.37,0.65,core,,,,,,,,,,,,,,,,,<,,<,,<,,,,,,,,,,,,,,,,,<,,<,,<,,138.8
6760843501083241216,18:56:40.24,-29.90057,srg482,128.3,18.64,2023-05-25,21625,2x2,2135,$1arcs0$,,,,,0.16,0.05,-0.07,0.14,,,,,0.19,0.17,False,0.84,0.71,0.1,False,0.36,0.05,False,-0.32,0.2,False,0.47,0.07,False,0.33,0.06,False,-0.03,0.08,False,0.28,0.08,False,-0.22,0.07,False,0.14,0.1,False,-0.58,0.09,False,0.08,0.13,False,0.08,0.09,False,0.06,0.15,False,0.28,0.14,False,0.1,0.07,False,0.34,0.05,False,0.12,0.12,False,-0.16,0.09,False,-0.02,,True,-0.02,,True,-2.54,0.29,False,-2.02,0.25,False,-2.38,0.16,False,-3.06,0.2,False,-2.26,0.21,False,-2.41,0.12,False,-2.75,0.12,False,-2.44,0.13,False,-2.96,0.18,False,-2.59,0.11,False,-3.32,0.1,False,-2.65,0.19,False,-2.66,0.15,False,-2.68,0.05,False,-2.44,0.18,False,-2.62,0.1,False,-2.38,0.09,False,-2.6,0.17,False,-2.88,0.09,False,-2.74,,True,-2.74,,True,-2.74,0.17,0.37,False,4604,1.02,-2.74,2.12,122,0.2,0.21,0.28,0.26,0.86,core,,,,,,,,,,,,,,,,,,,,<,<,,,,,,,,,,,,,,,,,,,,<,<,,146.9
6760823641153762816,18:57:04.51,-30.17269,sgr4,152.0,-12.66,2021-07-30,84397,2x2,1200,$1arcs0$,,,,,1.04,0.29,-0.51,0.28,,,,,-0.85,0.28,False,-0.1,0.34,0.16,False,0.4,0.07,False,-0.91,0.08,False,0.52,0.1,False,0.39,0.08,False,0.04,0.07,False,0.31,0.08,False,-0.44,0.13,False,,,False,-0.4,0.09,False,0.0,0.14,False,0.12,0.06,False,0.38,0.17,False,-0.12,0.28,False,-0.29,0.09,False,0.15,0.07,False,-1.16,0.11,False,0.06,,True,0.24,,True,0.41,,True,-3.95,0.33,False,-2.76,0.31,False,-2.7,0.19,False,-4.01,0.24,False,-2.58,0.25,False,-2.71,0.14,False,-3.06,0.12,False,-2.79,0.16,False,-3.54,0.25,False,,,False,-3.5,0.12,False,-3.1,0.21,False,-2.98,0.2,False,-2.72,0.07,False,-3.21,0.34,False,-3.39,0.15,False,-2.95,0.14,False,-4.26,0.16,False,-3.04,,True,-2.86,,True,-2.68,,True,-3.1,0.19,0.41,False,4379,0.56,-3.12,2.5,122,0.2,0.23,0.4,0.39,1.12,core,,,,,,,,,,,,,,,,,,,<,<,<,,,,,,,,,,,,,,,,,,,<,<,<,,139.3
6760148545331944832,18:57:27.66,-31.12774,sgr38,174.1,-12.58,2021-07-31,876,2x2,3225,$1arcs0$,,,,,1.57,0.16,0.34,0.18,,,,,-0.12,0.15,False,0.41,0.17,0.12,False,0.44,0.12,False,-0.59,0.14,False,0.46,0.14,False,0.2,0.08,False,-0.43,0.08,False,0.03,0.09,False,-0.26,0.1,False,-0.18,0.08,False,-0.42,0.1,False,-0.07,0.1,False,0.24,0.12,False,0.44,0.14,False,0.62,0.17,False,-0.02,0.08,False,0.08,0.09,False,-0.96,0.11,False,-0.05,,True,-0.04,,True,0.84,,True,-2.84,0.27,False,-2.55,0.26,False,-2.28,0.19,False,-3.32,0.1,False,-2.26,0.26,False,-2.52,0.13,False,-2.99,0.11,False,-2.53,0.13,False,-2.98,0.21,False,-2.73,0.08,False,-3.14,0.1,False,-2.8,0.16,False,-2.49,0.25,False,-2.28,0.06,False,-1.94,0.18,False,-2.58,0.08,False,-2.48,0.1,False,-3.52,0.12,False,-2.61,,True,-2.6,,True,-1.72,,True,-2.72,0.17,0.32,False,4784,1.43,-2.72,1.96,123,0.2,0.21,0.29,0.64,2.05,core,,,,,,,,,,,,,,,,,,,<,<,<,,,,,,,,,,,,,,,,,,,<,<,<,,161.5
6756665051965670400,19:01:38.93,-32.90755,srg484,140.3,18.77,2023-05-25,20531,2x2,3175,$1arcs0$,,,,,0.83,0.33,-0.48,0.27,,,,,-0.41,0.2,False,0.26,0.87,0.13,False,0.35,0.06,False,-0.15,0.08,False,0.66,0.05,False,0.17,0.07,False,0.02,0.06,False,0.3,0.08,False,-0.4,0.08,False,,,False,-0.39,0.08,False,0.22,0.13,False,-0.04,0.07,False,0.37,0.1,False,-0.09,0.29,False,-0.32,0.09,False,0.14,0.07,False,-0.92,0.13,False,0.2,,True,-0.02,,True,0.3,,True,-3.35,0.31,False,-2.08,0.24,False,-2.59,0.14,False,-3.09,0.21,False,-2.28,0.18,False,-2.78,0.12,False,-2.96,0.1,False,-2.68,0.12,False,-3.34,0.19,False,,,False,-3.33,0.13,False,-2.72,0.17,False,-2.98,0.18,False,-2.58,0.07,False,-3.07,0.32,False,-3.3,0.1,False,-2.84,0.09,False,-3.9,0.15,False,-2.78,,True,-3.0,,True,-2.68,,True,-2.94,0.15,0.41,False,4697,1.23,-2.95,1.99,123,0.2,0.22,0.33,1.81,3.66,core,,,,,,,,,,,,,,,,,,,<,<,<,,,,,,,,,,,,,,,,,,,<,<,<,,159.1
